t_s,v_kmh,grade_pct,P_wheel_kW,fuel_g_per_s,SOC
4500.0000,93.3665,-1.6173,31.6235,0.0000,0.4212
4500.1000,93.3644,-1.6196,29.9902,0.0000,0.4211
4500.2000,93.3589,-1.6219,28.4317,0.0000,0.4210
4500.3000,93.3507,-1.6241,27.1580,0.0000,0.4210
4500.4000,93.3402,-1.6263,25.8779,0.0000,0.4209
4500.5000,93.3270,-1.6285,24.4409,0.0000,0.4208
4500.6000,93.3109,-1.6306,23.1795,0.0000,0.4207
4500.7000,93.2928,-1.6327,22.6134,0.0000,0.4207
4500.8000,93.2746,-1.6347,21.9138,0.0000,0.4206
4500.9000,93.2540,-1.6367,21.3492,0.0000,0.4205
4501.0000,93.2337,-1.6386,21.4430,0.0000,0.4204
4501.1000,93.2137,-1.6405,21.4381,0.0000,0.4204
4501.2000,93.1937,-1.6423,21.0152,0.0000,0.4203
4501.3000,93.1721,-1.6441,20.5381,0.0000,0.4202
4501.4000,93.1504,-1.6459,20.1801,0.0000,0.4202
4501.5000,93.1276,-1.6476,19.6853,0.0000,0.4201
4501.6000,93.1041,-1.6492,19.0924,0.0000,0.4201
4501.7000,93.0791,-1.6509,18.7366,0.0000,0.4200
4501.8000,93.0543,-1.6524,18.5601,0.0000,0.4199
4501.9000,93.0289,-1.6539,17.6606,0.0000,0.4199
4502.0000,93.0007,-1.6554,15.9677,0.0000,0.4198
4502.1000,92.9686,-1.6568,14.4719,0.0000,0.4198
4502.2000,92.9346,-1.6582,12.9366,0.0000,0.4197
4502.3000,92.8965,-1.6596,11.0418,0.0000,0.4197
4502.4000,92.8551,-1.6608,10.1527,0.0000,0.4196
4502.5000,92.8136,-1.6621,9.9305,0.0000,0.4196
4502.6000,92.7715,-1.6633,9.8018,0.0000,0.4196
4502.7000,92.7298,-1.6644,9.9665,0.0000,0.4195
4502.8000,92.6886,-1.6655,10.8914,0.0000,0.4195
4502.9000,92.6509,-1.6666,12.4584,0.0000,0.4195
4503.0000,92.6164,-1.6676,14.7911,0.0000,0.4194
4503.1000,92.5884,-1.6685,17.5936,0.0000,0.4193
4503.2000,92.5655,-1.6694,20.2163,0.0000,0.4193
4503.3000,92.5484,-1.6703,22.4399,0.0000,0.4192
4503.4000,92.5346,-1.6711,24.1497,0.0000,0.4191
4503.5000,92.5246,-1.6718,26.3111,0.0000,0.4190
4503.6000,92.5198,-1.6725,28.2341,0.0000,0.4190
4503.7000,92.5177,-1.6732,29.2322,0.0000,0.4189
4503.8000,92.5170,-1.6738,30.1631,0.0000,0.4188
4503.9000,92.5188,-1.6743,31.5533,0.0000,0.4187
4504.0000,92.5238,-1.6749,32.6408,0.0000,0.4186
4504.1000,92.5300,-1.6753,33.7568,0.0000,0.4185
4504.2000,92.5396,-1.6757,35.8449,0.0000,0.4184
4504.3000,92.5543,-1.6761,38.3774,0.0000,0.4183
4504.4000,92.5742,-1.6764,40.3157,0.0000,0.4181
4504.5000,92.5967,-1.6767,41.8145,0.0000,0.4180
4504.6000,92.6226,-1.6769,43.6671,0.0000,0.4179
4504.7000,92.6525,-1.6770,45.5609,0.0000,0.4178
4504.8000,92.6859,-1.6772,46.5501,0.0000,0.4176
4504.9000,92.7197,-1.6772,46.2705,0.0000,0.4175
4505.0000,92.7518,-1.6772,44.7284,0.0000,0.4173
4505.1000,92.7791,-1.6772,42.0196,0.0000,0.4172
4505.2000,92.8000,-1.6771,38.5352,0.0000,0.4171
4505.3000,92.8131,-1.6770,34.6862,0.0000,0.4170
4505.4000,92.8182,-1.6768,31.4035,0.0000,0.4169
4505.5000,92.8179,-1.6765,29.1304,0.0000,0.4168
4505.6000,92.8138,-1.6762,27.5994,0.0000,0.4167
4505.7000,92.8072,-1.6759,26.3710,0.0000,0.4166
4505.8000,92.7981,-1.6755,25.8540,0.0000,0.4166
4505.9000,92.7894,-1.6750,26.2771,0.0000,0.4165
4506.0000,92.7820,-1.6746,26.5618,0.0000,0.4164
4506.1000,92.7745,-1.6740,26.2643,0.0000,0.4163
4506.2000,92.7659,-1.6734,26.0886,0.0000,0.4162
4506.3000,92.7577,-1.6728,26.1440,0.0000,0.4162
4506.4000,92.7494,-1.6721,25.2386,0.0000,0.4161
4506.5000,92.7374,-1.6713,24.3850,0.0000,0.4160
4506.6000,92.7256,-1.6705,24.4495,0.0000,0.4159
4506.7000,92.7140,-1.6696,24.7972,0.0000,0.4159
4506.8000,92.7035,-1.6687,25.2982,0.0000,0.4158
4506.9000,92.6939,-1.6678,26.0104,0.0000,0.4157
4507.0000,92.6864,-1.6668,26.6239,0.0000,0.4156
4507.1000,92.6792,-1.6657,27.3339,0.0000,0.4155
4507.2000,92.6746,-1.6646,28.3333,0.0000,0.4154
4507.3000,92.6714,-1.6634,29.0234,0.0000,0.4153
4507.4000,92.6695,-1.6622,29.8377,0.0000,0.4153
4507.5000,92.6696,-1.6610,30.7475,0.0000,0.4152
4507.6000,92.6713,-1.6596,31.2182,0.0000,0.4151
