t_s,v_kmh,grade_pct,P_wheel_kW,fuel_g_per_s
2100.0000,8.4296,0.0000,16.9445,1.6066
2100.1000,8.7775,0.0000,17.6222,1.6567
2100.2000,9.1249,0.0000,18.2950,1.7071
2100.3000,9.4716,0.0000,18.9626,1.7578
2100.4000,9.8177,0.0000,19.6246,1.8087
2100.5000,10.1631,0.0000,20.2805,1.8601
2100.6000,10.5078,0.0000,20.9300,1.9117
2100.7000,10.8516,0.0000,21.5727,1.9632
2100.8000,11.1947,0.0000,22.2080,2.0150
2100.9000,11.5368,0.0000,22.8355,2.0671
2101.0000,11.8780,0.0000,23.4549,2.1195
2101.1000,12.2181,0.0000,24.0656,2.1722
2101.2000,12.5572,0.0000,24.6672,2.2249
2101.3000,12.8952,0.0000,25.2592,2.2777
2101.4000,13.2320,0.0000,25.8412,2.3308
2101.5000,13.5676,0.0000,26.4128,2.3840
2101.6000,13.9018,0.0000,26.9734,2.4373
2101.7000,14.2347,0.0000,27.5227,2.4916
2101.8000,14.5662,0.0000,28.0601,2.5461
2101.9000,14.8962,0.0000,28.5853,2.6007
2102.0000,15.2247,0.0000,29.0978,2.5672
2102.1000,15.5515,0.0000,29.5972,2.5954
2102.2000,15.8767,0.0000,30.0831,2.6230
2102.3000,16.2002,0.0000,30.5551,2.6499
2102.4000,16.5218,0.0000,31.0128,2.6761
2102.5000,16.8416,0.0000,31.4558,2.7016
2102.6000,17.1595,0.0000,31.8837,2.7264
2102.7000,17.4755,0.0000,32.2963,2.7495
2102.8000,17.7893,0.0000,32.6932,2.7718
2102.9000,18.1011,0.0000,33.0741,2.7935
2103.0000,18.4107,0.0000,33.4387,2.8143
2103.1000,18.7181,0.0000,33.7868,2.8343
2103.2000,19.0232,0.0000,34.1180,2.8535
2103.3000,19.3260,0.0000,34.4322,2.8719
2103.4000,19.6264,0.0000,34.7293,2.8894
2103.5000,19.9243,0.0000,35.0089,2.9061
2103.6000,20.2197,0.0000,35.2710,2.5137
2103.7000,20.5126,0.0000,35.5154,2.5353
2103.8000,20.8028,0.0000,35.7421,2.5563
2103.9000,21.0904,0.0000,35.9510,2.5779
2104.0000,21.3753,0.0000,36.1420,2.5986
2104.1000,21.6573,0.0000,36.3151,2.6184
2104.2000,21.9366,0.0000,36.4703,2.6370
2104.3000,22.2131,0.0000,36.6078,2.6542
2104.4000,22.4866,0.0000,36.7274,2.6705
2104.5000,22.7572,0.0000,36.8294,2.6858
2104.6000,23.0248,0.0000,36.9138,2.7001
2104.7000,23.2894,0.0000,36.9808,2.7136
2104.8000,23.5509,0.0000,37.0305,2.7260
2104.9000,23.8094,0.0000,37.0632,2.7376
2105.0000,24.0647,0.0000,37.0791,2.7482
2105.1000,24.3169,0.0000,37.0783,2.7579
2105.2000,24.5659,0.0000,37.0612,2.7667
2105.3000,24.8117,0.0000,37.0280,2.7746
2105.4000,25.0543,0.0000,36.9791,2.7816
2105.5000,25.2936,0.0000,36.9148,2.5272
2105.6000,25.5297,0.0000,36.8354,2.5261
2105.7000,25.7625,0.0000,36.7413,2.5242
2105.8000,25.9920,0.0000,36.6328,2.5215
2105.9000,26.2182,0.0000,35.5075,2.4612
2106.0000,26.4266,0.0000,33.3676,2.3432
2106.1000,26.6179,0.0000,31.2611,2.2270
2106.2000,26.7928,0.0000,29.1396,2.1097
2106.3000,26.9511,0.0000,26.9330,1.9950
2106.4000,27.0925,0.0000,25.6329,1.9282
2106.5000,27.2305,0.0000,25.2462,1.9104
2106.6000,27.3646,0.0000,24.6074,1.8788
2106.7000,27.4919,0.0000,23.7284,1.8339
2106.8000,27.6121,0.0000,22.8908,1.7908
2106.9000,27.7265,0.0000,22.0769,1.7488
2107.0000,27.8341,0.0000,21.1312,1.6993
2107.1000,27.9344,0.0000,20.2544,1.6532
2107.2000,28.0290,0.0000,19.4594,1.6114
2107.3000,28.1175,0.0000,18.5345,1.5621
2107.4000,28.1988,0.0000,17.6657,1.5157
2107.5000,28.2748,0.0000,17.0420,1.4826
2107.6000,28.3470,0.0000,16.5415,1.4563
2107.7000,28.4157,0.0000,16.1646,1.4367
2107.8000,28.4823,0.0000,15.8746,1.4219
2107.9000,28.5465,0.0000,15.5562,1.4054
2108.0000,28.6084,0.0000,15.2114,1.3874
2108.1000,28.6675,0.0000,14.8661,1.3693
2108.2000,28.7244,0.0000,14.5892,1.3550
2108.3000,28.7794,0.0000,14.4423,1.3479
2108.4000,28.8339,0.0000,14.4197,1.3477
2108.5000,28.8882,0.0000,14.4310,1.3495
2108.6000,28.9423,0.0000,14.4151,1.3497
2108.7000,28.9960,0.0000,14.2828,1.3434
2108.8000,29.0481,0.0000,14.0604,1.3320
2108.9000,29.0984,0.0000,13.8819,1.3230
2109.0000,29.1478,0.0000,13.6979,1.3137
2109.1000,29.1954,0.0000,13.5086,1.3040
2109.2000,29.2419,0.0000,13.3962,1.2987
2109.3000,29.2878,0.0000,13.2561,1.2917
2109.4000,29.3322,0.0000,12.8965,1.2724
2109.5000,29.3731,0.0000,12.4032,1.2454
2109.6000,29.4108,0.0000,11.9466,1.2204
2109.7000,29.4456,0.0000,11.5543,1.1990
2109.8000,29.4781,0.0000,11.2987,1.1852
2109.9000,29.5094,0.0000,11.1538,1.1776
2110.0000,29.5399,0.0000,10.8967,1.1637
2110.1000,29.5677,0.0000,10.5132,1.1019
