t_s,v_kmh,grade_pct,P_wheel_kW,fuel_g_per_s
900.0000,27.8854,0.0000,22.5331,1.7771
900.1000,27.9960,0.0000,21.9188,1.7458
900.2000,28.1021,0.0000,21.2059,1.7090
900.3000,28.2018,0.0000,20.3580,1.6645
900.4000,28.2954,0.0000,19.4351,1.6156
900.5000,28.3818,0.0000,18.5198,1.5668
900.6000,28.4623,0.0000,17.7348,1.5250
900.7000,28.5375,0.0000,17.1873,1.4961
900.8000,28.6101,0.0000,16.7533,1.4735
900.9000,28.6789,0.0000,16.2543,1.4471
901.0000,28.7442,0.0000,15.7391,1.4197
901.1000,28.8057,0.0000,15.1068,1.3856
901.2000,28.8622,0.0000,14.3352,1.3436
901.3000,28.9131,0.0000,13.6183,1.3044
901.4000,28.9599,0.0000,13.0614,1.2740
901.5000,29.0032,0.0000,12.5425,1.2457
901.6000,29.0429,0.0000,12.1413,1.2239
901.7000,29.0807,0.0000,11.8060,1.2057
901.8000,29.1158,0.0000,11.5664,1.1929
901.9000,29.1502,0.0000,11.4788,1.1886
902.0000,29.1840,0.0000,11.5446,1.1930
902.1000,29.2191,0.0000,11.7140,1.2033
902.2000,29.2548,0.0000,11.8589,1.2123
902.3000,29.2915,0.0000,11.9452,1.2179
902.4000,29.3281,0.0000,11.8839,1.2152
902.5000,29.3638,0.0000,11.5600,1.1976
902.6000,29.3960,0.0000,11.0571,1.1698
902.7000,29.4250,0.0000,10.6184,1.1090
902.8000,29.4514,0.0000,10.1738,1.0769
902.9000,29.4745,0.0000,9.6981,1.0430
903.0000,29.4947,0.0000,9.2543,1.0115
903.1000,29.5120,0.0000,8.8447,0.9826
903.2000,29.5269,0.0000,8.3705,0.9493
903.3000,29.5381,0.0000,7.9951,0.9231
903.4000,29.5481,0.0000,7.8372,0.9121
903.5000,29.5572,0.0000,7.8553,0.9134
903.6000,29.5674,0.0000,7.9142,0.9176
903.7000,29.5772,0.0000,7.9946,0.9233
903.8000,29.5884,0.0000,8.0613,0.9281
903.9000,29.5990,0.0000,8.0608,0.9281
904.0000,29.6101,0.0000,8.1243,0.9326
904.1000,29.6215,0.0000,8.1479,0.9343
904.2000,29.6328,0.0000,8.1969,0.9378
904.3000,29.6448,0.0000,8.2032,0.9384
904.4000,29.6562,0.0000,8.1360,0.9337
904.5000,29.6673,0.0000,8.0306,0.9265
904.6000,29.6772,0.0000,7.8946,0.9170
904.7000,29.6865,0.0000,7.7646,0.9081
904.8000,29.6948,0.0000,7.7199,0.9050
904.9000,29.7034,0.0000,7.6191,0.8981
905.0000,29.7104,0.0000,7.3024,0.8762
905.1000,29.7150,0.0000,7.0724,0.8603
905.2000,29.7190,0.0000,6.8240,0.8179
905.3000,29.7204,0.0000,6.3697,0.7819
905.4000,29.7187,0.0000,6.0787,0.7589
905.5000,29.7164,0.0000,6.0073,0.7533
905.6000,29.7137,0.0000,5.9293,0.7472
905.7000,29.7105,0.0000,5.9800,0.7511
905.8000,29.7085,0.0000,6.2941,0.7759
905.9000,29.7093,0.0000,6.6556,0.8045
906.0000,29.7118,0.0000,6.8007,0.8161
906.1000,29.7144,0.0000,6.7480,0.8119
906.2000,29.7163,0.0000,6.6890,0.8072
906.3000,29.7182,0.0000,6.5589,0.7969
906.4000,29.7184,0.0000,6.3757,0.7824
906.5000,29.7179,0.0000,6.4729,0.7901
906.6000,29.7194,0.0000,6.7146,0.8092
906.7000,29.7220,0.0000,6.8460,0.8197
906.8000,29.7251,0.0000,7.1260,0.8420
906.9000,29.7312,0.0000,7.4112,0.8649
907.0000,29.7380,0.0000,7.5230,0.8739
907.1000,29.7455,0.0000,7.6770,0.8862
907.2000,29.7541,0.0000,7.7642,0.8933
907.3000,29.7627,0.0000,7.6289,0.8824
907.4000,29.7696,0.0000,7.4524,0.8682
907.5000,29.7759,0.0000,7.3560,0.8605
907.6000,29.7815,0.0000,7.3293,0.8583
907.7000,29.7875,0.0000,7.6039,0.8804
907.8000,29.7966,0.0000,7.9979,0.9121
907.9000,29.8075,0.0000,8.1111,0.9213
908.0000,29.8179,0.0000,8.0595,0.9171
908.1000,29.8282,0.0000,8.0239,0.9142
908.2000,29.8381,0.0000,7.7057,0.8886
908.3000,29.8443,0.0000,7.3256,0.8581
908.4000,29.8494,0.0000,7.2554,0.8525
908.5000,29.8546,0.0000,7.1291,0.8424
908.6000,29.8581,0.0000,6.8807,0.8226
908.7000,29.8602,0.0000,6.8141,0.8173
908.8000,29.8628,0.0000,6.9506,0.8282
908.9000,29.8666,0.0000,7.0658,0.8374
909.0000,29.8707,0.0000,7.1241,0.8420
909.1000,29.8752,0.0000,7.1382,0.8431
909.2000,29.8794,0.0000,7.0208,0.8338
909.3000,29.8824,0.0000,6.6502,0.8044
909.4000,29.8820,0.0000,6.1786,0.7671
909.5000,29.8790,0.0000,5.7695,0.7351
909.6000,29.8734,0.0000,5.3463,0.7021
909.7000,29.8651,0.0000,5.0153,0.6764
909.8000,29.8554,0.0000,4.8488,0.6635
909.9000,29.8450,0.0000,4.7581,0.6565
910.0000,29.8341,0.0000,4.8302,0.6620
910.1000,29.8247,0.0000,5.1170,0.6841
910.2000,29.8175,0.0000,5.3653,0.7034
910.3000,29.8113,0.0000,5.4293,0.7083
910.4000,29.8049,0.0000,5.4581,0.7105
910.5000,29.7991,0.0000,5.7039,0.7297
910.6000,29.7958,0.0000,6.0863,0.7597
910.7000,29.7948,0.0000,6.4033,0.7847
910.8000,29.7956,0.0000,6.6902,0.8074
910.9000,29.7982,0.0000,6.9334,0.8267
911.0000,29.8021,0.0000,6.9986,0.8319
911.1000,29.8056,0.0000,6.7673,0.8135
911.2000,29.8065,0.0000,6.3601,0.7813
911.3000,29.8047,0.0000,6.0301,0.7553
911.4000,29.8015,0.0000,5.8609,0.7420
911.5000,29.7976,0.0000,5.6903,0.7286
911.6000,29.7922,0.0000,5.6582,0.7261
911.7000,29.7880,0.0000,5.8232,0.7390
911.8000,29.7847,0.0000,5.9290,0.7473
911.9000,29.7818,0.0000,5.8809,0.7435
912.0000,29.7779,0.0000,5.6235,0.7234
912.1000,29.7718,0.0000,5.2656,0.6955
912.2000,29.7634,0.0000,4.9479,0.6708
912.3000,29.7532,0.0000,4.6316,0.6464
912.4000,29.7408,0.0000,4.4077,0.6294
912.5000,29.7279,0.0000,4.3426,0.6245
912.6000,29.7147,0.0000,4.3068,0.6217
912.7000,29.7014,0.0000,4.5051,0.6366
912.8000,29.6907,0.0000,4.9298,0.6692
912.9000,29.6828,0.0000,5.3707,0.7034
913.0000,29.6779,0.0000,5.9489,0.7486
913.1000,29.6773,0.0000,6.4957,0.7918
913.2000,29.6793,0.0000,6.6133,0.8011
913.3000,29.6803,0.0000,6.4747,0.7901
913.4000,29.6805,0.0000,6.1304,0.7629
913.5000,29.6771,0.0000,5.5217,0.7151
913.6000,29.6695,0.0000,5.0008,0.6746
913.7000,29.6595,0.0000,4.7524,0.6553
913.8000,29.6488,0.0000,4.6842,0.6500
913.9000,29.6380,0.0000,-0.5516,0.0000
914.0000,29.5607,0.0000,-10.9837,0.0000
914.1000,29.4166,0.0000,-21.3677,0.0000
914.2000,29.2055,0.0000,-31.6597,0.0000
914.3000,28.9267,0.0000,-41.7954,0.0000
914.4000,28.5797,0.0000,-46.4910,0.0000
914.5000,28.2327,0.0000,-45.9601,0.0000
914.6000,27.8857,0.0000,-45.4280,0.0000
914.7000,27.5386,0.0000,-44.8946,0.0000
914.8000,27.1916,0.0000,-44.3601,0.0000
914.9000,26.8446,0.0000,-43.8244,0.0000
915.0000,26.4976,0.0000,-43.2875,0.0000
915.1000,26.1506,0.0000,-42.7494,0.0000
915.2000,25.8036,0.0000,-42.2102,0.0000
915.3000,25.4565,0.0000,-41.6699,0.0000
915.4000,25.1095,0.0000,-41.1285,0.0000
915.5000,24.7625,0.0000,-40.5860,0.0000
915.6000,24.4155,0.0000,-40.0424,0.0000
915.7000,24.0685,0.0000,-39.4977,0.0000
915.8000,23.7215,0.0000,-38.9520,0.0000
915.9000,23.3744,0.0000,-38.4052,0.0000
916.0000,23.0274,0.0000,-37.8575,0.0000
916.1000,22.6804,0.0000,-37.3087,0.0000
916.2000,22.3334,0.0000,-36.7589,0.0000
916.3000,21.9864,0.0000,-36.2082,0.0000
916.4000,21.6394,0.0000,-35.6565,0.0000
916.5000,21.2923,0.0000,-35.1038,0.0000
916.6000,20.9453,0.0000,-34.5503,0.0000
916.7000,20.5983,0.0000,-33.9958,0.0000
916.8000,20.2513,0.0000,-33.4404,0.0000
916.9000,19.9043,0.0000,-32.8841,0.2778
917.0000,19.5573,0.0000,-32.3270,0.2778
917.1000,19.2102,0.0000,-31.7690,0.2778
917.2000,18.8632,0.0000,-31.2102,0.2778
917.3000,18.5162,0.0000,-30.6505,0.2778
917.4000,18.1692,0.0000,-30.0900,0.2778
917.5000,17.8222,0.0000,-29.5288,0.2778
917.6000,17.4752,0.0000,-28.9668,0.2778
917.7000,17.1281,0.0000,-28.4040,0.2778
917.8000,16.7811,0.0000,-27.8404,0.2778
917.9000,16.4341,0.0000,-27.2762,0.2778
918.0000,16.0871,0.0000,-26.7112,0.2778
918.1000,15.7401,0.0000,-26.1455,0.2778
918.2000,15.3931,0.0000,-25.5791,0.2778
918.3000,15.0460,0.0000,-25.0120,0.2778
918.4000,14.6990,0.0000,-24.4443,0.2778
918.5000,14.3520,0.0000,-23.8760,0.2778
918.6000,14.0050,0.0000,-23.3070,0.2778
918.7000,13.6580,0.0000,-22.7374,0.2778
918.8000,13.3110,0.0000,-22.1672,0.2778
918.9000,12.9639,0.0000,-21.5965,0.2778
919.0000,12.6169,0.0000,-21.0252,0.2778
919.1000,12.2699,0.0000,-20.4533,0.2778
919.2000,11.9229,0.0000,-19.8809,0.2778
919.3000,11.5759,0.0000,-19.3079,0.2778
919.4000,11.2289,0.0000,-18.7345,0.2778
919.5000,10.8818,0.0000,-18.1606,0.2778
919.6000,10.5348,0.0000,-17.5862,0.2778
919.7000,10.1878,0.0000,-17.0113,0.2778
919.8000,9.8408,0.0000,-16.4360,0.2778
919.9000,9.4938,0.0000,-15.8603,0.2778
920.0000,9.1468,0.0000,-15.2841,0.2778
920.1000,8.7997,0.0000,-14.7076,0.2778
920.2000,8.4527,0.0000,-14.1306,0.2778
920.3000,8.1057,0.0000,-13.5533,0.2778
920.4000,7.7587,0.0000,-12.9757,0.2778
920.5000,7.4117,0.0000,-12.3977,0.2778
920.6000,7.0647,0.0000,-11.8193,0.2778
920.7000,6.7176,0.0000,-11.2407,0.2778
920.8000,6.3706,0.0000,-10.6618,0.2778
920.9000,6.0236,0.0000,-10.0682,0.2778
921.0000,5.6775,0.0000,-9.3976,0.2778
921.1000,5.3367,0.0000,-8.6265,0.2778
921.2000,5.0053,0.0000,-7.7909,0.2778
921.3000,4.6872,0.0000,-6.9222,0.2778
921.4000,4.3860,0.0000,-6.0572,0.2778
921.5000,4.1042,0.0000,-5.2613,0.2778
921.6000,3.8404,0.0000,-4.5671,0.2778
921.7000,3.5936,0.0000,-4.2086,0.2778
921.8000,3.3367,0.0000,-4.0563,0.2778
921.9000,3.0732,0.0000,-3.8216,0.2778
922.0000,2.8058,0.0000,-3.5279,0.2778
922.1000,2.5371,0.0000,-3.1949,0.2778
922.2000,2.2690,0.0000,-2.6832,0.2778
922.3000,2.0293,0.0000,-2.1115,0.2778
922.4000,1.8149,0.0000,-1.6579,0.2778
922.5000,1.6231,0.0000,-1.2984,0.2778
922.6000,1.4516,0.0000,-1.0137,0.2778
922.7000,1.2983,0.0000,-0.7886,0.2778
922.8000,1.1611,0.0000,-0.6109,0.2778
922.9000,1.0384,0.0000,-0.4709,0.2778
923.0000,0.9287,0.0000,-0.3608,0.2778
923.1000,0.8306,0.0000,-0.2744,0.2778
923.2000,0.7428,0.0000,-0.2067,0.2778
923.3000,0.6643,0.0000,-0.1540,0.2778
923.4000,0.5941,0.0000,-0.1130,0.2778
923.5000,0.5314,0.0000,-0.0813,0.2778
923.6000,0.4752,0.0000,-0.0569,0.2778
923.7000,0.4250,0.0000,-0.0383,0.2778
923.8000,0.3801,0.0000,-0.0241,0.2778
923.9000,0.3400,0.0000,-0.0135,0.2778
924.0000,0.3040,0.0000,-0.0056,0.2778
924.1000,0.2719,0.0000,0.0002,0.2778
924.2000,0.2432,0.0000,0.0043,0.2778
924.3000,0.2175,0.0000,-0.1049,0.2778
924.4000,0.0000,0.0000,-0.0000,0.2778
924.5000,0.0000,0.0000,0.0000,0.2778
924.6000,0.0000,0.0000,0.0000,0.2778
924.7000,0.0000,0.0000,0.0000,0.2778
924.8000,0.0000,0.0000,0.0000,0.2778
924.9000,0.0000,0.0000,0.0000,0.2778
925.0000,0.0000,0.0000,0.0000,0.2778
925.1000,0.0000,0.0000,0.0000,0.2778
925.2000,0.0000,0.0000,0.0000,0.2778
925.3000,0.0000,0.0000,0.0000,0.2778
925.4000,0.0000,0.0000,0.0000,0.2778
925.5000,0.0000,0.0000,0.0000,0.2778
925.6000,0.0000,0.0000,0.0000,0.2778
925.7000,0.0000,0.0000,0.0000,0.2778
925.8000,0.0000,0.0000,0.0000,0.2778
925.9000,0.0000,0.0000,0.0000,0.2778
926.0000,0.0000,0.0000,0.0000,0.2778
926.1000,0.0000,0.0000,0.0000,0.2778
926.2000,0.0000,0.0000,0.0000,0.2778
926.3000,0.0000,0.0000,0.0000,0.2778
926.4000,0.0000,0.0000,0.0000,0.2778
926.5000,0.0000,0.0000,0.0000,0.2778
926.6000,0.0000,0.0000,0.0000,0.2778
926.7000,0.0000,0.0000,0.0000,0.2778
926.8000,0.0000,0.0000,0.0000,0.2778
926.9000,0.0000,0.0000,0.0000,0.2778
927.0000,0.0000,0.0000,0.0000,0.2778
927.1000,0.0000,0.0000,0.0000,0.2778
927.2000,0.0000,0.0000,0.0000,0.2778
927.3000,0.0000,0.0000,0.0000,0.2778
927.4000,0.0000,0.0000,0.0000,0.2778
927.5000,0.0000,0.0000,0.0000,0.2778
927.6000,0.0000,0.0000,0.0000,0.2778
927.7000,0.0000,0.0000,0.0000,0.2778
927.8000,0.0000,0.0000,0.0000,0.2778
927.9000,0.0000,0.0000,0.0000,0.2778
928.0000,0.0000,0.0000,0.0000,0.2778
928.1000,0.0000,0.0000,0.0000,0.2778
928.2000,0.0000,0.0000,0.0000,0.2778
928.3000,0.0000,0.0000,0.0000,0.2778
928.4000,0.0000,0.0000,0.0000,0.2778
928.5000,0.0000,0.0000,0.0000,0.2778
928.6000,0.0000,0.0000,0.0000,0.2778
928.7000,0.0000,0.0000,0.0000,0.2778
928.8000,0.0000,0.0000,0.0000,0.2778
928.9000,0.0000,0.0000,0.0000,0.2778
929.0000,0.0000,0.0000,0.0000,0.2778
929.1000,0.0000,0.0000,0.0000,0.2778
929.2000,0.0000,0.0000,0.0000,0.2778
929.3000,0.0000,0.0000,0.0000,0.2778
929.4000,0.0000,0.0000,0.0000,0.2778
929.5000,0.0000,0.0000,0.0000,0.2778
929.6000,0.0000,0.0000,0.0000,0.2778
929.7000,0.0000,0.0000,0.0000,0.2778
929.8000,0.0000,0.0000,0.0000,0.2778
929.9000,0.0000,0.0000,0.0000,0.2778
930.0000,0.0000,0.0000,0.0000,0.2778
930.1000,0.0000,0.0000,0.0000,0.2778
930.2000,0.0000,0.0000,0.0000,0.2778
930.3000,0.0000,0.0000,0.0000,0.2778
930.4000,0.0000,0.0000,0.0000,0.2778
930.5000,0.0000,0.0000,0.0000,0.2778
930.6000,0.0000,0.0000,0.0000,0.2778
930.7000,0.0000,0.0000,0.0000,0.2778
930.8000,0.0000,0.0000,0.0000,0.2778
930.9000,0.0000,0.0000,0.0000,0.2778
931.0000,0.0000,0.0000,0.0000,0.2778
931.1000,0.0000,0.0000,0.0000,0.2778
931.2000,0.0000,0.0000,0.0000,0.2778
931.3000,0.0000,0.0000,0.0000,0.2778
931.4000,0.0000,0.0000,0.0000,0.2778
931.5000,0.0000,0.0000,0.0000,0.2778
931.6000,0.0000,0.0000,0.0000,0.2778
931.7000,0.0000,0.0000,0.0000,0.2778
931.8000,0.0000,0.0000,0.0000,0.2778
931.9000,0.0000,0.0000,0.0000,0.2778
932.0000,0.0000,0.0000,0.0000,0.2778
932.1000,0.0000,0.0000,0.0000,0.2778
932.2000,0.0000,0.0000,0.0000,0.2778
932.3000,0.0000,0.0000,0.0000,0.2778
932.4000,0.0000,0.0000,0.0000,0.2778
932.5000,0.0000,0.0000,0.0000,0.2778
932.6000,0.0000,0.0000,0.0000,0.2778
932.7000,0.0000,0.0000,0.0000,0.2778
932.8000,0.0000,0.0000,0.0000,0.2778
932.9000,0.0000,0.0000,0.0000,0.2778
933.0000,0.0000,0.0000,0.0000,0.2778
933.1000,0.0000,0.0000,0.0000,0.2778
933.2000,0.0000,0.0000,0.0000,0.2778
933.3000,0.0000,0.0000,0.0000,0.2778
933.4000,0.0000,0.0000,0.0000,0.2778
933.5000,0.0000,0.0000,0.0000,0.2778
933.6000,0.0000,0.0000,0.0000,0.2778
933.7000,0.0000,0.0000,0.0000,0.2778
933.8000,0.0000,0.0000,0.0000,0.2778
933.9000,0.0000,0.0000,0.0000,0.2778
934.0000,0.0000,0.0000,0.0000,0.2778
934.1000,0.0000,0.0000,0.0000,0.2778
934.2000,0.0000,0.0000,0.0000,0.2778
934.3000,0.0000,0.0000,0.0000,0.2778
934.4000,0.0000,0.0000,0.0000,0.2778
934.5000,0.0000,0.0000,0.0000,0.2778
934.6000,0.0000,0.0000,0.0000,0.2778
934.7000,0.0000,0.0000,0.0000,0.2778
934.8000,0.0000,0.0000,0.0000,0.2778
934.9000,0.0000,0.0000,0.0000,0.2778
935.0000,0.0000,0.0000,0.0000,0.2778
935.1000,0.0000,0.0000,0.0000,0.2778
935.2000,0.0000,0.0000,0.0000,0.2778
935.3000,0.0000,0.0000,0.0000,0.2778
935.4000,0.0000,0.0000,0.0000,0.2778
935.5000,0.0000,0.0000,0.0000,0.2778
935.6000,0.0000,0.0000,0.0000,0.2778
935.7000,0.0000,0.0000,0.0000,0.2778
935.8000,0.0000,0.0000,0.0000,0.2778
935.9000,0.0000,0.0000,0.0000,0.2778
936.0000,0.0000,0.0000,0.0000,0.2778
936.1000,0.0000,0.0000,0.0000,0.2778
936.2000,0.0000,0.0000,0.0000,0.2778
936.3000,0.0000,0.0000,0.0000,0.2778
936.4000,0.0000,0.0000,0.0000,0.2778
936.5000,0.0000,0.0000,0.0000,0.2778
936.6000,0.0000,0.0000,0.0000,0.2778
936.7000,0.0000,0.0000,0.0000,0.2778
936.8000,0.0000,0.0000,0.0000,0.2778
936.9000,0.0000,0.0000,0.0000,0.2778
937.0000,0.0000,0.0000,0.0000,0.2778
937.1000,0.0000,0.0000,0.0000,0.2778
937.2000,0.0000,0.0000,0.0000,0.2778
937.3000,0.0000,0.0000,0.0000,0.2778
937.4000,0.0000,0.0000,0.0000,0.2778
937.5000,0.0000,0.0000,0.0000,0.2778
937.6000,0.0000,0.0000,0.0000,0.2778
937.7000,0.0000,0.0000,0.0000,0.2778
937.8000,0.0000,0.0000,0.0000,0.2778
937.9000,0.0000,0.0000,0.0000,0.2778
938.0000,0.0000,0.0000,0.0000,0.2778
938.1000,0.0000,0.0000,0.0000,0.2778
938.2000,0.0000,0.0000,0.0000,0.2778
938.3000,0.0000,0.0000,0.0000,0.2778
938.4000,0.0000,0.0000,0.0000,0.2778
938.5000,0.0000,0.0000,0.0000,0.2778
938.6000,0.0000,0.0000,0.0000,0.2778
938.7000,0.0000,0.0000,0.0000,0.2778
938.8000,0.0000,0.0000,0.0000,0.2778
938.9000,0.0000,0.0000,0.0000,0.2778
939.0000,0.0000,0.0000,0.0000,0.2778
939.1000,0.0000,0.0000,0.0000,0.2778
939.2000,0.0000,0.0000,0.0000,0.2778
939.3000,0.0000,0.0000,0.0000,0.2778
939.4000,0.0000,0.0000,0.0000,0.2778
939.5000,0.0000,0.0000,0.0000,0.2778
939.6000,0.0000,0.0000,0.0000,0.2778
939.7000,0.0000,0.0000,0.0000,0.2778
939.8000,0.0000,0.0000,0.0000,0.2778
939.9000,0.0000,0.0000,0.0000,0.2778
940.0000,0.0000,0.0000,0.0000,0.2778
940.1000,0.0000,0.0000,0.0000,0.2778
940.2000,0.0000,0.0000,0.0000,0.2778
940.3000,0.0000,0.0000,0.0000,0.2778
940.4000,0.0000,0.0000,0.0000,0.2778
940.5000,0.0000,0.0000,0.0000,0.2778
940.6000,0.0000,0.0000,0.0000,0.2778
