t_s,v_kmh,grade_pct,P_wheel_kW,fuel_g_per_s
300.0000,0.0000,0.0000,0.0000,0.2778
300.1000,0.0000,0.0000,0.0000,0.2778
300.2000,0.0000,0.0000,0.0000,0.2778
300.3000,0.0000,0.0000,0.0000,0.2778
300.4000,0.0000,0.0000,0.0000,0.2778
300.5000,0.0000,0.0000,0.0000,0.2778
300.6000,0.0000,0.0000,0.0000,0.2778
300.7000,0.0000,0.0000,0.0000,0.2778
300.8000,0.0000,0.0000,0.0000,0.2778
300.9000,0.0000,0.0000,0.0000,0.2778
301.0000,0.0000,0.0000,0.0000,0.2778
301.1000,0.0000,0.0000,0.0000,0.2778
301.2000,0.0000,0.0000,0.0000,0.2778
301.3000,0.0000,0.0000,0.0000,0.2778
301.4000,0.0000,0.0000,0.0000,0.2778
301.5000,0.0000,0.0000,0.0000,0.2778
301.6000,0.0000,0.0000,0.0000,0.2778
301.7000,0.0000,0.0000,0.0000,0.2778
301.8000,0.0000,0.0000,0.0000,0.2778
301.9000,0.0000,0.0000,0.0000,0.2778
302.0000,0.0000,0.0000,0.0000,0.2778
302.1000,0.0000,0.0000,0.0000,0.2778
302.2000,0.0000,0.0000,0.0000,0.2778
302.3000,0.0000,0.0000,0.0000,0.2778
302.4000,0.0000,0.0000,0.0000,0.2778
302.5000,0.0000,0.0000,0.0000,0.2778
302.6000,0.0000,0.0000,0.0000,0.2778
302.7000,0.0000,0.0000,0.0000,0.2778
302.8000,0.0000,0.0000,0.0000,0.2778
302.9000,0.0000,0.0000,0.0000,0.2778
303.0000,0.0000,0.0000,0.0000,0.2778
303.1000,0.0000,0.0000,0.0000,0.2778
303.2000,0.0000,0.0000,0.0000,0.2778
303.3000,0.0000,0.0000,0.0000,0.2778
303.4000,0.0000,0.0000,0.0000,0.2778
303.5000,0.0000,0.0000,0.0000,0.2778
303.6000,0.0000,0.0000,0.0000,0.2778
303.7000,0.0000,0.0000,0.0000,0.2778
303.8000,0.0000,0.0000,0.0000,0.2778
303.9000,0.0000,0.0000,0.0000,0.2778
304.0000,0.0000,0.0000,0.0000,0.2778
304.1000,0.0000,0.0000,0.0000,0.2778
304.2000,0.0000,0.0000,0.0000,0.2778
304.3000,0.0000,0.0000,0.0000,0.2778
304.4000,0.0000,0.0000,0.0000,0.2778
304.5000,0.0000,0.0000,0.0000,0.2778
304.6000,0.0000,0.0000,0.0000,0.2778
304.7000,0.0000,0.0000,0.0000,0.2778
304.8000,0.0000,0.0000,0.0000,0.2778
304.9000,0.0000,0.0000,0.0000,0.2778
305.0000,0.0000,0.0000,0.0000,0.2778
305.1000,0.0000,0.0000,0.0000,0.2778
305.2000,0.0000,0.0000,0.0000,0.2778
305.3000,0.0000,0.0000,0.0000,0.2778
305.4000,0.0000,0.0000,0.0000,0.2778
305.5000,0.0000,0.0000,0.0000,0.2778
305.6000,0.0000,0.0000,0.0000,0.2778
305.7000,0.0000,0.0000,0.0000,0.2778
305.8000,0.0000,0.0000,0.0000,0.2778
305.9000,0.0000,0.0000,0.0000,0.2778
306.0000,0.0000,0.0000,0.0000,0.2778
306.1000,0.0000,0.0000,0.0000,0.2778
306.2000,0.0000,0.0000,0.0000,0.2778
306.3000,0.0000,0.0000,0.0000,0.2778
306.4000,0.0000,0.0000,0.0000,0.2778
306.5000,0.0000,0.0000,0.0000,0.2778
306.6000,0.0000,0.0000,0.0000,0.2778
306.7000,0.0000,0.0000,0.0000,0.2778
306.8000,0.0000,0.0000,0.0000,0.2778
306.9000,0.0000,0.0000,0.0000,0.2778
307.0000,0.0000,0.0000,0.0000,0.2778
307.1000,0.0000,0.0000,0.0000,0.2778
307.2000,0.0000,0.0000,0.0000,0.2778
307.3000,0.0000,0.0000,0.0000,0.2778
307.4000,0.0000,0.0000,0.0000,0.2778
307.5000,0.0000,0.0000,0.0000,0.2778
307.6000,0.0000,0.0000,0.0000,0.2778
307.7000,0.0000,0.0000,0.0000,0.2778
307.8000,0.0000,0.0000,0.0000,0.2778
307.9000,0.0000,0.0000,0.0000,0.2778
308.0000,0.0000,0.0000,0.0000,0.2778
308.1000,0.0000,0.0000,0.0000,0.2778
308.2000,0.0000,0.0000,0.0000,0.2778
308.3000,0.0000,0.0000,0.0000,0.2778
308.4000,0.0000,0.0000,0.0000,0.2778
308.5000,0.0000,0.0000,0.0000,0.2778
308.6000,0.0000,0.0000,0.0000,0.2778
308.7000,0.0000,0.0000,0.0000,0.2778
