# Project Volt WS4 - R22a SOC trajectories, mode (b) pure series at the delivered pack, all 8 VOLT-REG seeds x 3 ordered cases
# decimated to 5.0 s (every 50th 10 Hz sample); the full-rate reference trajectory is in data/trace_series_duty_v2_nominal_seed23_10Hz.csv
# SOC is fraction of USABLE bus energy (11.083608 kWh)
case,seed,t_s,SOC,P_bus_load_kW,P_batt_bus_kW,engine_on
nominal,23,0.0,0.549989,4.3271,-4.3271,0
nominal,23,5.0,0.546386,48.3907,-48.3907,0
nominal,23,10.0,0.538304,70.4464,-70.4464,0
nominal,23,15.0,0.531735,30.9762,-30.9762,0
nominal,23,20.0,0.529024,14.7868,-14.7868,0
nominal,23,25.0,0.526634,27.8162,-27.8162,0
nominal,23,30.0,0.523909,24.2561,-24.2561,0
nominal,23,35.0,0.521203,16.0384,-16.0384,0
nominal,23,40.0,0.519271,14.3946,-14.3946,0
nominal,23,45.0,0.516991,24.8258,-24.8258,0
nominal,23,50.0,0.514365,17.6727,-17.6727,0
nominal,23,55.0,0.512268,19.3652,-19.3652,0
nominal,23,60.0,0.517021,-39.6139,39.6139,0
nominal,23,65.0,0.520473,-17.2932,17.2932,0
nominal,23,70.0,0.521066,2.0000,-2.0000,0
nominal,23,75.0,0.520802,2.0000,-2.0000,0
nominal,23,80.0,0.520543,2.0000,-2.0000,0
nominal,23,85.0,0.520285,2.0000,-2.0000,0
nominal,23,90.0,0.520027,2.0000,-2.0000,0
nominal,23,95.0,0.519462,15.0323,-15.0323,0
nominal,23,100.0,0.515308,46.8220,-46.8220,0
nominal,23,105.0,0.508303,56.4502,-56.4502,0
nominal,23,110.0,0.504530,18.6176,-18.6176,0
nominal,23,115.0,0.502497,8.7059,-8.7059,0
nominal,23,120.0,0.501080,9.9875,-9.9875,0
nominal,23,125.0,0.499729,10.2774,-10.2774,0
nominal,23,130.0,0.498077,12.7727,-12.7727,0
nominal,23,135.0,0.495959,21.4733,-21.4733,0
nominal,23,140.0,0.493459,15.2813,-15.2813,0
nominal,23,145.0,0.491841,1.5600,-1.5600,0
nominal,23,150.0,0.497477,-27.1268,27.1268,0
nominal,23,155.0,0.498219,2.0000,-2.0000,0
nominal,23,160.0,0.497956,2.0000,-2.0000,0
nominal,23,165.0,0.497697,2.0000,-2.0000,0
nominal,23,170.0,0.497439,2.0000,-2.0000,0
nominal,23,175.0,0.497181,2.0000,-2.0000,0
nominal,23,180.0,0.496922,2.0000,-2.0000,0
nominal,23,185.0,0.495201,34.8496,-34.8496,0
nominal,23,190.0,0.487876,74.0940,-74.0940,0
nominal,23,195.0,0.477503,73.5145,-73.5145,0
nominal,23,200.0,0.472117,24.3209,-24.3209,0
nominal,23,205.0,0.468714,35.2468,-35.2468,0
nominal,23,210.0,0.465393,21.0310,-21.0310,0
nominal,23,215.0,0.462321,26.7251,-26.7251,0
nominal,23,220.0,0.459144,19.2815,-19.2815,0
nominal,23,225.0,0.456530,19.0477,-19.0477,0
nominal,23,230.0,0.454072,21.2447,-21.2447,0
nominal,23,235.0,0.450838,29.0389,-29.0389,0
nominal,23,240.0,0.447597,24.3196,-24.3196,0
nominal,23,245.0,0.446696,-66.5255,66.5255,0
nominal,23,250.0,0.454033,-47.1718,47.1718,0
nominal,23,255.0,0.457684,-13.1610,13.1610,0
nominal,23,260.0,0.457712,2.0923,-2.0923,0
nominal,23,265.0,0.457450,2.0000,-2.0000,0
nominal,23,270.0,0.457192,2.0000,-2.0000,0
nominal,23,275.0,0.456933,2.0000,-2.0000,0
nominal,23,280.0,0.456562,11.7041,-11.7041,0
nominal,23,285.0,0.451967,55.5948,-55.5948,0
nominal,23,290.0,0.443873,61.4422,-61.4422,0
nominal,23,295.0,0.439911,15.3794,-15.3794,0
nominal,23,300.0,0.437815,21.3320,-21.3320,0
nominal,23,305.0,0.435272,10.9270,-10.9270,0
nominal,23,310.0,0.434391,6.8663,-6.8663,0
nominal,23,315.0,0.432953,19.0837,-19.0837,0
nominal,23,320.0,0.434453,-55.1256,55.1256,0
nominal,23,325.0,0.438759,-16.0015,16.0015,0
nominal,23,330.0,0.438873,2.1167,-2.1167,0
nominal,23,335.0,0.438614,2.0000,-2.0000,0
nominal,23,340.0,0.438356,2.0000,-2.0000,0
nominal,23,345.0,0.438097,2.0000,-2.0000,0
nominal,23,350.0,0.437839,2.0000,-2.0000,0
nominal,23,355.0,0.437581,2.0000,-2.0000,0
nominal,23,360.0,0.437322,2.0000,-2.0000,0
nominal,23,365.0,0.434219,46.8652,-46.8652,0
nominal,23,370.0,0.425765,78.4990,-78.4990,0
nominal,23,375.0,0.416469,53.7259,-53.7259,0
nominal,23,380.0,0.411452,26.0067,-26.0067,0
nominal,23,385.0,0.408435,28.8241,-28.8241,0
nominal,23,390.0,0.405264,17.9454,-17.9454,0
nominal,23,395.0,0.403000,17.9541,-17.9541,0
nominal,23,400.0,0.400672,14.7388,-14.7388,0
nominal,23,405.0,0.397710,29.4885,-29.4885,0
nominal,23,410.0,0.394177,31.6624,-31.6624,0
nominal,23,415.0,0.392770,-55.3097,55.3097,0
nominal,23,420.0,0.398463,-38.1684,38.1684,0
nominal,23,425.0,0.401899,-18.4317,18.4317,0
nominal,23,430.0,0.402739,2.0000,-2.0000,0
nominal,23,435.0,0.402477,2.0000,-2.0000,0
nominal,23,440.0,0.402218,2.0000,-2.0000,0
nominal,23,445.0,0.401960,2.0000,-2.0000,0
nominal,23,450.0,0.401173,22.5224,-22.5224,0
nominal,23,455.0,0.395033,68.9791,-68.9791,0
nominal,23,460.0,0.384684,82.7156,-82.7156,0
nominal,23,465.0,0.378056,32.7667,-32.7667,0
nominal,23,470.0,0.374552,28.4349,-28.4349,0
nominal,23,475.0,0.371434,25.3541,-25.3541,0
nominal,23,480.0,0.368509,24.2278,-24.2278,0
nominal,23,485.0,0.365224,24.7126,-24.7126,0
nominal,23,490.0,0.361633,20.6595,-20.6595,0
nominal,23,495.0,0.359042,14.4703,-14.4703,0
nominal,23,500.0,0.356454,23.4114,-23.4114,0
nominal,23,505.0,0.352965,21.3216,-21.3216,0
nominal,23,510.0,0.357658,-62.4994,62.4994,0
nominal,23,515.0,0.363116,-27.3698,27.3698,0
nominal,23,520.0,0.364143,2.0000,-2.0000,0
nominal,23,525.0,0.363877,2.0000,-2.0000,0
nominal,23,530.0,0.363619,2.0000,-2.0000,0
nominal,23,535.0,0.363360,2.0000,-2.0000,0
nominal,23,540.0,0.363102,2.0000,-2.0000,0
nominal,23,545.0,0.362844,2.0000,-2.0000,0
nominal,23,550.0,0.360112,40.4104,-40.4104,0
nominal,23,555.0,0.352426,76.8328,-76.8328,0
nominal,23,560.0,0.348592,100.5171,-19.9032,1
nominal,23,565.0,0.346900,87.7733,-7.1594,1
nominal,23,570.0,0.346621,78.4127,2.2012,1
nominal,23,575.0,0.347387,54.0803,26.5336,1
nominal,23,580.0,0.351198,32.7415,47.8724,1
nominal,23,585.0,0.357311,26.6122,54.0017,1
nominal,23,590.0,0.363576,36.6061,44.0078,1
nominal,23,595.0,0.369456,37.2304,43.3835,1
nominal,23,600.0,0.375951,29.6851,50.9288,1
nominal,23,605.0,0.381188,39.5489,41.0650,1
nominal,23,610.0,0.386845,38.2478,42.3661,1
nominal,23,615.0,0.392836,30.6201,49.9938,1
nominal,23,620.0,0.399786,30.3596,50.2543,1
nominal,23,625.0,0.404932,43.7358,36.8781,1
nominal,23,630.0,0.410469,27.4456,53.1683,1
nominal,23,635.0,0.416941,31.5398,49.0741,1
nominal,23,640.0,0.422423,24.6038,56.0101,1
nominal,23,645.0,0.429442,36.4749,44.1390,1
nominal,23,650.0,0.435756,19.8215,60.7924,1
nominal,23,655.0,0.443371,11.2246,69.3893,1
nominal,23,660.0,0.451583,9.1670,71.4469,1
nominal,23,665.0,0.460050,-1.2720,81.8859,1
nominal,23,670.0,0.468859,23.5021,57.1118,1
nominal,23,675.0,0.476815,4.9604,75.6535,1
nominal,23,680.0,0.485986,2.0000,78.6139,1
nominal,23,685.0,0.494943,9.8235,70.7904,1
nominal,23,690.0,0.503864,12.8555,67.7584,1
nominal,23,695.0,0.512596,10.9454,69.6685,1
nominal,23,700.0,0.519926,35.3662,45.2477,1
nominal,23,705.0,0.526287,18.8124,61.8015,1
nominal,23,710.0,0.533255,28.1380,52.4759,1
nominal,23,715.0,0.539759,20.9911,59.6228,1
nominal,23,720.0,0.546222,36.0683,44.5456,1
nominal,23,725.0,0.548555,61.7417,18.8722,1
nominal,23,730.0,0.550416,44.8786,35.7353,1
nominal,23,735.0,0.554690,49.2866,31.3273,1
nominal,23,740.0,0.559402,37.4187,43.1952,1
nominal,23,745.0,0.564824,46.1497,34.4642,1
nominal,23,750.0,0.571011,37.5559,43.0580,1
nominal,23,755.0,0.575948,49.2396,31.3743,1
nominal,23,760.0,0.581271,34.6422,45.9717,1
nominal,23,765.0,0.587190,25.3925,55.2214,1
nominal,23,770.0,0.592304,32.2997,48.3142,1
nominal,23,775.0,0.596782,40.7982,39.8157,1
nominal,23,780.0,0.600990,45.8128,34.8011,1
nominal,23,785.0,0.604867,49.1203,31.4936,1
nominal,23,790.0,0.609397,42.9107,37.7032,1
nominal,23,795.0,0.614033,36.9669,43.6470,1
nominal,23,800.0,0.619602,37.6676,42.9463,1
nominal,23,805.0,0.623875,23.6518,56.9621,1
nominal,23,810.0,0.629281,48.5680,32.0459,1
nominal,23,815.0,0.634129,32.0180,48.5959,1
nominal,23,820.0,0.638872,39.1618,41.4521,1
nominal,23,825.0,0.643723,51.9666,28.6473,1
nominal,23,830.0,0.648010,52.3270,28.2869,1
nominal,23,835.0,0.652408,45.0693,35.5446,1
nominal,23,840.0,0.656847,49.8242,30.7897,1
nominal,23,845.0,0.660421,48.4491,32.1648,1
nominal,23,850.0,0.663846,45.4630,35.1509,1
nominal,23,855.0,0.665844,64.1924,16.4215,1
nominal,23,860.0,0.667951,58.3195,22.2944,1
nominal,23,865.0,0.670629,63.5299,17.0839,1
nominal,23,870.0,0.672958,47.0759,33.5379,1
nominal,23,875.0,0.675614,56.9453,23.6686,1
nominal,23,880.0,0.677852,71.5752,9.0387,1
nominal,23,885.0,0.678676,68.0843,12.5296,1
nominal,23,890.0,0.680437,65.7123,14.9016,1
nominal,23,895.0,0.682388,62.1619,18.4520,1
nominal,23,900.0,0.683828,-22.6458,103.2597,1
nominal,23,905.0,0.701722,-66.7415,147.3554,1
nominal,23,910.0,0.719220,-52.7580,133.3719,1
nominal,23,915.0,0.733391,-19.3107,99.9246,1
nominal,23,920.0,0.743613,2.3705,78.2434,1
nominal,23,925.0,0.749999,2.0000,-2.0000,0
nominal,23,930.0,0.749740,2.0000,-2.0000,0
nominal,23,935.0,0.749482,2.0000,-2.0000,0
nominal,23,940.0,0.749223,2.0000,-2.0000,0
nominal,23,945.0,0.746307,46.9884,-46.9884,0
nominal,23,950.0,0.737031,94.7134,-94.7134,0
nominal,23,955.0,0.722531,118.2010,-118.2010,0
nominal,23,960.0,0.707686,111.9875,-111.9875,0
nominal,23,965.0,0.693556,107.0878,-107.0878,0
nominal,23,970.0,0.681331,65.0063,-65.0063,0
nominal,23,975.0,0.673711,61.0970,-61.0970,0
nominal,23,980.0,0.664354,56.0142,-56.0142,0
nominal,23,985.0,0.656754,56.2141,-56.2141,0
nominal,23,990.0,0.650983,63.2624,-63.2624,0
nominal,23,995.0,0.643361,54.3954,-54.3954,0
nominal,23,1000.0,0.637545,47.4148,-47.4148,0
nominal,23,1005.0,0.631579,45.7623,-45.7623,0
nominal,23,1010.0,0.625372,48.4159,-48.4159,0
nominal,23,1015.0,0.619369,44.7701,-44.7701,0
nominal,23,1020.0,0.613670,38.4625,-38.4625,0
nominal,23,1025.0,0.609824,39.0266,-39.0266,0
nominal,23,1030.0,0.605013,35.7695,-35.7695,0
nominal,23,1035.0,0.600449,36.3614,-36.3614,0
nominal,23,1040.0,0.595758,46.0679,-46.0679,0
nominal,23,1045.0,0.589113,40.2021,-40.2021,0
nominal,23,1050.0,0.585069,32.1732,-32.1732,0
nominal,23,1055.0,0.580190,32.0231,-32.0231,0
nominal,23,1060.0,0.575927,24.1839,-24.1839,0
nominal,23,1065.0,0.571913,36.3446,-36.3446,0
nominal,23,1070.0,0.568292,19.8785,-19.8785,0
nominal,23,1075.0,0.564504,35.8242,-35.8242,0
nominal,23,1080.0,0.561059,30.0790,-30.0790,0
nominal,23,1085.0,0.557368,25.4639,-25.4639,0
nominal,23,1090.0,0.553546,36.8783,-36.8783,0
nominal,23,1095.0,0.549916,26.7920,-26.7920,0
nominal,23,1100.0,0.545610,32.2661,-32.2661,0
nominal,23,1105.0,0.541776,19.1003,-19.1003,0
nominal,23,1110.0,0.537832,33.3103,-33.3103,0
nominal,23,1115.0,0.532140,44.6440,-44.6440,0
nominal,23,1120.0,0.527799,22.8213,-22.8213,0
nominal,23,1125.0,0.524640,19.8985,-19.8985,0
nominal,23,1130.0,0.518071,93.3645,-93.3645,0
nominal,23,1135.0,0.510317,45.0189,-45.0189,0
nominal,23,1140.0,0.505396,45.4721,-45.4721,0
nominal,23,1145.0,0.501348,25.1543,-25.1543,0
nominal,23,1150.0,0.498257,19.8065,-19.8065,0
nominal,23,1155.0,0.495337,34.2401,-34.2401,0
nominal,23,1160.0,0.491897,28.9071,-28.9071,0
nominal,23,1165.0,0.488561,36.2610,-36.2610,0
nominal,23,1170.0,0.484085,19.4634,-19.4634,0
nominal,23,1175.0,0.480907,31.9221,-31.9221,0
nominal,23,1180.0,0.477727,14.4857,-14.4857,0
nominal,23,1185.0,0.474850,23.2009,-23.2009,0
nominal,23,1190.0,0.471367,18.3772,-18.3772,0
nominal,23,1195.0,0.468334,31.7407,-31.7407,0
nominal,23,1200.0,0.464627,36.6244,-36.6244,0
nominal,23,1205.0,0.460333,39.8214,-39.8214,0
nominal,23,1210.0,0.457597,15.7618,-15.7618,0
nominal,23,1215.0,0.455557,18.3110,-18.3110,0
nominal,23,1220.0,0.453383,24.9718,-24.9718,0
nominal,23,1225.0,0.450751,26.7300,-26.7300,0
nominal,23,1230.0,0.446905,27.8354,-27.8354,0
nominal,23,1235.0,0.443951,14.8466,-14.8466,0
nominal,23,1240.0,0.439430,36.1251,-36.1251,0
nominal,23,1245.0,0.434864,32.6803,-32.6803,0
nominal,23,1250.0,0.428917,59.7633,-59.7633,0
nominal,23,1255.0,0.421091,58.4951,-58.4951,0
nominal,23,1260.0,0.413803,55.1703,-55.1703,0
nominal,23,1265.0,0.406617,59.2078,-59.2078,0
nominal,23,1270.0,0.400328,50.5541,-50.5541,0
nominal,23,1275.0,0.396047,-66.8490,66.8490,0
nominal,23,1280.0,0.404170,-66.7045,66.7045,0
nominal,23,1285.0,0.412137,-58.6991,58.6991,0
nominal,23,1290.0,0.416546,-14.1555,14.1555,0
nominal,23,1295.0,0.416520,2.0000,-2.0000,0
nominal,23,1300.0,0.416262,2.0000,-2.0000,0
nominal,23,1305.0,0.416004,2.0000,-2.0000,0
nominal,23,1310.0,0.415745,2.0000,-2.0000,0
nominal,23,1315.0,0.411998,52.2548,-52.2548,0
nominal,23,1320.0,0.402586,82.1844,-82.1844,0
nominal,23,1325.0,0.392324,77.0919,-77.0919,0
nominal,23,1330.0,0.382602,73.7872,-73.7872,0
nominal,23,1335.0,0.373189,72.2500,-72.2500,0
nominal,23,1340.0,0.363549,59.9800,-59.9800,0
nominal,23,1345.0,0.357174,47.3384,-47.3384,0
nominal,23,1350.0,0.350613,55.0012,-55.0012,0
nominal,23,1355.0,0.353453,42.1539,38.4600,1
nominal,23,1360.0,0.357573,51.7298,28.8841,1
nominal,23,1365.0,0.360504,62.0957,18.5182,1
nominal,23,1370.0,0.362930,57.8682,22.7457,1
nominal,23,1375.0,0.365743,53.3132,27.3006,1
nominal,23,1380.0,0.368458,54.6211,25.9928,1
nominal,23,1385.0,0.371412,50.9739,29.6400,1
nominal,23,1390.0,0.375817,38.7442,41.8697,1
nominal,23,1395.0,0.381376,25.8777,54.7362,1
nominal,23,1400.0,0.386544,41.7658,38.8480,1
nominal,23,1405.0,0.390914,40.2850,40.3289,1
nominal,23,1410.0,0.394771,50.1854,30.4285,1
nominal,23,1415.0,0.398557,52.5179,28.0960,1
nominal,23,1420.0,0.402538,47.3309,33.2829,1
nominal,23,1425.0,0.407334,38.1243,42.4896,1
nominal,23,1430.0,0.411724,43.8859,36.7280,1
nominal,23,1435.0,0.416059,47.1318,33.4821,1
nominal,23,1440.0,0.419744,49.1671,31.4468,1
nominal,23,1445.0,0.423588,54.9616,25.6523,1
nominal,23,1450.0,0.426634,52.5248,28.0891,1
nominal,23,1455.0,0.431084,41.4913,39.1226,1
nominal,23,1460.0,0.435843,35.0144,45.5995,1
nominal,23,1465.0,0.440058,35.9699,44.6440,1
nominal,23,1470.0,0.444774,40.0636,40.5503,1
nominal,23,1475.0,0.448987,44.5165,36.0974,1
nominal,23,1480.0,0.453919,34.7423,45.8716,1
nominal,23,1485.0,0.458720,49.6385,30.9754,1
nominal,23,1490.0,0.462035,89.4685,-8.8546,1
nominal,23,1495.0,0.460917,89.3208,-8.7069,1
nominal,23,1500.0,0.459720,90.6195,-10.0056,1
nominal,23,1505.0,0.458286,92.8641,-12.2502,1
nominal,23,1510.0,0.455400,102.9332,-22.3193,1
nominal,23,1515.0,0.454486,76.0065,4.6074,1
nominal,23,1520.0,0.454511,66.9460,13.6679,1
nominal,23,1525.0,0.455947,87.2635,-6.6496,1
nominal,23,1530.0,0.456752,70.1810,10.4329,1
nominal,23,1535.0,0.458268,57.6478,22.9661,1
nominal,23,1540.0,0.460798,72.0680,8.5459,1
nominal,23,1545.0,0.463208,60.0530,20.5609,1
nominal,23,1550.0,0.465095,61.7336,18.8803,1
nominal,23,1555.0,0.468305,54.0617,26.5522,1
nominal,23,1560.0,0.472833,52.1077,28.5062,1
nominal,23,1565.0,0.476571,66.2992,14.3147,1
nominal,23,1570.0,0.479446,54.7185,25.8954,1
nominal,23,1575.0,0.482793,49.6298,30.9840,1
nominal,23,1580.0,0.487500,36.9700,43.6438,1
nominal,23,1585.0,0.492009,46.1019,34.5120,1
nominal,23,1590.0,0.496619,40.3486,40.2653,1
nominal,23,1595.0,0.501338,35.6766,44.9373,1
nominal,23,1600.0,0.507836,15.8550,64.7589,1
nominal,23,1605.0,0.516129,30.0942,50.5197,1
nominal,23,1610.0,0.523844,16.4735,64.1404,1
nominal,23,1615.0,0.530396,20.9609,59.6530,1
nominal,23,1620.0,0.536225,44.0736,36.5403,1
nominal,23,1625.0,0.540671,51.3871,29.2268,1
nominal,23,1630.0,0.544971,40.4214,40.1925,1
nominal,23,1635.0,0.551021,40.7813,39.8325,1
nominal,23,1640.0,0.554903,48.8994,31.7145,1
nominal,23,1645.0,0.558552,53.2257,27.3882,1
nominal,23,1650.0,0.562429,55.5991,25.0148,1
nominal,23,1655.0,0.566365,34.4083,46.2056,1
nominal,23,1660.0,0.571760,32.9030,47.7109,1
nominal,23,1665.0,0.574846,57.5168,23.0971,1
nominal,23,1670.0,0.578165,54.0896,26.5243,1
nominal,23,1675.0,0.581399,50.0891,30.5248,1
nominal,23,1680.0,0.584217,50.3208,30.2931,1
nominal,23,1685.0,0.587102,69.5205,11.0933,1
nominal,23,1690.0,0.589520,50.7512,29.8627,1
nominal,23,1695.0,0.591809,62.4138,18.2001,1
nominal,23,1700.0,0.594439,60.3301,20.2837,1
nominal,23,1705.0,0.597414,52.8761,27.7378,1
nominal,23,1710.0,0.599014,64.8343,15.7796,1
nominal,23,1715.0,0.601073,65.9944,14.6195,1
nominal,23,1720.0,0.603010,60.9361,19.6777,1
nominal,23,1725.0,0.606915,48.0064,32.6075,1
nominal,23,1730.0,0.609622,55.1464,25.4675,1
nominal,23,1735.0,0.611342,71.1369,9.4770,1
nominal,23,1740.0,0.612327,74.0920,6.5219,1
nominal,23,1745.0,0.612864,78.3910,2.2229,1
nominal,23,1750.0,0.612825,83.3118,-2.6980,1
nominal,23,1755.0,0.612162,87.9721,-7.3582,1
nominal,23,1760.0,0.610956,91.6405,-11.0267,1
nominal,23,1765.0,0.608637,100.9604,-20.3465,1
nominal,23,1770.0,0.605946,101.7426,-21.1287,1
nominal,23,1775.0,0.603203,101.9164,-21.3025,1
nominal,23,1780.0,0.600428,102.3928,-21.7789,1
nominal,23,1785.0,0.597522,104.0529,-23.4390,1
nominal,23,1790.0,0.594746,101.7093,-21.0954,1
nominal,23,1795.0,0.591914,97.8652,-17.2513,1
nominal,23,1800.0,0.589851,115.0065,-34.3926,1
nominal,23,1805.0,0.584967,119.7334,-39.1195,1
nominal,23,1810.0,0.580047,116.5353,-35.9214,1
nominal,23,1815.0,0.575484,115.1592,-34.5453,1
nominal,23,1820.0,0.571591,117.2772,-36.6633,1
nominal,23,1825.0,0.568983,96.3570,-15.7431,1
nominal,23,1830.0,0.566878,105.4408,-24.8269,1
nominal,23,1835.0,0.563454,99.3347,-18.7208,1
nominal,23,1840.0,0.563050,91.1893,-10.5754,1
nominal,23,1845.0,0.561000,95.0528,-14.4390,1
nominal,23,1850.0,0.559324,92.3962,-11.7823,1
nominal,23,1855.0,0.558229,78.7029,1.9110,1
nominal,23,1860.0,0.558923,74.5210,6.0929,1
nominal,23,1865.0,0.559764,64.9881,15.6258,1
nominal,23,1870.0,0.560351,78.4515,2.1624,1
nominal,23,1875.0,0.560349,78.3283,2.2856,1
nominal,23,1880.0,0.561057,70.4884,10.1255,1
nominal,23,1885.0,0.563398,56.9869,23.6270,1
nominal,23,1890.0,0.565895,56.3143,24.2996,1
nominal,23,1895.0,0.569948,40.3675,40.2464,1
nominal,23,1900.0,0.573597,59.1533,21.4606,1
nominal,23,1905.0,0.577170,44.9027,35.7112,1
nominal,23,1910.0,0.581228,44.0515,36.5624,1
nominal,23,1915.0,0.584551,55.9770,24.6369,1
nominal,23,1920.0,0.585963,73.2860,7.3279,1
nominal,23,1925.0,0.587529,69.7268,10.8871,1
nominal,23,1930.0,0.589129,74.7654,5.8485,1
nominal,23,1935.0,0.589956,72.8225,7.7914,1
nominal,23,1940.0,0.591578,56.4540,24.1599,1
nominal,23,1945.0,0.593928,50.3424,30.2715,1
nominal,23,1950.0,0.596214,63.0857,17.5282,1
nominal,23,1955.0,0.598665,59.8274,20.7864,1
nominal,23,1960.0,0.601797,55.6508,24.9631,1
nominal,23,1965.0,0.604050,61.5584,19.0555,1
nominal,23,1970.0,0.606923,52.6814,27.9325,1
nominal,23,1975.0,0.609829,48.7550,31.8589,1
nominal,23,1980.0,0.612042,71.0672,9.5467,1
nominal,23,1985.0,0.613430,67.5684,13.0455,1
nominal,23,1990.0,0.615777,40.1869,40.4270,1
nominal,23,1995.0,0.620777,49.2540,31.3599,1
nominal,23,2000.0,0.625311,54.6220,25.9919,1
nominal,23,2005.0,0.628740,53.7604,26.8535,1
nominal,23,2010.0,0.631926,55.1889,25.4250,1
nominal,23,2015.0,0.634893,55.5135,25.1004,1
nominal,23,2020.0,0.637837,58.3457,22.2682,1
nominal,23,2025.0,0.640191,64.1613,16.4526,1
nominal,23,2030.0,0.641771,71.1223,9.4916,1
nominal,23,2035.0,0.642450,78.8659,1.7480,1
nominal,23,2040.0,0.642141,87.0373,-6.4234,1
nominal,23,2045.0,0.640803,93.3187,-12.7048,1
nominal,23,2050.0,0.638891,99.2472,-18.6333,1
nominal,23,2055.0,0.634881,112.7026,-32.0887,1
nominal,23,2060.0,0.630616,128.7529,-48.1390,1
nominal,23,2065.0,0.628104,115.3438,-34.7299,1
nominal,23,2070.0,0.621209,136.5259,-55.9120,1
nominal,23,2075.0,0.611037,165.7199,-85.1060,1
nominal,23,2080.0,0.601300,154.9068,-74.2929,1
nominal,23,2085.0,0.591017,174.4191,-93.8052,1
nominal,23,2090.0,0.580102,179.1464,-98.5325,1
nominal,23,2095.0,0.568371,170.8629,-90.2490,1
nominal,23,2100.0,0.557805,160.0636,-79.4497,1
nominal,23,2105.0,0.547986,167.4744,-86.8606,1
nominal,23,2110.0,0.536363,168.8422,-88.2283,1
nominal,23,2115.0,0.523964,178.3148,-97.7009,1
nominal,23,2120.0,0.512862,163.7328,-83.1189,1
nominal,23,2125.0,0.502468,158.5013,-77.8874,1
nominal,23,2130.0,0.491760,177.1246,-96.5107,1
nominal,23,2135.0,0.480265,169.8348,-89.2209,1
nominal,23,2140.0,0.470694,164.5111,-83.8972,1
nominal,23,2145.0,0.459696,158.0363,-77.4224,1
nominal,23,2150.0,0.450554,139.2773,-58.6634,1
nominal,23,2155.0,0.441935,152.5515,-71.9376,1
nominal,23,2160.0,0.432612,146.2958,-65.6819,1
nominal,23,2165.0,0.425465,137.5247,-56.9108,1
nominal,23,2170.0,0.417318,133.6619,-53.0480,1
nominal,23,2175.0,0.409756,133.1769,-52.5630,1
nominal,23,2180.0,0.401372,135.4976,-54.8837,1
nominal,23,2185.0,0.393083,144.1948,-63.5809,1
nominal,23,2190.0,0.384166,147.2116,-66.5977,1
nominal,23,2195.0,0.376108,153.9041,-73.2902,1
nominal,23,2200.0,0.366483,153.2680,-72.6542,1
nominal,23,2205.0,0.355892,157.6892,-77.0753,1
nominal,23,2210.0,0.345773,170.1229,-89.5090,1
nominal,23,2215.0,0.336393,156.5953,-75.9814,1
nominal,23,2220.0,0.328322,143.2011,-62.5872,1
nominal,23,2225.0,0.319485,151.1178,-70.5039,1
nominal,23,2230.0,0.310855,151.0765,-70.4626,1
nominal,23,2235.0,0.302286,141.7848,-61.1709,1
nominal,23,2240.0,0.293658,141.6412,-61.0273,1
nominal,23,2245.0,0.286727,141.4330,-60.8191,1
nominal,23,2250.0,0.279031,140.1156,-59.5017,1
nominal,23,2255.0,0.273643,110.7977,-30.1838,1
nominal,23,2260.0,0.267617,116.8787,-36.2648,1
nominal,23,2265.0,0.262988,109.6208,-29.0069,1
nominal,23,2270.0,0.259464,91.6017,-10.9878,1
nominal,23,2275.0,0.257938,94.1903,-13.5764,1
nominal,23,2280.0,0.257420,89.7025,-9.0886,1
nominal,23,2285.0,0.257703,74.7939,5.8200,1
nominal,23,2290.0,0.260468,44.5027,36.1112,1
nominal,23,2295.0,0.261748,75.5092,5.1047,1
nominal,23,2300.0,0.263523,52.2221,28.3918,1
nominal,23,2305.0,0.266874,65.6278,14.9861,1
nominal,23,2310.0,0.269829,51.6055,29.0084,1
nominal,23,2315.0,0.273192,40.5188,40.0951,1
nominal,23,2320.0,0.278032,54.8926,25.7213,1
nominal,23,2325.0,0.282155,36.2369,44.3770,1
nominal,23,2330.0,0.291778,-9.7036,90.3175,1
nominal,23,2335.0,0.302437,10.1605,70.4533,1
nominal,23,2340.0,0.307879,51.4836,29.1303,1
nominal,23,2345.0,0.312982,30.1203,50.4936,1
nominal,23,2350.0,0.318614,38.3950,42.2189,1
nominal,23,2355.0,0.322555,56.3294,24.2845,1
nominal,23,2360.0,0.325477,62.8559,17.7580,1
nominal,23,2365.0,0.327219,72.8883,7.7256,1
nominal,23,2370.0,0.328751,76.0175,4.5964,1
nominal,23,2375.0,0.329018,87.2589,-6.6450,1
nominal,23,2380.0,0.329660,83.0928,-2.4789,1
nominal,23,2385.0,0.330361,67.2404,13.3735,1
nominal,23,2390.0,0.333208,64.3670,16.2469,1
nominal,23,2395.0,0.334680,62.5164,18.0975,1
nominal,23,2400.0,0.336023,62.5877,18.0262,1
nominal,23,2405.0,0.337729,73.5931,7.0208,1
nominal,23,2410.0,0.338938,67.2100,13.4039,1
nominal,23,2415.0,0.341073,62.7786,17.8353,1
nominal,23,2420.0,0.341422,64.1675,16.4464,1
nominal,23,2425.0,0.344171,66.2691,14.3448,1
nominal,23,2430.0,0.345257,76.9581,3.6558,1
nominal,23,2435.0,0.347012,82.0667,-1.4528,1
nominal,23,2440.0,0.348523,70.3048,10.3091,1
