# Project Volt WS4 - R22a SOC trajectories, mode (b) pure series at the delivered pack, all 8 VOLT-REG seeds x 3 ordered cases
# decimated to 5.0 s (every 50th 10 Hz sample); the full-rate reference trajectory is in data/trace_series_duty_v2_nominal_seed23_10Hz.csv
# SOC is fraction of USABLE bus energy (11.083608 kWh)
case,seed,t_s,SOC,P_bus_load_kW,P_batt_bus_kW,engine_on
cda_5.4,7,2580.0,0.395677,51.5013,29.0399,1
cda_5.4,7,2585.0,0.399241,57.4525,23.0886,1
cda_5.4,7,2590.0,0.403633,33.9194,46.6945,1
cda_5.4,7,2595.0,0.408690,30.7271,49.8868,1
cda_5.4,7,2600.0,0.413829,35.6654,44.9485,1
cda_5.4,7,2605.0,0.418553,46.0994,34.5145,1
cda_5.4,7,2610.0,0.421386,63.7542,16.8597,1
cda_5.4,7,2615.0,0.424701,55.6799,24.9340,1
cda_5.4,7,2620.0,0.428539,52.8157,27.7982,1
cda_5.4,7,2625.0,0.432572,49.9498,30.6640,1
cda_5.4,7,2630.0,0.435619,66.5730,14.0409,1
cda_5.4,7,2635.0,0.439008,44.4652,36.1486,1
cda_5.4,7,2640.0,0.442986,45.5858,35.0281,1
cda_5.4,7,2645.0,0.447329,67.1662,13.4477,1
cda_5.4,7,2650.0,0.449487,70.1657,10.4482,1
cda_5.4,7,2655.0,0.450548,73.7345,6.8794,1
cda_5.4,7,2660.0,0.451111,78.2369,2.3770,1
cda_5.4,7,2665.0,0.451103,82.8999,-2.2860,1
cda_5.4,7,2670.0,0.450540,86.7491,-6.1352,1
cda_5.4,7,2675.0,0.449583,88.9244,-8.3105,1
cda_5.4,7,2680.0,0.447941,97.4822,-16.8684,1
cda_5.4,7,2685.0,0.445894,95.1558,-14.5419,1
cda_5.4,7,2690.0,0.445608,65.8012,14.8127,1
cda_5.4,7,2695.0,0.446558,80.2945,0.3194,1
cda_5.4,7,2700.0,0.448589,78.2056,2.4083,1
cda_5.4,7,2705.0,0.449465,81.5988,-0.9849,1
cda_5.4,7,2710.0,0.450735,65.2504,15.3635,1
cda_5.4,7,2715.0,0.452236,64.7525,15.8614,1
cda_5.4,7,2720.0,0.452523,84.9986,-4.3847,1
cda_5.4,7,2725.0,0.451263,91.8087,-11.1948,1
cda_5.4,7,2730.0,0.450711,81.5470,-0.9331,1
cda_5.4,7,2735.0,0.450006,90.0576,-9.4437,1
cda_5.4,7,2740.0,0.449009,87.6254,-7.0115,1
cda_5.4,7,2745.0,0.448235,77.7213,2.8926,1
cda_5.4,7,2750.0,0.447608,89.9567,-9.3428,1
cda_5.4,7,2755.0,0.446392,90.5555,-9.9416,1
cda_5.4,7,2760.0,0.444899,94.4178,-13.8039,1
cda_5.4,7,2765.0,0.442711,100.9184,-20.3046,1
cda_5.4,7,2770.0,0.439569,108.9464,-28.3325,1
cda_5.4,7,2775.0,0.435358,117.2310,-36.6171,1
cda_5.4,7,2780.0,0.430783,130.9868,-50.3729,1
cda_5.4,7,2785.0,0.424423,131.9982,-51.3843,1
cda_5.4,7,2790.0,0.418402,125.3049,-44.6911,1
cda_5.4,7,2795.0,0.412905,127.2666,-46.6527,1
cda_5.4,7,2800.0,0.407202,125.9686,-45.3547,1
cda_5.4,7,2805.0,0.401143,124.6917,-44.0778,1
cda_5.4,7,2810.0,0.395817,125.6411,-45.0272,1
cda_5.4,7,2815.0,0.389846,132.6968,-52.0829,1
cda_5.4,7,2820.0,0.384318,115.3871,-34.7732,1
cda_5.4,7,2825.0,0.378226,126.0084,-45.3945,1
cda_5.4,7,2830.0,0.372481,124.6651,-44.0512,1
cda_5.4,7,2835.0,0.366850,123.1333,-42.5194,1
cda_5.4,7,2840.0,0.361479,120.6488,-40.0349,1
cda_5.4,7,2845.0,0.356623,115.5636,-34.9497,1
cda_5.4,7,2850.0,0.352529,108.9977,-28.3838,1
cda_5.4,7,2855.0,0.349342,102.2374,-21.6236,1
cda_5.4,7,2860.0,0.347246,91.1048,-10.4909,1
cda_5.4,7,2865.0,0.346534,93.3763,-12.7624,1
cda_5.4,7,2870.0,0.344866,98.0649,-17.4510,1
cda_5.4,7,2875.0,0.343198,91.6573,-11.0434,1
cda_5.4,7,2880.0,0.341697,92.2776,-11.6637,1
cda_5.4,7,2885.0,0.339940,97.0467,-16.4328,1
cda_5.4,7,2890.0,0.337730,98.4745,-17.8606,1
cda_5.4,7,2895.0,0.335365,99.1383,-18.5244,1
cda_5.4,7,2900.0,0.333029,98.0001,-17.3862,1
cda_5.4,7,2905.0,0.330939,95.4627,-14.8488,1
cda_5.4,7,2910.0,0.329224,92.3680,-11.7541,1
cda_5.4,7,2915.0,0.327890,89.7320,-9.1181,1
cda_5.4,7,2920.0,0.326818,88.3745,-7.7607,1
cda_5.4,7,2925.0,0.325816,88.6073,-7.9934,1
cda_5.4,7,2930.0,0.324695,90.1055,-9.4916,1
cda_5.4,7,2935.0,0.323342,91.9966,-11.3827,1
cda_5.4,7,2940.0,0.321782,93.1385,-12.5247,1
cda_5.4,7,2945.0,0.320183,92.4958,-11.8819,1
cda_5.4,7,2950.0,0.319312,80.4824,0.1315,1
cda_5.4,7,2955.0,0.318200,86.1475,-5.5336,1
cda_5.4,7,2960.0,0.318069,77.6676,2.9463,1
cda_5.4,7,2965.0,0.318881,70.5581,10.0558,1
cda_5.4,7,2970.0,0.320483,57.8202,22.7937,1
cda_5.4,7,2975.0,0.322249,69.9028,10.7111,1
cda_5.4,7,2980.0,0.323463,72.7155,7.8983,1
cda_5.4,7,2985.0,0.323961,80.6439,-0.0300,1
cda_5.4,7,2990.0,0.323346,89.9747,-9.3608,1
cda_5.4,7,2995.0,0.322243,37.3346,43.2793,1
cda_5.4,7,3000.0,0.327709,34.1121,46.5018,1
cda_5.4,7,3005.0,0.329228,94.7410,-14.1271,1
cda_5.4,7,3010.0,0.327610,94.2544,-13.6405,1
cda_5.4,7,3015.0,0.326040,92.3953,-11.7814,1
cda_5.4,7,3020.0,0.326030,84.9866,-4.3727,1
cda_5.4,7,3025.0,0.325405,91.6742,-11.0603,1
cda_5.4,7,3030.0,0.325411,81.8759,-1.2620,1
cda_5.4,7,3035.0,0.324655,81.8378,-1.2239,1
cda_5.4,7,3040.0,0.323409,87.1141,-6.5002,1
cda_5.4,7,3045.0,0.322547,88.9641,-8.3502,1
cda_5.4,7,3050.0,0.318963,113.5931,-32.9792,1
cda_5.4,7,3055.0,0.313880,119.0437,-38.4298,1
cda_5.4,7,3060.0,0.308809,117.4477,-36.8338,1
cda_5.4,7,3065.0,0.304299,119.2476,-38.6337,1
cda_5.4,7,3070.0,0.299836,117.0572,-36.4433,1
cda_5.4,7,3075.0,0.294672,113.9119,-33.2980,1
cda_5.4,7,3080.0,0.291702,106.9929,-26.3791,1
cda_5.4,7,3085.0,0.288348,87.2002,-6.5863,1
cda_5.4,7,3090.0,0.288157,82.0318,-1.4179,1
cda_5.4,7,3095.0,0.287583,81.0813,-0.4674,1
cda_5.4,7,3100.0,0.287430,82.4175,-1.8036,1
cda_5.4,7,3105.0,0.284857,104.4899,-23.8760,1
cda_5.4,7,3110.0,0.281786,109.7655,-29.1516,1
cda_5.4,7,3115.0,0.278555,98.8829,-18.2690,1
cda_5.4,7,3120.0,0.276086,104.8989,-24.2850,1
cda_5.4,7,3125.0,0.273735,109.4778,-28.8639,1
cda_5.4,7,3130.0,0.270871,76.2510,4.3629,1
cda_5.4,7,3135.0,0.270738,97.1149,-16.5011,1
cda_5.4,7,3140.0,0.269072,87.4199,-6.8061,1
cda_5.4,7,3145.0,0.267229,91.7275,-11.1136,1
cda_5.4,7,3150.0,0.266866,65.9110,14.7029,1
cda_5.4,7,3155.0,0.266316,99.1341,-18.5202,1
cda_5.4,7,3160.0,0.264296,98.9918,-18.3779,1
cda_5.4,7,3165.0,0.262996,90.2001,-9.5862,1
cda_5.4,7,3170.0,0.261596,88.8869,-8.2730,1
cda_5.4,7,3175.0,0.259684,98.8050,-18.1911,1
cda_5.4,7,3180.0,0.256173,94.2683,-13.6544,1
cda_5.4,7,3185.0,0.252743,112.6321,-32.0182,1
cda_5.4,7,3190.0,0.251332,105.6876,36.3469,1
cda_5.4,7,3195.0,0.254882,114.3949,27.6395,1
cda_5.4,7,3200.0,0.258343,112.8114,29.2231,1
cda_5.4,7,3205.0,0.263483,82.1686,46.8241,1
cda_5.4,7,3210.0,0.269054,79.1305,44.9631,1
cda_5.4,7,3215.0,0.274395,70.6593,43.0570,1
cda_5.4,7,3220.0,0.279521,85.9258,41.4856,1
cda_5.4,7,3225.0,0.284213,98.9978,40.0917,1
cda_5.4,7,3230.0,0.288728,96.3143,38.4218,1
cda_5.4,7,3235.0,0.293291,87.4861,36.8984,1
cda_5.4,7,3240.0,0.297702,94.7381,35.4374,1
cda_5.4,7,3245.0,0.301908,84.8165,34.0146,1
cda_5.4,7,3250.0,0.306755,18.5146,62.0266,1
cda_5.4,7,3255.0,0.313415,48.2239,32.3173,1
cda_5.4,7,3260.0,0.317907,46.5330,34.0082,1
cda_5.4,7,3265.0,0.322722,41.9155,38.6257,1
cda_5.4,7,3270.0,0.327316,44.9808,35.5604,1
cda_5.4,7,3275.0,0.332441,24.0881,56.4531,1
cda_5.4,7,3280.0,0.338450,33.3329,47.2083,1
cda_5.4,7,3285.0,0.344476,44.1078,36.4334,1
cda_5.4,7,3290.0,0.348567,45.6236,34.9176,1
cda_5.4,7,3295.0,0.352522,35.2113,45.3298,1
cda_5.4,7,3300.0,0.357777,46.1573,34.3839,1
cda_5.4,7,3305.0,0.362624,42.5915,37.9497,1
cda_5.4,7,3310.0,0.367300,42.8829,37.6583,1
cda_5.4,7,3315.0,0.373075,21.8166,58.7246,1
cda_5.4,7,3320.0,0.379181,36.6842,43.8570,1
cda_5.4,7,3325.0,0.384851,34.9940,45.5472,1
cda_5.4,7,3330.0,0.390416,43.5226,37.0186,1
cda_5.4,7,3335.0,0.397108,31.4736,49.0676,1
cda_5.4,7,3340.0,0.403147,28.5009,52.1130,1
cda_5.4,7,3345.0,0.408563,39.8977,40.7162,1
cda_5.4,7,3350.0,0.412230,48.2087,32.4052,1
cda_5.4,7,3355.0,0.416154,39.3041,41.3098,1
cda_5.4,7,3360.0,0.419755,68.8488,11.7651,1
cda_5.4,7,3365.0,0.423000,55.3468,25.2670,1
cda_5.4,7,3370.0,0.426527,51.3817,29.2321,1
cda_5.4,7,3375.0,0.430244,45.5476,35.0663,1
cda_5.4,7,3380.0,0.433109,64.9851,15.6288,1
cda_5.4,7,3385.0,0.436096,65.7160,14.8979,1
cda_5.4,7,3390.0,0.438912,47.0321,33.5818,1
cda_5.4,7,3395.0,0.442348,55.3324,25.2814,1
cda_5.4,7,3400.0,0.445546,49.2936,31.3203,1
cda_5.4,7,3405.0,0.449073,60.4399,20.1740,1
cda_5.4,7,3410.0,0.450982,50.3138,30.3001,1
cda_5.4,7,3415.0,0.463997,-66.8593,147.4732,1
cda_5.4,7,3420.0,0.481909,-66.4973,147.1111,1
cda_5.4,7,3425.0,0.499321,-49.1648,129.7787,1
cda_5.4,7,3430.0,0.512197,0.8071,79.8068,1
cda_5.4,7,3435.0,0.521755,2.0000,78.6139,1
cda_5.4,7,3440.0,0.531310,2.0000,78.6139,1
cda_5.4,7,3445.0,0.540866,2.0000,78.6139,1
cda_5.4,7,3450.0,0.550422,2.0000,78.6139,1
cda_5.4,7,3455.0,0.559977,2.0000,78.6139,1
cda_5.4,7,3460.0,0.569533,2.0000,78.6139,1
cda_5.4,7,3465.0,0.579088,2.0000,78.6139,1
cda_5.4,7,3470.0,0.588324,14.9822,65.6317,1
cda_5.4,7,3475.0,0.594304,47.3753,33.2386,1
cda_5.4,7,3480.0,0.596301,80.2839,0.3300,1
cda_5.4,7,3485.0,0.594287,108.2838,-27.6699,1
cda_5.4,7,3490.0,0.591046,103.5080,-22.8941,1
cda_5.4,7,3495.0,0.588331,99.9708,-19.3569,1
cda_5.4,7,3500.0,0.586020,97.1845,-16.5706,1
cda_5.4,7,3505.0,0.584037,94.8711,-14.2572,1
cda_5.4,7,3510.0,0.582316,93.1786,-12.5647,1
cda_5.4,7,3515.0,0.580743,92.6589,-12.0450,1
cda_5.4,7,3520.0,0.578108,89.5881,-8.9742,1
cda_5.4,7,3525.0,0.578853,88.2108,-7.5969,1
cda_5.4,7,3530.0,0.578334,69.2522,11.3617,1
cda_5.4,7,3535.0,0.578946,92.5866,-11.9727,1
cda_5.4,7,3540.0,0.575614,106.9018,-26.2879,1
cda_5.4,7,3545.0,0.573234,104.6661,-24.0522,1
cda_5.4,7,3550.0,0.571106,92.0491,-11.4352,1
cda_5.4,7,3555.0,0.567618,124.7135,-44.0996,1
cda_5.4,7,3560.0,0.562686,105.1173,-24.5035,1
cda_5.4,7,3565.0,0.560091,96.9089,-16.2950,1
cda_5.4,7,3570.0,0.555885,113.3408,-32.7269,1
cda_5.4,7,3575.0,0.553059,91.0948,-10.4809,1
cda_5.4,7,3580.0,0.549282,124.3098,-43.6959,1
cda_5.4,7,3585.0,0.543635,112.3396,-31.7257,1
cda_5.4,7,3590.0,0.540541,90.5014,-9.8875,1
cda_5.4,7,3595.0,0.537470,98.1706,-17.5567,1
cda_5.4,7,3600.0,0.532798,122.4663,-41.8524,1
cda_5.4,7,3605.0,0.527869,117.6893,-37.0754,1
cda_5.4,7,3610.0,0.523274,120.2179,-39.6040,1
cda_5.4,7,3615.0,0.516945,122.9247,-42.3108,1
cda_5.4,7,3620.0,0.513699,104.6195,-24.0056,1
cda_5.4,7,3625.0,0.511839,74.3640,6.2499,1
cda_5.4,7,3630.0,0.510477,92.0016,-11.3877,1
cda_5.4,7,3635.0,0.508739,87.2371,-6.6232,1
cda_5.4,7,3640.0,0.508743,67.8951,12.7188,1
cda_5.4,7,3645.0,0.509544,96.2397,-15.6258,1
cda_5.4,7,3650.0,0.509745,71.4267,9.1871,1
cda_5.4,7,3655.0,0.510165,87.5914,-6.9775,1
cda_5.4,7,3660.0,0.510337,76.8090,3.8049,1
cda_5.4,7,3665.0,0.511252,70.1560,10.4579,1
cda_5.4,7,3670.0,0.511485,75.0111,5.6028,1
cda_5.4,7,3675.0,0.512563,92.5259,-11.9120,1
cda_5.4,7,3680.0,0.514089,66.1847,14.4292,1
cda_5.4,7,3685.0,0.514199,65.5653,15.0486,1
cda_5.4,7,3690.0,0.516737,50.1451,30.4688,1
cda_5.4,7,3695.0,0.518927,70.0617,10.5522,1
cda_5.4,7,3700.0,0.521319,59.6134,21.0004,1
cda_5.4,7,3705.0,0.523833,69.2609,11.3530,1
cda_5.4,7,3710.0,0.525059,59.0790,21.5349,1
cda_5.4,7,3715.0,0.526008,87.1951,-6.5812,1
cda_5.4,7,3720.0,0.525070,93.6521,-13.0382,1
cda_5.4,7,3725.0,0.525128,76.9830,3.6309,1
cda_5.4,7,3730.0,0.524956,79.3046,1.3093,1
cda_5.4,7,3735.0,0.525737,71.8642,8.7497,1
cda_5.4,7,3740.0,0.525923,75.5021,5.1118,1
cda_5.4,7,3745.0,0.528172,68.3184,12.2955,1
cda_5.4,7,3750.0,0.530764,51.0954,29.5185,1
cda_5.4,7,3755.0,0.533825,47.6772,32.9367,1
cda_5.4,7,3760.0,0.538248,56.6533,23.9606,1
cda_5.4,7,3765.0,0.541136,59.9525,20.6614,1
cda_5.4,7,3770.0,0.543600,62.9274,17.6865,1
cda_5.4,7,3775.0,0.546835,47.8587,32.7552,1
cda_5.4,7,3780.0,0.550106,68.6087,12.0052,1
cda_5.4,7,3785.0,0.553061,42.4903,38.1236,1
cda_5.4,7,3790.0,0.556270,59.8985,20.7153,1
cda_5.4,7,3795.0,0.558610,64.8787,15.7352,1
cda_5.4,7,3800.0,0.559740,74.1630,6.4509,1
cda_5.4,7,3805.0,0.560830,71.3433,9.2706,1
cda_5.4,7,3810.0,0.562453,72.9429,7.6709,1
cda_5.4,7,3815.0,0.563499,80.8228,-0.2090,1
cda_5.4,7,3820.0,0.563633,77.2405,3.3734,1
cda_5.4,7,3825.0,0.563737,83.0314,-2.4176,1
cda_5.4,7,3830.0,0.562906,90.8786,-10.2648,1
cda_5.4,7,3835.0,0.561115,97.6522,-17.0383,1
cda_5.4,7,3840.0,0.558574,102.4637,-21.8498,1
cda_5.4,7,3845.0,0.555549,105.2299,-24.6160,1
cda_5.4,7,3850.0,0.552272,106.5344,-25.9206,1
cda_5.4,7,3855.0,0.548870,107.3456,-26.7317,1
cda_5.4,7,3860.0,0.545341,108.6578,-28.0440,1
cda_5.4,7,3865.0,0.541569,111.1285,-30.5146,1
cda_5.4,7,3870.0,0.537395,114.8271,-34.2132,1
cda_5.4,7,3875.0,0.532808,121.0000,-40.3861,1
cda_5.4,7,3880.0,0.529260,102.0394,-21.4255,1
cda_5.4,7,3885.0,0.524653,102.6722,-22.0583,1
cda_5.4,7,3890.0,0.519221,126.3054,-45.6915,1
cda_5.4,7,3895.0,0.512848,126.4387,-45.8248,1
cda_5.4,7,3900.0,0.508034,116.9690,-36.3551,1
cda_5.4,7,3905.0,0.504847,88.4262,-7.8123,1
cda_5.4,7,3910.0,0.501418,112.0163,-31.4024,1
cda_5.4,7,3915.0,0.498011,97.4164,-16.8025,1
cda_5.4,7,3920.0,0.495542,93.8528,-13.2389,1
cda_5.4,7,3925.0,0.493244,98.0667,-17.4528,1
cda_5.4,7,3930.0,0.490572,108.0518,-27.4379,1
cda_5.4,7,3935.0,0.487055,115.0269,-34.4130,1
cda_5.4,7,3940.0,0.483854,104.1420,-23.5281,1
cda_5.4,7,3945.0,0.481158,111.0666,-30.4527,1
cda_5.4,7,3950.0,0.476394,111.8286,-31.2147,1
cda_5.4,7,3955.0,0.471262,114.0148,-33.4009,1
cda_5.4,7,3960.0,0.467282,109.3768,-28.7629,1
cda_5.4,7,3965.0,0.464022,109.9411,-29.3272,1
cda_5.4,7,3970.0,0.461210,102.7932,-22.1793,1
cda_5.4,7,3975.0,0.458203,115.1185,-34.5047,1
cda_5.4,7,3980.0,0.454292,111.6758,-31.0619,1
cda_5.4,7,3985.0,0.450365,113.8468,-33.2330,1
cda_5.4,7,3990.0,0.445982,115.5295,-34.9156,1
cda_5.4,7,3995.0,0.441363,116.8777,-36.2638,1
cda_5.4,7,4000.0,0.436716,115.9019,-35.2880,1
cda_5.4,7,4005.0,0.432376,112.1498,-31.5359,1
cda_5.4,7,4010.0,0.429152,97.3552,-16.7413,1
cda_5.4,7,4015.0,0.428622,81.8307,-1.2168,1
cda_5.4,7,4020.0,0.427551,86.4326,-5.8187,1
cda_5.4,7,4025.0,0.427859,83.5397,-2.9258,1
cda_5.4,7,4030.0,0.428000,83.8549,-3.2410,1
cda_5.4,7,4035.0,0.429093,74.3484,6.2655,1
cda_5.4,7,4040.0,0.431711,60.3159,20.2980,1
cda_5.4,7,4045.0,0.436105,37.2012,43.4127,1
cda_5.4,7,4050.0,0.441729,9.8132,70.8006,1
cda_5.4,7,4055.0,0.449982,20.1864,60.4275,1
cda_5.4,7,4060.0,0.458105,11.3348,69.2791,1
cda_5.4,7,4065.0,0.467767,-1.1667,81.7806,1
cda_5.4,7,4070.0,0.478538,-9.5961,90.2099,1
cda_5.4,7,4075.0,0.489989,-12.3855,92.9994,1
cda_5.4,7,4080.0,0.501151,-15.0549,95.6688,1
cda_5.4,7,4085.0,0.512815,-6.2358,86.8497,1
cda_5.4,7,4090.0,0.523632,-8.4545,89.0684,1
cda_5.4,7,4095.0,0.534324,-9.3709,89.9848,1
cda_5.4,7,4100.0,0.544381,1.0865,79.5274,1
cda_5.4,7,4105.0,0.553832,5.8461,74.7678,1
cda_5.4,7,4110.0,0.562656,9.8041,70.8098,1
cda_5.4,7,4115.0,0.571117,11.8509,68.7630,1
cda_5.4,7,4120.0,0.579777,-37.7693,118.3831,1
cda_5.4,7,4125.0,0.595100,-47.4438,128.0577,1
cda_5.4,7,4130.0,0.607680,-16.0562,96.6701,1
cda_5.4,7,4135.0,0.619094,-1.9195,82.5334,1
cda_5.4,7,4140.0,0.628725,0.9651,79.6488,1
cda_5.4,7,4145.0,0.638614,-3.0989,83.7128,1
cda_5.4,7,4150.0,0.648785,-6.1015,86.7154,1
cda_5.4,7,4155.0,0.657998,21.7384,58.8755,1
cda_5.4,7,4160.0,0.665844,14.6645,65.9494,1
cda_5.4,7,4165.0,0.675201,-8.3613,88.9752,1
cda_5.4,7,4170.0,0.685054,4.7283,75.8856,1
cda_5.4,7,4175.0,0.693200,18.1458,62.4681,1
cda_5.4,7,4180.0,0.701847,10.4184,70.1955,1
cda_5.4,7,4185.0,0.710419,2.0000,78.6139,1
cda_5.4,7,4190.0,0.719243,6.4317,74.1822,1
cda_5.4,7,4195.0,0.727040,16.2568,64.3571,1
cda_5.4,7,4200.0,0.734884,-1.9784,82.5923,1
cda_5.4,7,4205.0,0.745395,-9.6434,90.2573,1
cda_5.4,7,4210.0,0.750935,-5.4228,5.4228,0
cda_5.4,7,4215.0,0.750396,12.0846,-12.0846,0
cda_5.4,7,4220.0,0.748752,20.6452,-20.6452,0
cda_5.4,7,4225.0,0.746895,15.9039,-15.9039,0
cda_5.4,7,4230.0,0.744695,16.9520,-16.9520,0
cda_5.4,7,4235.0,0.743000,22.8550,-22.8550,0
cda_5.4,7,4240.0,0.738414,37.1293,-37.1293,0
cda_5.4,7,4245.0,0.733713,41.2614,-41.2614,0
cda_5.4,7,4250.0,0.729877,19.0482,-19.0482,0
cda_5.4,7,4255.0,0.724924,41.2626,-41.2626,0
cda_5.4,7,4260.0,0.720246,20.8962,-20.8962,0
cda_5.4,7,4265.0,0.715524,42.9133,-42.9133,0
cda_5.4,7,4270.0,0.710139,40.8617,-40.8617,0
cda_5.4,7,4275.0,0.704935,46.4505,-46.4505,0
cda_5.4,7,4280.0,0.697476,65.8086,-65.8086,0
cda_5.4,7,4285.0,0.689777,54.8953,-54.8953,0
cda_5.4,7,4290.0,0.681792,65.3329,-65.3329,0
cda_5.4,7,4295.0,0.674602,66.1265,-66.1265,0
cda_5.4,7,4300.0,0.665310,68.6394,-68.6394,0
cda_5.4,7,4305.0,0.655711,78.1150,-78.1150,0
cda_5.4,7,4310.0,0.645174,79.8843,-79.8843,0
cda_5.4,7,4315.0,0.634403,79.1053,-79.1053,0
cda_5.4,7,4320.0,0.623989,97.3011,-97.3011,0
cda_5.4,7,4325.0,0.611484,106.3670,-106.3670,0
cda_5.4,7,4330.0,0.599346,93.9539,-93.9539,0
cda_5.4,7,4335.0,0.588546,78.5712,-78.5712,0
cda_5.4,7,4340.0,0.579060,63.6492,-63.6492,0
cda_5.4,7,4345.0,0.570482,63.0440,-63.0440,0
cda_5.4,7,4350.0,0.560668,89.5754,-89.5754,0
cda_5.4,7,4355.0,0.550743,65.9343,-65.9343,0
cda_5.4,7,4360.0,0.541193,79.4285,-79.4285,0
cda_5.4,7,4365.0,0.532334,53.6686,-53.6686,0
cda_5.4,7,4370.0,0.524112,60.9555,-60.9555,0
cda_5.4,7,4375.0,0.517379,42.9193,-42.9193,0
cda_5.4,7,4380.0,0.512314,41.7582,-41.7582,0
cda_5.4,7,4385.0,0.505549,55.2719,-55.2719,0
cda_5.4,7,4390.0,0.498466,57.5093,-57.5093,0
cda_5.4,7,4395.0,0.491153,49.5668,-49.5668,0
cda_5.4,7,4400.0,0.484774,56.7824,-56.7824,0
cda_5.4,7,4405.0,0.476508,65.7082,-65.7082,0
cda_5.4,7,4410.0,0.467160,72.3445,-72.3445,0
cda_5.4,7,4415.0,0.459115,46.3250,-46.3250,0
cda_5.4,7,4420.0,0.452538,64.1121,-64.1121,0
cda_5.4,7,4425.0,0.440624,93.9822,-93.9822,0
cda_5.4,7,4430.0,0.427847,118.1007,-118.1007,0
cda_5.4,7,4435.0,0.417976,73.1209,-73.1209,0
cda_5.4,7,4440.0,0.407934,57.2997,-57.2997,0
cda_5.4,7,4445.0,0.399044,79.5063,-79.5063,0
cda_5.4,7,4450.0,0.388934,83.6295,-83.6295,0
cda_5.4,7,4455.0,0.378458,78.5691,-78.5691,0
cda_5.4,7,4460.0,0.368592,74.8606,-74.8606,0
cda_5.4,7,4465.0,0.360564,64.0129,-64.0129,0
cda_5.4,7,4470.0,0.351489,73.3007,-73.3007,0
cda_5.4,7,4475.0,0.350507,76.6006,4.0133,1
cda_5.4,7,4480.0,0.351994,72.6957,7.9182,1
cda_5.4,7,4485.0,0.354346,53.3092,27.3047,1
cda_5.4,7,4490.0,0.356353,66.0646,14.5493,1
cda_5.4,7,4495.0,0.359604,52.9479,27.6660,1
cda_5.4,7,4500.0,0.362929,61.0030,19.6109,1
cda_5.4,7,4505.0,0.364786,66.0875,14.5264,1
cda_5.4,7,4510.0,0.366021,68.6239,11.9899,1
cda_5.4,7,4515.0,0.367669,54.2273,26.3866,1
cda_5.4,7,4520.0,0.370133,64.9455,15.6684,1
cda_5.4,7,4525.0,0.371083,66.0366,14.5773,1
cda_5.4,7,4530.0,0.372098,87.5498,-6.9359,1
cda_5.4,7,4535.0,0.370156,82.9127,-2.2988,1
cda_5.4,7,4540.0,0.370695,74.7243,5.8896,1
cda_5.4,7,4545.0,0.369452,102.5641,-21.9502,1
cda_5.4,7,4550.0,0.367314,104.2374,-23.6235,1
cda_5.4,7,4555.0,0.364700,107.9661,-27.3522,1
cda_5.4,7,4560.0,0.361418,107.9944,-27.3806,1
cda_5.4,7,4565.0,0.356988,120.9964,-40.3826,1
cda_5.4,7,4570.0,0.351826,118.1608,-37.5469,1
cda_5.4,7,4575.0,0.346549,134.5304,-53.9165,1
cda_5.4,7,4580.0,0.339660,126.5626,-45.9487,1
cda_5.4,7,4585.0,0.334066,111.3682,-30.7543,1
cda_5.4,7,4590.0,0.329126,126.0640,-45.4501,1
cda_5.4,7,4595.0,0.325494,102.3561,-21.7422,1
cda_5.4,7,4600.0,0.323167,102.7552,-22.1413,1
cda_5.4,7,4605.0,0.320062,100.1472,-19.5333,1
cda_5.4,7,4610.0,0.317984,87.4471,-6.8332,1
cda_5.4,7,4615.0,0.316983,102.1344,-21.5205,1
cda_5.4,7,4620.0,0.314413,103.4270,-22.8131,1
cda_5.4,7,4625.0,0.310492,106.9559,-26.3420,1
cda_5.4,7,4630.0,0.306164,102.6583,-22.0444,1
cda_5.4,7,4635.0,0.303255,96.5305,-15.9166,1
cda_5.4,7,4640.0,0.301364,96.8724,-16.2585,1
cda_5.4,7,4645.0,0.298083,113.9182,-33.3043,1
cda_5.4,7,4650.0,0.294817,97.6983,-17.0844,1
cda_5.4,7,4655.0,0.295378,82.4859,-1.8720,1
cda_5.4,7,4660.0,0.294566,84.4749,-3.8610,1
cda_5.4,7,4665.0,0.296172,68.2687,12.3452,1
cda_5.4,7,4670.0,0.296276,91.9340,-11.3201,1
cda_5.4,7,4675.0,0.296306,85.9208,-5.3070,1
cda_5.4,7,4680.0,0.294368,107.3340,-26.7201,1
cda_5.4,7,4685.0,0.292764,94.0771,-13.4632,1
cda_5.4,7,4690.0,0.290323,105.3765,-24.7627,1
cda_5.4,7,4695.0,0.287115,118.5293,-37.9154,1
cda_5.4,7,4700.0,0.283850,84.2716,-3.6577,1
cda_5.4,7,4705.0,0.281010,92.3619,-11.7480,1
cda_5.4,7,4710.0,0.277697,108.0815,-27.4676,1
cda_5.4,7,4715.0,0.274057,107.8795,-27.2656,1
cda_5.4,7,4720.0,0.272770,83.0763,-2.4624,1
cda_5.4,7,4725.0,0.272878,79.6301,0.9838,1
cda_5.4,7,4730.0,0.273285,66.6426,13.9713,1
cda_5.4,7,4735.0,0.274623,57.1024,23.5115,1
cda_5.4,7,4740.0,0.275885,66.9616,13.6523,1
cda_5.4,7,4745.0,0.276645,65.8061,14.8078,1
cda_5.4,7,4750.0,0.278350,59.7976,20.8163,1
cda_5.4,7,4755.0,0.280429,65.5371,15.0768,1
