t_s,v_kmh,grade_pct,P_wheel_kW,fuel_g_per_s
2400.0000,87.7067,0.3344,55.5059,3.9395
2400.1000,87.7039,0.3319,54.1170,3.8604
2400.2000,87.6992,0.3294,53.2818,3.8128
2400.3000,87.6930,0.3269,52.6904,3.7790
2400.4000,87.6859,0.3244,52.9485,3.7936
2400.5000,87.6810,0.3220,53.8167,3.8430
2400.6000,87.6779,0.3195,54.8908,3.9041
2400.7000,87.6778,0.3171,56.0909,3.9725
2400.8000,87.6800,0.3147,56.7023,4.0073
2400.9000,87.6827,0.3124,56.5461,3.9984
2401.0000,87.6844,0.3100,56.1656,3.9768
2401.1000,87.6856,0.3077,56.0505,3.9703
2401.2000,87.6869,0.3054,56.0468,3.9701
2401.3000,87.6883,0.3031,56.0743,3.9716
2401.4000,87.6899,0.3009,56.3236,3.9859
2401.5000,87.6924,0.2986,56.9253,4.0202
2401.6000,87.6967,0.2964,57.2625,4.0394
2401.7000,87.7009,0.2943,57.1863,4.0351
2401.8000,87.7050,0.2921,57.5745,4.0573
2401.9000,87.7109,0.2900,58.3605,4.1021
2402.0000,87.7185,0.2879,58.8249,4.1287
2402.1000,87.7266,0.2858,59.0908,4.1439
2402.2000,87.7354,0.2838,59.8697,4.1884
2402.3000,87.7468,0.2817,61.0445,4.2555
2402.4000,87.7608,0.2797,62.0695,4.3140
2402.5000,87.7767,0.2778,63.2317,4.3804
2402.6000,87.7957,0.2758,64.4264,4.4487
2402.7000,87.8167,0.2739,64.5671,4.4570
2402.8000,87.8363,0.2720,63.5086,4.3970
2402.9000,87.8528,0.2701,62.1988,4.3226
2403.0000,87.8668,0.2683,60.5314,4.2279
2403.1000,87.8761,0.2665,58.9295,4.1368
2403.2000,87.8833,0.2647,58.4075,4.1071
2403.3000,87.8905,0.2629,58.2970,4.1009
2403.4000,87.8972,0.2612,58.1332,4.0917
2403.5000,87.9038,0.2595,58.1945,4.0953
2403.6000,87.9109,0.2578,58.4819,4.1117
2403.7000,87.9187,0.2562,59.2926,4.1580
2403.8000,87.9293,0.2546,60.8597,4.2474
2403.9000,87.9440,0.2530,61.9763,4.3112
2404.0000,87.9594,0.2514,62.4084,4.3360
2404.1000,87.9759,0.2499,62.8119,4.3592
2404.2000,87.9931,0.2484,62.2003,4.3246
2404.3000,88.0069,0.2469,60.9231,4.2520
2404.4000,88.0186,0.2455,60.6381,4.2360
2404.5000,88.0313,0.2440,61.3750,4.2781
2404.6000,88.0461,0.2427,62.3893,4.3361
2404.7000,88.0632,0.2413,63.7015,4.4110
2404.8000,88.0836,0.2400,64.7935,4.4735
2404.9000,88.1053,0.2387,65.3853,4.5075
2405.0000,88.1282,0.2374,65.9183,4.5382
2405.1000,88.1521,0.2362,66.1372,4.5510
2405.2000,88.1758,0.2350,66.4326,4.5681
2405.3000,88.2009,0.2338,67.1199,4.6076
2405.4000,88.2275,0.2326,67.4525,4.6269
2405.5000,88.2539,0.2315,67.3577,4.6219
2405.6000,88.2800,0.2304,67.2134,4.6140
2405.7000,88.3057,0.2294,66.8140,4.5916
2405.8000,88.3300,0.2284,65.8631,4.5378
2405.9000,88.3515,0.2274,64.4738,4.4589
2406.0000,88.3698,0.2264,62.8226,4.3651
2406.1000,88.3842,0.2255,60.8670,4.2540
