t_s,v_kmh,grade_pct,P_wheel_kW,fuel_g_per_s
300.0000,41.3311,0.1434,17.5752,1.5519
300.1000,41.3592,0.1438,18.0518,1.5785
300.2000,41.3901,0.1443,18.7284,1.6162
300.3000,41.4242,0.1447,19.0271,1.6331
300.4000,41.4576,0.1452,19.0374,1.6342
300.5000,41.4915,0.1456,19.2023,1.6438
300.6000,41.5263,0.1461,19.1707,1.6426
300.7000,41.5596,0.1465,18.7652,1.6210
300.8000,41.5905,0.1470,18.3063,1.5963
300.9000,41.6195,0.1474,17.8789,1.5733
301.0000,41.6462,0.1479,17.5209,1.5541
301.1000,41.6718,0.1483,17.2011,1.5369
301.2000,41.6955,0.1488,16.9138,1.5215
301.3000,41.7183,0.1493,16.6148,1.5054
301.4000,41.7391,0.1497,16.1427,1.4797
301.5000,41.7575,0.1502,15.6567,1.4531
301.6000,41.7738,0.1507,15.3326,1.4355
301.7000,41.7892,0.1511,15.0438,1.4198
301.8000,41.8027,0.1516,15.0586,1.4208
301.9000,41.8181,0.1521,15.5756,1.4496
302.0000,41.8363,0.1526,16.0936,1.4786
302.1000,41.8562,0.1530,16.5824,1.5059
302.2000,41.8786,0.1535,17.0053,1.5295
302.3000,41.9022,0.1540,17.0549,1.5327
302.4000,41.9249,0.1545,17.0344,1.5319
302.5000,41.9482,0.1550,17.2387,1.5435
302.6000,41.9726,0.1555,17.6370,1.5659
302.7000,41.9993,0.1560,18.2139,1.5980
302.8000,42.0286,0.1565,18.8058,1.6310
302.9000,42.0605,0.1570,19.2337,1.6550
303.0000,42.0935,0.1575,19.5372,1.6722
303.1000,42.1278,0.1580,19.3657,1.6633
303.2000,42.1590,0.1585,18.8445,1.6353
303.3000,42.1884,0.1590,18.4895,1.6163
303.4000,42.2163,0.1595,17.9719,1.5883
303.5000,42.2409,0.1600,17.2096,1.5468
303.6000,42.2617,0.1605,16.5479,1.5107
303.7000,42.2803,0.1610,16.0834,1.4853
303.8000,42.2969,0.1615,15.7647,1.4680
303.9000,42.3124,0.1620,15.5443,1.4561
304.0000,42.3269,0.1626,15.2517,1.4401
304.1000,42.3398,0.1631,14.6881,1.4091
304.2000,42.3492,0.1636,13.9322,1.3673
304.3000,42.3552,0.1641,13.1115,1.3218
304.4000,42.3572,0.1646,12.0680,1.2637
304.5000,42.3539,0.1652,10.6669,1.1273
304.6000,42.3434,0.1657,9.3768,1.0276
304.7000,42.3286,0.1662,8.6463,0.9716
304.8000,42.3116,0.1668,8.1837,0.9364
304.9000,42.2927,0.1673,7.8402,0.9103
305.0000,42.2726,0.1678,7.7763,0.9054
305.1000,42.2532,0.1684,7.6455,0.8954
305.2000,42.2320,0.1689,6.8977,0.8393
305.3000,42.2059,0.1694,5.6875,0.7503
305.4000,42.1739,0.1700,4.5645,0.6691
305.5000,42.1378,0.1705,3.8510,0.6183
305.6000,42.0995,0.1711,3.5990,0.6004
305.7000,42.0612,0.1716,3.9375,0.6240
305.8000,42.0260,0.1721,4.7049,0.6784
305.9000,41.9946,0.1727,5.5599,0.7400
306.0000,41.9671,0.1732,6.2223,0.7884
306.1000,41.9418,0.1738,6.5830,0.8150
306.2000,41.9176,0.1743,6.4867,0.8077
306.3000,41.8914,0.1749,6.0012,0.7718
306.4000,41.8629,0.1754,5.6539,0.7463
306.5000,41.8337,0.1760,5.4909,0.7343
306.6000,41.8037,0.1765,5.2878,0.7194
306.7000,41.7727,0.1771,5.1729,0.7109
306.8000,41.7417,0.1776,5.2972,0.7198
306.9000,41.7119,0.1782,5.1829,0.7113
307.0000,41.6799,0.1787,4.8162,0.6847
307.1000,41.6468,0.1793,4.7635,0.6807
307.2000,41.6145,0.1798,4.7244,0.6777
307.3000,41.5810,0.1804,4.5612,0.6658
307.4000,41.5472,0.1810,4.4495,0.6576
307.5000,41.5128,0.1815,4.1423,0.6355
307.6000,41.4763,0.1821,3.7457,0.6072
307.7000,41.4384,0.1826,3.3955,0.5823
307.8000,41.3987,0.1832,2.5770,0.5260
307.9000,41.3533,0.1838,1.4446,0.4497
308.0000,41.3034,0.1843,0.5981,0.3936
308.1000,41.2504,0.1849,-0.1565,0.0000
308.2000,41.1936,0.1855,-0.8093,0.0000
308.3000,41.1346,0.1860,-1.1237,0.0000
308.4000,41.0750,0.1866,-1.0372,0.0000
308.5000,41.0169,0.1871,-0.6289,0.0000
308.6000,40.9611,0.1877,-0.1154,0.0000
308.7000,40.9077,0.1883,0.5188,0.3856
308.8000,40.8578,0.1888,1.1872,0.4291
308.9000,40.8107,0.1894,1.7154,0.4640
309.0000,40.7657,0.1900,2.2247,0.4980
309.1000,40.7234,0.1905,2.8506,0.5404
309.2000,40.6843,0.1911,3.5863,0.5914
309.3000,40.6488,0.1917,4.6061,0.6644
309.4000,40.6192,0.1922,5.7800,0.7504
309.5000,40.5947,0.1928,6.3905,0.7959
309.6000,40.5708,0.1934,6.3564,0.7932
309.7000,40.5460,0.1939,6.0713,0.7718
309.8000,40.5196,0.1945,5.5670,0.7342
309.9000,40.4901,0.1951,4.7273,0.6725
310.0000,40.4558,0.1957,3.9448,0.6158
310.1000,40.4191,0.1962,3.3834,0.5756
310.2000,40.3797,0.1968,2.9315,0.5438
310.3000,40.3388,0.1974,2.7018,0.5277
310.4000,40.2973,0.1979,2.7302,0.5294
310.5000,40.2567,0.1985,3.1515,0.5582
310.6000,40.2192,0.1991,3.7538,0.6008
310.7000,40.1843,0.1997,4.1928,0.6322
310.8000,40.1509,0.2002,4.7424,0.6720
310.9000,40.1213,0.2008,5.4235,0.7220
311.0000,40.0944,0.2014,5.7668,0.7474
311.1000,40.0680,0.2020,6.1367,0.7750
311.2000,40.0446,0.2025,6.8283,0.8276
311.3000,40.0248,0.2031,7.3017,0.8640
311.4000,40.0059,0.2037,7.5312,0.8816
311.5000,39.9883,0.2043,7.7761,0.9005
311.6000,39.9718,0.2048,7.7701,0.9001
311.7000,39.9541,0.2054,7.5193,0.8806
311.8000,39.9352,0.2060,7.2916,0.8630
311.9000,39.9154,0.2066,7.0852,0.8470
312.0000,39.8946,0.2072,6.8436,0.8284
312.1000,39.8725,0.2077,6.7988,0.8249
312.2000,39.8513,0.2083,6.5306,0.8043
312.3000,39.8267,0.2089,5.8291,0.7511
312.4000,39.7989,0.2095,5.2695,0.7093
312.5000,39.7691,0.2101,4.8660,0.6793
312.6000,39.7375,0.2106,4.2636,0.6351
312.7000,39.7020,0.2112,3.8723,0.6066
312.8000,39.6667,0.2118,3.9897,0.6149
312.9000,39.6324,0.2124,4.3938,0.6441
313.0000,39.6010,0.2130,4.9956,0.6882
313.1000,39.5724,0.2135,5.7477,0.7441
313.2000,39.5482,0.2141,6.4484,0.7973
313.3000,39.5264,0.2147,7.0485,0.8434
313.4000,39.5080,0.2153,7.6266,0.8882
313.5000,39.4917,0.2159,8.2194,0.9344
313.6000,39.4790,0.2165,9.0195,0.9974
313.7000,39.4704,0.2170,10.0757,1.0814
313.8000,39.4678,0.2176,11.2077,1.1726
313.9000,39.4700,0.2182,12.0747,1.2431
314.0000,39.4756,0.2188,12.8183,1.2596
314.1000,39.4848,0.2194,13.5079,1.2980
314.2000,39.4969,0.2200,13.9818,1.3245
314.3000,39.5106,0.2205,14.2469,1.3393
314.4000,39.5252,0.2211,14.4638,1.3516
314.5000,39.5408,0.2217,14.7693,1.3687
314.6000,39.5581,0.2223,15.0761,1.3859
314.7000,39.5766,0.2229,15.3357,1.4005
314.8000,39.5963,0.2235,15.4634,1.4079
314.9000,39.6157,0.2241,15.5150,1.4110
315.0000,39.6358,0.2247,15.4883,1.4099
315.1000,39.6549,0.2253,15.3262,1.4012
315.2000,39.6732,0.2259,15.2281,1.3961
315.3000,39.6913,0.2264,15.3982,1.4058
315.4000,39.7111,0.2270,15.4880,1.4110
315.5000,39.7298,0.2276,15.1335,1.3918
315.6000,39.7462,0.2282,14.5972,1.3624
315.7000,39.7597,0.2288,14.1044,1.3353
315.8000,39.7712,0.2294,13.6959,1.3129
315.9000,39.7808,0.2300,13.6035,1.3079
316.0000,39.7913,0.2306,13.9807,1.3290
316.1000,39.8044,0.2312,14.6033,1.3636
316.2000,39.8207,0.2318,15.1240,1.3927
316.3000,39.8386,0.2324,15.3181,1.4037
316.4000,39.8566,0.2330,15.2451,1.3999
316.5000,39.8737,0.2336,14.9619,1.3845
316.6000,39.8889,0.2342,14.6223,1.3660
316.7000,39.9026,0.2348,14.3913,1.3535
316.8000,39.9156,0.2354,14.3268,1.3501
316.9000,39.9285,0.2360,14.3545,1.3518
317.0000,39.9417,0.2366,14.6080,1.3661
317.1000,39.9569,0.2372,14.9191,1.3835
