t_s,v_kmh,grade_pct,P_wheel_kW,fuel_g_per_s
5400.0000,79.3353,1.9728,74.1548,4.8969
5400.1000,79.3493,1.9722,73.7515,4.8741
5400.2000,79.3628,1.9715,73.8029,4.8772
5400.3000,79.3770,1.9709,74.3218,4.9069
5400.4000,79.3930,1.9702,74.4332,4.9134
5400.5000,79.4076,1.9695,74.5361,4.9194
5400.6000,79.4240,1.9687,74.8895,4.9397
5400.7000,79.4402,1.9679,75.4693,4.9729
5400.8000,79.4593,1.9671,76.5401,5.0340
5400.9000,79.4805,1.9663,77.3646,5.0811
5401.0000,79.5034,1.9654,77.7834,5.1052
5401.1000,79.5265,1.9645,78.0870,5.1227
5401.2000,79.5506,1.9636,77.6344,5.0973
5401.3000,79.5715,1.9627,75.6118,4.9825
5401.4000,79.5859,1.9617,73.1587,4.8431
5401.5000,79.5951,1.9607,71.1161,4.7270
5401.6000,79.5999,1.9597,69.4801,4.6340
5401.7000,79.6013,1.9586,67.8655,4.5422
5401.8000,79.5985,1.9575,66.5461,4.4672
5401.9000,79.5937,1.9564,65.4523,4.4049
5402.0000,79.5858,1.9553,63.8803,4.3154
5402.1000,79.5738,1.9541,61.8531,4.1999
5402.2000,79.5564,1.9529,60.0390,4.0966
5402.3000,79.5359,1.9517,59.0624,4.0408
5402.4000,79.5142,1.9504,59.0173,4.0380
5402.5000,79.4937,1.9492,59.7246,4.0780
5402.6000,79.4755,1.9479,60.8050,4.1392
5402.7000,79.4604,1.9465,62.0123,4.2077
5402.8000,79.4482,1.9452,62.6799,4.2455
5402.9000,79.4364,1.9438,62.7103,4.2471
5403.0000,79.4245,1.9424,62.4742,4.2336
5403.1000,79.4118,1.9410,62.0407,4.2088
5403.2000,79.3980,1.9396,61.5580,4.1812
5403.3000,79.3831,1.9381,61.0055,4.1496
5403.4000,79.3669,1.9366,60.2606,4.1070
5403.5000,79.3488,1.9351,59.2633,4.0501
5403.6000,79.3280,1.9336,57.9829,3.9770
5403.7000,79.3040,1.9320,56.7806,3.9084
5403.8000,79.2778,1.9305,55.7995,3.8523
5403.9000,79.2494,1.9289,54.6113,3.7844
5404.0000,79.2178,1.9273,53.8842,3.7427
5404.1000,79.1863,1.9256,54.0697,3.7528
5404.2000,79.1559,1.9240,54.0181,3.7496
5404.3000,79.1245,1.9223,54.1764,3.7582
5404.4000,79.0951,1.9206,55.2175,3.8171
5404.5000,79.0690,1.9188,56.2349,3.8747
5404.6000,79.0448,1.9171,56.8418,3.9089
5404.7000,79.0218,1.9153,57.8483,3.9659
5404.8000,79.0027,1.9136,59.6492,4.0681
5404.9000,78.9885,1.9118,61.4126,4.1682
5405.0000,78.9781,1.9099,62.4871,4.2292
5405.1000,78.9693,1.9081,63.1178,4.2650
5405.2000,78.9621,1.9062,63.3344,4.2772
5405.3000,78.9545,1.9044,62.3147,4.2192
5405.4000,78.9425,1.9025,60.8826,4.1376
5405.5000,78.9283,1.9006,60.0292,4.0889
5405.6000,78.9125,1.8986,59.6034,4.0645
5405.7000,78.8965,1.8967,59.1490,4.0385
5405.8000,78.8787,1.8947,58.5237,4.0027
5405.9000,78.8600,1.8927,58.0257,3.9742
5406.0000,78.8401,1.8907,57.5406,3.9463
5406.1000,78.8193,1.8887,56.9225,3.9109
5406.2000,78.7968,1.8867,56.6150,3.8932
5406.3000,78.7747,1.8846,56.7041,3.8980
5406.4000,78.7529,1.8826,56.4503,3.8833
5406.5000,78.7300,1.8805,55.7838,3.8452
5406.6000,78.7053,1.8784,55.4541,3.8262
5406.7000,78.6810,1.8763,55.1595,3.8091
5406.8000,78.6552,1.8742,54.1670,3.7524
5406.9000,78.6265,1.8720,53.4654,3.7122
5407.0000,78.5977,1.8699,53.3517,3.7054
5407.1000,78.5688,1.8677,52.9071,3.6798
5407.2000,78.5381,1.8655,52.3446,3.6474
5407.3000,78.5069,1.8633,52.4487,3.6530
5407.4000,78.4770,1.8611,52.5941,3.6609
5407.5000,78.4468,1.8589,52.7088,3.6671
5407.6000,78.4179,1.8567,53.2177,3.6957
5407.7000,78.3905,1.8545,53.7829,3.7276
5407.8000,78.3646,1.8522,54.8271,3.7867
5407.9000,78.3425,1.8499,56.1093,3.8594
5408.0000,78.3232,1.8477,56.9782,3.9086
5408.1000,78.3056,1.8454,57.6930,3.9490
5408.2000,78.2899,1.8431,59.0569,4.0264
5408.3000,78.2791,1.8408,60.5912,4.1136
5408.4000,78.2711,1.8385,61.7907,4.1817
5408.5000,78.2663,1.8361,63.2864,4.2667
5408.6000,78.2657,1.8338,64.5476,4.3384
5408.7000,78.2672,1.8314,64.7756,4.3514
5408.8000,78.2678,1.8291,64.7354,4.3491
5408.9000,78.2693,1.8267,65.2099,4.3761
5409.0000,78.2723,1.8243,65.3344,4.3832
5409.1000,78.2745,1.8219,65.2669,4.3794
5409.2000,78.2774,1.8195,65.3847,4.3862
5409.3000,78.2803,1.8171,64.9706,4.3626
5409.4000,78.2813,1.8147,64.1807,4.3177
5409.5000,78.2806,1.8123,63.7787,4.2949
5409.6000,78.2798,1.8098,63.7025,4.2905
5409.7000,78.2789,1.8074,63.6567,4.2879
5409.8000,78.2781,1.8050,63.5855,4.2838
5409.9000,78.2770,1.8025,62.8974,4.2447
5410.0000,78.2730,1.8000,61.7718,4.1806
5410.1000,78.2667,1.7976,60.5829,4.1129
5410.2000,78.2572,1.7951,59.5258,4.0527
5410.3000,78.2460,1.7926,58.9750,4.0213
5410.4000,78.2341,1.7901,58.8142,4.0120
5410.5000,78.2224,1.7876,59.0699,4.0264
5410.6000,78.2120,1.7851,59.6922,4.0617
5410.7000,78.2035,1.7826,59.9916,4.0786
5410.8000,78.1948,1.7801,60.3123,4.0967
5410.9000,78.1880,1.7776,60.7558,4.1219
5411.0000,78.1817,1.7751,60.8218,4.1256
5411.1000,78.1755,1.7725,61.1103,4.1419
5411.2000,78.1708,1.7700,61.8428,4.1835
5411.3000,78.1683,1.7675,62.2321,4.2056
5411.4000,78.1656,1.7649,62.5057,4.2212
5411.5000,78.1647,1.7624,63.0968,4.2548
5411.6000,78.1651,1.7599,63.4022,4.2722
5411.7000,78.1658,1.7573,63.4655,4.2758
5411.8000,78.1666,1.7548,63.9648,4.3042
5411.9000,78.1699,1.7522,65.1047,4.3690
5412.0000,78.1764,1.7497,66.3145,4.4379
5412.1000,78.1856,1.7471,66.7066,4.4603
5412.2000,78.1941,1.7445,67.0828,4.4818
5412.3000,78.2053,1.7420,67.6892,4.5164
5412.4000,78.2168,1.7394,67.7385,4.5194
5412.5000,78.2283,1.7369,67.3184,4.4956
5412.6000,78.2379,1.7343,67.1669,4.4871
5412.7000,78.2488,1.7317,66.8022,4.4665
5412.8000,78.2567,1.7291,66.0248,4.4223
5412.9000,78.2639,1.7266,65.7623,4.4075
5413.0000,78.2707,1.7240,65.4110,4.3876
5413.1000,78.2764,1.7214,64.9207,4.3598
5413.2000,78.2809,1.7189,64.5063,4.3362
5413.3000,78.2847,1.7163,63.9563,4.3050
5413.4000,78.2868,1.7137,63.7578,4.2937
5413.5000,78.2898,1.7112,64.5312,4.3378
5413.6000,78.2957,1.7086,65.7956,4.4097
5413.7000,78.3049,1.7060,67.6175,4.5135
5413.8000,78.3197,1.7035,69.3400,4.6116
5413.9000,78.3374,1.7009,70.2699,4.6647
5414.0000,78.3567,1.6983,70.9331,4.7026
5414.1000,78.3775,1.6958,71.3670,4.7275
5414.2000,78.3990,1.6932,71.1601,4.7160
5414.3000,78.4188,1.6907,70.9556,4.7046
5414.4000,78.4393,1.6881,70.4793,4.6777
5414.5000,78.4569,1.6856,68.9543,4.5912
5414.6000,78.4701,1.6830,67.2391,4.4938
5414.7000,78.4795,1.6805,66.0327,4.4253
5414.8000,78.4870,1.6779,64.8485,4.3580
5414.9000,78.4908,1.6754,63.3601,4.2734
5415.0000,78.4912,1.6729,62.1283,4.2033
5415.1000,78.4893,1.6703,61.1479,4.1476
5415.2000,78.4852,1.6678,60.3523,4.1023
5415.3000,78.4797,1.6653,60.0237,4.0835
5415.4000,78.4742,1.6628,60.9217,4.1345
5415.5000,78.4732,1.6603,62.6841,4.2348
5415.6000,78.4764,1.6577,64.4411,4.3347
5415.7000,78.4840,1.6553,65.5557,4.3982
5415.8000,78.4927,1.6528,65.8948,4.4176
5415.9000,78.5020,1.6503,65.4854,4.3944
5416.0000,78.5088,1.6478,64.5334,4.3403
5416.1000,78.5137,1.6453,63.8183,4.2997
5416.2000,78.5172,1.6428,63.9877,4.3094
5416.3000,78.5230,1.6404,64.5271,4.3401
5416.4000,78.5292,1.6379,64.8713,4.3598
5416.5000,78.5368,1.6355,65.0875,4.3722
5416.6000,78.5442,1.6330,64.6744,4.3487
5416.7000,78.5499,1.6306,63.4409,4.2787
5416.8000,78.5515,1.6282,62.1781,4.2068
5416.9000,78.5513,1.6258,60.9746,4.1384
5417.0000,78.5473,1.6233,60.0444,4.0855
5417.1000,78.5428,1.6209,59.7837,4.0706
5417.2000,78.5377,1.6186,59.5857,4.0593
5417.3000,78.5325,1.6162,59.3768,4.0473
5417.4000,78.5266,1.6138,59.4397,4.0508
5417.5000,78.5218,1.6114,59.9904,4.0821
5417.6000,78.5188,1.6091,60.9385,4.1360
5417.7000,78.5188,1.6067,62.0879,4.2014
5417.8000,78.5214,1.6044,63.0172,4.2542
5417.9000,78.5260,1.6021,64.0249,4.3116
5418.0000,78.5336,1.5997,64.3838,4.3321
5418.1000,78.5400,1.5974,63.4604,4.2797
5418.2000,78.5433,1.5951,62.1208,4.2035
5418.3000,78.5434,1.5928,60.9242,4.1354
5418.4000,78.5411,1.5906,59.4531,4.0518
5418.5000,78.5343,1.5883,58.1569,3.9780
5418.6000,78.5260,1.5860,57.9330,3.9651
5418.7000,78.5183,1.5838,58.2691,3.9842
5418.8000,78.5118,1.5816,58.8303,4.0160
5418.9000,78.5071,1.5793,59.6290,4.0614
5419.0000,78.5046,1.5771,59.8818,4.0757
