t_s,v_kmh,grade_pct,P_wheel_kW,fuel_g_per_s
4200.0000,89.0079,-4.0556,-9.7032,0.0000
4200.1000,89.0141,-4.0586,-9.8223,0.0000
4200.2000,89.0190,-4.0616,-10.5776,0.0000
4200.3000,89.0221,-4.0646,-11.1085,0.0000
4200.4000,89.0249,-4.0676,-11.8257,0.0000
4200.5000,89.0253,-4.0705,-13.2726,0.0000
4200.6000,89.0221,-4.0734,-13.9203,0.0000
4200.7000,89.0199,-4.0763,-14.0134,0.0000
4200.8000,89.0166,-4.0792,-14.6452,0.0000
4200.9000,89.0119,-4.0821,-14.8842,0.0000
4201.0000,89.0078,-4.0849,-15.0405,0.0000
4201.1000,89.0027,-4.0877,-16.1827,0.0000
4201.2000,88.9939,-4.0905,-17.6639,0.0000
4201.3000,88.9827,-4.0932,-18.7547,0.0000
4201.4000,88.9695,-4.0959,-20.0993,0.0000
4201.5000,88.9528,-4.0986,-21.5656,0.0000
4201.6000,88.9336,-4.1013,-23.1119,0.0000
4201.7000,88.9106,-4.1039,-25.0851,0.0000
4201.8000,88.8832,-4.1065,-27.2780,0.0000
4201.9000,88.8511,-4.1091,-29.8114,0.0000
4202.0000,88.8133,-4.1116,-32.5997,0.0000
4202.1000,88.7696,-4.1142,-33.9318,0.0000
4202.2000,88.7263,-4.1166,-33.1907,0.0000
4202.3000,88.6860,-4.1191,-31.3285,0.0000
4202.4000,88.6509,-4.1215,-28.7550,0.0000
4202.5000,88.6218,-4.1239,-25.0558,0.0000
4202.6000,88.6028,-4.1263,-20.9770,0.0000
4202.7000,88.5912,-4.1286,-18.3187,0.0000
4202.8000,88.5837,-4.1310,-17.0938,0.0000
4202.9000,88.5776,-4.1332,-15.5019,0.0000
4203.0000,88.5770,-4.1355,-13.3011,0.0000
4203.1000,88.5804,-4.1377,-11.3498,0.0000
4203.2000,88.5882,-4.1399,-8.9942,0.0000
4203.3000,88.6018,-4.1420,-5.8884,0.0000
4203.4000,88.6230,-4.1442,-2.8617,0.0000
