t_s,v_kmh,v_ms,grade_pct,dist_m,P_wheel_kW,P_direct_kW,lockup,eng_rpm_locked
3550.0000,90.4964,25.1379,0.5915,73018.0975,74.7758,61.3083,1.0000,1816.5878
3551.0000,90.7121,25.1978,0.6640,73043.2655,76.0676,61.9984,1.0000,1820.9185
3552.0000,90.9225,25.2563,0.7357,73068.4926,77.3506,62.7175,1.0000,1825.1419
3553.0000,91.1277,25.3133,0.8061,73093.7775,78.6178,63.4637,1.0000,1829.2616
3554.0000,91.3280,25.3689,0.8748,73119.1187,79.8624,64.2346,1.0000,1833.2811
3555.0000,91.5234,25.4232,0.9415,73144.5148,81.0778,65.0278,1.0000,1837.2038
3556.0000,91.7141,25.4762,1.0059,73169.9646,82.2579,65.8406,1.0000,1841.0326
3557.0000,91.9004,25.5279,1.0675,73195.4667,83.3967,66.6703,1.0000,1844.7708
3558.0000,92.0822,25.5784,1.1262,73221.0199,84.4889,67.5137,1.0000,1848.4211
3559.0000,92.2598,25.6277,1.1815,73246.6231,85.5296,68.3678,1.0000,1851.9864
3560.0000,92.4333,25.6759,1.2334,73272.2750,86.5147,69.2296,1.0000,1855.4693
3561.0000,92.6029,25.7230,1.2816,73297.9745,87.4404,70.0957,1.0000,1858.8724
3562.0000,92.8199,25.7833,1.3259,73323.7233,96.7747,71.1095,1.0000,1863.2296
3563.0000,93.1482,25.8745,1.3664,73349.5525,97.5295,72.3787,1.0000,1869.8196
3564.0000,93.4651,25.9625,1.4029,73375.4712,98.2198,73.6213,1.0000,1876.1811
3565.0000,93.7710,26.0475,1.4354,73401.4765,98.8440,74.8351,1.0000,1882.3222
3566.0000,94.0664,26.1296,1.4639,73427.5653,99.4014,76.0185,1.0000,1888.2508
3567.0000,94.3515,26.2088,1.4884,73453.7347,99.8922,77.1696,1.0000,1893.9746
3568.0000,94.6268,26.2852,1.5092,73479.9819,100.3174,78.2868,1.0000,1899.5007
3569.0000,94.8926,26.3591,1.5262,73506.3042,100.6789,79.3687,1.0000,1904.8362
3570.0000,95.1493,26.4304,1.5397,73532.6991,100.9792,80.4138,1.0000,1909.9880
3571.0000,95.3971,26.4992,1.5498,73559.1641,101.2218,81.4211,1.0000,1914.9623
3572.0000,95.6267,26.5630,1.5570,73585.6964,98.5280,82.3573,1.0000,1919.5724
3573.0000,95.7459,26.5961,1.5614,73612.2770,96.9996,83.0038,1.0000,1921.9641
3574.0000,95.9064,26.6407,1.5634,73638.8975,93.7447,83.7286,1.0000,1925.1870
3575.0000,95.9258,26.6460,1.5634,73665.5421,90.6625,84.0827,1.0000,1925.5748
3576.0000,95.9948,26.6652,1.5617,73692.1950,95.0312,84.5609,1.0000,1926.9604
3577.0000,96.0972,26.6937,1.5587,73718.8722,96.8463,85.1018,1.0000,1929.0154
3578.0000,96.0945,26.6929,1.5549,73745.5712,86.2597,85.3267,1.0000,1928.9620
3579.0000,95.9618,26.6561,1.5505,73772.2518,72.8666,72.8666,1.0000,1926.2989
3580.0000,95.6201,26.5611,1.5461,73798.8553,78.5032,78.5032,1.0000,1919.4392
3581.0000,95.3361,26.4823,1.5419,73825.3805,72.6949,72.6949,1.0000,1913.7384
3582.0000,95.0508,26.4030,1.5384,73851.8201,77.3901,77.3901,1.0000,1908.0107
3583.0000,94.9732,26.3814,1.5358,73878.2074,88.9699,83.6602,1.0000,1906.4531
3584.0000,95.0731,26.4092,1.5344,73904.5988,96.1995,84.1301,1.0000,1908.4596
3585.0000,95.1926,26.4424,1.5345,73931.0254,94.6110,84.6159,1.0000,1910.8576
3586.0000,95.3701,26.4917,1.5364,73957.4910,97.3796,85.2434,1.0000,1914.4217
3587.0000,95.5004,26.5279,1.5402,73984.0026,91.9984,85.7210,1.0000,1917.0369
3588.0000,95.4154,26.5043,1.5461,74010.5223,81.9135,81.9135,1.0000,1915.3308
3589.0000,95.3932,26.4981,1.5541,74037.0172,92.8307,85.7776,1.0000,1914.8845
3590.0000,95.4809,26.5225,1.5645,74063.5267,95.7688,86.1675,1.0000,1916.6456
3591.0000,95.5525,26.5424,1.5772,74090.0630,90.9540,86.4925,1.0000,1918.0819
3592.0000,95.5338,26.5372,1.5922,74116.6069,83.4555,83.4555,1.0000,1917.7065
3593.0000,95.3576,26.4882,1.6093,74143.1207,83.7443,83.7443,1.0000,1914.1695
3594.0000,95.2662,26.4628,1.6286,74169.5949,87.1374,86.2768,1.0000,1912.3355
3595.0000,95.3575,26.4882,1.6497,74196.0638,99.7059,86.7265,1.0000,1914.1671
3596.0000,95.5272,26.5353,1.6727,74222.5764,99.1759,87.3462,1.0000,1917.5742
3597.0000,95.5629,26.5453,1.6972,74249.1235,88.1279,87.6100,1.0000,1918.2918
3598.0000,95.5357,26.5377,1.7229,74275.6647,90.2896,87.7602,1.0000,1917.7455
3599.0000,95.4873,26.5243,1.7494,74302.1960,91.5208,87.8671,1.0000,1916.7741
3600.0000,95.4853,26.5237,1.7766,74328.7164,101.8719,88.1286,1.0000,1916.7342
3601.0000,95.7126,26.5868,1.8040,74355.2719,103.9042,88.9479,1.0000,1921.2955
3602.0000,95.7818,26.6060,1.8312,74381.8740,93.4645,89.3495,1.0000,1922.6845
3603.0000,95.6510,26.5697,1.8579,74408.4710,76.4887,76.4887,1.0000,1920.0602
3604.0000,95.3618,26.4894,1.8835,74434.9971,83.1756,83.1756,1.0000,1914.2552
3605.0000,95.2187,26.4496,1.9075,74461.4623,91.2974,88.7590,1.0000,1911.3809
3606.0000,95.1917,26.4421,1.9298,74487.9052,94.5601,88.9976,1.0000,1910.8398
3607.0000,95.1715,26.4365,1.9497,74514.3451,92.6591,89.2442,1.0000,1910.4342
3608.0000,95.0786,26.4107,1.9670,74540.7691,93.8959,89.3235,1.0000,1908.5702
3609.0000,95.2097,26.4471,1.9813,74567.1926,105.0546,89.9775,1.0000,1911.2005
3610.0000,95.3543,26.4873,1.9921,74593.6613,105.4241,90.6397,1.0000,1914.1034
3611.0000,95.5770,26.5492,1.9992,74620.1803,105.3415,91.4779,1.0000,1918.5734
3612.0000,95.6847,26.5791,2.0022,74646.7448,102.8799,92.0152,1.0000,1920.7362
3613.0000,95.8887,26.6358,2.0008,74673.3499,109.1299,92.7969,1.0000,1924.8312
3614.0000,96.1111,26.6975,1.9948,74700.0167,109.1043,93.5912,1.0000,1929.2954
3615.0000,96.3259,26.7572,1.9838,74726.7442,108.9905,94.3433,1.0000,1933.6065
3616.0000,96.5333,26.8148,1.9677,74753.5304,108.7847,95.0507,1.0000,1937.7697
3617.0000,96.7335,26.8704,1.9463,74780.3731,108.4838,95.7112,1.0000,1941.7902
3618.0000,96.8700,26.9083,1.9196,74807.2671,98.7166,96.1520,1.0000,1944.5296
3619.0000,96.7652,26.8792,1.8876,74834.1643,89.2294,89.2294,1.0000,1942.4257
3620.0000,96.4489,26.7914,1.8504,74861.0042,76.9141,76.9141,1.0000,1936.0756
3621.0000,96.1398,26.7055,1.8082,74887.7490,82.6308,82.6308,1.0000,1929.8715
3622.0000,95.9218,26.6450,1.7611,74914.4260,80.1678,80.1678,1.0000,1925.4962
3623.0000,95.7504,26.5973,1.7094,74941.0443,86.2461,86.2461,1.0000,1922.0550
3624.0000,95.7262,26.5906,1.6533,74967.6314,99.7495,93.3252,1.0000,1921.5697
3625.0000,95.9317,26.6477,1.5929,74994.2510,98.1211,93.7130,1.0000,1925.6951
3626.0000,96.0695,26.6860,1.5285,75020.9154,99.6591,93.8913,1.0000,1928.4613
3627.0000,96.2415,26.7337,1.4604,75047.6260,96.2140,94.0907,1.0000,1931.9122
3628.0000,96.2155,26.7265,1.3892,75074.3623,81.2244,81.2244,1.0000,1931.3918
3629.0000,96.0723,26.6867,1.3153,75101.0707,76.1454,76.1454,1.0000,1928.5164
3630.0000,95.8592,26.6276,1.2393,75127.7264,75.8777,75.8777,1.0000,1924.2387
3631.0000,95.5383,26.5384,1.1618,75154.3187,58.7191,58.7191,1.0000,1917.7972
3632.0000,95.0134,26.3926,1.0835,75180.7870,52.8192,52.8192,1.0000,1907.2599
3633.0000,94.5938,26.2760,1.0048,75207.1171,56.6499,56.6499,1.0000,1898.8369
3634.0000,94.2643,26.1845,0.9262,75233.3433,60.4816,60.4816,1.0000,1892.2234
3635.0000,93.9701,26.1028,0.8481,75259.4860,61.9299,61.9299,1.0000,1886.3189
3636.0000,93.6811,26.0225,0.7709,75285.5519,55.3019,55.3019,1.0000,1880.5166
3637.0000,93.3822,25.9395,0.6952,75311.5292,61.5871,61.5871,1.0000,1874.5163
3638.0000,93.3268,25.9241,0.6213,75337.4568,69.4135,69.4135,1.0000,1873.4043
3639.0000,93.3881,25.9412,0.5494,75363.3846,78.0872,78.0872,1.0000,1874.6360
3640.0000,93.6547,26.0152,0.4798,75389.3605,82.7217,81.3068,1.0000,1879.9864
3641.0000,93.9520,26.0978,0.4127,75415.4174,80.4472,80.4472,1.0000,1885.9552
3642.0000,94.1927,26.1647,0.3487,75441.5476,80.3584,80.3584,1.0000,1890.7871
3643.0000,94.4735,26.2426,0.2879,75467.7515,79.5309,79.5309,1.0000,1896.4233
3644.0000,94.7014,26.3059,0.2308,75494.0287,72.8691,72.8691,1.0000,1900.9972
3645.0000,94.8430,26.3453,0.1775,75520.3557,70.9880,70.9880,1.0000,1903.8399
3646.0000,94.9891,26.3859,0.1284,75546.7231,64.9515,64.9515,1.0000,1906.7722
3647.0000,94.8350,26.3431,0.0836,75573.0921,50.5291,50.5291,1.0000,1903.6798
3648.0000,94.5443,26.2623,0.0433,75599.3954,41.7663,41.7663,1.0000,1897.8436
3649.0000,94.1021,26.1395,0.0076,75625.5932,42.0214,42.0214,1.0000,1888.9685
3650.0000,93.7364,26.0379,-0.0236,75651.6779,46.3501,46.3501,1.0000,1881.6273
3651.0000,93.5243,25.9790,-0.0505,75677.6841,50.1456,50.1456,1.0000,1877.3692
3652.0000,93.2940,25.9150,-0.0732,75703.6328,46.6492,46.6492,1.0000,1872.7452
3653.0000,93.0816,25.8560,-0.0918,75729.5193,45.2384,45.2384,1.0000,1868.4818
3654.0000,92.8376,25.7882,-0.1067,75755.3419,45.2143,45.2143,1.0000,1863.5844
3655.0000,92.5758,25.7155,-0.1179,75781.0941,46.2387,46.2387,1.0000,1858.3290
3656.0000,92.4964,25.6935,-0.1259,75806.7943,56.2455,56.2455,1.0000,1856.7361
3657.0000,92.7007,25.7502,-0.1310,75832.5079,70.9742,66.8525,1.0000,1860.8357
3658.0000,92.9884,25.8301,-0.1333,75858.2970,72.4132,67.0200,1.0000,1866.6110
3659.0000,93.3108,25.9197,-0.1333,75884.1721,72.4042,67.2820,1.0000,1873.0837
3660.0000,93.6221,26.0061,-0.1314,75910.1353,72.4294,67.5318,1.0000,1879.3321
3661.0000,93.9226,26.0896,-0.1277,75936.1834,72.4831,67.7714,1.0000,1885.3641
3662.0000,94.1748,26.1597,-0.1228,75962.3109,66.7989,66.7989,1.0000,1890.4271
3663.0000,94.1802,26.1612,-0.1169,75988.4783,53.6348,53.6348,1.0000,1890.5355
3664.0000,94.0964,26.1379,-0.1107,76014.6302,49.1937,49.1937,1.0000,1888.8526
3665.0000,93.8239,26.0622,-0.1043,76040.7341,38.6358,38.6358,1.0000,1883.3830
3666.0000,93.4890,25.9692,-0.0982,76066.7441,48.2627,48.2627,1.0000,1876.6599
3667.0000,93.3304,25.9251,-0.0928,76092.6872,57.8761,57.8761,1.0000,1873.4771
3668.0000,93.3907,25.9419,-0.0885,76118.6199,63.0280,63.0280,1.0000,1874.6880
3669.0000,93.5121,25.9756,-0.0854,76144.5793,61.9640,61.9640,1.0000,1877.1240
3670.0000,93.5701,25.9917,-0.0839,76170.5629,60.1746,60.1746,1.0000,1878.2875
3671.0000,93.5564,25.9879,-0.0843,76196.5561,52.1238,52.1238,1.0000,1878.0129
3672.0000,93.3678,25.9355,-0.0868,76222.5175,50.6105,50.6105,1.0000,1874.2268
3673.0000,93.2490,25.9025,-0.0916,76248.4371,48.4330,48.4330,1.0000,1871.8422
3674.0000,93.1675,25.8799,-0.0989,76274.3254,56.5532,56.5532,1.0000,1870.2076
3675.0000,93.1909,25.8864,-0.1087,76300.2085,58.6274,58.6274,1.0000,1870.6764
3676.0000,93.2955,25.9154,-0.1211,76326.1051,63.3158,61.4162,1.0000,1872.7768
3677.0000,93.3874,25.9409,-0.1362,76352.0338,60.0226,60.0226,1.0000,1874.6212
3678.0000,93.4746,25.9652,-0.1539,76377.9857,61.9271,61.3969,1.0000,1876.3706
3679.0000,93.5481,25.9856,-0.1743,76403.9631,56.5178,56.5178,1.0000,1877.8472
3680.0000,93.5427,25.9841,-0.1973,76429.9481,53.4022,53.4022,1.0000,1877.7389
3681.0000,93.3842,25.9401,-0.2225,76455.9133,48.7449,48.7449,1.0000,1874.5564
3682.0000,93.3564,25.9323,-0.2500,76481.8477,53.2681,53.2681,1.0000,1873.9993
3683.0000,93.4585,25.9607,-0.2794,76507.7883,65.6861,60.1037,1.0000,1876.0478
3684.0000,93.5795,25.9943,-0.3107,76533.7704,57.9874,57.9874,1.0000,1878.4766
3685.0000,93.7092,26.0303,-0.3434,76559.7788,62.2724,60.1227,1.0000,1881.0809
3686.0000,93.8627,26.0730,-0.3774,76585.8325,58.1933,58.1933,1.0000,1884.1628
3687.0000,94.0545,26.1263,-0.4123,76611.9285,61.0938,60.3059,1.0000,1888.0127
3688.0000,93.9958,26.1099,-0.4478,76638.0554,43.4791,43.4791,1.0000,1886.8328
3689.0000,93.8528,26.0702,-0.4833,76664.1443,46.6088,46.6088,1.0000,1883.9642
3690.0000,93.8215,26.0615,-0.5186,76690.2092,47.7729,47.7729,1.0000,1883.3341
3691.0000,93.7099,26.0305,-0.5532,76716.2553,43.6584,43.6584,1.0000,1881.0943
3692.0000,93.5661,25.9906,-0.5868,76742.2618,46.8424,46.8424,1.0000,1878.2085
3693.0000,93.5084,25.9746,-0.6190,76768.2452,44.2579,44.2579,1.0000,1877.0508
3694.0000,93.3424,25.9285,-0.6495,76794.1969,42.8192,42.8192,1.0000,1873.7182
3695.0000,93.2492,25.9026,-0.6779,76820.1121,48.1518,48.1518,1.0000,1871.8469
3696.0000,93.2965,25.9157,-0.7038,76846.0235,47.8458,47.8458,1.0000,1872.7959
3697.0000,93.3654,25.9348,-0.7271,76871.9442,55.4272,54.7889,1.0000,1874.1786
3698.0000,93.4023,25.9451,-0.7474,76897.8896,44.2548,44.2548,1.0000,1874.9200
3699.0000,93.4921,25.9700,-0.7646,76923.8421,55.8153,54.3179,1.0000,1876.7236
3700.0000,93.7772,26.0492,-0.7782,76949.8499,61.5150,54.6372,1.0000,1882.4452
3701.0000,94.0723,26.1312,-0.7883,76975.9403,60.7906,54.9633,1.0000,1888.3696
3702.0000,94.2744,26.1873,-0.7946,77002.1007,57.5914,55.0563,1.0000,1892.4267
3703.0000,94.3974,26.2215,-0.7969,77028.3065,57.7905,54.9742,1.0000,1894.8959
3704.0000,94.5759,26.2711,-0.7953,77054.5586,50.9133,50.9133,1.0000,1898.4794
3705.0000,94.7069,26.3075,-0.7895,77080.8448,57.8926,54.9920,1.0000,1901.1081
3706.0000,94.9159,26.3655,-0.7798,77107.1822,57.4348,55.1604,1.0000,1905.3038
3707.0000,95.0551,26.4042,-0.7661,77133.5700,54.1003,54.1003,1.0000,1908.0973
3708.0000,95.0717,26.4088,-0.7486,77159.9829,42.9006,42.9006,1.0000,1908.4306
3709.0000,95.0725,26.4090,-0.7274,77186.3877,49.5799,49.5799,1.0000,1908.4479
3710.0000,95.1607,26.4335,-0.7028,77212.8045,59.9171,54.6138,1.0000,1910.2166
3711.0000,95.1649,26.4347,-0.6749,77239.2505,37.5320,37.5320,1.0000,1910.3018
3712.0000,94.8396,26.3443,-0.6443,77265.6397,35.3466,35.3466,1.0000,1903.7714
3713.0000,94.5459,26.2628,-0.6113,77291.9398,39.1987,39.1987,1.0000,1897.8763
3714.0000,94.3884,26.2190,-0.5762,77318.1767,48.1402,48.1402,1.0000,1894.7146
3715.0000,94.4030,26.2231,-0.5395,77344.3949,54.8759,52.0775,1.0000,1895.0085
3716.0000,94.5895,26.2749,-0.5014,77370.6399,63.9145,52.5497,1.0000,1898.7518
3717.0000,94.7548,26.3208,-0.4623,77396.9385,62.4744,52.9703,1.0000,1902.0695
3718.0000,94.8815,26.3560,-0.4228,77423.2790,59.0804,53.3127,1.0000,1904.6137
3719.0000,95.0544,26.4040,-0.3832,77449.6540,67.7193,53.8284,1.0000,1908.0834
3720.0000,95.3033,26.4732,-0.3441,77476.0925,68.7378,54.5353,1.0000,1913.0808
3721.0000,95.5015,26.5282,-0.3059,77502.5973,60.5133,55.1085,1.0000,1917.0585
3722.0000,95.3862,26.4962,-0.2691,77529.1150,48.8957,48.8957,1.0000,1914.7434
3723.0000,95.2068,26.4463,-0.2343,77555.5893,44.2291,44.2291,1.0000,1911.1436
3724.0000,94.9774,26.3826,-0.2020,77582.0015,48.7837,48.7837,1.0000,1906.5387
3725.0000,94.8757,26.3544,-0.1725,77608.3648,59.7169,54.2051,1.0000,1904.4968
3726.0000,94.7818,26.3283,-0.1461,77634.7113,51.4126,51.4126,1.0000,1902.6113
3727.0000,94.6463,26.2906,-0.1233,77661.0177,59.0864,54.0957,1.0000,1899.8923
3728.0000,94.7642,26.3234,-0.1042,77687.3221,64.5405,54.6449,1.0000,1902.2574
3729.0000,94.8378,26.3438,-0.0892,77713.6543,66.8972,55.0806,1.0000,1903.7351
3730.0000,94.9204,26.3668,-0.0785,77740.0126,63.3134,55.5164,1.0000,1905.3943
3731.0000,94.9633,26.3787,-0.0724,77766.3881,58.7047,55.8421,1.0000,1906.2545
3732.0000,94.9123,26.3645,-0.0709,77792.7615,55.0813,55.0813,1.0000,1905.2320
3733.0000,94.7683,26.3245,-0.0741,77819.1060,53.3120,53.3120,1.0000,1902.3408
3734.0000,94.5890,26.2747,-0.0822,77845.4103,49.0605,49.0605,1.0000,1898.7422
3735.0000,94.5732,26.2703,-0.0950,77871.6753,64.4486,55.7210,1.0000,1898.4236
3736.0000,94.6237,26.2844,-0.1126,77897.9548,60.0916,56.0072,1.0000,1899.4383
3737.0000,94.6431,26.2897,-0.1348,77924.2419,61.5145,56.2041,1.0000,1899.8271
3738.0000,94.6506,26.2918,-0.1615,77950.5357,56.5354,56.3249,1.0000,1899.9781
3739.0000,94.6019,26.2783,-0.1925,77976.8228,53.1365,53.1365,1.0000,1898.9996
3740.0000,94.4954,26.2487,-0.2275,78003.0890,49.6419,49.6419,1.0000,1896.8626
3741.0000,94.2952,26.1931,-0.2662,78029.3102,48.1104,48.1104,1.0000,1892.8438
3742.0000,94.1414,26.1504,-0.3082,78055.4799,49.2054,49.2054,1.0000,1889.7564
3743.0000,93.9450,26.0958,-0.3533,78081.6066,39.9258,39.9258,1.0000,1885.8134
3744.0000,93.7909,26.0530,-0.4010,78107.6744,49.1100,49.1100,1.0000,1882.7210
3745.0000,93.7188,26.0330,-0.4509,78133.7157,50.1536,50.1536,1.0000,1881.2734
3746.0000,93.6923,26.0256,-0.5027,78159.7443,51.0104,51.0104,1.0000,1880.7407
3747.0000,93.6937,26.0260,-0.5559,78185.7711,49.6426,49.6426,1.0000,1880.7704
3748.0000,93.4897,25.9693,-0.6102,78211.7785,31.9241,31.9241,1.0000,1876.6737
3749.0000,93.1943,25.8873,-0.6648,78237.7036,35.9934,35.9934,1.0000,1870.7450
3750.0000,93.0235,25.8399,-0.7195,78263.5621,43.5644,43.5644,1.0000,1867.3155
3751.0000,93.0368,25.8436,-0.7738,78289.4024,46.1854,46.1854,1.0000,1867.5839
3752.0000,92.9157,25.8099,-0.8274,78315.2357,33.8582,33.8582,1.0000,1865.1527
3753.0000,92.7804,25.7723,-0.8799,78341.0215,43.1698,43.1698,1.0000,1862.4354
3754.0000,92.9511,25.8198,-0.9309,78366.8117,56.3986,50.0551,1.0000,1865.8630
3755.0000,93.2696,25.9082,-0.9802,78392.6753,58.2003,50.4624,1.0000,1872.2568
3756.0000,93.5814,25.9948,-1.0274,78418.6272,57.1101,50.8128,1.0000,1878.5146
3757.0000,93.8819,26.0783,-1.0724,78444.6638,56.5341,51.1059,1.0000,1884.5467
3758.0000,94.1701,26.1584,-1.1146,78470.7828,53.2655,51.3319,1.0000,1890.3327
3759.0000,94.1033,26.1398,-1.1539,78496.9433,28.4676,28.4676,1.0000,1888.9926
3760.0000,93.9819,26.1061,-1.1898,78523.0607,35.2745,35.2745,1.0000,1886.5540
3761.0000,93.8317,26.0644,-1.2223,78549.1477,31.2428,31.2428,1.0000,1883.5398
3762.0000,93.7885,26.0524,-1.2512,78575.2029,38.2584,38.2584,1.0000,1882.6723
3763.0000,93.7727,26.0480,-1.2766,78601.2534,36.7234,36.7234,1.0000,1882.3560
3764.0000,93.6655,26.0182,-1.2983,78627.2875,32.1055,32.1055,1.0000,1880.2039
3765.0000,93.5984,25.9996,-1.3164,78653.2920,40.9087,40.9087,1.0000,1878.8565
3766.0000,93.7711,26.0475,-1.3310,78679.3130,46.0123,46.0123,1.0000,1882.3235
3767.0000,93.7718,26.0477,-1.3421,78705.3670,33.7932,33.7932,1.0000,1882.3372
3768.0000,93.7412,26.0392,-1.3500,78731.4127,30.6455,30.6455,1.0000,1881.7237
3769.0000,93.6320,26.0089,-1.3548,78757.4349,34.0200,34.0200,1.0000,1879.5318
3770.0000,93.6297,26.0083,-1.3567,78783.4421,36.2144,36.2144,1.0000,1879.4856
3771.0000,93.4941,25.9706,-1.3559,78809.4347,27.5839,27.5839,1.0000,1876.7636
3772.0000,93.2914,25.9143,-1.3528,78835.3766,30.9266,30.9266,1.0000,1872.6942
3773.0000,93.2230,25.8953,-1.3477,78861.2828,29.3888,29.3888,1.0000,1871.3207
3774.0000,93.0529,25.8480,-1.3408,78887.1554,25.4379,25.4379,1.0000,1867.9073
3775.0000,92.7998,25.7777,-1.3326,78912.9729,15.0795,15.0795,1.0000,1862.8248
3776.0000,92.2398,25.6222,-1.3234,78938.6748,9.9991,9.9991,1.0000,1851.5841
3777.0000,91.7863,25.4962,-1.3136,78964.2331,14.8327,14.8327,1.0000,1842.4818
3778.0000,91.5259,25.4239,-1.3035,78989.6901,22.4405,22.4405,1.0000,1837.2537
3779.0000,91.3088,25.3636,-1.2935,79015.0809,24.2979,24.2979,1.0000,1832.8958
3780.0000,91.0787,25.2996,-1.2838,79040.4101,29.0782,29.0782,1.0000,1828.2778
3781.0000,91.0349,25.2875,-1.2747,79065.7003,39.5613,35.7478,1.0000,1827.3977
3782.0000,91.2902,25.3584,-1.2666,79091.0194,47.1775,36.3182,1.0000,1832.5232
3783.0000,91.5928,25.4424,-1.2597,79116.4155,53.7278,37.0010,1.0000,1838.5964
3784.0000,91.9618,25.5449,-1.2544,79141.9097,52.7616,37.8151,1.0000,1846.0037
3785.0000,92.1416,25.5949,-1.2507,79167.4870,42.1423,38.1444,1.0000,1849.6133
3786.0000,92.2828,25.6341,-1.2491,79193.1037,41.4765,38.3974,1.0000,1852.4473
3787.0000,92.3750,25.6597,-1.2496,79218.7511,41.3856,38.5350,1.0000,1854.2994
3788.0000,92.4904,25.6918,-1.2525,79244.4286,37.9074,37.9074,1.0000,1856.6149
3789.0000,92.5762,25.7156,-1.2578,79270.1281,44.0836,38.8489,1.0000,1858.3371
3790.0000,92.7559,25.7655,-1.2656,79295.8678,44.0542,39.1840,1.0000,1861.9442
3791.0000,92.7909,25.7753,-1.2760,79321.6430,36.5001,36.5001,1.0000,1862.6472
3792.0000,92.8351,25.7875,-1.2890,79347.4233,39.3729,39.1416,1.0000,1863.5334
3793.0000,92.8636,25.7955,-1.3045,79373.2193,35.3561,35.3561,1.0000,1864.1072
3794.0000,92.8581,25.7939,-1.3224,79399.0127,39.4279,38.9392,1.0000,1863.9960
3795.0000,92.9358,25.8155,-1.3426,79424.8195,34.0334,34.0334,1.0000,1865.5552
3796.0000,92.9454,25.8182,-1.3649,79450.6293,44.6491,38.8695,1.0000,1865.7488
3797.0000,93.2365,25.8990,-1.3891,79476.4851,51.3495,39.4224,1.0000,1871.5914
3798.0000,93.5503,25.9862,-1.4151,79502.4280,50.8331,39.9889,1.0000,1877.8915
3799.0000,93.8533,26.0704,-1.4426,79528.4565,50.2918,40.5020,1.0000,1883.9734
3800.0000,94.1458,26.1516,-1.4712,79554.5677,49.7308,40.9632,1.0000,1889.8449
3801.0000,94.4282,26.2301,-1.5006,79580.7588,49.1558,41.3743,1.0000,1895.5136
3802.0000,94.7008,26.3058,-1.5304,79607.0270,48.5732,41.7372,1.0000,1900.9866
3803.0000,94.9469,26.3741,-1.5603,79633.3683,44.1222,42.0002,1.0000,1905.9258
3804.0000,95.0656,26.4071,-1.5897,79659.7600,40.0814,40.0814,1.0000,1908.3081
3805.0000,95.1730,26.4370,-1.6183,79686.1821,39.6281,39.6281,1.0000,1910.4651
3806.0000,95.2782,26.4662,-1.6455,79712.6337,39.1965,39.1965,1.0000,1912.5769
3807.0000,95.3813,26.4948,-1.6710,79739.1142,38.7945,38.7945,1.0000,1914.6448
3808.0000,95.4821,26.5228,-1.6942,79765.6231,38.4297,38.4297,1.0000,1916.6697
3809.0000,95.5809,26.5503,-1.7147,79792.1597,38.1100,38.1100,1.0000,1918.6529
3810.0000,95.6777,26.5771,-1.7322,79818.7234,37.8427,37.8427,1.0000,1920.5954
3811.0000,95.7725,26.6035,-1.7461,79845.3138,37.6351,37.6351,1.0000,1922.4982
3812.0000,95.8653,26.6293,-1.7561,79871.9302,37.4940,37.4940,1.0000,1924.3623
3813.0000,95.9563,26.6545,-1.7619,79898.5721,37.4257,37.4257,1.0000,1926.1887
3814.0000,96.0455,26.6793,-1.7632,79925.2391,37.4359,37.4359,1.0000,1927.9783
3815.0000,96.1328,26.7036,-1.7596,79951.9305,37.5297,37.5297,1.0000,1929.7320
3816.0000,96.2185,26.7274,-1.7509,79978.6460,37.7114,37.7114,1.0000,1931.4507
3817.0000,96.3024,26.7507,-1.7369,80005.3851,37.9847,37.9847,1.0000,1933.1352
3818.0000,96.3846,26.7735,-1.7175,80032.1472,38.7542,38.7542,1.0000,1934.7864
3819.0000,96.5271,26.8131,-1.6925,80058.9391,42.7809,40.0828,1.0000,1937.6468
3820.0000,96.6802,26.8556,-1.6620,80085.7736,43.2648,40.2267,1.0000,1940.7188
3821.0000,96.8280,26.8967,-1.6258,80112.6498,43.8493,40.3898,1.0000,1943.6871
3822.0000,96.9709,26.9364,-1.5842,80139.5665,44.5337,40.5762,1.0000,1946.5552
3823.0000,97.1090,26.9747,-1.5371,80166.5221,45.3164,40.7895,1.0000,1949.3266
3824.0000,97.2424,27.0118,-1.4847,80193.5155,46.1948,41.0330,1.0000,1952.0044
3825.0000,97.3713,27.0476,-1.4273,80220.5452,47.1652,41.3099,1.0000,1954.5920
3826.0000,97.4959,27.0822,-1.3651,80247.6102,48.2230,41.6230,1.0000,1957.0924
3827.0000,97.6162,27.1156,-1.2985,80274.7092,49.3627,41.9745,1.0000,1959.5085
3828.0000,97.7325,27.1479,-1.2278,80301.8411,50.5780,42.3664,1.0000,1961.8432
3829.0000,97.8449,27.1791,-1.1534,80329.0047,51.8618,42.8003,1.0000,1964.0993
3830.0000,97.9535,27.2093,-1.0757,80356.1990,53.2064,43.2772,1.0000,1966.2794
3831.0000,98.0585,27.2385,-0.9954,80383.4230,54.6033,43.7977,1.0000,1968.3862
3832.0000,98.1599,27.2666,-0.9127,80410.6756,56.0436,44.3621,1.0000,1970.4221
3833.0000,98.2579,27.2939,-0.8284,80437.9559,57.5180,44.9701,1.0000,1972.3895
3834.0000,98.3526,27.3202,-0.7428,80465.2630,59.0170,45.6209,1.0000,1974.2907
3835.0000,98.4441,27.3456,-0.6566,80492.5960,60.5308,46.3134,1.0000,1976.1280
