t_s,v_kmh,v_ms,grade_pct,dist_m,P_wheel_kW,P_direct_kW,lockup,eng_rpm_locked
0.0000,0.2280,0.0633,0.2524,0.0000,0.3226,0.0000,0.0000,4.5767
1.0000,3.7996,1.0554,0.2525,0.5330,8.4351,0.0000,0.0000,76.2720
2.0000,7.5951,2.1098,0.2527,2.1158,16.8457,0.0000,0.0000,152.4617
3.0000,11.3757,3.1599,0.2531,4.7512,25.1377,0.0000,0.0000,228.3505
4.0000,15.1231,4.2009,0.2536,8.4326,33.1457,0.0000,0.0000,303.5755
5.0000,18.8129,5.2258,0.2542,13.1476,40.6452,0.0000,0.0000,377.6420
6.0000,22.4150,6.2264,0.2549,18.8760,47.3761,0.0000,0.0000,449.9492
7.0000,25.8961,7.1933,0.2557,25.5891,53.0756,0.0000,0.0000,519.8270
8.0000,29.2217,8.1171,0.2564,33.2483,57.5175,0.0000,0.0000,586.5840
9.0000,32.3590,8.9886,0.2572,41.8058,60.5492,0.0000,0.0000,649.5624
10.0000,35.2797,9.7999,0.2578,51.2053,62.1187,0.0000,0.0000,708.1911
11.0000,37.9619,10.5450,0.2584,61.3834,62.2846,0.0000,0.0000,762.0311
12.0000,40.2863,11.1906,0.2589,72.2683,47.8815,0.0000,0.0000,808.6910
13.0000,41.5637,11.5455,0.2592,83.6452,37.2101,0.0000,0.0000,834.3327
14.0000,42.5209,11.8113,0.2593,95.3327,30.3156,0.0000,0.0000,853.5466
15.0000,43.2103,12.0029,0.2592,107.2440,26.5218,0.0000,0.0000,867.3855
16.0000,43.6908,12.1363,0.2590,119.3169,22.1957,0.0000,0.0000,877.0325
17.0000,43.7882,12.1634,0.2586,131.4768,12.9852,0.0000,0.0000,878.9876
18.0000,43.8453,12.1793,0.2581,143.6447,16.4175,0.0000,0.0000,880.1330
19.0000,43.9520,12.2089,0.2574,155.8394,17.1956,0.0000,0.0000,882.2739
20.0000,44.0132,12.2259,0.2566,168.0647,11.4008,0.0000,0.0000,883.5026
21.0000,43.9498,12.2083,0.2556,180.2817,12.4275,0.0000,0.0000,882.2298
22.0000,43.8540,12.1817,0.2546,192.4747,14.6860,0.0000,0.0000,880.3070
23.0000,43.9799,12.2166,0.2534,204.6706,18.5485,0.0000,0.0000,882.8339
24.0000,44.0628,12.2397,0.2522,216.9063,12.6044,0.0000,0.0000,884.4981
25.0000,44.2365,12.2879,0.2509,229.1580,23.5925,0.0000,0.0000,887.9855
26.0000,44.5341,12.3706,0.2495,241.4968,14.8513,0.0000,0.0000,893.9593
27.0000,44.5057,12.3627,0.2481,253.8624,15.4174,0.0000,0.0000,893.3886
28.0000,44.5830,12.3842,0.2467,266.2344,18.2944,0.0000,0.0000,894.9404
29.0000,44.7523,12.4312,0.2452,278.6436,16.6628,0.0000,0.0000,898.3406
30.0000,44.9462,12.4851,0.2437,291.0980,20.2749,0.0000,0.0000,902.2322
31.0000,45.3271,12.5909,0.2422,303.6323,22.3881,0.0000,0.0000,909.8784
32.0000,45.4235,12.6177,0.2407,316.2441,13.8507,0.0000,0.0000,911.8140
33.0000,45.4485,12.6246,0.2393,328.8608,17.9950,0.0000,0.0000,912.3154
34.0000,45.5405,12.6501,0.2379,341.5021,15.6656,0.0000,0.0000,914.1622
35.0000,45.5467,12.6519,0.2365,354.1577,12.5580,0.0000,0.0000,914.2855
36.0000,45.5046,12.6402,0.2352,366.8014,13.2685,0.0000,0.0000,913.4405
37.0000,45.3978,12.6105,0.2340,379.4280,10.7494,0.0000,0.0000,911.2970
38.0000,45.3056,12.5849,0.2329,392.0228,12.2225,0.0000,0.0000,909.4460
39.0000,45.1679,12.5466,0.2318,404.5935,7.8956,0.0000,0.0000,906.6822
40.0000,44.9802,12.4945,0.2309,417.1118,11.0161,0.0000,0.0000,902.9139
41.0000,44.7657,12.4349,0.2301,429.5820,6.3739,0.0000,0.0000,898.6084
42.0000,44.5775,12.3826,0.2295,441.9847,10.9240,0.0000,0.0000,894.8299
43.0000,44.5246,12.3680,0.2289,454.3554,14.7854,0.0000,0.0000,893.7695
44.0000,44.7438,12.4288,0.2285,466.7456,20.8636,0.0000,0.0000,898.1687
45.0000,44.9942,12.4984,0.2283,479.2086,20.8049,0.0000,0.0000,903.1953
46.0000,45.2294,12.5637,0.2281,491.7439,18.4088,0.0000,0.0000,907.9176
47.0000,45.5302,12.6473,0.2282,504.3470,20.1446,0.0000,0.0000,913.9541
48.0000,45.6152,12.6709,0.2284,517.0106,14.7420,0.0000,0.0000,915.6603
49.0000,45.5239,12.6455,0.2288,529.6712,12.8760,0.0000,0.0000,913.8281
50.0000,45.4879,12.6355,0.2294,542.3114,14.1008,0.0000,0.0000,913.1062
51.0000,45.4109,12.6141,0.2301,554.9408,9.8934,0.0000,0.0000,911.5595
52.0000,45.2296,12.5638,0.2310,567.5273,12.3160,0.0000,0.0000,907.9211
53.0000,45.2102,12.5584,0.2321,580.0854,16.7134,0.0000,0.0000,907.5322
54.0000,45.2574,12.5715,0.2333,592.6566,11.5858,0.0000,0.0000,908.4779
55.0000,45.1726,12.5479,0.2348,605.2103,15.6956,0.0000,0.0000,906.7769
56.0000,44.3082,12.3078,0.2364,617.7271,-63.1950,0.0000,0.0000,889.4240
57.0000,41.0291,11.3970,0.2381,629.5795,-59.1259,0.0000,0.0000,823.6017
58.0000,37.7501,10.4861,0.2398,640.5211,-54.9157,0.0000,0.0000,757.7794
59.0000,34.4710,9.5753,0.2415,650.5518,-50.5761,0.0000,0.0000,691.9571
60.0000,31.1920,8.6644,0.2431,659.6716,-46.1188,0.0000,0.0000,626.1348
61.0000,27.9129,7.7536,0.2446,667.8806,-41.5550,0.0000,0.0000,560.3125
62.0000,24.6339,6.8427,0.2460,675.1788,-36.8964,0.0000,0.0000,494.4901
63.0000,21.3548,5.9319,0.2473,681.5661,-32.1540,0.0000,0.0000,428.6678
64.0000,18.0758,5.0210,0.2485,687.0426,-27.3393,0.0000,0.0000,362.8455
65.0000,14.7967,4.1102,0.2494,691.6082,-22.4633,0.0000,0.0000,297.0232
66.0000,11.5177,3.1994,0.2502,695.2630,-17.5374,0.0000,0.0000,231.2009
67.0000,8.2386,2.2885,0.2508,698.0069,-12.5724,0.0000,0.0000,165.3786
68.0000,4.9831,1.3842,0.2512,699.8406,-7.0067,0.0000,0.0000,100.0293
69.0000,2.7334,0.7593,0.2515,700.8793,-1.7857,0.0000,0.0000,54.8701
70.0000,1.5089,0.4191,0.2516,701.4519,-0.4042,0.0000,0.0000,30.2882
71.0000,0.8329,0.2314,0.2517,701.7680,-0.0459,0.0000,0.0000,16.7190
72.0000,0.4597,0.1277,0.2517,701.9425,0.0287,0.0000,0.0000,9.2288
73.0000,0.2538,0.0705,0.2517,702.0388,0.0323,0.0000,0.0000,5.0943
74.0000,0.0000,0.0000,0.2517,702.0667,0.0000,0.0000,0.0000,0.0000
75.0000,0.0000,0.0000,0.2517,702.0667,0.0000,0.0000,0.0000,0.0000
76.0000,0.0000,0.0000,0.2517,702.0667,0.0000,0.0000,0.0000,0.0000
77.0000,0.0000,0.0000,0.2517,702.0667,0.0000,0.0000,0.0000,0.0000
78.0000,0.0000,0.0000,0.2517,702.0667,0.0000,0.0000,0.0000,0.0000
79.0000,0.0000,0.0000,0.2517,702.0667,0.0000,0.0000,0.0000,0.0000
80.0000,0.0000,0.0000,0.2517,702.0667,0.0000,0.0000,0.0000,0.0000
81.0000,0.0000,0.0000,0.2517,702.0667,0.0000,0.0000,0.0000,0.0000
82.0000,0.0000,0.0000,0.2517,702.0667,0.0000,0.0000,0.0000,0.0000
83.0000,0.0000,0.0000,0.2517,702.0667,0.0000,0.0000,0.0000,0.0000
84.0000,0.0000,0.0000,0.2517,702.0667,0.0000,0.0000,0.0000,0.0000
85.0000,0.0000,0.0000,0.2517,702.0667,0.0000,0.0000,0.0000,0.0000
86.0000,0.0000,0.0000,0.2517,702.0667,0.0000,0.0000,0.0000,0.0000
87.0000,0.0000,0.0000,0.2517,702.0667,0.0000,0.0000,0.0000,0.0000
88.0000,0.0000,0.0000,0.2517,702.0667,0.0000,0.0000,0.0000,0.0000
89.0000,0.0000,0.0000,0.2517,702.0667,0.0000,0.0000,0.0000,0.0000
90.0000,0.0000,0.0000,0.2517,702.0667,0.0000,0.0000,0.0000,0.0000
91.0000,0.0000,0.0000,0.2517,702.0667,0.0000,0.0000,0.0000,0.0000
92.0000,0.0000,0.0000,0.2517,702.0667,0.0000,0.0000,0.0000,0.0000
93.0000,0.0000,0.0000,0.2517,702.0667,0.0000,0.0000,0.0000,0.0000
94.0000,1.3497,0.3749,0.2518,702.1492,2.6919,0.0000,0.0000,27.0943
95.0000,4.7232,1.3120,0.2519,702.9927,9.4183,0.0000,0.0000,94.8109
96.0000,8.0899,2.2472,0.2524,704.7725,16.1008,0.0000,0.0000,162.3931
97.0000,11.4377,3.1771,0.2530,707.4853,22.6407,0.0000,0.0000,229.5952
98.0000,14.7481,4.0967,0.2538,711.1233,28.8862,0.0000,0.0000,296.0473
99.0000,17.9973,4.9992,0.2549,715.6730,34.6454,0.0000,0.0000,361.2704
100.0000,21.1573,5.8770,0.2562,721.1135,39.7084,0.0000,0.0000,424.7032
101.0000,24.1979,6.7216,0.2577,727.4160,43.8752,0.0000,0.0000,485.7389
102.0000,27.0888,7.5247,0.2595,734.5429,46.9875,0.0000,0.0000,543.7705
103.0000,29.8023,8.2784,0.2616,742.4488,48.9551,0.0000,0.0000,598.2397
104.0000,32.3152,8.9764,0.2639,751.0810,49.7722,0.0000,0.0000,648.6820
105.0000,34.6108,9.6141,0.2664,760.3814,49.5192,0.0000,0.0000,694.7623
106.0000,36.4287,10.1191,0.2691,770.2729,34.7694,0.0000,0.0000,731.2551
107.0000,37.4135,10.3926,0.2721,780.5427,24.2118,0.0000,0.0000,751.0241
108.0000,37.8430,10.5120,0.2751,791.0039,17.4080,0.0000,0.0000,759.6459
109.0000,38.1105,10.5863,0.2783,801.5541,16.6381,0.0000,0.0000,765.0152
110.0000,38.3519,10.6533,0.2815,812.1767,15.0636,0.0000,0.0000,769.8608
111.0000,38.5660,10.7128,0.2848,822.8601,14.5954,0.0000,0.0000,774.1588
112.0000,38.6660,10.7405,0.2882,833.5880,14.0520,0.0000,0.0000,776.1649
113.0000,38.7473,10.7631,0.2916,844.3456,11.7181,0.0000,0.0000,777.7972
114.0000,38.7457,10.7627,0.2950,855.1127,10.3150,0.0000,0.0000,777.7657
115.0000,38.6119,10.7255,0.2985,865.8636,5.7296,0.0000,0.0000,775.0794
116.0000,38.3232,10.6453,0.3020,876.5490,6.2290,0.0000,0.0000,769.2854
117.0000,38.1972,10.6103,0.3055,887.1731,9.7931,0.0000,0.0000,766.7554
118.0000,38.1113,10.5865,0.3090,897.7724,9.4624,0.0000,0.0000,765.0302
119.0000,38.0553,10.5709,0.3124,908.3533,7.5605,0.0000,0.0000,763.9066
120.0000,37.7633,10.4898,0.3159,918.8856,6.9606,0.0000,0.0000,758.0456
121.0000,37.5930,10.4425,0.3193,929.3538,6.1943,0.0000,0.0000,754.6275
122.0000,37.2112,10.3364,0.3226,939.7476,3.6429,0.0000,0.0000,746.9620
123.0000,36.9571,10.2659,0.3259,950.0440,7.8226,0.0000,0.0000,741.8611
124.0000,36.9808,10.2724,0.3292,960.3077,12.2285,0.0000,0.0000,742.3367
125.0000,36.8587,10.2385,0.3324,970.5707,7.2504,0.0000,0.0000,739.8876
126.0000,36.7443,10.2067,0.3355,980.7921,8.8985,0.0000,0.0000,737.5899
127.0000,36.7069,10.1964,0.3386,990.9892,10.5532,0.0000,0.0000,736.8388
128.0000,36.7137,10.1983,0.3416,1001.1818,13.0745,0.0000,0.0000,736.9760
129.0000,36.6426,10.1785,0.3446,1011.3761,8.1821,0.0000,0.0000,735.5479
130.0000,36.5376,10.1493,0.3474,1021.5373,9.6076,0.0000,0.0000,733.4416
131.0000,36.5524,10.1534,0.3502,1031.6870,10.4269,0.0000,0.0000,733.7384
132.0000,36.5631,10.1564,0.3529,1041.8428,9.0330,0.0000,0.0000,733.9519
133.0000,36.4702,10.1306,0.3555,1051.9813,11.3791,0.0000,0.0000,732.0888
134.0000,36.7073,10.1965,0.3580,1062.1350,18.2131,0.0000,0.0000,736.8475
135.0000,37.0519,10.2922,0.3604,1072.3781,17.7270,0.0000,0.0000,743.7655
136.0000,37.2691,10.3525,0.3627,1082.7021,15.6064,0.0000,0.0000,748.1248
137.0000,37.5191,10.4220,0.3650,1093.0892,16.1018,0.0000,0.0000,753.1438
138.0000,37.7023,10.4729,0.3671,1103.5378,16.1164,0.0000,0.0000,756.8215
139.0000,38.0401,10.5667,0.3690,1114.0578,16.8182,0.0000,0.0000,763.6023
140.0000,38.1465,10.5962,0.3709,1124.6456,11.9467,0.0000,0.0000,765.7366
141.0000,38.2162,10.6156,0.3726,1135.2490,12.5811,0.0000,0.0000,767.1367
142.0000,38.1419,10.5950,0.3741,1145.8523,12.8131,0.0000,0.0000,765.6454
143.0000,38.0857,10.5794,0.3755,1156.4450,7.8556,0.0000,0.0000,764.5170
144.0000,37.7663,10.4906,0.3767,1166.9809,7.7774,0.0000,0.0000,758.1050
145.0000,37.6170,10.4492,0.3778,1177.4528,-1.1861,0.0000,0.0000,755.1080
146.0000,33.9506,9.4307,0.3786,1187.4768,-71.5448,0.0000,0.0000,681.5112
147.0000,29.4200,8.1722,0.3792,1196.2783,-62.4504,0.0000,0.0000,590.5661
148.0000,24.8895,6.9137,0.3796,1203.8213,-53.1621,0.0000,0.0000,499.6210
149.0000,20.3589,5.6552,0.3799,1210.1058,-43.7095,0.0000,0.0000,408.6759
150.0000,15.8283,4.3967,0.3801,1215.1318,-34.1222,0.0000,0.0000,317.7309
151.0000,11.2977,3.1383,0.3802,1218.8993,-24.4301,0.0000,0.0000,226.7858
152.0000,6.7671,1.8798,0.3803,1221.4083,-14.6631,0.0000,0.0000,135.8407
153.0000,3.2045,0.8901,0.3803,1222.7336,-3.2634,0.0000,0.0000,64.3265
154.0000,1.5360,0.4267,0.3803,1223.3641,-0.5659,0.0000,0.0000,30.8340
155.0000,0.7363,0.2045,0.3803,1223.6664,-0.0418,0.0000,0.0000,14.7798
156.0000,0.3529,0.0980,0.3803,1223.8113,0.0327,0.0000,0.0000,7.0845
157.0000,0.0000,0.0000,0.3803,1223.8733,0.0000,0.0000,0.0000,0.0000
158.0000,0.0000,0.0000,0.3803,1223.8733,0.0000,0.0000,0.0000,0.0000
159.0000,0.0000,0.0000,0.3803,1223.8733,0.0000,0.0000,0.0000,0.0000
160.0000,0.0000,0.0000,0.3803,1223.8733,0.0000,0.0000,0.0000,0.0000
161.0000,0.0000,0.0000,0.3803,1223.8733,0.0000,0.0000,0.0000,0.0000
162.0000,0.0000,0.0000,0.3803,1223.8733,0.0000,0.0000,0.0000,0.0000
163.0000,0.0000,0.0000,0.3803,1223.8733,0.0000,0.0000,0.0000,0.0000
164.0000,0.0000,0.0000,0.3803,1223.8733,0.0000,0.0000,0.0000,0.0000
165.0000,0.0000,0.0000,0.3803,1223.8733,0.0000,0.0000,0.0000,0.0000
166.0000,0.0000,0.0000,0.3803,1223.8733,0.0000,0.0000,0.0000,0.0000
167.0000,0.0000,0.0000,0.3803,1223.8733,0.0000,0.0000,0.0000,0.0000
168.0000,0.0000,0.0000,0.3803,1223.8733,0.0000,0.0000,0.0000,0.0000
169.0000,0.0000,0.0000,0.3803,1223.8733,0.0000,0.0000,0.0000,0.0000
170.0000,0.0000,0.0000,0.3803,1223.8733,0.0000,0.0000,0.0000,0.0000
171.0000,0.0000,0.0000,0.3803,1223.8733,0.0000,0.0000,0.0000,0.0000
172.0000,0.0000,0.0000,0.3803,1223.8733,0.0000,0.0000,0.0000,0.0000
173.0000,0.0000,0.0000,0.3803,1223.8733,0.0000,0.0000,0.0000,0.0000
174.0000,0.0000,0.0000,0.3803,1223.8733,0.0000,0.0000,0.0000,0.0000
175.0000,0.0000,0.0000,0.3803,1223.8733,0.0000,0.0000,0.0000,0.0000
176.0000,0.0000,0.0000,0.3803,1223.8733,0.0000,0.0000,0.0000,0.0000
177.0000,0.0000,0.0000,0.3803,1223.8733,0.0000,0.0000,0.0000,0.0000
178.0000,0.0000,0.0000,0.3803,1223.8733,0.0000,0.0000,0.0000,0.0000
179.0000,0.0000,0.0000,0.3803,1223.8733,0.0000,0.0000,0.0000,0.0000
180.0000,0.0000,0.0000,0.3803,1223.8733,0.0000,0.0000,0.0000,0.0000
181.0000,0.0000,0.0000,0.3803,1223.8733,0.0000,0.0000,0.0000,0.0000
182.0000,0.2377,0.0660,0.3803,1223.8766,0.3539,0.0000,0.0000,4.7708
183.0000,3.9608,1.1002,0.3803,1224.4322,9.2228,0.0000,0.0000,79.5083
184.0000,7.9181,2.1995,0.3803,1226.0823,18.4274,0.0000,0.0000,158.9456
185.0000,11.8625,3.2952,0.3804,1228.8300,27.5331,0.0000,0.0000,238.1238
186.0000,15.7784,4.3829,0.3804,1232.6699,36.3937,0.0000,0.0000,316.7291
187.0000,19.6443,5.4567,0.3804,1237.5912,44.8067,0.0000,0.0000,394.3317
188.0000,23.4340,6.5094,0.3803,1243.5763,52.5311,0.0000,0.0000,470.4037
189.0000,27.1175,7.5327,0.3802,1250.6002,59.3125,0.0000,0.0000,544.3468
190.0000,30.6636,8.5177,0.3799,1258.6288,64.9151,0.0000,0.0000,615.5279
191.0000,34.0409,9.4558,0.3794,1267.6198,69.1545,0.0000,0.0000,683.3227
192.0000,37.2210,10.3392,0.3788,1277.5221,71.9259,0.0000,0.0000,747.1590
193.0000,40.1801,11.1611,0.3779,1288.2775,73.2202,0.0000,0.0000,806.5587
194.0000,42.9006,11.9168,0.3767,1299.8221,73.1258,0.0000,0.0000,861.1693
195.0000,45.3537,12.5982,0.3752,1312.0877,65.4628,0.0000,0.0000,910.4110
196.0000,46.7615,12.9893,0.3733,1324.9008,45.3951,0.0000,0.0000,938.6708
197.0000,47.8154,13.2821,0.3711,1338.0458,36.9264,0.0000,0.0000,959.8276
198.0000,48.5052,13.4737,0.3685,1351.4279,33.8711,0.0000,0.0000,973.6745
199.0000,49.0899,13.6361,0.3656,1364.9891,28.5299,0.0000,0.0000,985.4117
200.0000,49.3252,13.7015,0.3624,1378.6647,20.2915,0.0000,0.0000,990.1350
201.0000,49.3426,13.7063,0.3589,1392.3711,17.9930,0.0000,0.0000,990.4840
202.0000,49.4437,13.7344,0.3550,1406.0875,21.9495,0.0000,0.0000,992.5125
203.0000,49.5469,13.7630,0.3508,1419.8399,18.4340,0.0000,0.0000,994.5837
204.0000,49.7747,13.8263,0.3464,1433.6248,27.7788,0.0000,0.0000,999.1581
205.0000,50.1474,13.9298,0.3416,1447.5011,30.4676,0.0000,0.0000,1006.6391
206.0000,50.5193,14.0331,0.3365,1461.4892,24.5282,0.0000,0.0000,1014.1038
207.0000,50.7566,14.0990,0.3312,1475.5564,22.3955,0.0000,0.0000,1018.8670
208.0000,50.8763,14.1323,0.3255,1489.6717,20.3034,0.0000,0.0000,1021.2696
209.0000,50.8460,14.1239,0.3196,1503.8002,17.5191,0.0000,0.0000,1020.6617
210.0000,50.7936,14.1093,0.3135,1517.9174,17.1860,0.0000,0.0000,1019.6101
211.0000,50.8589,14.1275,0.3072,1532.0337,18.7463,0.0000,0.0000,1020.9205
212.0000,50.8621,14.1284,0.3006,1546.1572,21.9078,0.0000,0.0000,1020.9851
213.0000,50.9373,14.1492,0.2939,1560.2989,17.5281,0.0000,0.0000,1022.4943
214.0000,50.9411,14.1503,0.2871,1574.4458,20.3279,0.0000,0.0000,1022.5714
215.0000,51.0967,14.1935,0.2800,1588.6161,22.5243,0.0000,0.0000,1025.6939
216.0000,51.1366,14.2046,0.2729,1602.8214,16.7255,0.0000,0.0000,1026.4965
217.0000,51.1537,14.2094,0.2656,1617.0248,22.9965,0.0000,0.0000,1026.8380
218.0000,51.4785,14.2996,0.2582,1631.2769,26.2029,0.0000,0.0000,1033.3583
219.0000,51.6242,14.3401,0.2508,1645.6033,19.3775,0.0000,0.0000,1036.2840
220.0000,51.5629,14.3230,0.2433,1659.9404,15.5240,0.0000,0.0000,1035.0530
221.0000,51.4079,14.2800,0.2358,1674.2437,14.2119,0.0000,0.0000,1031.9422
222.0000,51.2518,14.2366,0.2283,1688.5039,12.3904,0.0000,0.0000,1028.8086
223.0000,51.2250,14.2292,0.2209,1702.7308,17.6281,0.0000,0.0000,1028.2700
224.0000,51.2687,14.2413,0.2135,1716.9642,19.7634,0.0000,0.0000,1029.1479
225.0000,51.3330,14.2592,0.2062,1731.2174,15.3069,0.0000,0.0000,1030.4373
226.0000,51.1383,14.2051,0.1990,1745.4523,10.6337,0.0000,0.0000,1026.5298
227.0000,50.9873,14.1632,0.1920,1759.6315,16.2468,0.0000,0.0000,1023.4993
228.0000,50.9904,14.1640,0.1850,1773.7939,17.9037,0.0000,0.0000,1023.5605
229.0000,50.9749,14.1597,0.1783,1787.9566,17.1181,0.0000,0.0000,1023.2494
230.0000,50.9783,14.1607,0.1717,1802.1184,17.3840,0.0000,0.0000,1023.3187
231.0000,51.0496,14.1804,0.1653,1816.2849,21.8224,0.0000,0.0000,1024.7485
232.0000,51.2479,14.2355,0.1592,1830.4954,18.9902,0.0000,0.0000,1028.7290
233.0000,51.3545,14.2651,0.1532,1844.7405,21.9845,0.0000,0.0000,1030.8699
234.0000,51.4985,14.3051,0.1475,1859.0262,20.6086,0.0000,0.0000,1033.7596
235.0000,51.6826,14.3563,0.1420,1873.3538,24.6779,0.0000,0.0000,1037.4553
236.0000,51.9098,14.4194,0.1369,1887.7471,19.7560,0.0000,0.0000,1042.0162
237.0000,52.0609,14.4614,0.1320,1902.1840,22.0578,0.0000,0.0000,1045.0492
238.0000,52.1952,14.4987,0.1274,1916.6655,19.9597,0.0000,0.0000,1047.7449
239.0000,52.2453,14.5126,0.1232,1931.1704,21.1394,0.0000,0.0000,1048.7502
240.0000,52.3605,14.5446,0.1194,1945.7023,20.2512,0.0000,0.0000,1051.0645
241.0000,52.5837,14.6066,0.1159,1960.2769,22.4638,0.0000,0.0000,1055.5443
242.0000,52.7067,14.6407,0.1128,1974.9048,19.7663,0.0000,0.0000,1058.0124
243.0000,52.7848,14.6625,0.1101,1989.5593,16.9271,0.0000,0.0000,1059.5817
244.0000,52.6865,14.6352,0.1078,2004.2166,-15.8504,0.0000,0.0000,1057.6084
245.0000,49.2250,13.6736,0.1060,2018.4209,-87.1069,0.0000,0.0000,988.1230
246.0000,45.2952,12.5820,0.1047,2031.5487,-81.0722,0.0000,0.0000,909.2367
247.0000,41.3653,11.4904,0.1038,2043.5848,-74.8059,0.0000,0.0000,830.3503
248.0000,37.4354,10.3987,0.1032,2054.5294,-68.3289,0.0000,0.0000,751.4640
249.0000,33.5056,9.3071,0.1029,2064.3823,-61.6623,0.0000,0.0000,672.5777
250.0000,29.5757,8.2155,0.1028,2073.1436,-54.8264,0.0000,0.0000,593.6914
251.0000,25.6459,7.1239,0.1029,2080.8133,-47.8418,0.0000,0.0000,514.8050
252.0000,21.7160,6.0322,0.1030,2087.3913,-40.7285,0.0000,0.0000,435.9187
253.0000,17.7862,4.9406,0.1032,2092.8777,-33.5066,0.0000,0.0000,357.0324
254.0000,13.8563,3.8490,0.1034,2097.2725,-26.1959,0.0000,0.0000,278.1460
255.0000,9.9265,2.7573,0.1036,2100.5757,-18.8162,0.0000,0.0000,199.2597
256.0000,5.9966,1.6657,0.1037,2102.7872,-11.3433,0.0000,0.0000,120.3734
257.0000,2.9007,0.8058,0.1038,2103.9741,-2.4933,0.0000,0.0000,58.2279
258.0000,1.5317,0.4255,0.1038,2104.5690,-0.5139,0.0000,0.0000,30.7462
259.0000,0.8110,0.2253,0.1038,2104.8840,-0.0752,0.0000,0.0000,16.2792
260.0000,0.4294,0.1193,0.1038,2105.0507,0.0154,0.0000,0.0000,8.6194
261.0000,0.2273,0.0632,0.1038,2105.1390,0.0236,0.0000,0.0000,4.5637
262.0000,0.0000,0.0000,0.1038,2105.1537,0.0000,0.0000,0.0000,0.0000
263.0000,0.0000,0.0000,0.1038,2105.1537,0.0000,0.0000,0.0000,0.0000
264.0000,0.0000,0.0000,0.1038,2105.1537,0.0000,0.0000,0.0000,0.0000
265.0000,0.0000,0.0000,0.1038,2105.1537,0.0000,0.0000,0.0000,0.0000
266.0000,0.0000,0.0000,0.1038,2105.1537,0.0000,0.0000,0.0000,0.0000
267.0000,0.0000,0.0000,0.1038,2105.1537,0.0000,0.0000,0.0000,0.0000
268.0000,0.0000,0.0000,0.1038,2105.1537,0.0000,0.0000,0.0000,0.0000
269.0000,0.0000,0.0000,0.1038,2105.1537,0.0000,0.0000,0.0000,0.0000
270.0000,0.0000,0.0000,0.1038,2105.1537,0.0000,0.0000,0.0000,0.0000
271.0000,0.0000,0.0000,0.1038,2105.1537,0.0000,0.0000,0.0000,0.0000
272.0000,0.0000,0.0000,0.1038,2105.1537,0.0000,0.0000,0.0000,0.0000
273.0000,0.0000,0.0000,0.1038,2105.1537,0.0000,0.0000,0.0000,0.0000
274.0000,0.0000,0.0000,0.1038,2105.1537,0.0000,0.0000,0.0000,0.0000
275.0000,0.0000,0.0000,0.1038,2105.1537,0.0000,0.0000,0.0000,0.0000
276.0000,0.0000,0.0000,0.1038,2105.1537,0.0000,0.0000,0.0000,0.0000
277.0000,0.0000,0.0000,0.1038,2105.1537,0.0000,0.0000,0.0000,0.0000
278.0000,0.0000,0.0000,0.1038,2105.1537,0.0000,0.0000,0.0000,0.0000
279.0000,0.0000,0.0000,0.1038,2105.1537,0.0000,0.0000,0.0000,0.0000
280.0000,2.4200,0.6722,0.1038,2105.3643,5.6066,0.0000,0.0000,48.5775
281.0000,6.4500,1.7917,0.1039,2106.5964,14.9280,0.0000,0.0000,129.4750
282.0000,10.4625,2.9062,0.1041,2108.9460,24.0916,0.0000,0.0000,210.0196
283.0000,14.4301,4.0084,0.1043,2112.4048,32.8267,0.0000,0.0000,289.6633
284.0000,18.3139,5.0872,0.1047,2116.9550,40.7564,0.0000,0.0000,367.6250
285.0000,22.0663,6.1295,0.1053,2122.5669,47.4554,0.0000,0.0000,442.9502
286.0000,25.6357,7.1210,0.1060,2129.1970,52.5327,0.0000,0.0000,514.5998
287.0000,28.9715,8.0476,0.1069,2136.7872,55.7193,0.0000,0.0000,581.5625
288.0000,32.0307,8.8974,0.1080,2145.2665,56.9352,0.0000,0.0000,642.9712
289.0000,34.7820,9.6617,0.1095,2154.5533,56.3115,0.0000,0.0000,698.2001
290.0000,37.2092,10.3359,0.1112,2164.5596,54.1592,0.0000,0.0000,746.9227
291.0000,38.8964,10.8046,0.1133,2175.1570,35.0631,0.0000,0.0000,780.7913
292.0000,39.9367,11.0935,0.1156,2186.1146,28.3579,0.0000,0.0000,801.6735
293.0000,40.5642,11.2678,0.1183,2197.3038,20.2968,0.0000,0.0000,814.2700
294.0000,40.8716,11.3532,0.1212,2208.6182,16.9722,0.0000,0.0000,820.4397
295.0000,41.0289,11.3969,0.1243,2220.0010,12.0020,0.0000,0.0000,823.5971
296.0000,41.1362,11.4267,0.1277,2231.4100,14.3840,0.0000,0.0000,825.7519
297.0000,41.2250,11.4514,0.1313,2242.8502,13.1688,0.0000,0.0000,827.5349
298.0000,41.1986,11.4441,0.1351,2254.3037,7.9376,0.0000,0.0000,827.0041
299.0000,41.1587,11.4330,0.1392,2265.7353,13.9165,0.0000,0.0000,826.2024
300.0000,41.3311,11.4809,0.1434,2277.1893,17.5752,0.0000,0.0000,829.6636
301.0000,41.6462,11.5684,0.1479,2288.7145,17.5209,0.0000,0.0000,835.9893
302.0000,41.8363,11.6212,0.1526,2300.3119,16.0936,0.0000,0.0000,839.8043
303.0000,42.0935,11.6926,0.1575,2311.9657,19.5372,0.0000,0.0000,844.9670
