t_s,v_kmh,grade_pct,P_wheel_kW,P_direct_kW,P_bus_kW,P_batt_kW,E_batt_kWh,P_regen_capt_kW
29.6000,44.8511,0.2443,19.8188,0.0000,24.8952,-15.6167,-0.2118,0.0000
29.7000,44.8754,0.2442,19.6988,0.0000,24.7566,-15.4738,-0.2123,0.0000
29.8000,44.8981,0.2440,19.5931,0.0000,24.6345,-15.3479,-0.2127,0.0000
29.9000,44.9214,0.2439,19.8591,0.0000,24.9418,-15.6647,-0.2131,0.0000
30.0000,44.9462,0.2437,20.2749,0.0000,25.4222,-16.1599,-0.2136,0.0000
30.1000,44.9729,0.2436,20.8907,0.0000,26.1335,-16.8933,-0.2140,0.0000
30.2000,45.0027,0.2434,21.8451,0.0000,27.2362,-18.0300,-0.2145,0.0000
30.3000,45.0372,0.2433,22.8184,0.0000,28.3605,-19.1891,-0.2150,0.0000
30.4000,45.0750,0.2431,23.4797,0.0000,29.1245,-19.9768,-0.2156,0.0000
30.5000,45.1148,0.2430,24.0827,0.0000,29.8211,-20.6949,-0.2162,0.0000
30.6000,45.1575,0.2428,24.6659,0.0000,30.4947,-21.3894,-0.2167,0.0000
30.7000,45.2019,0.2427,24.9871,0.0000,30.8659,-21.7720,-0.2173,0.0000
30.8000,45.2469,0.2425,24.8752,0.0000,30.7366,-21.6387,-0.2179,0.0000
30.9000,45.2902,0.2424,23.9411,0.0000,29.6575,-20.5263,-0.2185,0.0000
31.0000,45.3271,0.2422,22.3881,0.0000,27.8634,-18.6767,-0.2191,0.0000
31.1000,45.3572,0.2421,20.6848,0.0000,25.8957,-16.6482,-0.2196,0.0000
31.2000,45.3798,0.2419,19.0290,0.0000,23.9829,-14.6762,-0.2200,0.0000
31.3000,45.3960,0.2418,17.6578,0.0000,22.3988,-13.0431,-0.2204,0.0000
31.4000,45.4071,0.2416,16.7084,0.0000,21.3020,-11.9124,-0.2207,0.0000
31.5000,45.4154,0.2415,15.9725,0.0000,20.4519,-11.0360,-0.2210,0.0000
31.6000,45.4203,0.2413,15.3909,0.0000,19.7800,-10.3433,-0.2213,0.0000
31.7000,45.4237,0.2412,15.0352,0.0000,19.3692,-9.9197,-0.2216,0.0000
31.8000,45.4257,0.2410,14.6039,0.0000,18.8709,-9.4060,-0.2219,0.0000
31.9000,45.4255,0.2409,14.1196,0.0000,18.3113,-8.8292,-0.2221,0.0000
32.0000,45.4235,0.2407,13.8507,0.0000,18.0008,-8.5090,-0.2224,0.0000
32.1000,45.4211,0.2406,13.7230,0.0000,17.8532,-8.3569,-0.2226,0.0000
32.2000,45.4181,0.2404,13.5956,0.0000,17.7061,-8.2052,-0.2228,0.0000
32.3000,45.4146,0.2403,13.5973,0.0000,17.7080,-8.2072,-0.2231,0.0000
32.4000,45.4116,0.2401,13.9167,0.0000,18.0770,-8.5876,-0.2233,0.0000
32.5000,45.4109,0.2400,14.3679,0.0000,18.5982,-9.1250,-0.2236,0.0000
32.6000,45.4116,0.2399,15.0582,0.0000,19.3957,-9.9471,-0.2238,0.0000
32.7000,45.4166,0.2397,15.9340,0.0000,20.4075,-10.9902,-0.2241,0.0000
32.8000,45.4247,0.2396,16.5799,0.0000,21.1536,-11.7594,-0.2244,0.0000
32.9000,45.4350,0.2394,17.2492,0.0000,21.9268,-12.5565,-0.2248,0.0000
33.0000,45.4485,0.2393,17.9950,0.0000,22.7884,-13.4447,-0.2251,0.0000
33.1000,45.4650,0.2391,18.2077,0.0000,23.0340,-13.6979,-0.2255,0.0000
33.2000,45.4802,0.2390,18.0638,0.0000,22.8678,-13.5266,-0.2259,0.0000
33.3000,45.4954,0.2388,17.8246,0.0000,22.5916,-13.2418,-0.2263,0.0000
33.4000,45.5086,0.2387,17.1901,0.0000,21.8585,-12.4861,-0.2266,0.0000
33.5000,45.5185,0.2386,16.4230,0.0000,20.9724,-11.5725,-0.2269,0.0000
33.6000,45.5253,0.2384,15.8540,0.0000,20.3150,-10.8948,-0.2273,0.0000
33.7000,45.5304,0.2383,15.2834,0.0000,19.6558,-10.2153,-0.2276,0.0000
33.8000,45.5325,0.2381,15.0820,0.0000,19.4232,-9.9754,-0.2278,0.0000
33.9000,45.5359,0.2380,15.3935,0.0000,19.7830,-10.3464,-0.2281,0.0000
34.0000,45.5405,0.2379,15.6656,0.0000,20.0974,-10.6705,-0.2284,0.0000
34.1000,45.5462,0.2377,15.9328,0.0000,20.4061,-10.9887,-0.2287,0.0000
34.2000,45.5530,0.2376,16.1965,0.0000,20.7106,-11.3027,-0.2290,0.0000
34.3000,45.5609,0.2374,16.2356,0.0000,20.7558,-11.3493,-0.2293,0.0000
34.4000,45.5680,0.2373,15.8031,0.0000,20.2562,-10.8342,-0.2296,0.0000
34.5000,45.5723,0.2372,14.9721,0.0000,19.2963,-9.8446,-0.2299,0.0000
34.6000,45.5725,0.2370,14.0124,0.0000,18.1875,-8.7015,-0.2302,0.0000
34.7000,45.5688,0.2369,13.2231,0.0000,17.2758,-7.7616,-0.2304,0.0000
34.8000,45.5625,0.2368,12.7319,0.0000,16.7083,-7.1766,-0.2306,0.0000
34.9000,45.5548,0.2366,12.5086,0.0000,16.4503,-6.9106,-0.2308,0.0000
35.0000,45.5467,0.2365,12.5580,0.0000,16.5074,-6.9695,-0.2310,0.0000
35.1000,45.5394,0.2364,12.6063,0.0000,16.5632,-7.0269,-0.2312,0.0000
35.2000,45.5317,0.2362,12.5300,0.0000,16.4750,-6.9361,-0.2314,0.0000
35.3000,45.5239,0.2361,12.4817,0.0000,16.4193,-6.8786,-0.2316,0.0000
35.4000,45.5158,0.2360,12.6887,0.0000,16.6584,-7.1251,-0.2318,0.0000
35.5000,45.5097,0.2358,13.2316,0.0000,17.2855,-7.7717,-0.2320,0.0000
35.6000,45.5062,0.2357,13.8309,0.0000,17.9779,-8.4854,-0.2322,0.0000
35.7000,45.5051,0.2356,14.3794,0.0000,18.6115,-9.1387,-0.2325,0.0000
35.8000,45.5062,0.2355,14.6337,0.0000,18.9053,-9.4416,-0.2327,0.0000
35.9000,45.5072,0.2353,14.1848,0.0000,18.3867,-8.9069,-0.2330,0.0000
36.0000,45.5046,0.2352,13.2685,0.0000,17.3282,-7.8157,-0.2332,0.0000
36.1000,45.4980,0.2351,12.4617,0.0000,16.3962,-6.8548,-0.2334,0.0000
36.2000,45.4887,0.2350,11.8932,0.0000,15.7394,-6.1777,-0.2336,0.0000
36.3000,45.4774,0.2348,11.6930,0.0000,15.5081,-5.9392,-0.2338,0.0000
36.4000,45.4665,0.2347,11.8663,0.0000,15.7083,-6.1456,-0.2339,0.0000
36.5000,45.4568,0.2346,11.9738,0.0000,15.8325,-6.2737,-0.2341,0.0000
36.6000,45.4468,0.2345,11.9069,0.0000,15.7552,-6.1940,-0.2343,0.0000
36.7000,45.4365,0.2343,11.7326,0.0000,15.5539,-5.9865,-0.2344,0.0000
36.8000,45.4252,0.2342,11.4093,0.0000,15.1804,-5.6014,-0.2346,0.0000
36.9000,45.4123,0.2341,11.0295,0.0000,14.7416,-5.1490,-0.2348,0.0000
37.0000,45.3978,0.2340,10.7494,0.0000,14.4180,-4.8154,-0.2349,0.0000
37.1000,45.3826,0.2339,10.6675,0.0000,14.3234,-4.7179,-0.2350,0.0000
37.2000,45.3675,0.2338,10.9412,0.0000,14.6396,-5.0439,-0.2352,0.0000
37.3000,45.3547,0.2336,11.2243,0.0000,14.9667,-5.3811,-0.2353,0.0000
37.4000,45.3420,0.2335,11.6730,0.0000,15.4850,-5.9154,-0.2355,0.0000
37.5000,45.3330,0.2334,12.5131,0.0000,16.4556,-6.9160,-0.2356,0.0000
37.6000,45.3274,0.2333,13.0108,0.0000,17.0304,-7.5087,-0.2358,0.0000
37.7000,45.3225,0.2332,13.1055,0.0000,17.1398,-7.6215,-0.2360,0.0000
37.8000,45.3177,0.2331,13.1405,0.0000,17.1803,-7.6632,-0.2363,0.0000
37.9000,45.3132,0.2330,12.8018,0.0000,16.7891,-7.2598,-0.2365,0.0000
38.0000,45.3056,0.2329,12.2225,0.0000,16.1198,-6.5699,-0.2367,0.0000
38.1000,45.2963,0.2328,12.1660,0.0000,16.0546,-6.5026,-0.2368,0.0000
38.2000,45.2882,0.2327,12.2850,0.0000,16.1921,-6.6444,-0.2370,0.0000
38.3000,45.2799,0.2325,12.2663,0.0000,16.1704,-6.6220,-0.2372,0.0000
38.4000,45.2718,0.2324,12.2506,0.0000,16.1523,-6.6033,-0.2374,0.0000
38.5000,45.2634,0.2323,12.1013,0.0000,15.9797,-6.4255,-0.2376,0.0000
38.6000,45.2541,0.2322,11.3899,0.0000,15.1580,-5.5783,-0.2377,0.0000
38.7000,45.2398,0.2321,10.0124,0.0000,13.5667,-3.9378,-0.2379,0.0000
38.8000,45.2190,0.2320,8.7349,0.0000,12.0909,-2.4163,-0.2380,0.0000
38.9000,45.1941,0.2319,8.0707,0.0000,11.3235,-1.6253,-0.2380,0.0000
39.0000,45.1679,0.2318,7.8956,0.0000,11.1212,-1.4167,-0.2381,0.0000
39.1000,45.1417,0.2317,8.2761,0.0000,11.5608,-1.8698,-0.2381,0.0000
39.2000,45.1187,0.2316,9.0722,0.0000,12.4805,-2.8180,-0.2382,0.0000
39.3000,45.0992,0.2316,9.7903,0.0000,13.3100,-3.6732,-0.2383,0.0000
39.4000,45.0823,0.2315,10.0448,0.0000,13.6040,-3.9763,-0.2384,0.0000
39.5000,45.0651,0.2314,9.8661,0.0000,13.3977,-3.7635,-0.2385,0.0000
39.6000,45.0468,0.2313,9.7553,0.0000,13.2697,-3.6316,-0.2386,0.0000
39.7000,45.0286,0.2312,9.8039,0.0000,13.3258,-3.6894,-0.2387,0.0000
39.8000,45.0108,0.2311,9.9474,0.0000,13.4915,-3.8603,-0.2388,0.0000
39.9000,44.9939,0.2310,10.4232,0.0000,14.0412,-4.4269,-0.2389,0.0000
40.0000,44.9802,0.2309,11.0161,0.0000,14.7261,-5.1331,-0.2390,0.0000
40.1000,44.9683,0.2308,10.9859,0.0000,14.6913,-5.0971,-0.2392,0.0000
40.2000,44.9544,0.2308,10.6022,0.0000,14.2480,-4.6402,-0.2393,0.0000
40.3000,44.9394,0.2307,10.3328,0.0000,13.9367,-4.3193,-0.2394,0.0000
40.4000,44.9232,0.2306,9.8046,0.0000,13.3266,-3.6903,-0.2395,0.0000
40.5000,44.9039,0.2305,9.0071,0.0000,12.4053,-2.7404,-0.2396,0.0000
40.6000,44.8811,0.2304,8.3806,0.0000,11.6815,-1.9943,-0.2397,0.0000
40.7000,44.8565,0.2304,7.7553,0.0000,10.9592,-1.2496,-0.2397,0.0000
40.8000,44.8285,0.2303,6.9765,0.0000,10.0595,-0.3221,-0.2398,0.0000
40.9000,44.7975,0.2302,6.5045,0.0000,9.5142,0.2258,-0.2398,0.0000
41.0000,44.7657,0.2301,6.3739,0.0000,9.3634,0.3721,-0.2398,0.0000
41.1000,44.7337,0.2301,6.5616,0.0000,9.5801,0.1619,-0.2398,0.0000
41.2000,44.7035,0.2300,7.1018,0.0000,10.2042,-0.4713,-0.2398,0.0000
41.3000,44.6762,0.2299,8.0509,0.0000,11.3007,-1.6017,-0.2398,0.0000
41.4000,44.6541,0.2298,9.1993,0.0000,12.6274,-2.9694,-0.2398,0.0000
41.5000,44.6366,0.2298,10.0575,0.0000,13.6187,-3.9914,-0.2399,0.0000
41.6000,44.6218,0.2297,10.6577,0.0000,14.3121,-4.7063,-0.2401,0.0000
41.7000,44.6094,0.2296,11.3412,0.0000,15.1017,-5.5203,-0.2402,0.0000
41.8000,44.6005,0.2296,11.5628,0.0000,15.3577,-5.7842,-0.2404,0.0000
41.9000,44.5900,0.2295,11.1223,0.0000,14.8489,-5.2596,-0.2405,0.0000
42.0000,44.5775,0.2295,10.9240,0.0000,14.6198,-5.0235,-0.2407,0.0000
42.1000,44.5653,0.2294,10.9722,0.0000,14.6754,-5.0808,-0.2408,0.0000
42.2000,44.5532,0.2293,10.9798,0.0000,14.6842,-5.0899,-0.2409,0.0000
42.3000,44.5412,0.2293,11.2531,0.0000,14.9999,-5.4153,-0.2411,0.0000
42.4000,44.5315,0.2292,11.8171,0.0000,15.6514,-6.0870,-0.2412,0.0000
42.5000,44.5243,0.2292,12.4614,0.0000,16.3958,-6.8544,-0.2414,0.0000
42.6000,44.5200,0.2291,13.1032,0.0000,17.1372,-7.6187,-0.2416,0.0000
42.7000,44.5183,0.2291,13.7251,0.0000,17.8557,-8.3595,-0.2418,0.0000
42.8000,44.5193,0.2290,14.1148,0.0000,18.3059,-8.8235,-0.2421,0.0000
42.9000,44.5209,0.2290,14.4292,0.0000,18.6690,-9.1979,-0.2423,0.0000
43.0000,44.5246,0.2289,14.7854,0.0000,19.0805,-9.6222,-0.2426,0.0000
43.1000,44.5292,0.2289,15.3337,0.0000,19.7139,-10.2752,-0.2429,0.0000
43.2000,44.5376,0.2288,16.0817,0.0000,20.5781,-11.1660,-0.2432,0.0000
43.3000,44.5484,0.2288,17.0191,0.0000,21.6610,-12.2824,-0.2435,0.0000
43.4000,44.5647,0.2287,18.2449,0.0000,23.0771,-13.7423,-0.2439,0.0000
43.5000,44.5859,0.2287,19.5833,0.0000,24.6233,-15.3363,-0.2443,0.0000
43.6000,44.6133,0.2287,20.7323,0.0000,25.9506,-16.7047,-0.2447,0.0000
43.7000,44.6441,0.2286,21.6071,0.0000,26.9612,-17.7465,-0.2452,0.0000
43.8000,44.6788,0.2286,22.0091,0.0000,27.4256,-18.2253,-0.2457,0.0000
43.9000,44.7128,0.2286,21.5983,0.0000,26.9510,-17.7361,-0.2462,0.0000
44.0000,44.7438,0.2285,20.8636,0.0000,26.1023,-16.8611,-0.2467,0.0000
44.1000,44.7714,0.2285,20.1152,0.0000,25.2377,-15.9697,-0.2471,0.0000
44.2000,44.7959,0.2285,19.4682,0.0000,24.4903,-15.1993,-0.2476,0.0000
44.3000,44.8179,0.2284,19.1678,0.0000,24.1432,-14.8414,-0.2480,0.0000
44.4000,44.8398,0.2284,19.4488,0.0000,24.4679,-15.1762,-0.2484,0.0000
44.5000,44.8641,0.2284,19.8119,0.0000,24.8873,-15.6086,-0.2488,0.0000
44.6000,44.8889,0.2283,19.8930,0.0000,24.9810,-15.7051,-0.2493,0.0000
44.7000,44.9137,0.2283,19.9652,0.0000,25.0644,-15.7911,-0.2497,0.0000
44.8000,44.9390,0.2283,20.2863,0.0000,25.4354,-16.1735,-0.2501,0.0000
44.9000,44.9663,0.2283,20.6105,0.0000,25.8099,-16.5597,-0.2506,0.0000
45.0000,44.9942,0.2283,20.8049,0.0000,26.0344,-16.7911,-0.2511,0.0000
45.1000,45.0230,0.2282,21.0899,0.0000,26.3637,-17.1306,-0.2515,0.0000
45.2000,45.0531,0.2282,21.2118,0.0000,26.5045,-17.2757,-0.2520,0.0000
45.3000,45.0828,0.2282,20.9682,0.0000,26.2231,-16.9856,-0.2525,0.0000
45.4000,45.1107,0.2282,20.4958,0.0000,25.6774,-16.4231,-0.2529,0.0000
45.5000,45.1362,0.2282,20.0454,0.0000,25.1571,-15.8867,-0.2534,0.0000
45.6000,45.1602,0.2282,19.5063,0.0000,24.5343,-15.2446,-0.2538,0.0000
45.7000,45.1811,0.2282,18.6918,0.0000,23.5933,-14.2745,-0.2542,0.0000
45.8000,45.1982,0.2282,17.9909,0.0000,22.7837,-13.4398,-0.2546,0.0000
45.9000,45.2131,0.2282,17.9100,0.0000,22.6902,-13.3435,-0.2550,0.0000
46.0000,45.2294,0.2281,18.4088,0.0000,23.2664,-13.9375,-0.2554,0.0000
46.1000,45.2485,0.2281,19.2660,0.0000,24.2567,-14.9584,-0.2558,0.0000
46.2000,45.2718,0.2281,20.3450,0.0000,25.5032,-16.2434,-0.2562,0.0000
46.3000,45.2998,0.2281,21.3616,0.0000,26.6776,-17.4542,-0.2567,0.0000
46.4000,45.3314,0.2281,22.2182,0.0000,27.6671,-18.4743,-0.2572,0.0000
46.5000,45.3663,0.2282,22.7508,0.0000,28.2824,-19.1086,-0.2577,0.0000
46.6000,45.4022,0.2282,22.9045,0.0000,28.4600,-19.2917,-0.2582,0.0000
46.7000,45.4382,0.2282,22.7816,0.0000,28.3180,-19.1453,-0.2588,0.0000
46.8000,45.4728,0.2282,22.1548,0.0000,27.5939,-18.3988,-0.2593,0.0000
46.9000,45.5034,0.2282,21.2309,0.0000,26.5266,-17.2985,-0.2598,0.0000
47.0000,45.5302,0.2282,20.1446,0.0000,25.2717,-16.0048,-0.2602,0.0000
47.1000,45.5515,0.2282,18.8408,0.0000,23.7654,-14.4520,-0.2607,0.0000
47.2000,45.5674,0.2282,17.7522,0.0000,22.5079,-13.1555,-0.2610,0.0000
47.3000,45.5797,0.2282,17.1845,0.0000,21.8520,-12.4794,-0.2614,0.0000
47.4000,45.5908,0.2283,16.4870,0.0000,21.0463,-11.6488,-0.2617,0.0000
47.5000,45.5972,0.2283,15.6791,0.0000,20.1129,-10.6865,-0.2620,0.0000
47.6000,45.6016,0.2283,15.3773,0.0000,19.7644,-10.3272,-0.2623,0.0000
47.7000,45.6055,0.2283,15.3198,0.0000,19.6979,-10.2586,-0.2626,0.0000
47.8000,45.6094,0.2284,15.1926,0.0000,19.5509,-10.1071,-0.2629,0.0000
47.9000,45.6122,0.2284,15.0778,0.0000,19.4184,-9.9705,-0.2632,0.0000
48.0000,45.6152,0.2284,14.7420,0.0000,19.0304,-9.5705,-0.2635,0.0000
48.1000,45.6152,0.2284,14.0685,0.0000,18.2524,-8.7684,-0.2637,0.0000
48.2000,45.6125,0.2285,13.3463,0.0000,17.4181,-7.9083,-0.2639,0.0000
48.3000,45.6066,0.2285,12.4635,0.0000,16.3982,-6.8568,-0.2641,0.0000
48.4000,45.5967,0.2285,11.5603,0.0000,15.3549,-5.7813,-0.2643,0.0000
48.5000,45.5833,0.2286,11.0922,0.0000,14.8141,-5.2238,-0.2645,0.0000
48.6000,45.5695,0.2286,10.9531,0.0000,14.6534,-5.0581,-0.2646,0.0000
48.7000,45.5551,0.2287,10.9440,0.0000,14.6429,-5.0473,-0.2648,0.0000
48.8000,45.5413,0.2287,11.4605,0.0000,15.2395,-5.6623,-0.2649,0.0000
48.9000,45.5311,0.2288,12.2444,0.0000,16.1451,-6.5959,-0.2651,0.0000
49.0000,45.5239,0.2288,12.8760,0.0000,16.8747,-7.3481,-0.2653,0.0000
49.1000,45.5190,0.2288,13.4176,0.0000,17.5005,-7.9932,-0.2655,0.0000
49.2000,45.5163,0.2289,13.6203,0.0000,17.7346,-8.2346,-0.2657,0.0000
49.3000,45.5131,0.2289,13.5023,0.0000,17.5983,-8.0941,-0.2659,0.0000
49.4000,45.5094,0.2290,13.4043,0.0000,17.4851,-7.9774,-0.2662,0.0000
49.5000,45.5054,0.2291,13.3449,0.0000,17.4164,-7.9066,-0.2664,0.0000
49.6000,45.5012,0.2291,13.3002,0.0000,17.3648,-7.8534,-0.2666,0.0000
49.7000,45.4969,0.2292,13.3530,0.0000,17.4258,-7.9163,-0.2668,0.0000
49.8000,45.4931,0.2292,13.4543,0.0000,17.5428,-8.0369,-0.2670,0.0000
49.9000,45.4896,0.2293,13.6963,0.0000,17.8224,-8.3251,-0.2673,0.0000
50.0000,45.4879,0.2294,14.1008,0.0000,18.2896,-8.8068,-0.2675,0.0000
50.1000,45.4878,0.2294,14.0184,0.0000,18.1945,-8.7088,-0.2678,0.0000
50.2000,45.4854,0.2295,13.7928,0.0000,17.9339,-8.4401,-0.2680,0.0000
50.3000,45.4834,0.2296,13.7502,0.0000,17.8847,-8.3893,-0.2682,0.0000
50.4000,45.4806,0.2296,13.3393,0.0000,17.4099,-7.8999,-0.2684,0.0000
50.5000,45.4752,0.2297,12.6073,0.0000,16.5644,-7.0282,-0.2687,0.0000
50.6000,45.4664,0.2298,12.0596,0.0000,15.9316,-6.3758,-0.2688,0.0000
50.7000,45.4565,0.2298,11.5491,0.0000,15.3419,-5.7679,-0.2690,0.0000
50.8000,45.4435,0.2299,10.9240,0.0000,14.6198,-5.0235,-0.2692,0.0000
50.9000,45.4284,0.2300,10.3719,0.0000,13.9820,-4.3659,-0.2693,0.0000
51.0000,45.4109,0.2301,9.8934,0.0000,13.4292,-3.7960,-0.2694,0.0000
51.1000,45.3919,0.2302,9.6204,0.0000,13.1138,-3.4709,-0.2695,0.0000
51.2000,45.3721,0.2303,9.4457,0.0000,12.9120,-3.2628,-0.2696,0.0000
51.3000,45.3518,0.2303,9.1546,0.0000,12.5756,-2.9161,-0.2697,0.0000
51.4000,45.3296,0.2304,8.9378,0.0000,12.3252,-2.6580,-0.2698,0.0000
51.5000,45.3075,0.2305,9.0469,0.0000,12.4512,-2.7878,-0.2698,0.0000
51.6000,45.2864,0.2306,9.3482,0.0000,12.7993,-3.1467,-0.2699,0.0000
51.7000,45.2669,0.2307,9.8830,0.0000,13.4171,-3.7836,-0.2700,0.0000
51.8000,45.2502,0.2308,10.8212,0.0000,14.5009,-4.9009,-0.2701,0.0000
51.9000,45.2386,0.2309,11.7306,0.0000,15.5515,-5.9840,-0.2703,0.0000
52.0000,45.2296,0.2310,12.3160,0.0000,16.2278,-6.6812,-0.2705,0.0000
52.1000,45.2229,0.2311,12.8015,0.0000,16.7887,-7.2595,-0.2707,0.0000
52.2000,45.2180,0.2312,13.0705,0.0000,17.0994,-7.5798,-0.2709,0.0000
52.3000,45.2135,0.2313,13.1010,0.0000,17.1347,-7.6161,-0.2711,0.0000
52.4000,45.2089,0.2314,13.2306,0.0000,17.2844,-7.7705,-0.2713,0.0000
52.5000,45.2055,0.2315,13.3277,0.0000,17.3966,-7.8861,-0.2715,0.0000
52.6000,45.2017,0.2316,13.4427,0.0000,17.5294,-8.0230,-0.2717,0.0000
52.7000,45.1993,0.2317,13.9519,0.0000,18.1176,-8.6295,-0.2720,0.0000
52.8000,45.1997,0.2319,14.5364,0.0000,18.7929,-9.3257,-0.2722,0.0000
52.9000,45.2022,0.2320,15.4518,0.0000,19.8504,-10.4158,-0.2725,0.0000
53.0000,45.2102,0.2321,16.7134,0.0000,21.3078,-11.9183,-0.2728,0.0000
53.1000,45.2232,0.2322,17.4604,0.0000,22.1708,-12.8081,-0.2731,0.0000
53.2000,45.2374,0.2323,17.5864,0.0000,22.3163,-12.9580,-0.2735,0.0000
53.3000,45.2514,0.2324,17.3093,0.0000,21.9962,-12.6280,-0.2738,0.0000
53.4000,45.2632,0.2326,16.4776,0.0000,21.0354,-11.6375,-0.2742,0.0000
53.5000,45.2701,0.2327,15.3924,0.0000,19.7817,-10.3451,-0.2745,0.0000
53.6000,45.2729,0.2328,14.5607,0.0000,18.8210,-9.3546,-0.2748,0.0000
53.7000,45.2728,0.2329,13.9466,0.0000,18.1115,-8.6232,-0.2750,0.0000
53.8000,45.2705,0.2331,13.4355,0.0000,17.5211,-8.0145,-0.2752,0.0000
53.9000,45.2662,0.2332,12.6653,0.0000,16.6313,-7.0972,-0.2755,0.0000
54.0000,45.2574,0.2333,11.5858,0.0000,15.3842,-5.8116,-0.2756,0.0000
54.1000,45.2441,0.2335,10.7227,0.0000,14.3872,-4.7837,-0.2758,0.0000
54.2000,45.2281,0.2336,10.1182,0.0000,13.6888,-4.0637,-0.2759,0.0000
54.3000,45.2099,0.2338,9.8268,0.0000,13.3522,-3.7167,-0.2760,0.0000
54.4000,45.1915,0.2339,10.3131,0.0000,13.9140,-4.2959,-0.2761,0.0000
54.5000,45.1774,0.2340,11.5168,0.0000,15.3046,-5.7294,-0.2763,0.0000
54.6000,45.1691,0.2342,12.7847,0.0000,16.7693,-7.2395,-0.2764,0.0000
54.7000,45.1656,0.2343,13.7460,0.0000,17.8798,-8.3843,-0.2767,0.0000
54.8000,45.1654,0.2345,14.4564,0.0000,18.7004,-9.2303,-0.2769,0.0000
54.9000,45.1678,0.2346,15.0565,0.0000,19.3938,-9.9451,-0.2772,0.0000
55.0000,45.1726,0.2348,15.6956,0.0000,20.1321,-10.7062,-0.2775,0.0000
55.1000,45.1803,0.2349,16.5241,0.0000,21.0891,-11.6929,-0.2778,0.0000
55.2000,45.1920,0.2351,17.4490,0.0000,22.1576,-12.7944,-0.2781,0.0000
55.3000,45.2074,0.2353,18.3417,0.0000,23.1890,-13.8577,-0.2785,0.0000
55.4000,45.2264,0.2354,19.0840,0.0000,24.0464,-14.7417,-0.2789,0.0000
55.5000,45.2479,0.2356,11.0578,0.0000,14.7743,-5.1828,-0.2792,0.0000
55.6000,45.1998,0.2357,-5.7177,0.0000,-2.9494,12.3155,-0.2791,5.7177
55.7000,45.0813,0.2359,-22.4045,0.0000,-17.3940,26.3268,-0.2785,22.4045
55.8000,44.8936,0.2361,-38.8769,0.0000,-31.6529,40.1579,-0.2776,38.8769
55.9000,44.6361,0.2362,-55.2737,0.0000,-45.8465,53.9257,-0.2763,55.2737
56.0000,44.3082,0.2364,-63.1950,0.0000,-52.7034,60.5769,-0.2747,63.1950
56.1000,43.9802,0.2366,-62.7948,0.0000,-52.3569,60.2408,-0.2730,62.7948
56.2000,43.6523,0.2367,-62.3930,0.0000,-52.0092,59.9035,-0.2714,62.3930
56.3000,43.3244,0.2369,-61.9898,0.0000,-51.6601,59.5649,-0.2697,61.9898
56.4000,42.9965,0.2371,-61.5850,0.0000,-51.3097,59.2251,-0.2680,61.5850
56.5000,42.6686,0.2372,-61.1788,0.0000,-50.9581,58.8840,-0.2664,61.1788
56.6000,42.3407,0.2374,-60.7711,0.0000,-50.6052,58.5416,-0.2648,60.7711
56.7000,42.0128,0.2376,-60.3620,0.0000,-50.2510,58.1981,-0.2631,60.3620
56.8000,41.6849,0.2378,-59.9514,0.0000,-49.8956,57.8533,-0.2615,59.9514
56.9000,41.3570,0.2379,-59.5393,0.0000,-49.5389,57.5074,-0.2599,59.5393
57.0000,41.0291,0.2381,-59.1259,0.0000,-49.1810,57.1602,-0.2583,59.1259
57.1000,40.7012,0.2383,-58.7110,0.0000,-48.8219,56.8118,-0.2568,58.7110
57.2000,40.3733,0.2384,-58.2947,0.0000,-48.4616,56.4623,-0.2552,58.2947
57.3000,40.0454,0.2386,-57.8771,0.0000,-48.1000,56.1116,-0.2536,57.8771
57.4000,39.7175,0.2388,-57.4581,0.0000,-47.7373,55.7598,-0.2521,57.4581
57.5000,39.3896,0.2389,-57.0377,0.0000,-47.3734,55.4068,-0.2505,57.0377
57.6000,39.0617,0.2391,-56.6159,0.0000,-47.0083,55.0527,-0.2490,56.6159
57.7000,38.7338,0.2393,-56.1929,0.0000,-46.6421,54.6975,-0.2475,56.1929
57.8000,38.4059,0.2395,-55.7684,0.0000,-46.2747,54.3411,-0.2460,55.7684
57.9000,38.0780,0.2396,-55.3427,0.0000,-45.9062,53.9836,-0.2444,55.3427
58.0000,37.7501,0.2398,-54.9157,0.0000,-45.5366,53.6251,-0.2430,54.9157
58.1000,37.4221,0.2400,-54.4874,0.0000,-45.1658,53.2654,-0.2415,54.4874
58.2000,37.0942,0.2401,-54.0578,0.0000,-44.7939,52.9047,-0.2400,54.0578
58.3000,36.7663,0.2403,-53.6269,0.0000,-44.4209,52.5429,-0.2385,53.6269
58.4000,36.4384,0.2405,-53.1947,0.0000,-44.0469,52.1801,-0.2371,53.1947
58.5000,36.1105,0.2406,-52.7614,0.0000,-43.6717,51.8162,-0.2356,52.7614
58.6000,35.7826,0.2408,-52.3267,0.0000,-43.2955,51.4512,-0.2342,52.3267
58.7000,35.4547,0.2410,-51.8909,0.0000,-42.9182,51.0853,-0.2328,51.8909
58.8000,35.1268,0.2411,-51.4538,0.0000,-42.5399,50.7183,-0.2314,51.4538
58.9000,34.7989,0.2413,-51.0156,0.0000,-42.1605,50.3503,-0.2300,51.0156
59.0000,34.4710,0.2415,-50.5761,0.0000,-41.7801,49.9813,-0.2286,50.5761
