t_s,v_kmh,v_ms,grade_pct,dist_m,P_wheel_kW
895.0000,14.7302,4.0917,0.0000,5069.3574,28.6066
896.0000,17.9812,4.9948,0.0000,5073.9050,33.2437
897.0000,21.0140,5.8372,0.0000,5079.3267,36.2166
898.0000,23.7713,6.6031,0.0000,5085.5537,37.3586
899.0000,26.2116,7.2810,0.0000,5092.5034,36.7703
900.0000,27.8854,7.7460,0.0000,5100.0480,22.3948
901.0000,28.7442,7.9845,0.0000,5107.9252,15.5877
902.0000,29.1840,8.1067,0.0000,5115.9779,11.3861
903.0000,29.4947,8.1930,0.0000,5124.1319,9.0908
904.0000,29.6101,8.2250,0.0000,5132.3421,7.9588
905.0000,29.7104,8.2529,0.0000,5140.5822,7.1352
906.0000,29.7118,8.2533,0.0000,5148.8362,6.6335
907.0000,29.7380,8.2605,0.0000,5157.0920,7.3554
908.0000,29.8179,8.2828,0.0000,5165.3630,7.8905
909.0000,29.8707,8.2974,0.0000,5173.6549,6.9542
910.0000,29.8341,8.2873,0.0000,5181.9518,4.6609
911.0000,29.8021,8.2784,0.0000,5190.2313,6.8299
912.0000,29.7779,8.2716,0.0000,5198.5077,5.4552
913.0000,29.6779,8.2438,0.0000,5206.7654,5.7823
914.0000,29.5607,8.2113,0.0000,5215.0051,-11.1484
915.0000,26.4976,7.3604,0.0000,5222.8343,-43.4061
916.0000,23.0274,6.3965,0.0000,5229.7127,-37.9353
917.0000,19.5573,5.4326,0.0000,5235.6273,-32.3747
918.0000,16.0871,4.4686,0.0000,5240.5779,-26.7377
919.0000,12.6169,3.5047,0.0000,5244.5645,-21.0380
920.0000,9.1468,2.5408,0.0000,5247.5873,-15.2890
921.0000,5.6775,1.5771,0.0000,5249.6461,-9.3988
922.0000,2.8058,0.7794,0.0000,5250.8018,-3.5280
923.0000,0.9287,0.2580,0.0000,5251.2765,-0.3608
924.0000,0.3040,0.0845,0.0000,5251.4321,-0.0056
925.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
926.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
927.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
928.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
929.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
930.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
931.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
932.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
933.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
934.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
935.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
936.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
937.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
938.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
939.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
940.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
941.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
942.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
943.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
944.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
945.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
946.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
947.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
948.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
949.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
950.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
951.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
952.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
953.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
954.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
955.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
956.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
957.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
958.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
959.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
960.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
961.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
962.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
963.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
964.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
965.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
966.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
967.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
968.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
969.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
970.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
971.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
972.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
973.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
974.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
975.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
976.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
977.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
978.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
979.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
980.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
981.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
982.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
983.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
984.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
985.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
986.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
987.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
988.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
989.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
990.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
991.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
992.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
993.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
994.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
995.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
996.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
997.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
998.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
999.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
1000.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
1001.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
1002.0000,0.0000,0.0000,0.0000,5251.4566,0.0000
1003.0000,2.1870,0.6075,0.0000,5251.6182,5.4208
1004.0000,6.5585,1.8218,0.0000,5252.8330,16.2465
1005.0000,10.9150,3.0319,0.0000,5255.2605,26.9342
1006.0000,15.2309,4.2308,0.0000,5258.8932,37.2157
1007.0000,19.4694,5.4082,0.0000,5263.7149,46.7026
1008.0000,23.5387,6.5385,0.0000,5269.6962,51.9255
1009.0000,26.9712,7.4920,0.0000,5276.7272,49.8691
1010.0000,29.8296,8.2860,0.0000,5284.6272,47.8331
1011.0000,32.2725,8.9646,0.0000,5293.2607,45.8401
1012.0000,34.3945,9.5540,0.0000,5302.5265,43.9143
1013.0000,36.2585,10.0718,0.0000,5312.3448,42.0732
1014.0000,37.9095,10.5304,0.0000,5322.6504,40.3278
1015.0000,39.3810,10.9392,0.0000,5333.3890,38.6843
1016.0000,40.6990,11.3053,0.0000,5344.5144,37.1447
1017.0000,41.9208,11.6447,0.0000,5355.9884,40.1136
1018.0000,43.1171,11.9770,0.0000,5367.8108,32.2630
1019.0000,43.8832,12.1898,0.0000,5379.9005,26.4476
1020.0000,44.4403,12.3445,0.0000,5392.1707,23.8691
1021.0000,44.9852,12.4959,0.0000,5404.5891,25.8965
1022.0000,45.4383,12.6218,0.0000,5417.1547,20.2659
1023.0000,45.6727,12.6869,0.0000,5429.8133,16.7691
1024.0000,45.7819,12.7172,0.0000,5442.5217,11.5216
1025.0000,45.7721,12.7145,0.0000,5455.2329,14.2159
1026.0000,45.8635,12.7399,0.0000,5467.9560,16.2508
1027.0000,45.8972,12.7492,0.0000,5480.7044,11.6231
1028.0000,45.8949,12.7486,0.0000,5493.4509,13.6220
1029.0000,45.9789,12.7719,0.0000,5506.2066,18.0509
1030.0000,45.3319,12.5922,0.0000,5518.9820,-85.3642
1031.0000,40.7725,11.3257,0.0000,5530.9409,-88.1955
1032.0000,36.2132,10.0592,0.0000,5541.6334,-79.0196
1033.0000,31.6538,8.7927,0.0000,5551.0594,-69.5999
1034.0000,27.0945,7.5262,0.0000,5559.2189,-59.9668
1035.0000,22.5351,6.2598,0.0000,5566.1119,-50.1513
1036.0000,17.9758,4.9933,0.0000,5571.7384,-40.1839
1037.0000,13.4164,3.7268,0.0000,5576.0984,-30.0955
1038.0000,8.8571,2.4603,0.0000,5579.1920,-19.9166
1039.0000,4.4011,1.2225,0.0000,5581.0224,-8.2870
1040.0000,1.7763,0.4934,0.0000,5581.8313,-1.2760
1041.0000,0.6977,0.1938,0.0000,5582.1521,-0.1283
1042.0000,0.2741,0.0761,0.0000,5582.2781,0.0071
1043.0000,0.0000,0.0000,0.0000,5582.3009,0.0000
1044.0000,0.0000,0.0000,0.0000,5582.3009,0.0000
1045.0000,0.0000,0.0000,0.0000,5582.3009,0.0000
1046.0000,0.0000,0.0000,0.0000,5582.3009,0.0000
1047.0000,0.0000,0.0000,0.0000,5582.3009,0.0000
1048.0000,0.0000,0.0000,0.0000,5582.3009,0.0000
1049.0000,0.0000,0.0000,0.0000,5582.3009,0.0000
1050.0000,0.0000,0.0000,0.0000,5582.3009,0.0000
1051.0000,0.0000,0.0000,0.0000,5582.3009,0.0000
1052.0000,0.0000,0.0000,0.0000,5582.3009,0.0000
1053.0000,0.0000,0.0000,0.0000,5582.3009,0.0000
1054.0000,0.0000,0.0000,0.0000,5582.3009,0.0000
1055.0000,0.0000,0.0000,0.0000,5582.3009,0.0000
1056.0000,0.0000,0.0000,0.0000,5582.3009,0.0000
1057.0000,0.0000,0.0000,0.0000,5582.3009,0.0000
1058.0000,0.0000,0.0000,0.0000,5582.3009,0.0000
1059.0000,0.0000,0.0000,0.0000,5582.3009,0.0000
1060.0000,0.0000,0.0000,0.0000,5582.3009,0.0000
1061.0000,1.9956,0.5543,0.0000,5582.4484,4.5418
1062.0000,5.9845,1.6624,0.0000,5583.5569,13.6094
1063.0000,9.9584,2.7662,0.0000,5585.7718,22.5467
1064.0000,13.8925,3.8590,0.0000,5589.0857,31.1092
1065.0000,17.7502,4.9306,0.0000,5593.4827,38.9466
1066.0000,21.4866,5.9685,0.0000,5598.9356,45.6537
1067.0000,25.0516,6.9588,0.0000,5605.4038,50.8452
1068.0000,28.3959,7.8878,0.0000,5612.8326,54.2392
1069.0000,31.4761,8.7434,0.0000,5621.1547,55.7249
1070.0000,34.2590,9.5164,0.0000,5630.2917,55.2549
1071.0000,36.6452,10.1792,0.0000,5640.1504,50.3871
1072.0000,38.6000,10.7222,0.0000,5650.6099,45.0672
1073.0000,39.9669,11.1019,0.0000,5661.5389,32.4620
1074.0000,40.8142,11.3373,0.0000,5672.7730,21.6881
1075.0000,41.2683,11.4634,0.0000,5684.1759,19.6964
1076.0000,41.7785,11.6052,0.0000,5695.7069,24.2388
1077.0000,42.3936,11.7760,0.0000,5707.4012,21.4046
1078.0000,42.7627,11.8785,0.0000,5719.2324,17.3072
1079.0000,42.8800,11.9111,0.0000,5731.1330,12.1495
1080.0000,42.8925,11.9146,0.0000,5743.0489,9.0578
1081.0000,42.8105,11.8918,0.0000,5754.9499,10.3563
1082.0000,42.7843,11.8845,0.0000,5766.8381,10.2578
1083.0000,42.7708,11.8808,0.0000,5778.7186,11.6616
1084.0000,42.7424,11.8729,0.0000,5790.5999,7.7206
1085.0000,42.4645,11.7957,0.0000,5802.4369,5.3628
1086.0000,42.3549,11.7652,0.0000,5814.2120,10.5328
1087.0000,42.3568,11.7658,0.0000,5825.9752,11.9350
1088.0000,42.4061,11.7795,0.0000,5837.7461,13.3064
1089.0000,42.5641,11.8234,0.0000,5849.5460,14.6227
1090.0000,42.6989,11.8608,0.0000,5861.3882,15.9612
1091.0000,42.8876,11.9132,0.0000,5873.2788,14.7568
1092.0000,43.0969,11.9714,0.0000,5885.2191,16.3982
1093.0000,43.2635,12.0176,0.0000,5897.2173,13.4028
1094.0000,43.2427,12.0118,0.0000,5909.2375,9.3914
1095.0000,43.1434,11.9843,0.0000,5921.2391,6.1095
1096.0000,42.8219,11.8950,0.0000,5933.1806,4.1655
1097.0000,42.7313,11.8698,0.0000,5945.0530,12.3183
1098.0000,42.7964,11.8879,0.0000,5956.9294,14.1781
1099.0000,40.2778,11.1883,0.0000,5968.6354,-99.5340
1100.0000,35.1408,9.7613,0.0000,5979.1102,-87.5750
1101.0000,30.0039,8.3344,0.0000,5988.1581,-75.3154
1102.0000,24.8669,6.9075,0.0000,5995.7791,-62.7993
1103.0000,19.7300,5.4805,0.0000,6001.9731,-50.0705
1104.0000,14.5930,4.0536,0.0000,6006.7401,-37.1730
1105.0000,9.4561,2.6267,0.0000,6010.0803,-24.1507
1106.0000,4.4215,1.2282,0.0000,6011.9965,-9.5340
1107.0000,1.7806,0.4946,0.0000,6012.7929,-1.1699
1108.0000,0.7479,0.2077,0.0000,6013.1238,-0.1362
1109.0000,0.3141,0.0873,0.0000,6013.2628,0.0055
1110.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1111.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1112.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1113.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1114.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1115.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1116.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1117.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1118.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1119.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1120.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1121.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1122.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1123.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1124.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1125.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1126.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1127.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1128.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1129.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1130.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1131.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1132.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1133.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1134.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1135.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1136.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1137.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1138.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1139.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1140.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1141.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1142.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1143.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1144.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1145.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1146.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1147.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1148.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1149.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1150.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1151.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1152.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1153.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1154.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1155.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1156.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1157.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1158.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1159.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1160.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1161.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1162.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1163.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1164.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1165.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1166.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1167.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1168.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1169.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1170.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1171.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1172.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1173.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1174.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1175.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1176.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1177.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1178.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1179.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1180.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1181.0000,0.0000,0.0000,0.0000,6013.3011,0.0000
1182.0000,1.0769,0.2991,0.0000,6013.3539,2.2216
1183.0000,4.6659,1.2961,0.0000,6014.1515,9.6274
1184.0000,8.2511,2.2920,0.0000,6015.9457,17.0154
1185.0000,11.8249,3.2847,0.0000,6018.7344,24.3265
1186.0000,15.3753,4.2709,0.0000,6022.5129,31.4621
1187.0000,18.8868,5.2463,0.0000,6027.2727,38.2893
1188.0000,22.3401,6.2056,0.0000,6033.0002,44.6501
1189.0000,25.7136,7.1427,0.0000,6039.6764,50.3745
1190.0000,28.9841,8.0511,0.0000,6047.2759,55.2982
1191.0000,32.0553,8.9043,0.0000,6055.7621,55.5770
1192.0000,34.7183,9.6440,0.0000,6065.0450,53.4709
1193.0000,37.0404,10.2890,0.0000,6075.0184,51.4274
1194.0000,39.0884,10.8579,0.0000,6085.5976,49.4657
1195.0000,40.9096,11.3638,0.0000,6096.7132,47.5985
1196.0000,42.5396,11.8166,0.0000,6108.3074,45.8330
1197.0000,44.0059,12.2239,0.0000,6120.3311,44.1727
1198.0000,45.3305,12.5918,0.0000,6132.7419,42.6176
1199.0000,46.5669,12.9353,0.0000,6145.5043,46.4099
1200.0000,47.8155,13.2821,0.0000,6158.6232,39.1254
1201.0000,48.6216,13.5060,0.0000,6172.0258,30.4283
1202.0000,49.1302,13.6473,0.0000,6185.6077,24.7825
1203.0000,49.4512,13.7364,0.0000,6199.3030,21.1571
1204.0000,49.6537,13.7927,0.0000,6213.0697,18.8444
1205.0000,49.7815,13.8282,0.0000,6226.8814,17.3752
1206.0000,49.8621,13.8506,0.0000,6240.7217,16.4441
1207.0000,49.9130,13.8647,0.0000,6254.5799,15.8550
1208.0000,49.9451,13.8736,0.0000,6268.4494,15.4827
1209.0000,49.9654,13.8793,0.0000,6282.3260,15.2475
1210.0000,49.9781,13.8828,0.0000,6296.2072,15.0989
1211.0000,49.9862,13.8851,0.0000,6310.0912,15.0052
1212.0000,49.9543,13.8762,0.0000,6323.9754,10.9129
1213.0000,49.7828,13.8285,0.0000,6337.8272,12.4709
1214.0000,49.8342,13.8428,0.0000,6351.6606,16.0276
1215.0000,49.8888,13.8580,0.0000,6365.5108,16.1349
1216.0000,49.9282,13.8689,0.0000,6379.3748,15.6791
1217.0000,49.9544,13.8762,0.0000,6393.2476,15.3747
1218.0000,49.9712,13.8809,0.0000,6407.1264,15.1793
1219.0000,49.9818,13.8838,0.0000,6421.0089,15.0559
1220.0000,49.9885,13.8857,0.0000,6434.8937,14.9780
1221.0000,49.9928,13.8869,0.0000,6448.7800,14.9289
1222.0000,49.9954,13.8876,0.0000,6462.6673,14.8978
1223.0000,49.9971,13.8881,0.0000,6476.5552,14.8783
1224.0000,49.9982,13.8884,0.0000,6490.4434,14.8659
1225.0000,49.9989,13.8886,0.0000,6504.3319,14.8581
1226.0000,49.9993,13.8887,0.0000,6518.2206,14.8532
1227.0000,49.9995,13.8888,0.0000,6532.1093,14.8501
1228.0000,49.9997,13.8888,0.0000,6545.9981,14.8481
1229.0000,49.9758,13.8822,0.0000,6559.8859,12.1231
1230.0000,49.9197,13.8666,0.0000,6573.7576,13.4792
1231.0000,49.8397,13.8444,0.0000,6587.6133,13.6696
1232.0000,49.8118,13.8366,0.0000,6601.4551,12.5841
1233.0000,49.6777,13.7994,0.0000,6615.2754,10.8393
1234.0000,49.5830,13.7730,0.0000,6629.0598,13.0433
1235.0000,49.5696,13.7693,0.0000,6642.8275,16.9598
1236.0000,49.6966,13.8046,0.0000,6656.6153,16.2068
1237.0000,49.7354,13.8154,0.0000,6670.4270,14.6446
1238.0000,49.7599,13.8222,0.0000,6684.2437,17.3139
1239.0000,49.8424,13.8451,0.0000,6698.0784,16.6715
1240.0000,49.9006,13.8613,0.0000,6711.9322,15.9988
1241.0000,49.9373,13.8715,0.0000,6725.7990,15.5735
1242.0000,49.9604,13.8779,0.0000,6739.6739,15.3048
1243.0000,49.9750,13.8820,0.0000,6753.5540,15.1352
1244.0000,49.9842,13.8845,0.0000,6767.4373,15.0281
1245.0000,49.9901,13.8861,0.0000,6781.3227,14.9604
1246.0000,49.9937,13.8871,0.0000,6795.2094,14.9178
1247.0000,49.9960,13.8878,0.0000,6809.0968,14.8908
1248.0000,49.9975,13.8882,0.0000,6822.9849,14.8739
1249.0000,49.9984,13.8885,0.0000,6836.8732,14.8631
1250.0000,49.9990,13.8886,0.0000,6850.7617,14.8564
1251.0000,49.9994,13.8887,0.0000,6864.6504,14.8521
1252.0000,49.9996,13.8888,0.0000,6878.5391,14.8494
1253.0000,49.9998,13.8888,0.0000,6892.4279,14.8477
1254.0000,49.9936,13.8871,0.0000,6906.3156,14.9196
1255.0000,49.9959,13.8878,0.0000,6920.2031,14.8920
1256.0000,49.9974,13.8882,0.0000,6934.0911,14.8746
1257.0000,49.9984,13.8884,0.0000,6947.9794,14.8636
1258.0000,49.9990,13.8886,0.0000,6961.8679,14.8567
1259.0000,49.9994,13.8887,0.0000,6975.7566,14.8523
1260.0000,49.9996,13.8888,0.0000,6989.6453,14.8495
1261.0000,49.9997,13.8888,0.0000,7003.5341,14.8478
1262.0000,49.9998,13.8888,0.0000,7017.4230,14.8467
1263.0000,49.9999,13.8889,0.0000,7031.3118,14.8460
1264.0000,49.9999,13.8889,0.0000,7045.2007,14.8455
1265.0000,50.0000,13.8889,0.0000,7059.0896,14.8453
1266.0000,50.0000,13.8889,0.0000,7072.9784,14.8451
1267.0000,50.0000,13.8889,0.0000,7086.8673,14.8450
1268.0000,50.0000,13.8889,0.0000,7100.7562,14.8449
1269.0000,49.9936,13.8871,0.0000,7114.6449,14.1199
1270.0000,49.9894,13.8859,0.0000,7128.5307,14.8801
1271.0000,49.9898,13.8861,0.0000,7142.4169,14.6842
1272.0000,49.9922,13.8867,0.0000,7156.3031,14.9358
1273.0000,49.9951,13.8875,0.0000,7170.1903,14.8391
1274.0000,49.9737,13.8816,0.0000,7184.0758,13.3807
1275.0000,49.8820,13.8561,0.0000,7197.9461,12.1121
1276.0000,49.8948,13.8597,0.0000,7211.8014,15.0732
1277.0000,49.9239,13.8678,0.0000,7225.6642,15.7280
1278.0000,49.9520,13.8756,0.0000,7239.5362,15.4024
1279.0000,49.9697,13.8805,0.0000,7253.4144,15.1968
1280.0000,49.9809,13.8836,0.0000,7267.2965,15.0670
1281.0000,49.9879,13.8855,0.0000,7281.1812,14.9850
1282.0000,48.1219,13.3672,0.0000,7294.9505,-105.2761
1283.0000,43.4495,12.0693,0.0000,7307.6687,-96.0584
1284.0000,38.7771,10.7714,0.0000,7319.0891,-86.5333
1285.0000,34.1047,9.4735,0.0000,7329.2116,-76.7339
1286.0000,29.4323,8.1757,0.0000,7338.0362,-66.6932
1287.0000,24.7600,6.8778,0.0000,7345.5629,-56.4443
1288.0000,20.0876,5.5799,0.0000,7351.7917,-46.0202
1289.0000,15.4152,4.2820,0.0000,7356.7226,-35.4539
1290.0000,10.7428,2.9841,0.0000,7360.3557,-24.7786
1291.0000,6.0704,1.6862,0.0000,7362.6908,-13.9539
1292.0000,2.5966,0.7213,0.0000,7363.8289,-2.5641
1293.0000,1.1266,0.3129,0.0000,7364.3182,-0.3795
1294.0000,0.4888,0.1358,0.0000,7364.5305,-0.0267
1295.0000,0.2121,0.0589,0.0000,7364.6226,-0.0951
1296.0000,0.0000,0.0000,0.0000,7364.6256,0.0000
1297.0000,0.0000,0.0000,0.0000,7364.6256,0.0000
1298.0000,0.0000,0.0000,0.0000,7364.6256,0.0000
1299.0000,0.0000,0.0000,0.0000,7364.6256,0.0000
1300.0000,0.0000,0.0000,0.0000,7364.6256,0.0000
1301.0000,0.0000,0.0000,0.0000,7364.6256,0.0000
1302.0000,0.0000,0.0000,0.0000,7364.6256,0.0000
1303.0000,0.0000,0.0000,0.0000,7364.6256,0.0000
1304.0000,0.0000,0.0000,0.0000,7364.6256,0.0000
1305.0000,0.0000,0.0000,0.0000,7364.6256,0.0000
1306.0000,0.0000,0.0000,0.0000,7364.6256,0.0000
1307.0000,0.0000,0.0000,0.0000,7364.6256,0.0000
1308.0000,0.0000,0.0000,0.0000,7364.6256,0.0000
1309.0000,0.0000,0.0000,0.0000,7364.6256,0.0000
1310.0000,0.0000,0.0000,0.0000,7364.6256,0.0000
1311.0000,0.0000,0.0000,0.0000,7364.6256,0.0000
1312.0000,0.0000,0.0000,0.0000,7364.6256,0.0000
1313.0000,0.0000,0.0000,0.0000,7364.6256,0.0000
1314.0000,0.0000,0.0000,0.0000,7364.6256,0.0000
1315.0000,0.0000,0.0000,0.0000,7364.6256,0.0000
1316.0000,0.0000,0.0000,0.0000,7364.6256,0.0000
1317.0000,0.0000,0.0000,0.0000,7364.6256,0.0000
1318.0000,2.9597,0.8221,0.0000,7364.9627,6.2778
1319.0000,6.6509,1.8475,0.0000,7366.2979,14.0528
1320.0000,10.3054,2.8626,0.0000,7368.6543,21.4919
1321.0000,13.8743,3.8540,0.0000,7372.0152,28.1492
1322.0000,17.2934,4.8037,0.0000,7376.3483,33.4911
1323.0000,20.4919,5.6922,0.0000,7381.6021,37.0471
1324.0000,23.4037,6.5010,0.0000,7387.7059,38.5681
1325.0000,25.9790,7.2164,0.0000,7394.5727,38.1211
1326.0000,27.9091,7.7525,0.0000,7402.0873,24.8756
1327.0000,28.9829,8.0508,0.0000,7409.9991,18.5974
1328.0000,29.5570,8.2103,0.0000,7418.1394,11.5330
1329.0000,29.7538,8.2649,0.0000,7426.3794,9.7251
1330.0000,29.9360,8.3156,0.0000,7434.6730,7.8374
1331.0000,30.0997,8.3610,0.0000,7443.0076,9.8886
1332.0000,30.2364,8.3990,0.0000,7451.3896,8.2996
