t_s,x_m,v_kmh,grade_pct,z_m,P_wheel_kW,fuel_g_per_s,fuel_cum_g,P_friction_brake_kW,trip_time_flag,N_eng_rpm,T_eng_Nm,P_shaft_eng_kW,engine_state,P_gen_bus_kW,P_bus_load_kW,P_motor_bus_kW,P_motor_mech_kW,P_regen_pack_kW,P_heater_kW,P_resistor_kW,soc_pct,T_pack_C,genset_state,P_batt_bus_kW
3600,74328.7,95.4853,1.7766,294.89,101.872,6.11072,12158.3,0,0,1708.89,594.689,106.422,2,101.982,111.753,109.753,101.872,0,0,0,59.5652,25.8373,3,-9.7706
3600.1,74331.4,95.5056,1.77933,294.937,104.104,6.26898,12158.9,0,0,1750.12,594.689,108.99,2,104.483,114.144,112.144,104.104,0,0,0,59.5627,25.8373,3,-9.66118
3600.2,74334,95.529,1.78207,294.984,105.115,6.42915,12159.6,0,0,1791.5,594.689,111.567,2,106.992,115.231,113.231,105.115,0,0,0,59.5606,25.8372,3,-8.23881
3600.3,74336.7,95.5528,1.78481,295.032,105.294,6.56145,12160.2,0,0,1825.08,594.471,113.617,2,108.987,115.424,113.424,105.294,0,0,0,59.5589,25.8371,3,-6.43665
3600.4,74339.3,95.5766,1.78754,295.079,105.352,6.56545,12160.9,0,0,1826.57,594.309,113.679,2,109.048,115.486,113.486,105.352,0,0,0,59.5573,25.8371,3,-6.43761
3600.5,74342,95.6002,1.79029,295.127,105.41,6.56946,12161.6,0,0,1828.07,594.147,113.74,2,109.109,115.548,113.548,105.41,0,0,0,59.5556,25.837,3,-6.43862
3600.6,74344.6,95.6238,1.79303,295.174,105.464,6.57326,12162.2,0,0,1829.49,593.993,113.799,2,109.167,115.606,113.606,105.464,0,0,0,59.554,25.8369,3,-6.43949
3600.7,74347.3,95.6474,1.79577,295.222,105.519,6.57706,12162.9,0,0,1830.91,593.839,113.858,2,109.225,115.665,113.665,105.519,0,0,0,59.5523,25.8369,3,-6.44042
3600.8,74350,95.6708,1.79851,295.27,105.132,6.55133,12163.5,0,0,1821.93,594.689,113.462,2,108.836,115.249,113.249,105.132,0,0,0,59.5506,25.8368,3,-6.41289
3600.9,74352.6,95.6924,1.80125,295.317,104.398,6.50145,12164.2,0,0,1809.81,594.689,112.707,2,108.101,114.459,112.459,104.398,0,0,0,59.549,25.8367,3,-6.35746
3601,74355.3,95.7126,1.80399,295.365,103.904,6.45715,12164.8,0,0,1798.7,594.689,112.015,2,107.428,113.929,111.929,103.904,0,0,0,59.5473,25.8366,3,-6.50116
3601.1,74357.9,95.7319,1.80673,295.413,102.924,6.3763,12165.5,0,0,1777.88,594.689,110.719,2,106.166,112.879,110.879,102.924,0,0,0,59.5456,25.8366,3,-6.71313
3601.2,74360.6,95.7478,1.80947,295.461,101.181,6.26537,12166.1,0,0,1749.18,594.689,108.931,2,104.426,111.012,109.012,101.181,0,0,0,59.5439,25.8365,3,-6.58613
3601.3,74363.3,95.76,1.8122,295.51,100.055,6.17914,12166.7,0,0,1726.75,594.689,107.535,2,103.066,109.806,107.806,100.055,0,0,0,59.5421,25.8364,3,-6.74011
3601.4,74365.9,95.7712,1.81493,295.558,99.2832,6.11603,12167.3,0,0,1710.28,594.689,106.509,2,102.067,108.979,106.979,99.2832,0,0,0,59.5403,25.8364,3,-6.9124
3601.5,74368.6,95.78,1.81766,295.606,97.5643,6.00807,12167.9,0,0,1681.97,594.689,104.746,2,100.35,107.138,105.138,97.5643,0,0,0,59.5386,25.8363,3,-6.78787
3601.6,74371.2,95.7842,1.82039,295.655,95.7658,5.89288,12168.5,0,0,1651.61,594.689,102.855,2,98.5077,105.211,103.211,95.7658,0,0,0,59.5369,25.8362,3,-6.70331
3601.7,74373.9,95.7857,1.82311,295.703,94.8255,5.80826,12169.1,0,0,1629.2,594.689,101.46,2,97.1477,104.204,102.204,94.8255,0,0,0,59.535,25.8362,3,-7.05597
3601.8,74376.6,95.786,1.82583,295.752,94.0387,5.75964,12169.7,0,0,1616.28,594.689,100.655,2,96.3637,103.362,101.362,94.0387,0,0,0,59.5332,25.8361,3,-6.99786
3601.9,74379.2,95.7842,1.82854,295.8,93.3882,5.71354,12170.2,0,0,1591.05,599.443,99.876,2,95.5822,102.668,100.668,93.3882,0,0,0,59.5314,25.836,3,-7.08587
3602,74381.9,95.7818,1.83124,295.849,93.4645,5.72044,12170.8,0,0,1594.3,598.808,99.974,2,95.6807,102.749,100.749,93.4645,0,0,0,59.5296,25.836,3,-7.06874
3602.1,74384.5,95.7801,1.83394,295.898,93.9133,5.7516,12171.4,0,0,1612.83,595.188,100.524,2,96.2341,103.228,101.228,93.9133,0,0,0,59.5278,25.8359,3,-6.99375
3602.2,74387.2,95.7793,1.83664,295.947,93.7923,5.74442,12172,0,0,1607.98,596.135,100.382,2,96.0906,103.099,101.099,93.7923,0,0,0,59.526,25.8358,3,-7.0082
3602.3,74389.9,95.777,1.83932,295.995,93.208,5.69878,12172.5,0,0,1584.13,600.796,99.6658,2,95.3708,102.476,100.476,93.208,0,0,0,59.5241,25.8357,3,-7.10525
3602.4,74392.5,95.7737,1.842,296.044,92.0803,5.6102,12173.1,0,0,1553.16,604.9,98.385,2,94.1021,101.274,99.2738,92.0803,0,0,0,59.5223,25.8357,3,-7.1718
3602.5,74395.2,95.7667,1.84467,296.093,90.1296,5.46127,12173.6,0,0,1473.44,623.151,96.1512,2,91.8281,99.1944,97.1944,90.1296,0,0,0,59.5204,25.8356,3,-7.36631
3602.6,74397.8,95.7556,1.84734,296.143,87.6848,5.30181,12174.2,0,0,1407.03,635.748,93.6736,2,89.3381,96.5883,94.5883,87.6848,0,0,0,59.5185,25.8355,3,-7.25024
3602.7,74400.5,95.739,1.84999,296.192,84.6553,5.14887,12174.7,0,0,1369.23,634.769,91.0167,2,86.7479,93.359,91.359,84.6553,0,0,0,59.5168,25.8355,3,-6.61111
3602.8,74403.2,95.7158,1.85263,296.241,81.1745,4.92866,12175.2,0,0,1319.31,630.705,87.1371,2,82.9802,89.6603,87.6603,81.1745,0,0,0,59.5151,25.8354,3,-6.68008
3602.9,74405.8,95.6854,1.85527,296.29,78.3051,4.77286,12175.6,0,0,1284.62,627.254,84.3811,2,80.3068,86.6152,84.6152,78.3051,0,0,0,59.5134,25.8353,2,-6.3084
