t_s,x_m,v_kmh,grade_pct,z_m,P_wheel_kW,fuel_g_per_s,fuel_cum_g,P_friction_brake_kW,trip_time_flag,N_eng_rpm,T_eng_Nm,P_shaft_eng_kW,engine_state,P_gen_bus_kW,P_bus_load_kW,P_motor_bus_kW,P_motor_mech_kW,P_regen_pack_kW,P_heater_kW,P_resistor_kW,soc_pct,T_pack_C,genset_state,P_batt_bus_kW
3000,61143.4,99.568,0.213702,245.936,16.3058,1.54628,9939.69,0,0,700,353.827,25.9368,2,24.4756,21.3634,19.3634,16.3058,0,0,0,54.9142,25.6512,2,3.11224
3000.1,61146.2,99.46,0.221325,245.942,16.309,1.54628,9939.84,0,0,700,353.827,25.9368,2,24.4756,21.363,19.363,16.309,0,0,0,54.915,25.6512,2,3.11255
3000.2,61148.9,99.352,0.228881,245.949,16.3111,1.54628,9940,0,0,700,353.827,25.9368,2,24.4756,21.3616,19.3616,16.3111,0,0,0,54.9158,25.6511,2,3.11403
3000.3,61151.7,99.244,0.23637,245.955,16.3121,1.54628,9940.15,0,0,700,353.827,25.9368,2,24.4756,21.3589,19.3589,16.3121,0,0,0,54.9165,25.6511,2,3.11669
3000.4,61154.5,99.136,0.24379,245.962,16.3119,1.54628,9940.31,0,0,700,353.827,25.9368,2,24.4756,21.3551,19.3551,16.3119,0,0,0,54.9173,25.651,2,3.12052
3000.5,61157.2,99.028,0.251142,245.969,16.3106,1.54628,9940.46,0,0,700,353.827,25.9368,2,24.4756,21.35,19.35,16.3106,0,0,0,54.918,25.6509,2,3.12555
3000.6,61160,98.92,0.258425,245.976,16.3081,1.54628,9940.62,0,0,700,353.827,25.9368,2,24.4756,21.3439,19.3439,16.3081,0,0,0,54.9188,25.6509,2,3.13172
3000.7,61162.7,98.812,0.265638,245.983,16.3045,1.54628,9940.77,0,0,700,353.827,25.9368,2,24.4756,21.3365,19.3365,16.3045,0,0,0,54.9196,25.6508,2,3.13908
3000.8,61165.4,98.704,0.272782,245.99,16.2998,1.54628,9940.93,0,0,700,353.827,25.9368,2,24.4756,21.3279,19.3279,16.2998,0,0,0,54.9203,25.6507,2,3.14764
3000.9,61168.2,98.596,0.279856,245.998,16.2939,1.54628,9941.08,0,0,700,353.827,25.9368,2,24.4756,21.3182,19.3182,16.2939,0,0,0,54.9211,25.6507,2,3.1574
3001,61170.9,98.488,0.28686,246.005,16.2869,1.54628,9941.24,0,0,700,353.827,25.9368,2,24.4756,21.3072,19.3072,16.2869,0,0,0,54.9219,25.6506,2,3.16837
3001.1,61173.7,98.38,0.293793,246.013,16.2787,1.54628,9941.39,0,0,700,353.827,25.9368,2,24.4756,21.2951,19.2951,16.2787,0,0,0,54.9226,25.6505,2,3.18053
3001.2,61176.4,98.272,0.300655,246.021,16.2694,1.54628,9941.55,0,0,700,353.827,25.9368,2,24.4756,21.2817,19.2817,16.2694,0,0,0,54.9234,25.6505,2,3.1939
3001.3,61179.1,98.164,0.307445,246.03,16.2589,1.54628,9941.7,0,0,700,353.827,25.9368,2,24.4756,21.2671,19.2671,16.2589,0,0,0,54.9242,25.6504,2,3.20849
3001.4,61181.8,98.056,0.314164,246.038,16.2473,1.54628,9941.85,0,0,700,353.827,25.9368,2,24.4756,21.2513,19.2513,16.2473,0,0,0,54.925,25.6504,2,3.22428
3001.5,61184.6,97.948,0.320811,246.047,16.2345,1.54628,9942.01,0,0,700,353.827,25.9368,2,24.4756,21.2343,19.2343,16.2345,0,0,0,54.9258,25.6503,2,3.24129
3001.6,61187.3,97.84,0.327385,246.056,16.2205,1.54628,9942.16,0,0,700,353.827,25.9368,2,24.4756,21.2161,19.2161,16.2205,0,0,0,54.9266,25.6502,2,3.25951
3001.7,61190,97.732,0.333887,246.065,16.2054,1.54628,9942.32,0,0,700,353.827,25.9368,2,24.4756,21.1966,19.1966,16.2054,0,0,0,54.9273,25.6502,2,3.27894
3001.8,61192.7,97.624,0.340315,246.074,16.1891,1.54628,9942.47,0,0,700,353.827,25.9368,2,24.4756,21.176,19.176,16.1891,0,0,0,54.9282,25.6501,2,3.29959
3001.9,61195.4,97.516,0.346671,246.083,16.1716,1.54628,9942.63,0,0,700,353.827,25.9368,2,24.4756,21.1542,19.1542,16.1716,0,0,0,54.929,25.65,2,3.32142
3002,61198.1,97.408,0.352953,246.093,16.153,1.54628,9942.78,0,0,700,353.827,25.9368,2,24.4756,21.1311,19.1311,16.153,0,0,0,54.9298,25.65,2,3.34447
3002.1,61200.8,97.3,0.359162,246.102,16.1332,1.54628,9942.94,0,0,700,353.827,25.9368,2,24.4756,21.1068,19.1068,16.1332,0,0,0,54.9306,25.6499,2,3.36875
