t_s,x_m,v_kmh,grade_pct,z_m,P_wheel_kW,fuel_g_per_s,fuel_cum_g,P_friction_brake_kW,trip_time_flag,N_eng_rpm,T_eng_Nm,P_shaft_eng_kW,engine_state,P_gen_bus_kW,P_bus_load_kW,P_motor_bus_kW,P_motor_mech_kW,P_regen_pack_kW,P_heater_kW,P_resistor_kW,soc_pct,T_pack_C,genset_state,P_batt_bus_kW
1500,21859.2,80.4027,0.764906,13.6756,81.847,5.1229,2783,0,0,1363.64,634.162,90.5584,2,86.3036,90.6195,88.6195,81.847,0,0,0,58.061,26.1697,3,-4.31585
1500.1,21861.4,80.4723,0.768007,13.6927,81.8845,5.12715,2783.51,0,0,1364.56,634.262,90.6336,2,86.3765,90.6574,88.6574,81.8845,0,0,0,58.0599,26.1695,3,-4.28087
1500.2,21863.7,80.5416,0.771115,13.7099,81.9224,5.13145,2784.03,0,0,1365.48,634.362,90.7094,2,86.45,90.6956,88.6956,81.9224,0,0,0,58.0588,26.1694,3,-4.24559
1500.3,21865.9,80.6106,0.774229,13.7272,81.9606,5.13579,2784.54,0,0,1366.42,634.464,90.7859,2,86.5242,90.7342,88.7342,81.9606,0,0,0,58.0577,26.1693,3,-4.21001
1500.4,21868.2,80.6793,0.77735,13.7446,81.9992,5.14017,2785.05,0,0,1367.36,634.566,90.8631,2,86.599,90.7732,88.7732,81.9992,0,0,0,58.0566,26.1692,3,-4.17414
1500.5,21870.4,80.7477,0.780478,13.762,82.0381,5.14458,2785.57,0,0,1368.31,634.669,90.941,2,86.6745,90.8125,88.8125,82.0381,0,0,0,58.0555,26.1691,3,-4.13798
1500.6,21872.6,80.8158,0.783611,13.7796,82.0773,5.14887,2786.08,0,0,1369.23,634.769,91.0167,2,86.7479,90.8522,88.8522,82.0773,0,0,0,58.0545,26.169,3,-4.10427
1500.7,21874.9,80.8837,0.78675,13.7972,82.1168,5.14887,2786.6,0,0,1369.23,634.769,91.0167,2,86.7479,90.8922,88.8922,82.1168,0,0,0,58.0534,26.1689,3,-4.14428
1500.8,21877.1,80.9512,0.789894,13.8149,82.1567,5.14887,2787.11,0,0,1369.23,634.769,91.0167,2,86.7479,90.9327,88.9327,82.1567,0,0,0,58.0523,26.1687,3,-4.18482
1500.9,21879.4,81.0185,0.793043,13.8327,82.1968,5.14887,2787.63,0,0,1369.23,634.769,91.0167,2,86.7479,90.9736,88.9736,82.1968,0,0,0,58.0512,26.1686,3,-4.22575
1501,21881.6,81.0855,0.796197,13.8506,82.2373,5.14887,2788.14,0,0,1369.23,634.769,91.0167,2,86.7479,91.0149,89.0149,82.2373,0,0,0,58.0501,26.1685,3,-4.267
1501.1,21883.9,81.1522,0.799355,13.8686,82.278,5.14887,2788.66,0,0,1369.23,634.769,91.0167,2,86.7479,91.0565,89.0565,82.278,0,0,0,58.049,26.1684,3,-4.30858
1501.2,21886.1,81.2186,0.802518,13.8867,82.3191,5.14887,2789.17,0,0,1369.23,634.769,91.0167,2,86.7479,91.0984,89.0984,82.3191,0,0,0,58.0479,26.1683,3,-4.35047
1501.3,21888.4,81.2848,0.805684,13.9048,82.3604,5.14887,2789.69,0,0,1369.23,634.769,91.0167,2,86.7479,91.1406,89.1406,82.3604,0,0,0,58.0467,26.1682,3,-4.39266
1501.4,21890.7,81.3506,0.808854,13.9231,82.402,5.14887,2790.2,0,0,1369.23,634.769,91.0167,2,86.7479,91.1831,89.1831,82.402,0,0,0,58.0456,26.1681,3,-4.43516
