t_s,x_m,v_kmh,grade_pct,z_m,P_wheel_kW,fuel_g_per_s,fuel_cum_g,P_friction_brake_kW,trip_time_flag,N_eng_rpm,T_eng_Nm,P_shaft_eng_kW,engine_state,P_gen_bus_kW,P_bus_load_kW,P_motor_bus_kW,P_motor_mech_kW,P_regen_pack_kW,P_heater_kW,P_resistor_kW,soc_pct,T_pack_C,genset_state,P_batt_bus_kW
300,2277.19,41.3311,0.14341,5.73016,17.5752,0,0,0,0,0,0,0,0,0,21.332,19.332,17.5752,0,0,0,43.7815,25.8923,0,-21.332
300.1,2278.34,41.3592,0.143847,5.73181,18.0518,0,0,0,0,0,0,0,0,0,21.842,19.842,18.0518,0,0,0,43.7758,25.8924,0,-21.842
300.2,2279.49,41.3901,0.144286,5.73346,18.7284,0,0,0,0,0,0,0,0,0,22.5702,20.5702,18.7284,0,0,0,43.77,25.8925,0,-22.5702
300.3,2280.64,41.4242,0.144727,5.73513,19.0271,0,0,0,0,0,0,0,0,0,22.8918,20.8918,19.0271,0,0,0,43.7641,25.8926,0,-22.8918
300.4,2281.79,41.4576,0.14517,5.73679,19.0374,0,0,0,0,0,0,0,0,0,22.9031,20.9031,19.0374,0,0,0,43.7582,25.8927,0,-22.9031
300.5,2282.94,41.4915,0.145616,5.73847,19.2023,0,0,0,0,0,0,0,0,0,23.0807,21.0807,19.2023,0,0,0,43.7522,25.8929,0,-23.0807
300.6,2284.09,41.5263,0.146064,5.74015,19.1707,0,0,0,0,0,0,0,0,0,23.0468,21.0468,19.1707,0,0,0,43.7463,25.893,0,-23.0468
300.7,2285.25,41.5596,0.146514,5.74184,18.7652,0,0,0,0,0,0,0,0,0,22.6107,20.6107,18.7652,0,0,0,43.7404,25.8931,0,-22.6107
300.8,2286.4,41.5905,0.146967,5.74353,18.3063,0,0,0,0,0,0,0,0,0,22.1171,20.1171,18.3063,0,0,0,43.7347,25.8932,0,-22.1171
300.9,2287.56,41.6195,0.147422,5.74524,17.8789,0,0,0,0,0,0,0,0,0,21.6595,19.6595,17.8789,0,0,0,43.7291,25.8933,0,-21.6595
301,2288.71,41.6462,0.147879,5.74694,17.5209,0,0,0,0,0,0,0,0,0,21.2768,19.2768,17.5209,0,0,0,43.7236,25.8934,0,-21.2768
301.1,2289.87,41.6718,0.148338,5.74866,17.2011,0,0,0,0,0,0,0,0,0,20.9352,18.9352,17.2011,0,0,0,43.7182,25.8934,0,-20.9352
301.2,2291.03,41.6955,0.148799,5.75038,16.9138,0,0,0,0,0,0,0,0,0,20.6282,18.6282,16.9138,0,0,0,43.7129,25.8935,0,-20.6282
301.3,2292.19,41.7183,0.149262,5.7521,16.6148,0,0,0,0,0,0,0,0,0,20.3087,18.3087,16.6148,0,0,0,43.7076,25.8936,0,-20.3087
301.4,2293.35,41.7391,0.149728,5.75384,16.1427,0,0,0,0,0,0,0,0,0,19.804,17.804,16.1427,0,0,0,43.7025,25.8936,0,-19.804
301.5,2294.51,41.7575,0.150196,5.75558,15.6567,0,0,0,0,0,0,0,0,0,19.2845,17.2845,15.6567,0,0,0,43.6975,25.8937,0,-19.2845
301.6,2295.67,41.7738,0.150665,5.75732,15.3326,0,0,0,0,0,0,0,0,0,18.9382,16.9382,15.3326,0,0,0,43.6926,25.8937,0,-18.9382
301.7,2296.83,41.7892,0.151137,5.75907,15.0438,0,0,0,0,0,0,0,0,0,18.6295,16.6295,15.0438,0,0,0,43.6878,25.8938,0,-18.6295
301.8,2297.99,41.8027,0.151611,5.76083,15.0586,0,0,0,0,0,0,0,0,0,18.6455,16.6455,15.0586,0,0,0,43.683,25.8938,0,-18.6455
301.9,2299.15,41.8181,0.152086,5.76259,15.5756,0,0,0,0,0,0,0,0,0,19.1985,17.1985,15.5756,0,0,0,43.678,25.8939,0,-19.1985
302,2300.31,41.8363,0.152564,5.76436,16.0936,0,0,0,0,0,0,0,0,0,19.7525,17.7525,16.0936,0,0,0,43.6729,25.8939,0,-19.7525
302.1,2301.47,41.8562,0.153044,5.76614,16.5824,0,0,0,0,0,0,0,0,0,20.2754,18.2754,16.5824,0,0,0,43.6677,25.894,0,-20.2754
302.2,2302.64,41.8786,0.153526,5.76792,17.0053,0,0,0,0,0,0,0,0,0,20.7278,18.7278,17.0053,0,0,0,43.6623,25.8941,0,-20.7278
302.3,2303.8,41.9022,0.154009,5.76971,17.0549,0,0,0,0,0,0,0,0,0,20.781,18.781,17.0549,0,0,0,43.657,25.8942,0,-20.781
302.4,2304.97,41.9249,0.154495,5.77151,17.0344,0,0,0,0,0,0,0,0,0,20.7593,18.7593,17.0344,0,0,0,43.6516,25.8942,0,-20.7593
302.5,2306.13,41.9482,0.154983,5.77331,17.2387,0,0,0,0,0,0,0,0,0,20.9781,18.9781,17.2387,0,0,0,43.6462,25.8943,0,-20.9781
302.6,2307.3,41.9726,0.155473,5.77512,17.637,0,0,0,0,0,0,0,0,0,21.4041,19.4041,17.637,0,0,0,43.6407,25.8944,0,-21.4041
302.7,2308.46,41.9993,0.155965,5.77693,18.2139,0,0,0,0,0,0,0,0,0,22.0211,20.0211,18.2139,0,0,0,43.635,25.8945,0,-22.0211
302.8,2309.63,42.0286,0.156459,5.77876,18.8058,0,0,0,0,0,0,0,0,0,22.6572,20.6572,18.8058,0,0,0,43.6291,25.8946,0,-22.6572
302.9,2310.8,42.0605,0.156956,5.78059,19.2337,0,0,0,0,0,0,0,0,0,23.1177,21.1177,19.2337,0,0,0,43.6231,25.8947,0,-23.1177
303,2311.97,42.0935,0.157454,5.78243,19.5372,0,0,0,0,0,0,0,0,0,23.4444,21.4444,19.5372,0,0,0,43.6171,25.8949,0,-23.4444
303.1,2313.14,42.1278,0.157955,5.78427,19.3657,0,0,0,0,0,0,0,0,0,23.2601,21.2601,19.3657,0,0,0,43.6111,25.895,0,-23.2601
303.2,2314.31,42.159,0.158457,5.78612,18.8445,0,0,0,0,0,0,0,0,0,22.6996,20.6996,18.8445,0,0,0,43.6052,25.8951,0,-22.6996
303.3,2315.48,42.1884,0.158962,5.78798,18.4895,0,0,0,0,0,0,0,0,0,22.318,20.318,18.4895,0,0,0,43.5994,25.8952,0,-22.318
303.4,2316.65,42.2163,0.159469,5.78985,17.9719,0,0,0,0,0,0,0,0,0,21.7644,19.7644,17.9719,0,0,0,43.5938,25.8953,0,-21.7644
303.5,2317.82,42.2409,0.159978,5.79172,17.2096,0,0,0,0,0,0,0,0,0,20.9498,18.9498,17.2096,0,0,0,43.5884,25.8954,0,-20.9498
303.6,2319,42.2617,0.160489,5.7936,16.5479,0,0,0,0,0,0,0,0,0,20.2427,18.2427,16.5479,0,0,0,43.5832,25.8954,0,-20.2427
303.7,2320.17,42.2803,0.161001,5.79549,16.0834,0,0,0,0,0,0,0,0,0,19.7463,17.7463,16.0834,0,0,0,43.5781,25.8955,0,-19.7463
303.8,2321.35,42.2969,0.161516,5.79738,15.7647,0,0,0,0,0,0,0,0,0,19.4057,17.4057,15.7647,0,0,0,43.5731,25.8956,0,-19.4057
303.9,2322.52,42.3124,0.162033,5.79929,15.5443,0,0,0,0,0,0,0,0,0,19.1703,17.1703,15.5443,0,0,0,43.5681,25.8956,0,-19.1703
304,2323.7,42.3269,0.162551,5.80119,15.2517,0,0,0,0,0,0,0,0,0,18.8577,16.8577,15.2517,0,0,0,43.5632,25.8957,0,-18.8577
304.1,2324.87,42.3398,0.163071,5.80311,14.6881,0,0,0,0,0,0,0,0,0,18.2554,16.2554,14.6881,0,0,0,43.5585,25.8957,0,-18.2554
304.2,2326.05,42.3492,0.163593,5.80503,13.9322,0,0,0,0,0,0,0,0,0,17.4474,15.4474,13.9322,0,0,0,43.554,25.8957,0,-17.4474
304.3,2327.22,42.3552,0.164117,5.80696,13.1115,0,0,0,0,0,0,0,0,0,16.5762,14.5762,13.1115,0,0,0,43.5497,25.8957,0,-16.5762
304.4,2328.4,42.3572,0.164642,5.80889,12.068,0,0,0,0,0,0,0,0,0,15.469,13.469,12.068,0,0,0,43.5457,25.8957,0,-15.469
304.5,2329.58,42.3539,0.165169,5.81083,10.6669,0,0,0,0,0,0,0,0,0,13.9822,11.9822,10.6669,0,0,0,43.5421,25.8957,0,-13.9822
304.6,2330.75,42.3434,0.165698,5.81278,9.37679,0,0,0,0,0,0,0,0,0,12.613,10.613,9.37679,0,0,0,43.5389,25.8957,0,-12.613
304.7,2331.93,42.3286,0.166228,5.81473,8.64633,0,0,0,0,0,0,0,0,0,11.8432,9.84321,8.64633,0,0,0,43.5358,25.8956,0,-11.8432
304.8,2333.11,42.3116,0.166759,5.81669,8.18368,0,0,0,0,0,0,0,0,0,11.3562,9.35624,8.18368,0,0,0,43.5329,25.8956,0,-11.3562
304.9,2334.28,42.2927,0.167292,5.81865,7.84016,0,0,0,0,0,0,0,0,0,10.9945,8.99454,7.84016,0,0,0,43.53,25.8956,0,-10.9945
305,2335.46,42.2726,0.167826,5.82062,7.77627,0,0,0,0,0,0,0,0,0,10.927,8.92696,7.77627,0,0,0,43.5272,25.8955,0,-10.927
305.1,2336.63,42.2532,0.168361,5.82259,7.64553,0,0,0,0,0,0,0,0,0,10.7891,8.78908,7.64553,0,0,0,43.5244,25.8955,0,-10.7891
305.2,2337.8,42.232,0.168897,5.82457,6.89771,0,0,0,0,0,0,0,0,0,10.002,8.00204,6.89771,0,0,0,43.5218,25.8954,0,-10.002
305.3,2338.98,42.2059,0.169435,5.82655,5.68753,0,0,0,0,0,0,0,0,0,8.72853,6.72853,5.68753,0,0,0,43.5196,25.8953,0,-8.72853
305.4,2340.15,42.1739,0.169974,5.82854,4.5645,0,0,0,0,0,0,0,0,0,7.547,5.547,4.5645,0,0,0,43.5176,25.8953,0,-7.547
305.5,2341.32,42.1378,0.170514,5.83053,3.85096,0,0,0,0,0,0,0,0,0,6.80315,4.80315,3.85096,0,0,0,43.5159,25.8952,0,-6.80315
305.6,2342.49,42.0995,0.171055,5.83253,3.59896,0,0,0,0,0,0,0,0,0,6.53992,4.53992,3.59896,0,0,0,43.5142,25.8951,0,-6.53992
305.7,2343.66,42.0612,0.171597,5.83454,3.9375,0,0,0,0,0,0,0,0,0,6.89168,4.89168,3.9375,0,0,0,43.5124,25.895,0,-6.89168
305.8,2344.83,42.026,0.17214,5.83654,4.7049,0,0,0,0,0,0,0,0,0,7.69135,5.69135,4.7049,0,0,0,43.5104,25.895,0,-7.69135
305.9,2345.99,41.9946,0.172684,5.83855,5.55989,0,0,0,0,0,0,0,0,0,8.59019,6.59019,5.55989,0,0,0,43.5082,25.8949,0,-8.59019
306,2347.16,41.9671,0.173229,5.84057,6.22228,0,0,0,0,0,0,0,0,0,9.28649,7.28649,6.22228,0,0,0,43.5058,25.8949,0,-9.28649
306.1,2348.32,41.9418,0.173775,5.84259,6.58299,0,0,0,0,0,0,0,0,0,9.66548,7.66548,6.58299,0,0,0,43.5033,25.8948,0,-9.66548
306.2,2349.49,41.9176,0.174322,5.84462,6.48675,0,0,0,0,0,0,0,0,0,9.56377,7.56377,6.48675,0,0,0,43.5008,25.8947,0,-9.56377
306.3,2350.65,41.8914,0.174871,5.84665,6.00118,0,0,0,0,0,0,0,0,0,9.05244,7.05244,6.00118,0,0,0,43.4985,25.8947,0,-9.05244
306.4,2351.82,41.8629,0.17542,5.84869,5.65394,0,0,0,0,0,0,0,0,0,8.68659,6.68659,5.65394,0,0,0,43.4962,25.8946,0,-8.68659
306.5,2352.98,41.8337,0.17597,5.85073,5.49091,0,0,0,0,0,0,0,0,0,8.51452,6.51452,5.49091,0,0,0,43.494,25.8946,0,-8.51452
306.6,2354.14,41.8037,0.176521,5.85278,5.28777,0,0,0,0,0,0,0,0,0,8.30023,6.30023,5.28777,0,0,0,43.4919,25.8945,0,-8.30023
306.7,2355.3,41.7727,0.177073,5.85483,5.17289,0,0,0,0,0,0,0,0,0,8.17878,6.17878,5.17289,0,0,0,43.4898,25.8944,0,-8.17878
306.8,2356.46,41.7417,0.177626,5.85689,5.29716,0,0,0,0,0,0,0,0,0,8.30894,6.30894,5.29716,0,0,0,43.4876,25.8944,0,-8.30894
