t_s,x_m,v_kmh,grade_pct,z_m,P_wheel_kW,fuel_g_per_s,fuel_cum_g,P_friction_brake_kW,trip_time_flag,N_eng_rpm,T_eng_Nm,P_shaft_eng_kW,engine_state,P_gen_bus_kW,P_bus_load_kW,P_motor_bus_kW,P_motor_mech_kW,P_regen_pack_kW,P_heater_kW,P_resistor_kW,soc_pct,T_pack_C,genset_state,P_batt_bus_kW
5400,118522,79.3353,1.97278,-0.181107,74.1548,4.50354,17615.7,0,0,1221.72,622.244,79.6088,2,75.6707,82.4765,80.4765,74.1548,0,0,0,59.7344,27.0133,2,-6.80581
5400.1,118524,79.3493,1.97218,-0.137635,73.7515,4.49175,17616.1,0,0,1218.44,622.244,79.395,2,75.4616,82.0473,80.0473,73.7515,0,0,0,59.7327,27.0132,2,-6.58573
5400.2,118527,79.3628,1.97155,-0.0941681,73.8029,4.49331,17616.6,0,0,1218.88,622.244,79.4238,2,75.4898,82.1019,80.1019,73.8029,0,0,0,59.731,27.013,2,-6.61213
5400.3,118529,79.377,1.97089,-0.0507083,74.3218,4.50858,17617,0,0,1223.08,622.244,79.6972,2,75.7571,82.6538,80.6538,74.3218,0,0,0,59.7292,27.0128,2,-6.89667
5400.4,118531,79.393,1.9702,-0.00725514,74.4332,4.50858,17617.5,0,0,1223.08,622.244,79.6972,2,75.7571,82.7721,80.7721,74.4332,0,0,0,59.7274,27.0126,2,-7.01493
5400.5,118533,79.4076,1.96948,0.0361908,74.5361,4.50858,17617.9,0,0,1223.08,622.244,79.6972,2,75.7571,82.8814,80.8814,74.5361,0,0,0,59.7256,27.0124,2,-7.12426
5400.6,118535,79.424,1.96873,0.0796291,74.8895,4.50858,17618.4,0,0,1223.08,622.244,79.6972,2,75.7571,83.257,81.257,74.8895,0,0,0,59.7237,27.0122,2,-7.49983
5400.7,118538,79.4402,1.96795,0.123059,75.4693,4.54032,17618.8,0,0,1230.53,622.851,80.2608,2,76.3046,83.8731,81.8731,75.4693,0,0,0,59.7217,27.012,2,-7.5685
5400.8,118540,79.4593,1.96714,0.166482,76.5401,4.64013,17619.3,0,0,1253.85,624.749,82.0311,2,78.0242,85.0111,83.0111,76.5401,0,0,0,59.7199,27.0118,2,-6.98693
5400.9,118542,79.4805,1.9663,0.209897,77.3646,4.67502,17619.7,0,0,1261.96,625.41,82.6493,2,78.6247,85.887,83.887,77.3646,0,0,0,59.718,27.0116,2,-7.26233
5401,118544,79.5034,1.96544,0.253306,77.7834,4.73446,17620.2,0,0,1275.74,626.532,83.7017,2,79.6469,86.3314,84.3314,77.7834,0,0,0,59.7163,27.0114,2,-6.68459
5401.1,118546,79.5265,1.96455,0.296708,78.087,4.77286,17620.7,0,0,1284.62,627.254,84.3811,2,80.3068,86.6534,84.6534,78.087,0,0,0,59.7147,27.0113,2,-6.34658
5401.2,118549,79.5506,1.96362,0.340102,77.6344,4.71396,17621.2,0,0,1270.99,626.145,83.3388,2,79.2944,86.1717,84.1717,77.6344,0,0,0,59.7129,27.0111,2,-6.87729
5401.3,118551,79.5715,1.96267,0.383488,75.6118,4.56225,17621.6,0,0,1235.66,623.269,80.6499,2,76.6826,84.022,82.022,75.6118,0,0,0,59.711,27.0109,2,-7.33942
5401.4,118553,79.5859,1.9617,0.426863,73.1587,4.46601,17622.1,0,0,1212.36,621.752,78.9367,2,75.0164,81.4153,79.4153,73.1587,0,0,0,59.7093,27.0107,2,-6.39895
5401.5,118555,79.5951,1.96069,0.470222,71.1161,4.32922,17622.5,0,0,1186.69,615.403,76.4759,2,72.6477,79.2451,77.2451,71.1161,0,0,0,59.7076,27.0105,2,-6.59734
5401.6,118558,79.5999,1.95966,0.513562,69.4801,4.22431,17622.9,0,0,1168.44,609.46,74.5725,2,70.8216,77.5056,75.5056,69.4801,0,0,0,59.7059,27.0103,2,-6.684
5401.7,118560,79.6013,1.9586,0.556881,67.8655,4.12488,17623.3,0,0,1148.57,605.102,72.7805,2,69.0947,75.7643,73.7643,67.8655,0,0,0,59.7042,27.0101,2,-6.66966
5401.8,118562,79.5985,1.95751,0.600175,66.5461,4.05489,17623.7,0,0,1136.43,600.881,71.5089,2,67.8758,74.3414,72.3414,66.5461,0,0,0,59.7025,27.0099,2,-6.46561
5401.9,118564,79.5937,1.95639,0.643444,65.4523,3.98082,17624.1,0,0,1123.97,596.087,70.1608,2,66.5852,73.1617,71.1617,65.4523,0,0,0,59.7008,27.0097,2,-6.57652
5402,118566,79.5858,1.95525,0.686683,63.8803,3.87481,17624.5,0,0,1105.61,589.339,68.2331,2,64.7389,71.4663,69.4663,63.8803,0,0,0,59.6991,27.0095,2,-6.72746
5402.1,118569,79.5738,1.95409,0.729892,61.8531,3.75164,17624.9,0,0,1079.68,583.865,66.0141,2,62.6001,69.2798,67.2798,61.8531,0,0,0,59.6973,27.0093,2,-6.67975
5402.2,118571,79.5564,1.95289,0.773067,60.039,3.63121,17625.3,0,0,1057.33,576.469,63.8286,2,60.5045,67.3255,65.3255,60.039,0,0,0,59.6956,27.0091,2,-6.82105
5402.3,118573,79.5359,1.95167,0.816205,59.0624,3.56945,17625.6,0,0,1043.68,573.843,62.7175,2,59.4326,66.2751,64.2751,59.0624,0,0,0,59.6938,27.009,2,-6.84255
5402.4,118575,79.5142,1.95043,0.859304,59.0173,3.56759,17626,0,0,1043.33,573.728,62.6837,2,59.4002,66.2263,64.2263,59.0173,0,0,0,59.692,27.0088,2,-6.82614
5402.5,118577,79.4937,1.94916,0.902365,59.7246,3.60904,17626.3,0,0,1052.25,575.641,63.4306,2,60.1199,66.9866,64.9866,59.7246,0,0,0,59.6903,27.0086,2,-6.86672
5402.6,118580,79.4755,1.94787,0.945386,60.805,3.68091,17626.7,0,0,1065.86,579.967,64.7339,2,61.3701,68.1483,66.1483,60.805,0,0,0,59.6885,27.0084,2,-6.77818
5402.7,118582,79.4604,1.94655,0.988369,62.0123,3.7645,17627.1,0,0,1082.58,584.337,66.2449,2,62.823,69.4506,67.4506,62.0123,0,0,0,59.6868,27.0082,2,-6.62753
5402.8,118584,79.4482,1.9452,1.03132,62.6799,3.79818,17627.5,0,0,1089.16,586.15,66.8543,2,63.4087,70.1706,68.1706,62.6799,0,0,0,59.6851,27.008,2,-6.76184
5402.9,118586,79.4364,1.94384,1.07423,62.7103,3.79967,17627.8,0,0,1089.44,586.239,66.8814,2,63.4347,70.2033,68.2033,62.7103,0,0,0,59.6833,27.0078,2,-6.76864
5403,118588,79.4245,1.94244,1.1171,62.4742,3.78915,17628.2,0,0,1087.5,585.607,66.6904,2,63.2515,69.9484,67.9484,62.4742,0,0,0,59.6816,27.0076,2,-6.69696
5403.1,118591,79.4118,1.94103,1.15994,62.0407,3.76734,17628.6,0,0,1083.22,584.442,66.296,2,62.8724,69.4807,67.4807,62.0407,0,0,0,59.6799,27.0074,2,-6.60828
5403.2,118593,79.398,1.93959,1.20273,61.558,3.73201,17629,0,0,1075.25,583.143,65.6616,2,62.2594,68.9598,66.9598,61.558,0,0,0,59.6781,27.0072,2,-6.7004
5403.3,118595,79.3831,1.93813,1.24549,61.0055,3.69412,17629.3,0,0,1067.67,581.148,64.976,2,61.6002,68.3636,66.3636,61.0055,0,0,0,59.6764,27.007,2,-6.76343
5403.4,118597,79.3669,1.93664,1.28821,60.2606,3.64941,17629.7,0,0,1061.5,577.147,64.1554,2,60.8203,67.5613,65.5613,60.2606,0,0,0,59.6747,27.0069,2,-6.74095
5403.5,118599,79.3488,1.93513,1.33088,59.2633,3.57954,17630.1,0,0,1045.59,574.465,62.9004,2,59.608,66.4886,64.4886,59.2633,0,0,0,59.6729,27.0067,2,-6.88055
5403.6,118602,79.328,1.9336,1.37351,57.9829,3.51746,17630.4,0,0,1035.01,569.897,61.7689,2,58.527,65.1114,63.1114,57.9829,0,0,0,59.6712,27.0065,2,-6.58442
