t_s,x_m,v_kmh,grade_pct,z_m,P_wheel_kW,fuel_g_per_s,fuel_cum_g,P_friction_brake_kW,trip_time_flag,N_eng_rpm,T_eng_Nm,P_shaft_eng_kW,engine_state,P_gen_bus_kW,P_bus_load_kW,P_motor_bus_kW,P_motor_mech_kW,P_regen_pack_kW,P_heater_kW,P_resistor_kW,soc_pct,T_pack_C,genset_state,P_batt_bus_kW
3900,82271.5,99.9958,1.66247,286.285,100.187,6.51614,13327.9,0,0,1813.38,594.689,112.93,2,108.318,109.934,107.934,100.187,0,0,0,56.689,25.629,3,-1.61616
3900.1,82274.3,99.9959,1.66229,286.331,100.179,6.51568,13328.6,0,0,1813.27,594.689,112.923,2,108.311,109.926,107.926,100.179,0,0,0,56.6886,25.6289,3,-1.61498
3900.2,82277.1,99.9961,1.66206,286.378,100.171,6.51516,13329.2,0,0,1813.15,594.689,112.915,2,108.304,109.917,107.917,100.171,0,0,0,56.6882,25.6288,3,-1.61375
3900.3,82279.8,99.9963,1.66178,286.424,100.162,6.5146,13329.9,0,0,1813.01,594.689,112.906,2,108.295,109.908,107.908,100.162,0,0,0,56.6878,25.6288,3,-1.61246
3900.4,82282.6,99.9965,1.66144,286.47,100.152,6.51398,13330.5,0,0,1812.86,594.689,112.897,2,108.286,109.897,107.897,100.152,0,0,0,56.6874,25.6287,3,-1.61111
3900.5,82285.4,99.9966,1.66105,286.516,100.142,6.5133,13331.2,0,0,1812.69,594.689,112.887,2,108.276,109.886,107.886,100.142,0,0,0,56.687,25.6286,3,-1.60971
3900.6,82288.2,99.9968,1.66061,286.562,100.13,6.51257,13331.8,0,0,1812.52,594.689,112.876,2,108.265,109.874,107.874,100.13,0,0,0,56.6865,25.6286,3,-1.60824
3900.7,82290.9,99.9969,1.66011,286.608,100.118,6.51179,13332.5,0,0,1812.32,594.689,112.864,2,108.254,109.861,107.861,100.118,0,0,0,56.6861,25.6285,3,-1.60672
3900.8,82293.7,99.9971,1.65956,286.654,100.105,6.51095,13333.1,0,0,1812.12,594.689,112.851,2,108.241,109.847,107.847,100.105,0,0,0,56.6857,25.6284,3,-1.60514
3900.9,82296.5,99.9972,1.65895,286.701,100.091,6.51005,13333.8,0,0,1811.9,594.689,112.837,2,108.228,109.832,107.832,100.091,0,0,0,56.6853,25.6284,3,-1.6035
