t_s,x_m,v_kmh,grade_pct,z_m,P_wheel_kW,fuel_g_per_s,fuel_cum_g,P_friction_brake_kW,trip_time_flag,N_eng_rpm,T_eng_Nm,P_shaft_eng_kW,engine_state,P_gen_bus_kW,P_bus_load_kW,P_motor_bus_kW,P_motor_mech_kW,P_regen_pack_kW,P_heater_kW,P_resistor_kW,soc_pct,T_pack_C,genset_state,P_batt_bus_kW
2400,45406.7,87.7067,0.334447,228.766,55.5059,4.47738,7206.69,0,0,1214.66,622.126,79.1336,2,75.2066,62.5877,60.5877,55.5059,0,0,0,48.2998,26.1366,2,12.6189
2400.1,45409.1,87.7039,0.331905,228.774,54.117,4.38232,7207.13,0,0,1195.84,618.385,77.4392,2,73.572,61.1004,59.1004,54.117,0,0,0,48.3029,26.1365,2,12.4716
2400.2,45411.5,87.6992,0.329384,228.782,53.2818,4.32253,7207.56,0,0,1185.53,615.027,76.3545,2,72.5313,60.2062,58.2062,53.2818,0,0,0,48.3059,26.1364,2,12.3251
2400.3,45414,87.693,0.326885,228.79,52.6904,4.26943,7207.99,0,0,1176.31,612.025,75.3911,2,71.6069,59.5728,57.5728,52.6904,0,0,0,48.3088,26.1364,2,12.0342
2400.4,45416.4,87.6859,0.324407,228.798,52.9485,4.28994,7208.42,0,0,1179.88,613.187,75.7633,2,71.964,59.849,57.849,52.9485,0,0,0,48.3117,26.1363,2,12.115
2400.5,45418.9,87.681,0.321952,228.806,53.8167,4.36703,7208.85,0,0,1193.21,617.528,77.1618,2,73.3059,60.7785,58.7785,53.8167,0,0,0,48.3148,26.1362,2,12.5274
2400.6,45421.3,87.6779,0.319518,228.813,54.8908,4.42584,7209.3,0,0,1204.05,620.398,78.2245,2,74.328,61.9285,59.9285,54.8908,0,0,0,48.3178,26.1362,2,12.3995
2400.7,45423.7,87.6778,0.317107,228.821,56.0909,4.49574,7209.75,0,0,1219.57,622.244,79.4687,2,75.5336,63.2135,61.2135,56.0909,0,0,0,48.3208,26.1361,2,12.3201
2400.8,45426.2,87.68,0.314718,228.829,56.7023,4.50858,7210.2,0,0,1223.08,622.244,79.6972,2,75.7571,63.8682,61.8682,56.7023,0,0,0,48.3237,26.1361,2,11.889
2400.9,45428.6,87.6827,0.312352,228.836,56.5461,4.50858,7210.65,0,0,1223.08,622.244,79.6972,2,75.7571,63.7009,61.7009,56.5461,0,0,0,48.3266,26.136,2,12.0562
2401,45431,87.6844,0.310009,228.844,56.1656,4.49752,7211.1,0,0,1220.07,622.244,79.5015,2,75.5657,63.2936,61.2936,56.1656,0,0,0,48.3296,26.1359,2,12.2721
2401.1,45433.5,87.6856,0.307689,228.852,56.0505,4.49404,7211.55,0,0,1219.09,622.244,79.4372,2,75.5029,63.1704,61.1704,56.0505,0,0,0,48.3326,26.1359,2,12.3325
2401.2,45435.9,87.6869,0.305393,228.859,56.0468,4.49379,7212,0,0,1219.02,622.244,79.4327,2,75.4985,63.1664,61.1664,56.0468,0,0,0,48.3356,26.1358,2,12.3321
2401.3,45438.3,87.6883,0.30312,228.866,56.0743,4.49446,7212.44,0,0,1219.21,622.244,79.445,2,75.5105,63.1959,61.1959,56.0743,0,0,0,48.3386,26.1357,2,12.3146
2401.4,45440.8,87.6899,0.300871,228.874,56.3236,4.5017,7212.9,0,0,1221.22,622.244,79.5764,2,75.639,63.4629,61.4629,56.3236,0,0,0,48.3415,26.1357,2,12.1761
2401.5,45443.2,87.6924,0.298646,228.881,56.9253,4.50858,7213.35,0,0,1223.08,622.244,79.6972,2,75.7571,64.1071,62.1071,56.9253,0,0,0,48.3444,26.1356,2,11.65
2401.6,45445.6,87.6967,0.296446,228.888,57.2625,4.50858,7213.8,0,0,1223.08,622.244,79.6972,2,75.7571,64.4683,62.4683,57.2625,0,0,0,48.3471,26.1355,2,11.2888
2401.7,45448.1,87.7009,0.29427,228.896,57.1863,4.50858,7214.25,0,0,1223.08,622.244,79.6972,2,75.7571,64.3868,62.3868,57.1863,0,0,0,48.3499,26.1355,2,11.3703
2401.8,45450.5,87.705,0.292119,228.903,57.5745,4.51896,7214.7,0,0,1225.51,622.443,79.8815,2,75.9362,64.8009,62.8009,57.5745,0,0,0,48.3526,26.1354,2,11.1352
2401.9,45453,87.7109,0.289992,228.91,58.3605,4.62749,7215.16,0,0,1250.9,624.51,81.8071,2,77.8067,65.63,63.63,58.3605,0,0,0,48.3555,26.1353,2,12.1767
2402,45455.4,87.7185,0.287891,228.917,58.8249,4.64013,7215.63,0,0,1253.85,624.749,82.0311,2,78.0242,66.1198,64.1198,58.8249,0,0,0,48.3584,26.1353,2,11.9044
2402.1,45457.8,87.7266,0.285815,228.924,59.0908,4.64013,7216.09,0,0,1253.85,624.749,82.0311,2,78.0242,66.4003,64.4003,59.0908,0,0,0,48.3613,26.1352,2,11.624
2402.2,45460.3,87.7354,0.283765,228.931,59.8697,4.70405,7216.56,0,0,1268.7,625.958,83.1635,2,79.1241,67.2216,65.2216,59.8697,0,0,0,48.3642,26.1351,2,11.9024
2402.3,45462.7,87.7468,0.28174,228.938,61.0445,4.77286,7217.04,0,0,1284.62,627.254,84.3811,2,80.3068,68.4603,66.4603,61.0445,0,0,0,48.367,26.1351,2,11.8464
2402.4,45465.1,87.7608,0.27974,228.945,62.0695,4.85604,7217.52,0,0,1302.94,629.244,85.8563,2,81.7371,69.541,67.541,62.0695,0,0,0,48.37,26.135,3,12.196
2402.5,45467.6,87.7767,0.277767,228.951,63.2317,4.87999,7218.01,0,0,1308.16,629.798,86.2763,2,82.1443,70.7663,68.7663,63.2317,0,0,0,48.3728,26.1349,3,11.3781
2402.6,45470,87.7957,0.27582,228.958,64.4264,5.01266,7218.51,0,0,1338.46,632.264,88.6203,2,84.4207,72.0254,70.0254,64.4264,0,0,0,48.3758,26.1349,3,12.3953
2402.7,45472.5,87.8167,0.273899,228.965,64.5671,5.01266,7219.01,0,0,1338.46,632.264,88.6203,2,84.4207,72.1737,70.1737,64.5671,0,0,0,48.3788,26.1348,3,12.247
