t_s,x_m,v_kmh,grade_pct,z_m,P_wheel_kW,fuel_g_per_s,fuel_cum_g,P_friction_brake_kW,trip_time_flag,N_eng_rpm,T_eng_Nm,P_shaft_eng_kW,engine_state,P_gen_bus_kW,P_bus_load_kW,P_motor_bus_kW,P_motor_mech_kW,P_regen_pack_kW,P_heater_kW,P_resistor_kW,soc_pct,T_pack_C,genset_state,P_batt_bus_kW
4200,90323.5,89.0079,-4.05557,139.003,-9.70317,1.54628,14320.1,0,0,700,353.827,25.9368,2,24.4756,-5.30624,-7.30624,-9.70317,7.30624,0,0,69.0455,26.2484,2,29.7818
4200.1,90326,89.0141,-4.05861,138.903,-9.82231,1.54628,14320.3,0,0,700,353.827,25.9368,2,24.4756,-5.42084,-7.42084,-9.82231,7.42084,0,0,69.0528,26.2485,2,29.8964
4200.2,90328.5,89.019,-4.06162,138.803,-10.5776,1.54628,14320.4,0,0,700,353.827,25.9368,2,24.4756,-6.14643,-8.14643,-10.5776,8.14643,0,0,69.0602,26.2487,2,30.622
4200.3,90330.9,89.0221,-4.06461,138.702,-11.1085,1.54628,14320.6,0,0,700,353.827,25.9368,2,24.4756,-6.65365,-8.65365,-11.1085,8.65365,0,0,69.0678,26.2489,2,31.1292
4200.4,90333.4,89.0249,-4.06758,138.601,-11.8257,1.54628,14320.7,0,0,700,353.827,25.9368,2,24.4756,-7.3388,-9.3388,-11.8257,9.3388,0,0,69.0755,26.2492,2,31.8144
4200.5,90335.9,89.0253,-4.07052,138.501,-13.2726,1.54628,14320.9,0,0,700,353.827,25.9368,2,24.4756,-8.7212,-10.7212,-13.2726,10.7212,0,0,69.0836,26.2494,2,33.1968
4200.6,90338.4,89.0221,-4.07345,138.4,-13.9203,1.54628,14321.1,0,0,700,353.827,25.9368,2,24.4756,-9.34016,-11.3402,-13.9203,11.3402,0,0,69.0918,26.2497,2,33.8157
4200.7,90340.8,89.0199,-4.07634,138.299,-14.0134,1.54628,14321.2,0,0,700,353.827,25.9368,2,24.4756,-9.42914,-11.4291,-14.0134,11.4291,0,0,69.1,26.2499,2,33.9047
4200.8,90343.3,89.0166,-4.07921,138.199,-14.6452,1.54628,14321.4,0,0,700,353.827,25.9368,2,24.4756,-10.0329,-12.0329,-14.6452,12.0329,0,0,69.1084,26.2502,2,34.5085
4200.9,90345.8,89.0119,-4.08206,138.098,-14.8842,1.54628,14321.5,0,0,700,353.827,25.9368,2,24.4756,-10.2614,-12.2614,-14.8842,12.2614,0,0,69.1169,26.2505,2,34.737
4201,90348.3,89.0078,-4.08488,137.997,-15.0405,1.54628,14321.7,0,0,700,353.827,25.9368,2,24.4756,-10.4109,-12.4109,-15.0405,12.4109,0,0,69.1253,26.2508,2,34.8865
4201.1,90350.7,89.0027,-4.08768,137.896,-16.1827,1.54628,14321.8,0,0,700,353.827,25.9368,2,24.4756,-11.5023,-13.5023,-16.1827,13.5023,0,0,69.1341,26.2511,2,35.9779
4201.2,90353.2,88.9939,-4.09045,137.795,-17.6639,1.54628,14322,0,0,700,353.827,25.9368,2,24.4756,-12.9178,-14.9178,-17.6639,14.9178,0,0,69.1432,26.2514,2,37.3934
4201.3,90355.7,88.9827,-4.09319,137.693,-18.7547,1.54628,14322.1,0,0,700,353.827,25.9368,2,24.4756,-13.9603,-15.9603,-18.7547,15.9603,0,0,69.1525,26.2518,2,38.4359
4201.4,90358.1,88.9695,-4.09591,137.592,-20.0993,1.54628,14322.3,0,0,700,353.827,25.9368,2,24.4756,-15.2454,-17.2454,-20.0993,17.2454,0,0,69.1622,26.2522,2,39.721
4201.5,90360.6,88.9528,-4.0986,137.491,-21.5656,1.54628,14322.4,0,0,700,353.827,25.9368,2,24.4756,-16.6403,-18.6403,-21.5656,18.6403,0,0,69.1722,26.2527,2,41.1159
4201.6,90363.1,88.9336,-4.10127,137.39,-23.1119,1.54628,14322.6,0,0,700,353.827,25.9368,2,24.4756,-18.1071,-20.1071,-23.1119,20.1071,0,0,69.1825,26.2532,2,42.5826
4201.7,90365.6,88.9106,-4.1039,137.288,-25.0851,1.54628,14322.8,0,0,700,353.827,25.9368,2,24.4756,-19.9787,-21.9787,-25.0851,21.9787,0,0,69.1933,26.2537,2,44.4543
4201.8,90368,88.8832,-4.10651,137.187,-27.278,1.54628,14322.9,0,0,700,353.827,25.9368,2,24.4756,-22.0588,-24.0588,-27.278,24.0588,0,0,69.2047,26.2543,2,46.5344
