t_s,x_m,v_kmh,grade_pct,z_m,P_wheel_kW,fuel_g_per_s,fuel_cum_g,P_friction_brake_kW,trip_time_flag,N_eng_rpm,T_eng_Nm,P_shaft_eng_kW,engine_state,P_gen_bus_kW,P_bus_load_kW,P_motor_bus_kW,P_motor_mech_kW,P_regen_pack_kW,P_heater_kW,P_resistor_kW,soc_pct,T_pack_C,genset_state,P_batt_bus_kW
2100,37642.8,92.7332,5.64248,42.3466,146.243,7.77822,5313.19,0,0,2000,626.179,131.147,2,125.918,160.064,158.064,146.243,0,0,0,52.8594,25.8033,3,-34.1456
2100.1,37645.3,92.7196,5.63841,42.4918,144.47,7.77822,5313.96,0,0,2000,626.179,131.147,2,125.918,158.093,156.093,144.47,0,0,0,52.8511,25.8037,3,-32.175
2100.2,37647.9,92.7029,5.63432,42.637,142.861,7.77822,5314.74,0,0,2000,626.179,131.147,2,125.918,156.305,154.305,142.861,0,0,0,52.8433,25.8039,3,-30.3873
2100.3,37650.5,92.6832,5.63022,42.782,141.893,7.77822,5315.52,0,0,2000,626.179,131.147,2,125.918,155.229,153.229,141.893,0,0,0,52.8357,25.8042,3,-29.3109
2100.4,37653.1,92.663,5.62609,42.9269,141.131,7.77822,5316.3,0,0,2000,626.179,131.147,2,125.918,154.39,152.39,141.131,0,0,0,52.8283,25.8044,3,-28.4724
2100.5,37655.6,92.6407,5.62194,43.0716,140.252,7.77822,5317.08,0,0,2000,626.179,131.147,2,125.918,153.425,151.425,140.252,0,0,0,52.8212,25.8046,3,-27.507
2100.6,37658.2,92.6174,5.61777,43.2162,139.519,7.77822,5317.85,0,0,2000,626.179,131.147,2,125.918,152.62,150.62,139.519,0,0,0,52.8143,25.8048,3,-26.7017
2100.7,37660.8,92.5926,5.61358,43.3607,138.918,7.77822,5318.63,0,0,2000,626.179,131.147,2,125.918,151.96,149.96,138.918,0,0,0,52.8076,25.805,3,-26.0419
2100.8,37663.4,92.5674,5.60938,43.505,138.168,7.77822,5319.41,0,0,2000,626.179,131.147,2,125.918,151.136,149.136,138.168,0,0,0,52.8011,25.8052,3,-25.2185
2100.9,37665.9,92.5401,5.60515,43.6492,136.552,7.77822,5320.19,0,0,2000,626.179,131.147,2,125.918,149.362,147.362,136.552,0,0,0,52.795,25.8053,3,-23.4439
2101,37668.5,92.5089,5.60091,43.7932,134.947,7.77822,5320.97,0,0,2000,626.179,131.147,2,125.918,147.6,145.6,134.947,0,0,0,52.7894,25.8054,3,-21.6816
2101.1,37671.1,92.4756,5.59665,43.937,134.157,7.77822,5321.74,0,0,2000,626.179,131.147,2,125.918,146.733,144.733,134.157,0,0,0,52.784,25.8055,3,-20.8151
2101.2,37673.6,92.4418,5.59238,44.0807,133.967,7.77822,5322.52,0,0,2000,626.179,131.147,2,125.918,146.524,144.524,133.967,0,0,0,52.7787,25.8056,3,-20.6058
2101.3,37676.2,92.4083,5.58809,44.2242,134.399,7.77822,5323.3,0,0,2000,626.179,131.147,2,125.918,146.998,144.998,134.399,0,0,0,52.7733,25.8056,3,-21.0803
2101.4,37678.8,92.3768,5.58378,44.3676,135.814,7.77822,5324.08,0,0,2000,626.179,131.147,2,125.918,148.552,146.552,135.814,0,0,0,52.7674,25.8058,3,-22.6341
2101.5,37681.3,92.3498,5.57946,44.5108,138.005,7.77822,5324.85,0,0,2000,626.179,131.147,2,125.918,150.957,148.957,138.005,0,0,0,52.761,25.8059,3,-25.0391
2101.6,37683.9,92.3278,5.57512,44.6538,140.303,7.77822,5325.63,0,0,2000,626.179,131.147,2,125.918,153.479,151.479,140.303,0,0,0,52.7538,25.8061,3,-27.5614
2101.7,37686.5,92.3106,5.57077,44.7968,141.829,7.77822,5326.41,0,0,2000,626.179,131.147,2,125.918,155.163,153.163,141.829,0,0,0,52.7463,25.8064,3,-29.2449
2101.8,37689,92.2954,5.5664,44.9395,142.688,7.77822,5327.19,0,0,2000,626.179,131.147,2,125.918,156.117,154.117,142.688,0,0,0,52.7385,25.8067,3,-30.199
2101.9,37691.6,92.2822,5.56202,45.0822,143.029,7.77822,5327.97,0,0,2000,626.179,131.147,2,125.918,156.495,154.495,143.029,0,0,0,52.7306,25.8069,3,-30.5771
2102,37694.2,92.2688,5.55763,45.2247,142.07,7.77822,5328.74,0,0,2000,626.179,131.147,2,125.918,155.43,153.43,142.07,0,0,0,52.7229,25.8072,3,-29.5123
2102.1,37696.7,92.2521,5.55322,45.3671,140.565,7.77822,5329.52,0,0,2000,626.179,131.147,2,125.918,153.766,151.766,140.565,0,0,0,52.7158,25.8074,3,-27.8482
2102.2,37699.3,92.233,5.5488,45.5093,139.618,7.77822,5330.3,0,0,2000,626.179,131.147,2,125.918,152.727,150.727,139.618,0,0,0,52.7088,25.8076,3,-26.8092
2102.3,37701.8,92.2129,5.54436,45.6514,138.872,7.77822,5331.08,0,0,2000,626.179,131.147,2,125.918,151.909,149.909,138.872,0,0,0,52.7021,25.8078,3,-25.9907
2102.4,37704.4,92.1913,5.53992,45.7933,138.203,7.77822,5331.85,0,0,2000,626.179,131.147,2,125.918,151.174,149.174,138.203,0,0,0,52.6956,25.8079,3,-25.2562
2102.5,37707,92.169,5.53546,45.9351,138.264,7.77822,5332.63,0,0,2000,626.179,131.147,2,125.918,151.242,149.242,138.264,0,0,0,52.689,25.8081,3,-25.3236
2102.6,37709.5,92.1481,5.53099,46.0768,138.42,7.77822,5333.41,0,0,2000,626.179,131.147,2,125.918,151.413,149.413,138.42,0,0,0,52.6825,25.8083,3,-25.4945
2102.7,37712.1,92.1269,5.52651,46.2183,138.58,7.77822,5334.19,0,0,2000,626.179,131.147,2,125.918,151.588,149.588,138.58,0,0,0,52.6758,25.8084,3,-25.6703
2102.8,37714.6,92.1072,5.52202,46.3596,139.868,7.77822,5334.97,0,0,2000,626.179,131.147,2,125.918,153.001,151.001,139.868,0,0,0,52.6688,25.8087,3,-27.0829
2102.9,37717.2,92.0918,5.51753,46.5008,141.793,7.77822,5335.74,0,0,2000,626.179,131.147,2,125.918,155.125,153.125,141.793,0,0,0,52.6613,25.8089,3,-29.207
2103,37719.8,92.0805,5.51302,46.6419,143.3,7.77822,5336.52,0,0,2000,626.179,131.147,2,125.918,156.797,154.797,143.3,0,0,0,52.6533,25.8092,3,-30.8789
2103.1,37722.3,92.0717,5.5085,46.7829,144.936,7.77822,5337.3,0,0,2000,626.179,131.147,2,125.918,158.613,156.613,144.936,0,0,0,52.6449,25.8095,3,-32.695
2103.2,37724.9,92.0674,5.50398,46.9237,147.465,7.77822,5338.08,0,0,2000,626.179,131.147,2,125.918,161.419,159.419,147.465,0,0,0,52.6357,25.8099,3,-35.5012
2103.3,37727.4,92.0694,5.49944,47.0644,149.431,7.77822,5338.86,0,0,2000,626.179,131.147,2,125.918,163.6,161.6,149.431,0,0,0,52.6259,25.8104,3,-37.6823
2103.4,37730,92.0735,5.4949,47.205,150.614,7.77822,5339.63,0,0,2000,626.179,131.147,2,125.918,164.914,162.914,150.614,0,0,0,52.6159,25.8109,3,-38.9959
2103.5,37732.5,92.0805,5.49034,47.3455,152.169,7.77822,5340.41,0,0,2000,626.179,131.147,2,125.918,166.663,164.663,152.169,0,0,0,52.6053,25.8115,3,-40.7451
2103.6,37735.1,92.0912,5.48578,47.4859,153.459,7.77822,5341.19,0,0,2000,626.179,131.147,2,125.918,168.119,166.119,153.459,0,0,0,52.5944,25.8121,3,-42.2014
2103.7,37737.7,92.1038,5.48122,47.6261,153.019,7.77822,5341.97,0,0,2000,626.179,131.147,2,125.918,167.622,165.622,153.019,0,0,0,52.5837,25.8127,3,-41.7042
2103.8,37740.2,92.1129,5.47664,47.7663,151.098,7.77822,5342.74,0,0,2000,626.179,131.147,2,125.918,165.454,163.454,151.098,0,0,0,52.5734,25.8133,3,-39.5362
2103.9,37742.8,92.1177,5.47206,47.9064,148.839,7.77822,5343.52,0,0,2000,626.179,131.147,2,125.918,162.945,160.945,148.839,0,0,0,52.5639,25.8137,3,-37.0267
2104,37745.3,92.1178,5.46747,48.0464,146.885,7.77822,5344.3,0,0,2000,626.179,131.147,2,125.918,160.776,158.776,146.885,0,0,0,52.5549,25.8141,3,-34.8577
2104.1,37747.9,92.115,5.46288,48.1862,145.413,7.77822,5345.08,0,0,2000,626.179,131.147,2,125.918,159.142,157.142,145.413,0,0,0,52.5463,25.8145,3,-33.2245
2104.2,37750.5,92.1094,5.45828,48.3259,144.34,7.77822,5345.86,0,0,2000,626.179,131.147,2,125.918,157.952,155.952,144.34,0,0,0,52.538,25.8148,3,-32.0336
2104.3,37753,92.1025,5.45368,48.4655,144.023,7.77822,5346.63,0,0,2000,626.179,131.147,2,125.918,157.599,155.599,144.023,0,0,0,52.5298,25.8151,3,-31.6814
2104.4,37755.6,92.096,5.44907,48.605,144.756,7.77822,5347.41,0,0,2000,626.179,131.147,2,125.918,158.413,156.413,144.756,0,0,0,52.5214,25.8154,3,-32.4953
2104.5,37758.1,92.0925,5.44446,48.7443,145.784,7.77822,5348.19,0,0,2000,626.179,131.147,2,125.918,159.554,157.554,145.784,0,0,0,52.5127,25.8158,3,-33.6361
2104.6,37760.7,92.0905,5.43985,48.8835,146.864,7.77822,5348.97,0,0,2000,626.179,131.147,2,125.918,160.752,158.752,146.864,0,0,0,52.5037,25.8162,3,-34.8339
2104.7,37763.3,92.0918,5.43523,49.0226,148.674,7.77822,5349.74,0,0,2000,626.179,131.147,2,125.918,162.761,160.761,148.674,0,0,0,52.4942,25.8166,3,-36.8428
2104.8,37765.8,92.0976,5.43061,49.1616,150.862,7.77822,5350.52,0,0,2000,626.179,131.147,2,125.918,165.189,163.189,150.862,0,0,0,52.4841,25.8172,3,-39.2712
2104.9,37768.4,92.1081,5.42599,49.3005,152.303,7.77822,5351.3,0,0,2000,626.179,131.147,2,125.918,166.815,164.815,152.303,0,0,0,52.4735,25.8177,3,-40.8967
2105,37770.9,92.1199,5.42137,49.4393,152.888,7.77822,5352.08,0,0,2000,626.179,131.147,2,125.918,167.474,165.474,152.888,0,0,0,52.4628,25.8183,3,-41.5565
2105.1,37773.5,92.133,5.41674,49.5779,153.484,7.77822,5352.86,0,0,2000,626.179,131.147,2,125.918,168.147,166.147,153.484,0,0,0,52.4519,25.819,3,-42.2293
2105.2,37776,92.1475,5.41211,49.7165,154.002,7.77822,5353.63,0,0,2000,626.179,131.147,2,125.918,168.732,166.732,154.002,0,0,0,52.4408,25.8196,3,-42.8139
2105.3,37778.6,92.1629,5.40748,49.855,154.586,7.77822,5354.41,0,0,2000,626.179,131.147,2,125.918,169.392,167.392,154.586,0,0,0,52.4296,25.8203,3,-43.474
2105.4,37781.2,92.1799,5.40285,49.9934,155.34,7.77822,5355.19,0,0,2000,626.179,131.147,2,125.918,170.243,168.243,155.34,0,0,0,52.4181,25.821,3,-44.3251
2105.5,37783.7,92.1985,5.39822,50.1317,156.187,7.77822,5355.97,0,0,2000,626.179,131.147,2,125.918,171.2,169.2,156.187,0,0,0,52.4064,25.8217,3,-45.2817
