# Project Volt WS11 - R34 10 Hz trace
# RULER (stock NPR-HD) / VOLT-REG / nominal / seed 23
# mass 6600 kg, payload 2900 kg, engine 4HK1-TC-ref-W, A465id 6-speed + 4.555 axle
t_s,v_kmh,grade_pct,P_wheel_kW,gear,lockup,N_eng_rpm,T_eng_Nm,P_shaft_eng_kW,fuel_g_per_s
1228.2000,79.4734,-1.5489,24.3874,6.0000,1.0000,1635.0005,173.3764,29.6850,2.1155
1228.3000,79.4881,-1.5448,23.6557,6.0000,1.0000,1635.3033,168.6862,28.8873,2.0746
1228.4000,79.5007,-1.5407,23.1203,6.0000,1.0000,1635.5621,165.2515,28.3036,2.0447
1228.5000,79.5125,-1.5366,23.2969,6.0000,1.0000,1635.8057,166.3523,28.4963,2.0548
1228.6000,79.5256,-1.5324,23.5135,6.0000,1.0000,1636.0747,167.7045,28.7327,2.0671
1228.7000,79.5381,-1.5282,23.5435,6.0000,1.0000,1636.3324,167.8702,28.7656,2.0690
1228.8000,79.5510,-1.5239,24.1215,6.0000,1.0000,1636.5973,171.5216,29.3961,2.1015
1228.9000,79.5659,-1.5196,25.1505,6.0000,1.0000,1636.9042,178.0372,30.5185,2.1593
1229.0000,79.5833,-1.5153,25.9920,6.0000,1.0000,1637.2622,183.3517,31.4363,2.2065
1229.1000,79.6019,-1.5109,26.6682,6.0000,1.0000,1637.6435,187.6106,32.1740,2.2445
1229.2000,79.6221,-1.5065,27.2407,6.0000,1.0000,1638.0595,191.2040,32.7986,2.2766
1229.3000,79.6429,-1.5021,27.2650,6.0000,1.0000,1638.4885,191.3103,32.8254,2.2782
1229.4000,79.6629,-1.4976,26.2789,6.0000,1.0000,1638.8987,184.9984,31.7504,2.2235
1229.5000,79.6787,-1.4931,24.6326,6.0000,1.0000,1639.2233,174.5042,29.9552,2.1317
1229.6000,79.6904,-1.4886,23.2872,6.0000,1.0000,1639.4650,165.9336,28.4882,2.0565
1229.7000,79.6995,-1.4840,22.5999,6.0000,1.0000,1639.6510,161.5502,27.7388,2.0180
1229.8000,79.7076,-1.4794,22.5091,6.0000,1.0000,1639.8186,160.9577,27.6399,2.0129
1229.9000,79.7159,-1.4748,22.7540,6.0000,1.0000,1639.9885,162.4968,27.9071,2.0268
1230.0000,79.7248,-1.4702,23.0358,6.0000,1.0000,1640.1727,164.2686,28.2145,2.0428
1230.1000,79.7340,-1.4655,23.2265,6.0000,1.0000,1640.3627,165.4607,28.4226,2.0536
1230.2000,79.7435,-1.4607,23.2151,6.0000,1.0000,1640.5580,165.3697,28.4103,2.0531
1230.3000,79.7524,-1.4560,22.4673,6.0000,1.0000,1640.7395,160.6055,27.5949,2.0111
1230.4000,79.7579,-1.4512,21.5280,6.0000,1.0000,1640.8544,154.6336,26.5707,1.9584
1230.5000,79.7620,-1.4464,20.4196,6.0000,1.0000,1640.9372,147.5920,25.3620,1.8959
1230.6000,79.7620,-1.4415,18.5610,6.0000,1.0000,1640.9371,135.7971,23.3352,1.7907
1230.7000,79.7569,-1.4366,16.7094,6.0000,1.0000,1640.8320,124.0536,21.3158,1.6855
1230.8000,79.7478,-1.4317,15.8729,6.0000,1.0000,1640.6452,118.7579,20.4035,1.6378
1230.9000,79.7384,-1.4268,15.7185,6.0000,1.0000,1640.4526,117.7910,20.2351,1.6288
1231.0000,79.7283,-1.4218,15.8073,6.0000,1.0000,1640.2446,118.3687,20.3317,1.6338
1231.1000,79.7191,-1.4168,16.3916,6.0000,1.0000,1640.0546,122.0916,20.9688,1.6670
1231.2000,79.7114,-1.4118,16.9445,6.0000,1.0000,1639.8974,125.6141,21.5717,1.6983
1231.3000,79.7045,-1.4067,16.8552,6.0000,1.0000,1639.7548,125.0572,21.4742,1.6932
1231.4000,79.6961,-1.4016,16.6624,6.0000,1.0000,1639.5825,123.8448,21.2637,1.6821
1231.5000,79.6880,-1.3965,17.1273,6.0000,1.0000,1639.4148,126.8100,21.7706,1.7084
1231.6000,79.6815,-1.3914,17.9513,6.0000,1.0000,1639.2813,132.0544,22.6691,1.7552
1231.7000,79.6769,-1.3862,19.2084,6.0000,1.0000,1639.1874,140.0482,24.0400,1.8264
1231.8000,79.6761,-1.3810,20.5928,6.0000,1.0000,1639.1696,148.8443,25.5496,1.9046
1231.9000,79.6777,-1.3758,21.0888,6.0000,1.0000,1639.2035,151.9928,26.0906,1.9326
1232.0000,79.6788,-1.3705,20.6499,6.0000,1.0000,1639.2267,149.2023,25.6120,1.9079
1232.1000,79.6780,-1.3652,19.8062,6.0000,1.0000,1639.2103,143.8438,24.6919,1.8602
1232.2000,79.6748,-1.3599,18.5564,6.0000,1.0000,1639.1439,135.9094,23.3290,1.7894
1232.3000,79.6677,-1.3546,17.5877,6.0000,1.0000,1638.9985,129.7657,22.2724,1.7344
1232.4000,79.6596,-1.3492,17.9113,6.0000,1.0000,1638.8308,131.8347,22.6252,1.7526
1232.5000,79.6537,-1.3438,19.3925,6.0000,1.0000,1638.7102,141.2570,24.2405,1.8365
1232.6000,79.6523,-1.3384,21.5041,6.0000,1.0000,1638.6800,154.6786,26.5432,1.9557
1232.7000,79.6560,-1.3330,23.1838,6.0000,1.0000,1638.7579,165.3450,28.3749,2.0502
1232.8000,79.6621,-1.3275,24.1329,6.0000,1.0000,1638.8835,171.3638,29.4101,2.1035
1232.9000,79.6700,-1.3220,23.9179,6.0000,1.0000,1639.0458,169.9815,29.1757,2.0916
1233.0000,79.6747,-1.3165,22.4104,6.0000,1.0000,1639.1420,160.3943,27.5318,2.0070
1233.1000,79.6751,-1.3109,20.4101,6.0000,1.0000,1639.1491,147.6856,25.3504,1.8943
1233.2000,79.6699,-1.3054,18.8145,6.0000,1.0000,1639.0425,137.5570,23.6103,1.8040
1233.3000,79.6623,-1.2998,17.9720,6.0000,1.0000,1638.8867,132.2160,22.6914,1.7561
1233.4000,79.6528,-1.2941,17.7200,6.0000,1.0000,1638.6907,130.6299,22.4165,1.7417
1233.5000,79.6437,-1.2885,18.1202,6.0000,1.0000,1638.5034,133.1874,22.8528,1.7643
1233.6000,79.6357,-1.2828,18.9679,6.0000,1.0000,1638.3394,138.5887,23.7772,1.8123
1233.7000,79.6303,-1.2771,19.9662,6.0000,1.0000,1638.2275,144.9437,24.8658,1.8687
1233.8000,79.6267,-1.2714,20.3841,6.0000,1.0000,1638.1535,147.6063,25.3214,1.8922
1233.9000,79.6228,-1.2657,20.3377,6.0000,1.0000,1638.0747,147.3181,25.2708,1.8896
1234.0000,79.6186,-1.2599,19.9079,6.0000,1.0000,1637.9884,144.5929,24.8020,1.8652
1234.1000,79.6124,-1.2541,18.8906,6.0000,1.0000,1637.8600,138.1355,23.6925,1.8076
1234.2000,79.6030,-1.2483,17.4773,6.0000,1.0000,1637.6670,129.1642,22.1512,1.7273
1234.3000,79.5897,-1.2425,15.9813,6.0000,1.0000,1637.3934,119.6701,20.5195,1.6420
1234.4000,79.5729,-1.2366,14.6501,6.0000,1.0000,1637.0474,111.2259,19.0676,1.5659
1234.5000,79.5530,-1.2307,13.7903,6.0000,1.0000,1636.6371,105.7817,18.1297,1.5164
1234.6000,79.5317,-1.2248,13.0239,6.0000,1.0000,1636.2006,100.9302,17.2936,1.4723
1234.7000,79.5078,-1.2189,11.9257,6.0000,1.0000,1635.7089,93.9667,16.0957,1.4090
1234.8000,79.4811,-1.2130,11.0506,6.0000,1.0000,1635.1588,88.4236,15.1411,1.3583
1234.9000,79.4527,-1.2070,10.6931,6.0000,1.0000,1634.5756,86.1749,14.7508,1.3374
1235.0000,79.4240,-1.2011,10.6770,6.0000,1.0000,1633.9845,86.1014,14.7328,1.3361
1235.1000,79.3953,-1.1951,11.1749,6.0000,1.0000,1633.3936,89.3046,15.2754,1.3644
1235.2000,79.3686,-1.1891,12.4321,6.0000,1.0000,1632.8451,97.3501,16.6460,1.4364
1235.3000,79.3456,-1.1830,14.1311,6.0000,1.0000,1632.3710,108.2155,18.4985,1.5335
1235.4000,79.3267,-1.1770,15.7742,6.0000,1.0000,1631.9824,118.7244,20.2901,1.6271
1235.5000,79.3111,-1.1709,16.8932,6.0000,1.0000,1631.6623,125.8880,21.5101,1.6906
1235.6000,79.2972,-1.1648,17.6729,6.0000,1.0000,1631.3762,130.8864,22.3603,1.7347
1235.7000,79.2850,-1.1587,18.2267,6.0000,1.0000,1631.1252,134.4413,22.9640,1.7660
1235.8000,79.2734,-1.1526,18.5570,6.0000,1.0000,1630.8859,136.5693,23.3241,1.7846
1235.9000,79.2624,-1.1465,19.0154,6.0000,1.0000,1630.6598,139.5144,23.8238,1.8104
1236.0000,79.2526,-1.1403,19.6767,6.0000,1.0000,1630.4578,143.7549,24.5449,1.8477
1236.1000,79.2444,-1.1342,20.2075,6.0000,1.0000,1630.2888,147.1597,25.1236,1.8776
1236.2000,79.2367,-1.1280,20.8636,6.0000,1.0000,1630.1310,151.3644,25.8390,1.9145
1236.3000,79.2312,-1.1218,21.7034,6.0000,1.0000,1630.0184,156.7400,26.7548,1.9618
1236.4000,79.2272,-1.1155,21.8883,6.0000,1.0000,1629.9348,157.9289,26.9563,1.9722
1236.5000,79.2222,-1.1093,21.7822,6.0000,1.0000,1629.8320,157.2603,26.8405,1.9661
1236.6000,79.2172,-1.1031,22.6936,6.0000,1.0000,1629.7297,163.0939,27.8344,2.0173
1236.7000,79.2161,-1.0968,24.3924,6.0000,1.0000,1629.7080,173.9512,29.6870,2.1126
1236.8000,79.2189,-1.0905,26.4267,6.0000,1.0000,1629.7637,186.9438,31.9054,2.2263
1236.9000,79.2271,-1.0842,29.1761,6.0000,1.0000,1629.9325,204.4909,34.9038,2.3792
1237.0000,79.2424,-1.0779,32.3547,6.0000,1.0000,1630.2481,224.7571,38.3703,2.5550
1237.1000,79.2652,-1.0715,34.5266,6.0000,1.0000,1630.7181,238.5640,40.7392,2.6747
1237.2000,79.2904,-1.0652,35.6669,6.0000,1.0000,1631.2353,245.7700,41.9831,2.7374
1237.3000,79.3181,-1.0588,36.6471,6.0000,1.0000,1631.8054,251.9417,43.0524,2.7914
1237.4000,79.3473,-1.0524,37.3002,6.0000,1.0000,1632.4066,256.0176,43.7650,2.8274
1237.5000,79.3775,-1.0460,37.3710,6.0000,1.0000,1633.0285,256.3736,43.8425,2.8316
1237.6000,79.4065,-1.0396,37.4751,6.0000,1.0000,1633.6243,256.9463,43.9565,2.8377
1237.7000,79.4366,-1.0332,37.8511,6.0000,1.0000,1634.2441,259.2473,44.3670,2.8585
1237.8000,79.4668,-1.0267,37.4701,6.0000,1.0000,1634.8643,256.7242,43.9518,2.8382
1237.9000,79.4945,-1.0202,36.7569,6.0000,1.0000,1635.4345,252.0960,43.1745,2.7996
1238.0000,79.5207,-1.0138,36.6546,6.0000,1.0000,1635.9728,251.3637,43.0633,2.7944
1238.1000,79.5473,-1.0073,36.5380,6.0000,1.0000,1636.5210,250.5399,42.9365,2.7884
1238.2000,79.5723,-1.0008,35.9566,6.0000,1.0000,1637.0359,246.7642,42.3028,2.7569
1238.3000,79.5956,-0.9942,35.7132,6.0000,1.0000,1637.5154,245.1459,42.0377,2.7439
1238.4000,79.6189,-0.9877,35.9626,6.0000,1.0000,1637.9948,246.6618,42.3100,2.7578
1238.5000,79.6429,-0.9811,35.8657,6.0000,1.0000,1638.4870,245.9737,42.2046,2.7528
1238.6000,79.6651,-0.9746,35.4749,6.0000,1.0000,1638.9451,243.4237,41.7788,2.7317
1238.7000,79.6866,-0.9680,35.6964,6.0000,1.0000,1639.3875,244.7668,42.0206,2.7441
1238.8000,79.7094,-0.9614,36.3425,6.0000,1.0000,1639.8557,248.8019,42.7256,2.7798
1238.9000,79.7334,-0.9548,36.7619,6.0000,1.0000,1640.3493,251.3914,43.1832,2.8030
1239.0000,79.7576,-0.9482,37.2451,6.0000,1.0000,1640.8465,254.3839,43.7105,2.8297
1239.1000,79.7833,-0.9415,38.2526,6.0000,1.0000,1641.3753,260.6961,44.8096,2.8849
1239.2000,79.8116,-0.9349,39.0026,6.0000,1.0000,1641.9584,265.3624,45.6279,2.9261
1239.3000,79.8402,-0.9283,38.8865,6.0000,1.0000,1642.5476,264.5330,45.5016,2.9201
1239.4000,79.8674,-0.9216,38.1159,6.0000,1.0000,1643.1069,259.5616,44.6617,2.8786
1239.5000,79.8918,-0.9149,37.0056,6.0000,1.0000,1643.6087,252.4494,43.4512,2.8183
1239.6000,79.9132,-0.9082,35.4578,6.0000,1.0000,1644.0479,242.5795,41.7635,2.7340
1239.7000,79.9297,-0.9015,33.6963,6.0000,1.0000,1644.3876,231.3753,39.8428,2.6376
1239.8000,79.9422,-0.8948,32.2714,6.0000,1.0000,1644.6444,222.3182,38.2891,2.5593
1239.9000,79.9514,-0.8881,31.2914,6.0000,1.0000,1644.8349,216.0883,37.2205,2.5054
1240.0000,79.9588,-0.8814,30.8622,6.0000,1.0000,1644.9861,213.3519,36.7525,2.4817
1240.1000,79.9655,-0.8747,31.2740,6.0000,1.0000,1645.1247,215.9413,37.2017,2.5046
1240.2000,79.9743,-0.8679,31.5706,6.0000,1.0000,1645.3058,217.7954,37.5253,2.5211
1240.3000,79.9820,-0.8612,31.2736,6.0000,1.0000,1645.4629,215.8960,37.2016,2.5048
1240.4000,79.9889,-0.8544,31.0368,6.0000,1.0000,1645.6050,214.3788,36.9433,2.4918
1240.5000,79.9949,-0.8477,30.6123,6.0000,1.0000,1645.7289,211.6772,36.4805,2.4684
1240.6000,79.9993,-0.8409,29.8592,6.0000,1.0000,1645.8197,206.9011,35.6594,2.4268
1240.7000,80.0013,-0.8342,29.5449,6.0000,1.0000,1645.8606,204.9073,35.3166,2.4094
1240.8000,80.0037,-0.8274,29.5655,6.0000,1.0000,1645.9111,205.0312,35.3391,2.4105
1240.9000,80.0054,-0.8206,29.3523,6.0000,1.0000,1645.9443,203.6786,35.1066,2.3987
1241.0000,80.0063,-0.8138,29.1283,6.0000,1.0000,1645.9645,202.2591,34.8624,2.3863
1241.1000,80.0064,-0.8070,28.8488,6.0000,1.0000,1645.9664,200.4901,34.5575,2.3708
1241.2000,80.0056,-0.8002,28.3330,6.0000,1.0000,1645.9500,197.2291,33.9951,2.3422
1241.3000,80.0028,-0.7934,28.2993,6.0000,1.0000,1645.8924,197.0222,33.9582,2.3403
1241.4000,80.0014,-0.7867,28.6975,6.0000,1.0000,1645.8634,199.5450,34.3925,2.3624
1241.5000,80.0000,-0.7799,28.9096,6.0000,1.0000,1645.8351,200.8904,34.6237,2.3741
1241.6000,79.9992,-0.7730,28.7338,6.0000,1.0000,1645.8175,199.7804,34.4321,2.3643
1241.7000,79.9965,-0.7662,28.2290,6.0000,1.0000,1645.7627,196.5923,33.8815,2.3363
1241.8000,79.9928,-0.7594,27.4560,6.0000,1.0000,1645.6867,191.7101,33.0385,2.2932
1241.9000,79.9861,-0.7526,26.4587,6.0000,1.0000,1645.5478,185.4141,31.9508,2.2376
1242.0000,79.9772,-0.7458,25.6240,6.0000,1.0000,1645.3661,180.1513,31.0405,2.1909
1242.1000,79.9661,-0.7390,25.4169,6.0000,1.0000,1645.1374,178.8641,30.8144,2.1792
1242.2000,79.9559,-0.7322,26.0639,6.0000,1.0000,1644.9272,182.9821,31.5198,2.2152
1242.3000,79.9474,-0.7254,27.2279,6.0000,1.0000,1644.7529,190.3706,32.7891,2.2800
1242.4000,79.9423,-0.7186,28.9671,6.0000,1.0000,1644.6471,201.3949,34.6857,2.3766
1242.5000,79.9416,-0.7118,30.7986,6.0000,1.0000,1644.6328,212.9938,36.6830,2.4780
1242.6000,79.9447,-0.7050,32.0295,6.0000,1.0000,1644.6956,220.7797,38.0254,2.5460
1242.7000,79.9493,-0.6982,32.7631,6.0000,1.0000,1644.7910,225.4121,38.8255,2.5865
1242.8000,79.9553,-0.6913,32.6977,6.0000,1.0000,1644.9151,224.9812,38.7542,2.5830
1242.9000,79.9592,-0.6845,31.8563,6.0000,1.0000,1644.9940,219.6444,37.8367,2.5366
1243.0000,79.9607,-0.6777,31.4262,6.0000,1.0000,1645.0264,216.9175,37.3677,2.5129
1243.1000,79.9621,-0.6709,31.9901,6.0000,1.0000,1645.0539,220.4837,37.9826,2.5441
1243.2000,79.9658,-0.6641,33.0127,6.0000,1.0000,1645.1315,226.9462,39.0978,2.6004
1243.3000,79.9715,-0.6573,34.1469,6.0000,1.0000,1645.2484,234.1098,40.3348,2.6629
1243.4000,79.9802,-0.6505,35.1704,6.0000,1.0000,1645.4260,240.5630,41.4511,2.7191
1243.5000,79.9902,-0.6437,35.5684,6.0000,1.0000,1645.6319,243.0522,41.8852,2.7410
1243.6000,80.0002,-0.6369,34.9640,6.0000,1.0000,1645.8375,239.1985,41.2263,2.7081
1243.7000,80.0068,-0.6301,33.7960,6.0000,1.0000,1645.9741,231.7893,39.9526,2.6440
1243.8000,80.0108,-0.6233,32.8483,6.0000,1.0000,1646.0561,225.7822,38.9191,2.5920
1243.9000,80.0125,-0.6166,32.1952,6.0000,1.0000,1646.0908,221.6458,38.2069,2.5560
1244.0000,80.0129,-0.6098,31.7330,6.0000,1.0000,1646.0998,218.7207,37.7029,2.5305
1244.1000,80.0119,-0.6030,31.7463,6.0000,1.0000,1646.0800,218.8077,37.7174,2.5312
1244.2000,80.0120,-0.5962,32.0283,6.0000,1.0000,1646.0809,220.5917,38.0250,2.5468
1244.3000,80.0119,-0.5895,31.6599,6.0000,1.0000,1646.0791,218.2611,37.6232,2.5265
1244.4000,80.0097,-0.5827,30.7725,6.0000,1.0000,1646.0347,212.6524,36.6554,2.4774
1244.5000,80.0050,-0.5759,29.5541,6.0000,1.0000,1645.9375,204.9562,35.3267,2.4099
1244.6000,79.9967,-0.5692,27.9473,6.0000,1.0000,1645.7659,194.8097,33.5743,2.3206
1244.7000,79.9840,-0.5624,26.1330,6.0000,1.0000,1645.5041,183.3577,31.5956,2.2194
1244.8000,79.9667,-0.5557,25.3027,6.0000,1.0000,1645.1481,178.1405,30.6900,2.1728
1244.9000,79.9496,-0.5490,26.0837,6.0000,1.0000,1644.7979,183.1214,31.5414,2.2162
1245.0000,79.9356,-0.5422,27.6163,6.0000,1.0000,1644.5101,192.8574,33.2125,2.3014
1245.1000,79.9255,-0.5355,29.5657,6.0000,1.0000,1644.3008,205.2276,35.3383,2.4096
1245.2000,79.9203,-0.5288,31.5196,6.0000,1.0000,1644.1942,217.6155,37.4690,2.5176
1245.3000,79.9189,-0.5221,32.9030,6.0000,1.0000,1644.1660,226.3814,38.9776,2.5938
1245.4000,79.9198,-0.5154,33.2551,6.0000,1.0000,1644.1846,228.6087,39.3615,2.6132
1245.5000,79.9197,-0.5088,32.8106,6.0000,1.0000,1644.1812,225.7940,38.8768,2.5887
1245.6000,79.9180,-0.5021,31.9427,6.0000,1.0000,1644.1473,220.3013,37.9303,2.5409
1245.7000,79.9133,-0.4954,31.0399,6.0000,1.0000,1644.0504,214.5957,36.9458,2.4910
1245.8000,79.9070,-0.4888,30.5337,6.0000,1.0000,1643.9199,211.4052,36.3936,2.4629
1245.9000,79.8994,-0.4821,30.2400,6.0000,1.0000,1643.7651,209.5637,36.0732,2.4466
1246.0000,79.8913,-0.4755,29.9392,6.0000,1.0000,1643.5976,207.6789,35.7451,2.4298
1246.1000,79.8819,-0.4689,29.8094,6.0000,1.0000,1643.4051,206.8798,35.6034,2.4225
1246.2000,79.8728,-0.4623,30.5060,6.0000,1.0000,1643.2167,211.3174,36.3629,2.4610
1246.3000,79.8663,-0.4557,31.4894,6.0000,1.0000,1643.0837,217.5669,37.4353,2.5152
1246.4000,79.8614,-0.4491,32.3945,6.0000,1.0000,1642.9823,223.3167,38.4222,2.5651
1246.5000,79.8588,-0.4425,33.4165,6.0000,1.0000,1642.9287,229.8019,39.5367,2.6213
1246.6000,79.8582,-0.4359,34.1221,6.0000,1.0000,1642.9179,234.2758,40.3062,2.6600
1246.7000,79.8585,-0.4294,34.2711,6.0000,1.0000,1642.9238,235.2194,40.4687,2.6682
1246.8000,79.8583,-0.4228,34.3825,6.0000,1.0000,1642.9182,235.9259,40.5901,2.6743
1246.9000,79.8586,-0.4163,34.7531,6.0000,1.0000,1642.9259,238.2744,40.9943,2.6947
1247.0000,79.8597,-0.4098,35.5679,6.0000,1.0000,1642.9472,243.4359,41.8829,2.7393
1247.1000,79.8634,-0.4032,37.6284,6.0000,1.0000,1643.0249,256.4844,44.1300,2.8519
1247.2000,79.8738,-0.3967,40.3314,6.0000,1.0000,1643.2371,273.5818,47.0778,2.9990
1247.3000,79.8898,-0.3903,42.1176,6.0000,1.0000,1643.5674,284.8456,49.0259,3.0959
1247.4000,79.9080,-0.3838,42.9489,6.0000,1.0000,1643.9425,290.0476,49.9326,3.1410
1247.5000,79.9275,-0.3773,43.4902,6.0000,1.0000,1644.3424,293.4072,50.5233,3.1705
1247.6000,79.9477,-0.3709,43.2299,6.0000,1.0000,1644.7587,291.6865,50.2397,3.1567
1247.7000,79.9654,-0.3644,42.5648,6.0000,1.0000,1645.1219,287.4128,49.5146,3.1210
1247.8000,79.9819,-0.3580,42.4798,6.0000,1.0000,1645.4625,286.8173,49.4222,3.1167
1247.9000,79.9987,-0.3516,42.2437,6.0000,1.0000,1645.8064,285.2644,49.1649,3.1042
1248.0000,80.0136,-0.3452,41.3517,6.0000,1.0000,1646.1131,279.5698,48.1924,3.0561
1248.1000,80.0256,-0.3388,40.2031,6.0000,1.0000,1646.3598,272.2631,46.9399,2.9941
1248.2000,80.0345,-0.3324,39.7647,6.0000,1.0000,1646.5446,269.4605,46.4619,2.9704
1248.3000,80.0440,-0.3261,39.8155,6.0000,1.0000,1646.7388,269.7511,46.5175,2.9733
1248.4000,80.0527,-0.3197,40.5113,6.0000,1.0000,1646.9186,274.1220,47.2764,3.0111
1248.5000,80.0650,-0.3134,42.4770,6.0000,1.0000,1647.1705,286.5086,49.4202,3.1176
1248.6000,80.0825,-0.3071,44.7472,6.0000,1.0000,1647.5307,300.7967,51.8962,3.2402
1248.7000,80.1049,-0.3008,46.3354,6.0000,1.0000,1647.9919,310.7500,53.6284,3.3257
1248.8000,80.1293,-0.2945,48.0754,6.0000,1.0000,1648.4946,321.6489,55.5262,3.4227
1248.9000,80.1594,-0.2882,50.0795,6.0000,1.0000,1649.1127,334.1862,57.7122,3.5370
1249.0000,80.1926,-0.2819,51.3419,6.0000,1.0000,1649.7972,342.0186,59.0893,3.6092
1249.1000,80.2280,-0.2757,52.0432,6.0000,1.0000,1650.5245,346.2955,59.8546,3.6495
1249.2000,80.2639,-0.2695,52.0175,6.0000,1.0000,1651.2636,345.9815,59.8271,3.6485
1249.3000,80.2985,-0.2633,51.1924,6.0000,1.0000,1651.9751,340.6337,58.9277,3.6019
1249.4000,80.3299,-0.2570,49.9019,6.0000,1.0000,1652.6211,332.3716,57.5209,3.5289
1249.5000,80.3578,-0.2509,48.3638,6.0000,1.0000,1653.1951,322.5693,55.8439,3.4417
1249.6000,80.3814,-0.2447,47.6614,6.0000,1.0000,1653.6803,318.0534,55.0783,3.4021
1249.7000,80.4054,-0.2385,48.0551,6.0000,1.0000,1654.1748,320.4390,55.5080,3.4247
1249.8000,80.4303,-0.2324,48.7823,6.0000,1.0000,1654.6864,324.9181,56.3013,3.4664
1249.9000,80.4572,-0.2263,50.5413,6.0000,1.0000,1655.2394,335.8782,58.2199,3.5668
1250.0000,80.4897,-0.2202,52.9939,6.0000,1.0000,1655.9089,351.1690,60.8949,3.7066
1250.1000,80.5275,-0.2141,54.8589,6.0000,1.0000,1656.6860,362.7305,62.9293,3.8132
1250.2000,80.5681,-0.2080,55.9675,6.0000,1.0000,1657.5220,369.5155,64.1388,3.8767
1250.3000,80.6104,-0.2020,56.3816,6.0000,1.0000,1658.3920,371.9253,64.5909,3.9007
1250.4000,80.6523,-0.1959,55.7497,6.0000,1.0000,1659.2538,367.7696,63.9024,3.8653
1250.5000,80.6909,-0.1899,55.0524,6.0000,1.0000,1660.0489,363.2222,63.1425,3.8261
1250.6000,80.7289,-0.1839,54.4860,6.0000,1.0000,1660.8299,359.5034,62.5254,3.7943
1250.7000,80.7643,-0.1779,53.6101,6.0000,1.0000,1661.5570,353.8589,61.5707,3.7449
1250.8000,80.7975,-0.1720,53.2099,6.0000,1.0000,1662.2407,351.2091,61.1348,3.7225
1250.9000,80.8303,-0.1660,53.2291,6.0000,1.0000,1662.9167,351.1892,61.1562,3.7240
1251.0000,80.8630,-0.1601,52.9190,6.0000,1.0000,1663.5896,349.1085,60.8184,3.7067
1251.1000,80.8938,-0.1542,52.1415,6.0000,1.0000,1664.2232,344.1126,59.9709,3.6629
1251.2000,80.9223,-0.1483,51.2089,6.0000,1.0000,1664.8091,338.1604,58.9544,3.6102
1251.3000,80.9482,-0.1424,50.3695,6.0000,1.0000,1665.3413,332.8055,58.0393,3.5627
1251.4000,80.9722,-0.1365,49.3458,6.0000,1.0000,1665.8351,326.3087,56.9232,3.5048
1251.5000,80.9927,-0.1307,48.5279,6.0000,1.0000,1666.2578,321.1164,56.0316,3.4585
1251.6000,81.0124,-0.1249,48.2893,6.0000,1.0000,1666.6625,319.5488,55.7716,3.4451
1251.7000,81.0313,-0.1191,48.4040,6.0000,1.0000,1667.0517,320.1921,55.8970,3.4519
1251.8000,81.0510,-0.1133,48.6040,6.0000,1.0000,1667.4569,321.3652,56.1154,3.4635
1251.9000,81.0704,-0.1076,48.9260,6.0000,1.0000,1667.8547,323.3004,56.4668,3.4820
1252.0000,81.0911,-0.1018,49.3660,6.0000,1.0000,1668.2803,325.9663,56.9469,3.5073
1252.1000,81.1119,-0.0961,49.8329,6.0000,1.0000,1668.7097,328.7976,57.4564,3.5341
1252.2000,81.1343,-0.0905,50.5561,6.0000,1.0000,1669.1694,333.2209,58.2454,3.5755
1252.3000,81.1580,-0.0848,51.6251,6.0000,1.0000,1669.6573,339.7926,59.4114,3.6366
1252.4000,81.1848,-0.0791,53.0632,6.0000,1.0000,1670.2083,348.6493,60.9801,3.7187
1252.5000,81.2146,-0.0735,54.0625,6.0000,1.0000,1670.8225,354.7516,62.0702,3.7759
1252.6000,81.2455,-0.0679,55.0702,6.0000,1.0000,1671.4574,360.8977,63.1696,3.8336
1252.7000,81.2794,-0.0624,56.8317,6.0000,1.0000,1672.1560,371.7195,65.0910,3.9342
1252.8000,81.3179,-0.0568,58.7076,6.0000,1.0000,1672.9470,383.2241,67.1373,4.0414
1252.9000,81.3599,-0.0513,59.8778,6.0000,1.0000,1673.8118,390.3096,68.4139,4.1084
1253.0000,81.4031,-0.0458,61.1142,6.0000,1.0000,1674.7010,397.7944,69.7629,4.1793
1253.1000,81.4503,-0.0403,62.1828,6.0000,1.0000,1675.6702,404.2086,70.9288,4.2406
1253.2000,81.4977,-0.0348,61.7583,6.0000,1.0000,1676.6471,401.3400,70.4665,4.2170
1253.3000,81.5422,-0.0293,60.0679,6.0000,1.0000,1677.5615,390.6315,68.6237,4.1214
1253.4000,81.5812,-0.0239,58.1900,6.0000,1.0000,1678.3634,378.7960,66.5764,4.0150
1253.5000,81.6163,-0.0185,56.3614,6.0000,1.0000,1679.0860,367.2948,64.5827,3.9114
1253.6000,81.6462,-0.0131,54.6525,6.0000,1.0000,1679.7015,356.5680,62.7196,3.8146
1253.7000,81.6729,-0.0078,53.6988,6.0000,1.0000,1680.2500,350.5429,61.6799,3.7606
1253.8000,81.6978,-0.0025,53.4378,6.0000,1.0000,1680.7638,348.8207,61.3956,3.7461
1253.9000,81.7228,0.0029,53.6222,6.0000,1.0000,1681.2767,349.8584,61.5971,3.7569
1254.0000,81.7481,0.0081,53.9414,6.0000,1.0000,1681.7974,351.7282,61.9455,3.7753
1254.1000,81.7740,0.0134,54.2590,6.0000,1.0000,1682.3299,353.5852,62.2922,3.7937
