t_s,x_m,v_kmh,grade_pct,z_m,P_wheel_kW,fuel_g_per_s,fuel_cum_g,P_friction_brake_kW,trip_time_flag,N_eng_rpm,T_eng_Nm,P_shaft_eng_kW,engine_state,P_gen_bus_kW,P_bus_load_kW,P_motor_bus_kW,P_motor_mech_kW,P_regen_pack_kW,P_heater_kW,P_resistor_kW,soc_pct,T_pack_C,genset_state,P_batt_bus_kW
300,3092.45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,43.5297,25.4967,0,-2
300.1,3092.45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,43.5292,25.4967,0,-2
300.2,3092.45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,43.5286,25.4966,0,-2
300.3,3092.45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,43.5281,25.4966,0,-2
300.4,3092.45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,43.5276,25.4965,0,-2
300.5,3092.45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,43.5271,25.4965,0,-2
300.6,3092.45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,43.5266,25.4964,0,-2
300.7,3092.45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,43.5261,25.4964,0,-2
300.8,3092.45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,43.5255,25.4963,0,-2
300.9,3092.45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,43.525,25.4963,0,-2
301,3092.45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,43.5245,25.4962,0,-2
301.1,3092.45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,43.524,25.4962,0,-2
301.2,3092.45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,43.5235,25.4961,0,-2
301.3,3092.45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,43.523,25.4961,0,-2
301.4,3092.45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,43.5224,25.496,0,-2
301.5,3092.45,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,43.5219,25.496,0,-2
