t_s,x_m,v_kmh,grade_pct,z_m,P_wheel_kW,fuel_g_per_s,fuel_cum_g,P_friction_brake_kW,trip_time_flag,N_eng_rpm,T_eng_Nm,P_shaft_eng_kW,engine_state,P_gen_bus_kW,P_bus_load_kW,P_motor_bus_kW,P_motor_mech_kW,P_regen_pack_kW,P_heater_kW,P_resistor_kW,soc_pct,T_pack_C,genset_state,P_batt_bus_kW
0,0,0.238407,0,0,0.339619,0,0,0,0,0,0,0,0,0,4.36352,2.36352,0.339619,0,0,0,54.9989,25,0,-4.36352
0.1,0.0099336,0.476813,0,0,0.779585,0,0,0,0,0,0,0,0,0,5.23346,3.23346,0.779585,0,0,0,54.9975,25,0,-5.23346
0.2,0.0275933,0.794688,0,0,1.6338,0,0,0,0,0,0,0,0,0,6.99008,4.99008,1.6338,0,0,0,54.9957,25,0,-6.99008
0.3,0.0551866,1.19203,0,0,2.70159,0,0,0,0,0,0,0,0,0,8.54626,6.54626,2.70159,0,0,0,54.9935,25.0001,0,-8.54626
0.4,0.0938172,1.58937,0,0,3.60217,0,0,0,0,0,0,0,0,0,9.48449,7.48449,3.60217,0,0,0,54.9911,25.0001,0,-9.48449
0.5,0.143485,1.9867,0,0,4.50279,0,0,0,0,0,0,0,0,0,10.4329,8.43289,4.50279,0,0,0,54.9884,25.0001,0,-10.4329
0.6,0.20419,2.38403,0,0,5.40342,0,0,0,0,0,0,0,0,0,11.3813,9.38131,5.40342,0,0,0,54.9854,25.0002,0,-11.3813
0.7,0.275931,2.78135,0,0,6.30407,0,0,0,0,0,0,0,0,0,12.3297,10.3297,6.30407,0,0,0,54.9822,25.0002,0,-12.3297
0.8,0.358709,3.17865,0,0,7.2047,0,0,0,0,0,0,0,0,0,13.2787,11.2787,7.2047,0,0,0,54.9788,25.0003,0,-13.2787
0.9,0.452522,3.57593,0,0,8.10528,0,0,0,0,0,0,0,0,0,14.2276,12.2276,8.10528,0,0,0,54.9751,25.0004,0,-14.2276
1,0.557371,3.97319,0,0,9.00578,0,0,0,0,0,0,0,0,0,15.1764,13.1764,9.00578,0,0,0,54.9712,25.0005,0,-15.1764
1.1,0.673255,4.37042,0,0,9.90615,0,0,0,0,0,0,0,0,0,16.1252,14.1252,9.90615,0,0,0,54.967,25.0006,0,-16.1252
1.2,0.800172,4.76761,0,0,10.8064,0,0,0,0,0,0,0,0,0,17.0741,15.0741,10.8064,0,0,0,54.9626,25.0007,0,-17.0741
1.3,0.938121,5.16476,0,0,11.7063,0,0,0,0,0,0,0,0,0,18.0228,16.0228,11.7063,0,0,0,54.958,25.0008,0,-18.0228
1.4,1.0871,5.56185,0,0,12.606,0,0,0,0,0,0,0,0,0,18.971,16.971,12.606,0,0,0,54.9531,25.001,0,-18.971
1.5,1.24711,5.95889,0,0,13.5053,0,0,0,0,0,0,0,0,0,19.9193,17.9193,13.5053,0,0,0,54.9479,25.0011,0,-19.9193
1.6,1.41815,6.35585,0,0,14.4041,0,0,0,0,0,0,0,0,0,20.8672,18.8672,14.4041,0,0,0,54.9425,25.0013,0,-20.8672
1.7,1.60021,6.75274,0,0,15.3024,0,0,0,0,0,0,0,0,0,21.8143,19.8143,15.3024,0,0,0,54.9369,25.0015,0,-21.8143
1.8,1.7933,7.14953,0,0,16.2001,0,0,0,0,0,0,0,0,0,22.761,20.761,16.2001,0,0,0,54.931,25.0017,0,-22.761
1.9,1.99741,7.54622,0,0,17.0971,0,0,0,0,0,0,0,0,0,23.707,21.707,17.0971,0,0,0,54.9249,25.0019,0,-23.707
2,2.21253,7.94281,0,0,17.9932,0,0,0,0,0,0,0,0,0,24.6521,22.6521,17.9932,0,0,0,54.9185,25.0021,0,-24.6521
2.1,2.43867,8.33926,0,0,18.8884,0,0,0,0,0,0,0,0,0,25.5961,23.5961,18.8884,0,0,0,54.9119,25.0024,0,-25.5961
2.2,2.67582,8.73558,0,0,19.7825,0,0,0,0,0,0,0,0,0,26.5394,24.5394,19.7825,0,0,0,54.9051,25.0026,0,-26.5394
2.3,2.92398,9.13174,0,0,20.6755,0,0,0,0,0,0,0,0,0,27.4813,25.4813,20.6755,0,0,0,54.8979,25.0029,0,-27.4813
2.4,3.18314,9.52774,0,0,21.5671,0,0,0,0,0,0,0,0,0,28.4217,26.4217,21.5671,0,0,0,54.8906,25.0032,0,-28.4217
2.5,3.4533,9.92356,0,0,22.4572,0,0,0,0,0,0,0,0,0,29.3607,27.3607,22.4572,0,0,0,54.883,25.0036,0,-29.3607
2.6,3.73445,10.3192,0,0,23.3458,0,0,0,0,0,0,0,0,0,30.2981,28.2981,23.3458,0,0,0,54.8752,25.0039,0,-30.2981
2.7,4.02658,10.7146,0,0,24.2326,0,0,0,0,0,0,0,0,0,31.2336,29.2336,24.2326,0,0,0,54.8671,25.0043,0,-31.2336
2.8,4.3297,11.1098,0,0,25.1175,0,0,0,0,0,0,0,0,0,32.1668,30.1668,25.1175,0,0,0,54.8588,25.0047,0,-32.1668
2.9,4.64379,11.5047,0,0,26.0003,0,0,0,0,0,0,0,0,0,33.0982,31.0982,26.0003,0,0,0,54.8503,25.0052,0,-33.0982
3,4.96884,11.8994,0,0,26.8808,0,0,0,0,0,0,0,0,0,34.027,32.027,26.8808,0,0,0,54.8415,25.0056,0,-34.027
3.1,5.30486,12.2937,0,0,27.7589,0,0,0,0,0,0,0,0,0,34.9531,32.9531,27.7589,0,0,0,54.8324,25.0061,0,-34.9531
3.2,5.65182,12.6878,0,0,28.6344,0,0,0,0,0,0,0,0,0,35.8764,33.8764,28.6344,0,0,0,54.8232,25.0066,0,-35.8764
3.3,6.00973,13.0816,0,0,29.5072,0,0,0,0,0,0,0,0,0,36.797,34.797,29.5072,0,0,0,54.8137,25.0071,0,-36.797
3.4,6.37857,13.475,0,0,30.3769,0,0,0,0,0,0,0,0,0,37.7142,35.7142,30.3769,0,0,0,54.8039,25.0077,0,-37.7142
3.5,6.75834,13.868,0,0,31.2434,0,0,0,0,0,0,0,0,0,38.6279,36.6279,31.2434,0,0,0,54.7939,25.0083,0,-38.6279
3.6,7.14901,14.2607,0,0,32.1066,0,0,0,0,0,0,0,0,0,39.5381,37.5381,32.1066,0,0,0,54.7837,25.0089,0,-39.5381
3.7,7.55059,14.6529,0,0,32.9661,0,0,0,0,0,0,0,0,0,40.4444,38.4444,32.9661,0,0,0,54.7733,25.0096,0,-40.4444
3.8,7.96306,15.0447,0,0,33.8219,0,0,0,0,0,0,0,0,0,41.3465,39.3465,33.8219,0,0,0,54.7626,25.0102,0,-41.3465
3.9,8.3864,15.4361,0,0,34.6736,0,0,0,0,0,0,0,0,0,42.2442,40.2442,34.6736,0,0,0,54.7517,25.0109,0,-42.2442
4,8.82061,15.827,0,0,35.521,0,0,0,0,0,0,0,0,0,43.1376,41.1376,35.521,0,0,0,54.7405,25.0117,0,-43.1376
4.1,9.26567,16.2174,0,0,36.364,0,0,0,0,0,0,0,0,0,44.026,42.026,36.364,0,0,0,54.7292,25.0125,0,-44.026
4.2,9.72157,16.6072,0,0,37.2023,0,0,0,0,0,0,0,0,0,44.9092,42.9092,37.2023,0,0,0,54.7175,25.0133,0,-44.9092
4.3,10.1883,16.9966,0,0,38.0356,0,0,0,0,0,0,0,0,0,45.7872,43.7872,38.0356,0,0,0,54.7057,25.0141,0,-45.7872
4.4,10.6658,17.3853,0,0,38.8638,0,0,0,0,0,0,0,0,0,46.6597,44.6597,38.8638,0,0,0,54.6937,25.015,0,-46.6597
4.5,11.1541,17.7734,0,0,39.6865,0,0,0,0,0,0,0,0,0,47.5261,45.5261,39.6865,0,0,0,54.6814,25.0159,0,-47.5261
4.6,11.6532,18.1609,0,0,40.5035,0,0,0,0,0,0,0,0,0,48.3863,46.3863,40.5035,0,0,0,54.6689,25.0168,0,-48.3863
4.7,12.1631,18.5478,0,0,41.3147,0,0,0,0,0,0,0,0,0,49.2404,47.2404,41.3147,0,0,0,54.6562,25.0178,0,-49.2404
4.8,12.6836,18.9339,0,0,42.1196,0,0,0,0,0,0,0,0,0,50.0877,48.0877,42.1196,0,0,0,54.6432,25.0188,0,-50.0877
4.9,13.2149,19.3194,0,0,42.9182,0,0,0,0,0,0,0,0,0,50.9279,48.9279,42.9182,0,0,0,54.6301,25.0199,0,-50.9279
5,13.7569,19.7041,0,0,43.7101,0,0,0,0,0,0,0,0,0,51.761,49.761,43.7101,0,0,0,54.6167,25.0209,0,-51.761
5.1,14.3096,20.088,0,0,44.495,0,0,0,0,0,0,0,0,0,52.5867,50.5867,44.495,0,0,0,54.6031,25.0221,0,-52.5867
5.2,14.8729,20.4712,0,0,45.2728,0,0,0,0,0,0,0,0,0,53.4045,51.4045,45.2728,0,0,0,54.5893,25.0232,0,-53.4045
5.3,15.4469,20.8535,0,0,46.0431,0,0,0,0,0,0,0,0,0,54.2141,52.2141,46.0431,0,0,0,54.5753,25.0244,0,-54.2141
5.4,16.0314,21.2349,0,0,46.8058,0,0,0,0,0,0,0,0,0,55.0157,53.0157,46.8058,0,0,0,54.5611,25.0256,0,-55.0157
5.5,16.6266,21.6155,0,0,47.5604,0,0,0,0,0,0,0,0,0,55.8087,53.8087,47.5604,0,0,0,54.5467,25.0269,0,-55.8087
5.6,17.2323,21.9952,0,0,48.3069,0,0,0,0,0,0,0,0,0,56.5925,54.5925,48.3069,0,0,0,54.532,25.0282,0,-56.5925
