t_s,x_m,v_kmh,grade_pct,z_m,P_wheel_kW,fuel_g_per_s,fuel_cum_g,P_friction_brake_kW,trip_time_flag,N_eng_rpm,T_eng_Nm,P_shaft_eng_kW,engine_state,P_gen_bus_kW,P_bus_load_kW,P_motor_bus_kW,P_motor_mech_kW,P_regen_pack_kW,P_heater_kW,P_resistor_kW,soc_pct,T_pack_C,genset_state,P_batt_bus_kW
2100,12765.8,8.42961,0,0,16.9407,2.37242,1372.48,0,0,1571.72,225.268,37.0768,2,35,22.9994,20.9994,16.9407,0,0,0,51.4338,27.0599,2,12.0006
2100.1,12766,8.77752,0,0,17.6179,2.37242,1372.72,0,0,1571.72,225.268,37.0768,2,35,23.7092,21.7092,17.6179,0,0,0,51.4365,27.0597,2,11.2908
2100.2,12766.3,9.12487,0,0,18.2902,2.37242,1372.96,0,0,1571.72,225.268,37.0768,2,35,24.4133,22.4133,18.2902,0,0,0,51.4391,27.0596,2,10.5867
2100.3,12766.5,9.47161,0,0,18.9572,2.37242,1373.19,0,0,1571.72,225.268,37.0768,2,35,25.1114,23.1114,18.9572,0,0,0,51.4415,27.0594,2,9.88855
2100.4,12766.8,9.81771,0,0,19.6186,2.37242,1373.43,0,0,1571.72,225.268,37.0768,2,35,25.8032,23.8032,19.6186,0,0,0,51.4438,27.0592,2,9.19684
2100.5,12767.1,10.1631,0,0,20.2738,2.37242,1373.67,0,0,1571.72,225.268,37.0768,2,35,26.4883,24.4883,20.2738,0,0,0,51.4458,27.059,2,8.5117
2100.6,12767.4,10.5078,0,0,20.9226,2.37242,1373.91,0,0,1571.72,225.268,37.0768,2,35,27.1661,25.1661,20.9226,0,0,0,51.4477,27.0588,2,7.83395
2100.7,12767.7,10.8516,0,0,21.5645,2.37242,1374.14,0,0,1571.72,225.268,37.0768,2,35,27.836,25.836,21.5645,0,0,0,51.4495,27.0586,2,7.16405
2100.8,12768,11.1947,0,0,22.199,2.37242,1374.38,0,0,1571.72,225.268,37.0768,2,35,28.4976,26.4976,22.199,0,0,0,51.4511,27.0584,2,6.50244
2100.9,12768.3,11.5368,0,0,22.8257,2.37242,1374.62,0,0,1571.72,225.268,37.0768,2,35,29.1507,27.1507,22.8257,0,0,0,51.4525,27.0582,2,5.84931
2101,12768.6,11.878,0,0,23.4442,2.37242,1374.85,0,0,1571.72,225.268,37.0768,2,35,29.7945,27.7945,23.4442,0,0,0,51.4537,27.058,2,5.20548
2101.1,12768.9,12.2181,0,0,24.0539,2.37242,1375.09,0,0,1571.72,225.268,37.0768,2,35,30.4285,28.4285,24.0539,0,0,0,51.4549,27.0578,2,4.57145
2101.2,12769.3,12.5572,0,0,24.6545,2.37242,1375.33,0,0,1571.72,225.268,37.0768,2,35,31.0524,29.0524,24.6545,0,0,0,51.4558,27.0576,2,3.9476
2101.3,12769.6,12.8952,0,0,25.2455,2.37242,1375.57,0,0,1571.72,225.268,37.0768,2,35,31.666,29.666,25.2455,0,0,0,51.4566,27.0574,2,3.33401
2101.4,12770,13.232,0,0,25.8265,2.37242,1375.8,0,0,1571.72,225.268,37.0768,2,35,32.2683,30.2683,25.8265,0,0,0,51.4573,27.0572,2,2.73169
