t_s,x_m,v_kmh,grade_pct,z_m,P_wheel_kW,fuel_g_per_s,fuel_cum_g,P_friction_brake_kW,trip_time_flag,N_eng_rpm,T_eng_Nm,P_shaft_eng_kW,engine_state,P_gen_bus_kW,P_bus_load_kW,P_motor_bus_kW,P_motor_mech_kW,P_regen_pack_kW,P_heater_kW,P_resistor_kW,soc_pct,T_pack_C,genset_state,P_batt_bus_kW
900,5100.05,27.8854,0,0,22.3948,0,929.177,0,0,0,0,0,0,0,26.665,24.665,22.3948,0,0,0,66.5024,26.667,0,-26.665
900.1,5100.82,27.996,0,0,21.7789,0,929.177,0,0,0,0,0,0,0,25.9804,23.9804,21.7789,0,0,0,66.4957,26.6671,0,-25.9804
900.2,5101.6,28.1021,0,0,21.0644,0,929.177,0,0,0,0,0,0,0,25.1891,23.1891,21.0644,0,0,0,66.4892,26.6672,0,-25.1891
900.3,5102.39,28.2018,0,0,20.215,0,929.177,0,0,0,0,0,0,0,24.2516,22.2516,20.215,0,0,0,66.4829,26.6672,0,-24.2516
900.4,5103.17,28.2954,0,0,19.2907,0,929.177,0,0,0,0,0,0,0,23.2321,21.2321,19.2907,0,0,0,66.4769,26.6673,0,-23.2321
900.5,5103.96,28.3818,0,0,18.374,0,929.177,0,0,0,0,0,0,0,22.2228,20.2228,18.374,0,0,0,66.4712,26.6673,0,-22.2228
900.6,5104.75,28.4623,0,0,17.5878,0,929.177,0,0,0,0,0,0,0,21.3609,19.3609,17.5878,0,0,0,66.4656,26.6673,0,-21.3609
900.7,5105.54,28.5375,0,0,17.0391,0,929.177,0,0,0,0,0,0,0,20.7594,18.7594,17.0391,0,0,0,66.4603,26.6673,0,-20.7594
900.8,5106.33,28.6101,0,0,16.604,0,929.177,0,0,0,0,0,0,0,20.2823,18.2823,16.604,0,0,0,66.455,26.6672,0,-20.2823
900.9,5107.13,28.6789,0,0,16.1039,0,929.177,0,0,0,0,0,0,0,19.7341,17.7341,16.1039,0,0,0,66.4499,26.6672,0,-19.7341
901,5107.93,28.7442,0,0,15.5877,0,929.177,0,0,0,0,0,0,0,19.1694,17.1694,15.5877,0,0,0,66.445,26.6672,0,-19.1694
901.1,5108.72,28.8057,0,0,14.9545,0,929.177,0,0,0,0,0,0,0,18.4803,16.4803,14.9545,0,0,0,66.4402,26.6671,0,-18.4803
901.2,5109.53,28.8622,0,0,14.182,0,929.177,0,0,0,0,0,0,0,17.6399,15.6399,14.182,0,0,0,66.4357,26.6671,0,-17.6399
901.3,5110.33,28.9131,0,0,13.4642,0,929.177,0,0,0,0,0,0,0,16.8592,14.8592,13.4642,0,0,0,66.4313,26.667,0,-16.8592
901.4,5111.13,28.9599,0,0,12.9066,0,929.177,0,0,0,0,0,0,0,16.2528,14.2528,12.9066,0,0,0,66.4271,26.6669,0,-16.2528
901.5,5111.94,29.0032,0,0,12.3869,0,929.177,0,0,0,0,0,0,0,15.69,13.69,12.3869,0,0,0,66.4231,26.6668,0,-15.69
901.6,5112.74,29.0429,0,0,11.9851,0,929.177,0,0,0,0,0,0,0,15.2565,13.2565,11.9851,0,0,0,66.4191,26.6668,0,-15.2565
901.7,5113.55,29.0807,0,0,11.6492,0,929.177,0,0,0,0,0,0,0,14.8941,12.8941,11.6492,0,0,0,66.4153,26.6667,0,-14.8941
901.8,5114.36,29.1158,0,0,11.4091,0,929.177,0,0,0,0,0,0,0,14.6351,12.6351,11.4091,0,0,0,66.4115,26.6666,0,-14.6351
901.9,5115.17,29.1502,0,0,11.3209,0,929.177,0,0,0,0,0,0,0,14.5401,12.5401,11.3209,0,0,0,66.4077,26.6665,0,-14.5401
902,5115.98,29.184,0,0,11.3861,0,929.177,0,0,0,0,0,0,0,14.6106,12.6106,11.3861,0,0,0,66.4039,26.6664,0,-14.6106
902.1,5116.79,29.2191,0,0,11.555,0,929.177,0,0,0,0,0,0,0,14.7928,12.7928,11.555,0,0,0,66.4001,26.6663,0,-14.7928
