t_s,x_m,v_kmh,grade_pct,z_m,P_wheel_kW,fuel_g_per_s,fuel_cum_g,P_friction_brake_kW,trip_time_flag,N_eng_rpm,T_eng_Nm,P_shaft_eng_kW,engine_state,P_gen_bus_kW,P_bus_load_kW,P_motor_bus_kW,P_motor_mech_kW,P_regen_pack_kW,P_heater_kW,P_resistor_kW,soc_pct,T_pack_C,genset_state,P_batt_bus_kW
3300,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8223,27.2925,0,-2
3300.1,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8217,27.2923,0,-2
3300.2,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8212,27.2921,0,-2
3300.3,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8207,27.2918,0,-2
3300.4,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8202,27.2916,0,-2
3300.5,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8197,27.2914,0,-2
3300.6,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8192,27.2911,0,-2
3300.7,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8186,27.2909,0,-2
3300.8,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8181,27.2907,0,-2
3300.9,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8176,27.2904,0,-2
3301,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8171,27.2902,0,-2
3301.1,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8166,27.2899,0,-2
3301.2,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8161,27.2897,0,-2
3301.3,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8155,27.2895,0,-2
3301.4,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.815,27.2892,0,-2
3301.5,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8145,27.289,0,-2
3301.6,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.814,27.2888,0,-2
3301.7,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8135,27.2885,0,-2
3301.8,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.813,27.2883,0,-2
3301.9,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8124,27.2881,0,-2
3302,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8119,27.2878,0,-2
3302.1,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8114,27.2876,0,-2
3302.2,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8109,27.2874,0,-2
3302.3,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8104,27.2871,0,-2
3302.4,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8099,27.2869,0,-2
3302.5,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8093,27.2867,0,-2
3302.6,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8088,27.2864,0,-2
3302.7,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8083,27.2862,0,-2
3302.8,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8078,27.2859,0,-2
3302.9,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8073,27.2857,0,-2
3303,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8068,27.2855,0,-2
3303.1,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8062,27.2852,0,-2
3303.2,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8057,27.285,0,-2
3303.3,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8052,27.2848,0,-2
3303.4,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8047,27.2845,0,-2
3303.5,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8042,27.2843,0,-2
3303.6,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8037,27.2841,0,-2
3303.7,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8031,27.2838,0,-2
3303.8,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8026,27.2836,0,-2
3303.9,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8021,27.2834,0,-2
3304,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8016,27.2831,0,-2
3304.1,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8011,27.2829,0,-2
3304.2,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8006,27.2827,0,-2
3304.3,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.8,27.2824,0,-2
3304.4,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7995,27.2822,0,-2
3304.5,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.799,27.282,0,-2
3304.6,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7985,27.2817,0,-2
3304.7,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.798,27.2815,0,-2
3304.8,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7975,27.2812,0,-2
3304.9,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7969,27.281,0,-2
3305,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7964,27.2808,0,-2
3305.1,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7959,27.2805,0,-2
3305.2,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7954,27.2803,0,-2
3305.3,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7949,27.2801,0,-2
3305.4,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7944,27.2798,0,-2
3305.5,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7938,27.2796,0,-2
3305.6,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7933,27.2794,0,-2
3305.7,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7928,27.2791,0,-2
3305.8,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7923,27.2789,0,-2
3305.9,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7918,27.2787,0,-2
3306,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7913,27.2784,0,-2
3306.1,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7907,27.2782,0,-2
3306.2,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7902,27.278,0,-2
3306.3,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7897,27.2777,0,-2
3306.4,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7892,27.2775,0,-2
3306.5,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7887,27.2773,0,-2
3306.6,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7881,27.277,0,-2
3306.7,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7876,27.2768,0,-2
3306.8,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7871,27.2766,0,-2
3306.9,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7866,27.2763,0,-2
3307,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7861,27.2761,0,-2
3307.1,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7856,27.2759,0,-2
3307.2,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.785,27.2756,0,-2
3307.3,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7845,27.2754,0,-2
3307.4,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.784,27.2752,0,-2
3307.5,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7835,27.2749,0,-2
3307.6,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.783,27.2747,0,-2
3307.7,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7825,27.2745,0,-2
3307.8,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7819,27.2742,0,-2
3307.9,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7814,27.274,0,-2
3308,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7809,27.2738,0,-2
3308.1,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7804,27.2735,0,-2
3308.2,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7799,27.2733,0,-2
3308.3,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7794,27.2731,0,-2
3308.4,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7788,27.2728,0,-2
3308.5,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7783,27.2726,0,-2
3308.6,18998.5,0,0,0,0,0,2003.31,0,0,0,0,0,0,0,2,0,0,0,0,0,46.7778,27.2724,0,-2
