t_s,x_m,v_kmh,grade_pct,z_m,P_wheel_kW,fuel_g_per_s,fuel_cum_g,P_friction_brake_kW,trip_time_flag,N_eng_rpm,T_eng_Nm,P_shaft_eng_kW,engine_state,P_gen_bus_kW,P_bus_load_kW,P_motor_bus_kW,P_motor_mech_kW,P_regen_pack_kW,P_heater_kW,P_resistor_kW,soc_pct,T_pack_C,genset_state,P_batt_bus_kW
1800,10804,40.0208,0,0,11.8113,0,929.177,0,0,0,0,0,0,0,15.1627,13.1627,11.8113,0,0,0,42.5286,26.7293,0,-15.1627
1800.1,10805.2,40.029,0,0,11.3858,0,929.177,0,0,0,0,0,0,0,14.7107,12.7107,11.3858,0,0,0,42.5248,26.7292,0,-14.7107
1800.2,10806.3,40.0344,0,0,10.7494,0,929.177,0,0,0,0,0,0,0,14.0349,12.0349,10.7494,0,0,0,42.5212,26.7291,0,-14.0349
1800.3,10807.4,40.0365,0,0,10.2823,0,929.177,0,0,0,0,0,0,0,13.5388,11.5388,10.2823,0,0,0,42.5177,26.729,0,-13.5388
1800.4,10808.5,40.0375,0,0,10.0238,0,929.177,0,0,0,0,0,0,0,13.2643,11.2643,10.0238,0,0,0,42.5143,26.7289,0,-13.2643
1800.5,10809.6,40.0373,0,0,9.80856,0,929.177,0,0,0,0,0,0,0,13.0357,11.0357,9.80856,0,0,0,42.5109,26.7288,0,-13.0357
1800.6,10810.7,40.0362,0,0,9.80074,0,929.177,0,0,0,0,0,0,0,13.0274,11.0274,9.80074,0,0,0,42.5075,26.7287,0,-13.0274
1800.7,10811.8,40.0359,0,0,10.0202,0,929.177,0,0,0,0,0,0,0,13.2604,11.2604,10.0202,0,0,0,42.5041,26.7286,0,-13.2604
1800.8,10812.9,40.0369,0,0,10.3153,0,929.177,0,0,0,0,0,0,0,13.5739,11.5739,10.3153,0,0,0,42.5006,26.7285,0,-13.5739
1800.9,10814,40.0394,0,0,10.6659,0,929.177,0,0,0,0,0,0,0,13.9463,11.9463,10.6659,0,0,0,42.497,26.7284,0,-13.9463
1801,10815.2,40.0437,0,0,11.1604,0,929.177,0,0,0,0,0,0,0,14.4715,12.4715,11.1604,0,0,0,42.4933,26.7283,0,-14.4715
1801.1,10816.3,40.0508,0,0,11.7988,0,929.177,0,0,0,0,0,0,0,15.1498,13.1498,11.7988,0,0,0,42.4894,26.7282,0,-15.1498
1801.2,10817.4,40.0611,0,0,12.3903,0,929.177,0,0,0,0,0,0,0,15.7782,13.7782,12.3903,0,0,0,42.4853,26.7281,0,-15.7782
1801.3,10818.5,40.0737,0,0,12.7992,0,929.177,0,0,0,0,0,0,0,16.2126,14.2126,12.7992,0,0,0,42.4811,26.728,0,-16.2126
1801.4,10819.6,40.0878,0,0,13.0323,0,929.177,0,0,0,0,0,0,0,16.4604,14.4604,13.0323,0,0,0,42.4768,26.728,0,-16.4604
1801.5,10820.7,40.1026,0,0,13.0888,0,929.177,0,0,0,0,0,0,0,16.5206,14.5206,13.0888,0,0,0,42.4726,26.7279,0,-16.5206
1801.6,10821.8,40.1172,0,0,12.7922,0,929.177,0,0,0,0,0,0,0,16.2057,14.2057,12.7922,0,0,0,42.4684,26.7278,0,-16.2057
1801.7,10823,40.129,0,0,12.3364,0,929.177,0,0,0,0,0,0,0,15.7218,13.7218,12.3364,0,0,0,42.4643,26.7277,0,-15.7218
1801.8,10824.1,40.1393,0,0,11.8363,0,929.177,0,0,0,0,0,0,0,15.1908,13.1908,11.8363,0,0,0,42.4604,26.7276,0,-15.1908
1801.9,10825.2,40.1464,0,0,11.0962,0,929.177,0,0,0,0,0,0,0,14.4049,12.4049,11.0962,0,0,0,42.4567,26.7275,0,-14.4049
1802,10826.3,40.1497,0,0,10.3512,0,929.177,0,0,0,0,0,0,0,13.6136,11.6136,10.3512,0,0,0,42.4532,26.7274,0,-13.6136
1802.1,10827.4,40.1498,0,0,9.77377,0,929.177,0,0,0,0,0,0,0,13.0004,11.0004,9.77377,0,0,0,42.4498,26.7273,0,-13.0004
1802.2,10828.5,40.1476,0,0,9.40976,0,929.177,0,0,0,0,0,0,0,12.6138,10.6138,9.40976,0,0,0,42.4465,26.7272,0,-12.6138
1802.3,10829.6,40.1443,0,0,9.30863,0,929.177,0,0,0,0,0,0,0,12.5063,10.5063,9.30863,0,0,0,42.4433,26.7271,0,-12.5063
