t_s,x_m,v_kmh,grade_pct,z_m,P_wheel_kW,fuel_g_per_s,fuel_cum_g,P_friction_brake_kW,trip_time_flag,N_eng_rpm,T_eng_Nm,P_shaft_eng_kW,engine_state,P_gen_bus_kW,P_bus_load_kW,P_motor_bus_kW,P_motor_mech_kW,P_regen_pack_kW,P_heater_kW,P_resistor_kW,soc_pct,T_pack_C,genset_state,P_batt_bus_kW
600,3814.03,42.8207,0,0,43.0237,2.37242,538.677,0,0,1571.72,225.268,37.0768,2,35,48.9426,46.9426,43.0237,0,0,0,57.7496,26.3013,2,-13.9426
600.1,3815.22,42.9604,0,0,42.8801,2.37242,538.914,0,0,1571.72,225.268,37.0768,2,35,48.782,46.782,42.8801,0,0,0,57.7461,26.3012,2,-13.782
600.2,3816.42,43.0988,0,0,42.7374,2.37242,539.151,0,0,1571.72,225.268,37.0768,2,35,48.6224,46.6224,42.7374,0,0,0,57.7425,26.3011,2,-13.6224
600.3,3817.61,43.2359,0,0,42.5956,2.37242,539.388,0,0,1571.72,225.268,37.0768,2,35,48.4639,46.4639,42.5956,0,0,0,57.7391,26.3011,2,-13.4639
600.4,3818.82,43.3716,0,0,42.4547,2.37242,539.626,0,0,1571.72,225.268,37.0768,2,35,48.3071,46.3071,42.4547,0,0,0,57.7356,26.301,2,-13.3071
600.5,3820.02,43.506,0,0,42.3146,2.37242,539.863,0,0,1571.72,225.268,37.0768,2,35,48.1515,46.1515,42.3146,0,0,0,57.7322,26.3009,2,-13.1515
600.6,3821.23,43.6392,0,0,42.1754,2.37242,540.1,0,0,1571.72,225.268,37.0768,2,35,47.997,45.997,42.1754,0,0,0,57.7289,26.3009,2,-12.997
600.7,3822.45,43.771,0,0,42.0371,2.37242,540.337,0,0,1571.72,225.268,37.0768,2,35,47.8436,45.8436,42.0371,0,0,0,57.7255,26.3008,2,-12.8436
600.8,3823.67,43.9016,0,0,41.8997,2.37242,540.575,0,0,1571.72,225.268,37.0768,2,35,47.6911,45.6911,41.8997,0,0,0,57.7223,26.3007,2,-12.6911
600.9,3824.89,44.031,0,0,41.7631,2.37242,540.812,0,0,1571.72,225.268,37.0768,2,35,47.5397,45.5397,41.7631,0,0,0,57.719,26.3006,2,-12.5397
601,3826.11,44.1591,0,0,41.6274,2.37242,541.049,0,0,1571.72,225.268,37.0768,2,35,47.3893,45.3893,41.6274,0,0,0,57.7158,26.3006,2,-12.3893
601.1,3827.34,44.2861,0,0,41.4926,2.37242,541.286,0,0,1571.72,225.268,37.0768,2,35,47.2399,45.2399,41.4926,0,0,0,57.7127,26.3005,2,-12.2399
601.2,3828.57,44.4118,0,0,41.3587,2.37242,541.524,0,0,1571.72,225.268,37.0768,2,35,47.0915,45.0915,41.3587,0,0,0,57.7095,26.3004,2,-12.0915
601.3,3829.81,44.5364,0,0,41.2256,2.37242,541.761,0,0,1571.72,225.268,37.0768,2,35,46.9441,44.9441,41.2256,0,0,0,57.7065,26.3003,2,-11.9441
601.4,3831.05,44.6598,0,0,41.0933,2.37242,541.998,0,0,1571.72,225.268,37.0768,2,35,46.7977,44.7977,41.0933,0,0,0,57.7034,26.3002,2,-11.7977
601.5,3832.29,44.782,0,0,40.962,2.37242,542.235,0,0,1571.72,225.268,37.0768,2,35,46.6524,44.6524,40.962,0,0,0,57.7004,26.3002,2,-11.6524
601.6,3833.53,44.9032,0,0,40.8315,2.37242,542.473,0,0,1571.72,225.268,37.0768,2,35,46.5081,44.5081,40.8315,0,0,0,57.6974,26.3001,2,-11.5081
601.7,3834.78,45.0232,0,0,40.7018,2.37242,542.71,0,0,1571.72,225.268,37.0768,2,35,46.3647,44.3647,40.7018,0,0,0,57.6945,26.3,2,-11.3647
601.8,3836.04,45.1421,0,0,40.573,2.37242,542.947,0,0,1571.72,225.268,37.0768,2,35,46.2224,44.2224,40.573,0,0,0,57.6916,26.2999,2,-11.2224
601.9,3837.29,45.2599,0,0,40.4451,2.37242,543.184,0,0,1571.72,225.268,37.0768,2,35,46.081,44.081,40.4451,0,0,0,57.6887,26.2998,2,-11.081
602,3838.55,45.3766,0,0,40.318,2.37242,543.422,0,0,1571.72,225.268,37.0768,2,35,45.9406,43.9406,40.318,0,0,0,57.6859,26.2997,2,-10.9406
602.1,3839.81,45.4923,0,0,40.1918,2.37242,543.659,0,0,1571.72,225.268,37.0768,2,35,45.8012,43.8012,40.1918,0,0,0,57.6831,26.2996,2,-10.8012
602.2,3841.08,45.6069,0,0,40.8507,2.37242,543.896,0,0,1571.72,225.268,37.0768,2,35,46.5184,44.5184,40.8507,0,0,0,57.6801,26.2995,2,-11.5184
602.3,3842.35,45.727,0,0,42.258,2.37242,544.133,0,0,1571.72,225.268,37.0768,2,35,48.0517,46.0517,42.258,0,0,0,57.6768,26.2995,2,-13.0517
602.4,3843.62,45.8521,0,0,43.352,2.37242,544.371,0,0,1571.72,225.268,37.0768,2,35,49.2431,47.2431,43.352,0,0,0,57.6731,26.2994,2,-14.2431
602.5,3844.89,45.98,0,0,44.1937,2.37242,544.608,0,0,1571.72,225.268,37.0768,2,35,50.159,48.159,44.1937,0,0,0,57.6692,26.2994,2,-15.159
602.6,3846.17,46.1108,0,0,45.0041,2.37242,544.845,0,0,1571.72,225.268,37.0768,2,35,51.0407,49.0407,45.0041,0,0,0,57.665,26.2993,2,-16.0407
602.7,3847.46,46.2441,0,0,45.0081,2.37242,545.082,0,0,1571.72,225.268,37.0768,2,35,51.043,49.043,45.0081,0,0,0,57.6609,26.2993,2,-16.043
602.8,3848.74,46.3736,0,0,44.2103,2.37242,545.319,0,0,1571.72,225.268,37.0768,2,35,50.171,48.171,44.2103,0,0,0,57.657,26.2992,2,-15.171
602.9,3850.03,46.4991,0,0,43.2114,2.37242,545.557,0,0,1571.72,225.268,37.0768,2,35,49.0799,47.0799,43.2114,0,0,0,57.6533,26.2992,2,-14.0799
603,3851.33,46.6193,0,0,41.9746,2.37242,545.794,0,0,1571.72,225.268,37.0768,2,35,47.7297,45.7297,41.9746,0,0,0,57.65,26.2991,2,-12.7297
603.1,3852.62,46.7336,0,0,40.5643,2.37242,546.031,0,0,1571.72,225.268,37.0768,2,35,46.1915,44.1915,40.5643,0,0,0,57.6471,26.299,2,-11.1915
603.2,3853.92,46.8414,0,0,38.882,2.37242,546.268,0,0,1571.72,225.268,37.0768,2,35,44.3619,42.3619,38.882,0,0,0,57.6447,26.2989,2,-9.36191
603.3,3855.22,46.9412,0,0,36.9859,2.37242,546.506,0,0,1571.72,225.268,37.0768,2,35,42.3003,40.3003,36.9859,0,0,0,57.6428,26.2988,2,-7.30035
603.4,3856.53,47.0329,0,0,35.339,2.37242,546.743,0,0,1571.72,225.268,37.0768,2,35,40.5122,38.5122,35.339,0,0,0,57.6414,26.2987,2,-5.51219
603.5,3857.84,47.1187,0,0,33.8681,2.37242,546.98,0,0,1571.72,225.268,37.0768,2,35,38.9188,36.9188,33.8681,0,0,0,57.6404,26.2986,2,-3.91885
603.6,3859.15,47.1979,0,0,32.5272,2.37242,547.217,0,0,1571.72,225.268,37.0768,2,35,37.4666,35.4666,32.5272,0,0,0,57.6398,26.2984,2,-2.46662
603.7,3860.46,47.2724,0,0,31.563,2.37242,547.455,0,0,1571.72,225.268,37.0768,2,35,36.4223,34.4223,31.563,0,0,0,57.6394,26.2983,2,-1.42229
603.8,3861.77,47.3433,0,0,30.726,2.37242,547.692,0,0,1571.72,225.268,37.0768,2,35,35.5172,33.5172,30.726,0,0,0,57.6393,26.2982,2,-0.517158
603.9,3863.09,47.4106,0,0,29.9402,2.37242,547.929,0,0,1571.72,225.268,37.0768,2,35,34.6699,32.6699,29.9402,0,0,0,57.6393,26.298,2,0.330088
604,3864.41,47.4748,0,0,29.4523,2.37242,548.166,0,0,1571.72,225.268,37.0768,2,35,34.144,32.144,29.4523,0,0,0,57.6395,26.2979,2,0.856038
604.1,3865.73,47.5378,0,0,29.1102,2.37242,548.404,0,0,1571.72,225.268,37.0768,2,35,33.7752,31.7752,29.1102,0,0,0,57.6398,26.2977,2,1.22478
604.2,3867.05,47.5988,0,0,28.6519,2.37242,548.641,0,0,1571.72,225.268,37.0768,2,35,33.2812,31.2812,28.6519,0,0,0,57.6403,26.2976,2,1.71877
604.3,3868.37,47.6578,0,0,28.1163,2.37242,548.878,0,0,1571.72,225.268,37.0768,2,35,32.7039,30.7039,28.1163,0,0,0,57.6408,26.2975,2,2.29614
604.4,3869.7,47.7142,0,0,27.5345,2.37242,549.115,0,0,1571.72,225.268,37.0768,2,35,32.0767,30.0767,27.5345,0,0,0,57.6415,26.2974,2,2.92328
604.5,3871.02,47.7681,0,0,26.729,2.37242,549.353,0,0,1571.72,225.268,37.0768,2,35,31.2085,29.2085,26.729,0,0,0,57.6424,26.2972,2,3.79154
604.6,3872.35,47.8178,0,0,25.4412,2.37242,549.59,0,0,1571.72,225.268,37.0768,2,35,29.8237,27.8237,25.4412,0,0,0,57.6437,26.2971,2,5.17626
604.7,3873.68,47.8613,0,0,24.0215,2.37242,549.827,0,0,1571.72,225.268,37.0768,2,35,28.3008,26.3008,24.0215,0,0,0,57.6453,26.297,2,6.69924
604.8,3875.01,47.8995,0,0,22.8519,2.37242,550.064,0,0,1571.72,225.268,37.0768,2,35,27.0462,25.0462,22.8519,0,0,0,57.6473,26.2969,2,7.95377
604.9,3876.34,47.9335,0,0,21.8425,2.37242,550.302,0,0,1571.72,225.268,37.0768,2,35,25.9634,23.9634,21.8425,0,0,0,57.6495,26.2968,2,9.03655
605,3877.67,47.9636,0,0,20.901,2.37242,550.539,0,0,1571.72,225.268,37.0768,2,35,24.9539,22.9539,20.901,0,0,0,57.6519,26.2967,2,10.0461
605.1,3879,47.99,0,0,20.3363,2.37242,550.776,0,0,1571.72,225.268,37.0768,2,35,24.352,22.352,20.3363,0,0,0,57.6545,26.2966,2,10.648
605.2,3880.34,48.0155,0,0,20.2527,2.37242,551.013,0,0,1571.72,225.268,37.0768,2,35,24.2631,22.2631,20.2527,0,0,0,57.6571,26.2965,2,10.7369
