t_s,v_kmh,grade_pct,P_wheel_kW,fuel_g_per_s,SOC
0.0000,0.2384,0.0000,0.3396,0.0000,0.5500
0.1000,0.4768,0.0000,0.7796,0.0000,0.5500
0.2000,0.7947,0.0000,1.6338,0.0000,0.5500
0.3000,1.1920,0.0000,2.7016,0.0000,0.5499
0.4000,1.5894,0.0000,3.6022,0.0000,0.5499
0.5000,1.9867,0.0000,4.5028,0.0000,0.5499
0.6000,2.3840,0.0000,5.4035,0.0000,0.5499
0.7000,2.7813,0.0000,6.3042,0.0000,0.5498
0.8000,3.1787,0.0000,7.2049,0.0000,0.5498
0.9000,3.5759,0.0000,8.1056,0.0000,0.5498
1.0000,3.9732,0.0000,9.0062,0.0000,0.5497
1.1000,4.3704,0.0000,9.9067,0.0000,0.5497
1.2000,4.7676,0.0000,10.8070,0.0000,0.5496
1.3000,5.1648,0.0000,11.7072,0.0000,0.5496
1.4000,5.5619,0.0000,12.6071,0.0000,0.5495
1.5000,5.9589,0.0000,13.5066,0.0000,0.5495
1.6000,6.3559,0.0000,14.4058,0.0000,0.5494
1.7000,6.7527,0.0000,15.3044,0.0000,0.5494
1.8000,7.1495,0.0000,16.2025,0.0000,0.5493
1.9000,7.5462,0.0000,17.0998,0.0000,0.5492
2.0000,7.9428,0.0000,17.9964,0.0000,0.5492
2.1000,8.3393,0.0000,18.8921,0.0000,0.5491
2.2000,8.7356,0.0000,19.7868,0.0000,0.5491
2.3000,9.1317,0.0000,20.6803,0.0000,0.5490
2.4000,9.5277,0.0000,21.5726,0.0000,0.5489
2.5000,9.9236,0.0000,22.4635,0.0000,0.5488
2.6000,10.3192,0.0000,23.3528,0.0000,0.5488
2.7000,10.7146,0.0000,24.2404,0.0000,0.5487
2.8000,11.1098,0.0000,25.1262,0.0000,0.5486
2.9000,11.5047,0.0000,26.0100,0.0000,0.5485
3.0000,11.8994,0.0000,26.8915,0.0000,0.5484
3.1000,12.2937,0.0000,27.7708,0.0000,0.5483
3.2000,12.6878,0.0000,28.6475,0.0000,0.5482
3.3000,13.0816,0.0000,29.5214,0.0000,0.5481
3.4000,13.4750,0.0000,30.3925,0.0000,0.5480
3.5000,13.8680,0.0000,31.2604,0.0000,0.5479
3.6000,14.2607,0.0000,32.1251,0.0000,0.5478
3.7000,14.6529,0.0000,32.9862,0.0000,0.5477
3.8000,15.0447,0.0000,33.8436,0.0000,0.5476
3.9000,15.4361,0.0000,34.6970,0.0000,0.5475
4.0000,15.8270,0.0000,35.5463,0.0000,0.5474
4.1000,16.2174,0.0000,36.3912,0.0000,0.5473
4.2000,16.6072,0.0000,37.2315,0.0000,0.5472
4.3000,16.9966,0.0000,38.0669,0.0000,0.5471
4.4000,17.3853,0.0000,38.8972,0.0000,0.5469
4.5000,17.7734,0.0000,39.7223,0.0000,0.5468
4.6000,18.1609,0.0000,40.5417,0.0000,0.5467
4.7000,18.5478,0.0000,41.3553,0.0000,0.5466
4.8000,18.9339,0.0000,42.1629,0.0000,0.5464
4.9000,19.3194,0.0000,42.9641,0.0000,0.5463
5.0000,19.7041,0.0000,43.7588,0.0000,0.5462
5.1000,20.0880,0.0000,44.5467,0.0000,0.5460
5.2000,20.4712,0.0000,45.3275,0.0000,0.5459
5.3000,20.8535,0.0000,46.1009,0.0000,0.5458
5.4000,21.2349,0.0000,46.8668,0.0000,0.5456
5.5000,21.6155,0.0000,47.6248,0.0000,0.5455
5.6000,21.9952,0.0000,48.3747,0.0000,0.5453
5.7000,22.3739,0.0000,49.1162,0.0000,0.5452
5.8000,22.7516,0.0000,49.8492,0.0000,0.5450
5.9000,23.1283,0.0000,50.5732,0.0000,0.5449
6.0000,23.5040,0.0000,51.2881,0.0000,0.5447
6.1000,23.8786,0.0000,51.9467,0.0000,0.5446
6.2000,24.2514,0.0000,52.4673,0.0000,0.5444
6.3000,24.6210,0.0000,52.8153,0.0000,0.5442
6.4000,24.9865,0.0000,52.9900,0.0000,0.5441
6.5000,25.3465,0.0000,52.9909,0.0000,0.5439
6.6000,25.7002,0.0000,52.8686,0.0000,0.5438
6.7000,26.0472,0.0000,52.7102,0.0000,0.5436
6.8000,26.3878,0.0000,52.5520,0.0000,0.5435
6.9000,26.7222,0.0000,52.3939,0.0000,0.5433
7.0000,27.0507,0.0000,52.2359,0.0000,0.5431
7.1000,27.3736,0.0000,52.0780,0.0000,0.5430
7.2000,27.6910,0.0000,51.9203,0.0000,0.5428
7.3000,28.0030,0.0000,51.7627,0.0000,0.5427
7.4000,28.3100,0.0000,51.6052,0.0000,0.5425
7.5000,28.6120,0.0000,51.4478,0.0000,0.5424
7.6000,28.9092,0.0000,51.2906,0.0000,0.5422
7.7000,29.2018,0.0000,51.1335,0.0000,0.5421
7.8000,29.4899,0.0000,50.9766,0.0000,0.5419
7.9000,29.7736,0.0000,50.8199,0.0000,0.5418
8.0000,30.0531,0.0000,50.6634,0.0000,0.5416
8.1000,30.3285,0.0000,50.5070,0.0000,0.5415
8.2000,30.5998,0.0000,50.3509,0.0000,0.5413
8.3000,30.8673,0.0000,50.1951,0.0000,0.5412
8.4000,31.1311,0.0000,50.0395,0.0000,0.5410
8.5000,31.3911,0.0000,49.8842,0.0000,0.5409
8.6000,31.6476,0.0000,49.7292,0.0000,0.5407
8.7000,31.9005,0.0000,49.5744,0.0000,0.5406
8.8000,32.1501,0.0000,49.4201,0.0000,0.5404
8.9000,32.3963,0.0000,49.2660,0.0000,0.5403
9.0000,32.6393,0.0000,49.1123,0.0000,0.5401
9.1000,32.8791,0.0000,48.9589,0.0000,0.5400
9.2000,33.1158,0.0000,48.8060,0.0000,0.5399
9.3000,33.3495,0.0000,48.6534,0.0000,0.5397
9.4000,33.5802,0.0000,48.5013,0.0000,0.5396
9.5000,33.8081,0.0000,48.3496,0.0000,0.5394
9.6000,34.0331,0.0000,48.1983,0.0000,0.5393
9.7000,34.2553,0.0000,48.0475,0.0000,0.5391
9.8000,34.4749,0.0000,47.8971,0.0000,0.5390
9.9000,34.6917,0.0000,47.7473,0.0000,0.5389
10.0000,34.9060,0.0000,47.5979,0.0000,0.5387
10.1000,35.1178,0.0000,47.4490,0.0000,0.5386
10.2000,35.3270,0.0000,47.3006,0.0000,0.5384
10.3000,35.5338,0.0000,47.1528,0.0000,0.5383
10.4000,35.7382,0.0000,47.0055,0.0000,0.5382
10.5000,35.9402,0.0000,46.8588,0.0000,0.5380
10.6000,36.1399,0.0000,46.7126,0.0000,0.5379
10.7000,36.3374,0.0000,46.5670,0.0000,0.5377
10.8000,36.5326,0.0000,46.4219,0.0000,0.5376
10.9000,36.7257,0.0000,46.2774,0.0000,0.5375
11.0000,36.9166,0.0000,46.1336,0.0000,0.5373
11.1000,37.1054,0.0000,45.9903,0.0000,0.5372
11.2000,37.2921,0.0000,45.8477,0.0000,0.5371
11.3000,37.4768,0.0000,45.7056,0.0000,0.5369
11.4000,37.6595,0.0000,45.5642,0.0000,0.5368
11.5000,37.8402,0.0000,45.4235,0.0000,0.5367
11.6000,38.0190,0.0000,45.2833,0.0000,0.5365
11.7000,38.1959,0.0000,45.1438,0.0000,0.5364
11.8000,38.3710,0.0000,45.0050,0.0000,0.5363
11.9000,38.5441,0.0000,44.8668,0.0000,0.5361
12.0000,38.7155,0.0000,44.7293,0.0000,0.5360
12.1000,38.8851,0.0000,44.5924,0.0000,0.5359
12.2000,39.0530,0.0000,44.4563,0.0000,0.5357
12.3000,39.2191,0.0000,44.3208,0.0000,0.5356
12.4000,39.3835,0.0000,44.1859,0.0000,0.5355
12.5000,39.5463,0.0000,44.0518,0.0000,0.5354
12.6000,39.7074,0.0000,43.9183,0.0000,0.5352
12.7000,39.8668,0.0000,43.7856,0.0000,0.5351
12.8000,40.0247,0.0000,43.6535,0.0000,0.5350
12.9000,40.1811,0.0000,43.5222,0.0000,0.5348
13.0000,40.3358,0.0000,43.3915,0.0000,0.5347
13.1000,40.4891,0.0000,43.2615,0.0000,0.5346
13.2000,40.6408,0.0000,43.1323,0.0000,0.5345
13.3000,40.7910,0.0000,43.0037,0.0000,0.5343
13.4000,40.9398,0.0000,42.8759,0.0000,0.5342
13.5000,41.0872,0.0000,42.7487,0.0000,0.5341
13.6000,41.2331,0.0000,42.6223,0.0000,0.5340
13.7000,41.3776,0.0000,42.4966,0.0000,0.5338
13.8000,41.5208,0.0000,42.3716,0.0000,0.5337
13.9000,41.6626,0.0000,42.2473,0.0000,0.5336
14.0000,41.8030,0.0000,42.1238,0.0000,0.5335
14.1000,41.9421,0.0000,42.0009,0.0000,0.5333
14.2000,42.0799,0.0000,41.8788,0.0000,0.5332
14.3000,42.2164,0.0000,41.7574,0.0000,0.5331
14.4000,42.3517,0.0000,41.6367,0.0000,0.5330
14.5000,42.4856,0.0000,41.5167,0.0000,0.5328
14.6000,42.6184,0.0000,41.3975,0.0000,0.5327
14.7000,42.7499,0.0000,41.2789,0.0000,0.5326
14.8000,42.8802,0.0000,41.1611,0.0000,0.5325
14.9000,43.0093,0.0000,41.0440,0.0000,0.5324
15.0000,43.1373,0.0000,40.9276,0.0000,0.5322
15.1000,43.2641,0.0000,40.8120,0.0000,0.5321
15.2000,43.3897,0.0000,40.6970,0.0000,0.5320
15.3000,43.5142,0.0000,40.5827,0.0000,0.5319
15.4000,43.6376,0.0000,40.4692,0.0000,0.5318
15.5000,43.7598,0.0000,40.3564,0.0000,0.5316
15.6000,43.8810,0.0000,40.2442,0.0000,0.5315
15.7000,44.0011,0.0000,40.1328,0.0000,0.5314
15.8000,44.1202,0.0000,40.0221,0.0000,0.5313
15.9000,44.2382,0.0000,39.9121,0.0000,0.5312
16.0000,44.3551,0.0000,39.8028,0.0000,0.5310
16.1000,44.4711,0.0000,39.6942,0.0000,0.5309
16.2000,44.5860,0.0000,39.5863,0.0000,0.5308
16.3000,44.6999,0.0000,39.4791,0.0000,0.5307
16.4000,44.8128,0.0000,39.3726,0.0000,0.5306
16.5000,44.9247,0.0000,39.2667,0.0000,0.5305
16.6000,45.0357,0.0000,39.1616,0.0000,0.5303
16.7000,45.1457,0.0000,39.0572,0.0000,0.5302
16.8000,45.2548,0.0000,38.9534,0.0000,0.5301
16.9000,45.3629,0.0000,38.8503,0.0000,0.5300
17.0000,45.4702,0.0000,38.7479,0.0000,0.5299
17.1000,45.5765,0.0000,38.6462,0.0000,0.5298
17.2000,45.6819,0.0000,38.5451,0.0000,0.5297
17.3000,45.7864,0.0000,38.4447,0.0000,0.5295
17.4000,45.8900,0.0000,38.3450,0.0000,0.5294
17.5000,45.9928,0.0000,38.2460,0.0000,0.5293
17.6000,46.0947,0.0000,38.1476,0.0000,0.5292
17.7000,46.1957,0.0000,38.0499,0.0000,0.5291
17.8000,46.2959,0.0000,39.0876,0.0000,0.5290
17.9000,46.4045,0.0000,41.2985,0.0000,0.5289
18.0000,46.5218,0.0000,43.5714,0.0000,0.5287
18.1000,46.6477,0.0000,45.7668,0.0000,0.5286
18.2000,46.7815,0.0000,47.7292,0.0000,0.5285
18.3000,46.9220,0.0000,48.2994,0.0000,0.5283
18.4000,47.0589,0.0000,47.4448,0.0000,0.5282
18.5000,47.1911,0.0000,46.3013,0.0000,0.5280
18.6000,47.3175,0.0000,45.0209,0.0000,0.5279
18.7000,47.4382,0.0000,43.7716,0.0000,0.5278
18.8000,47.5535,0.0000,42.5720,0.0000,0.5277
18.9000,47.6636,0.0000,41.4207,0.0000,0.5275
19.0000,47.7687,0.0000,40.3158,0.0000,0.5274
19.1000,47.8691,0.0000,39.2362,0.0000,0.5273
19.2000,47.9649,0.0000,38.2006,0.0000,0.5272
19.3000,48.0563,0.0000,37.2271,0.0000,0.5271
19.4000,48.1436,0.0000,36.2937,0.0000,0.5270
19.5000,48.2270,0.0000,35.3989,0.0000,0.5269
19.6000,48.3066,0.0000,34.5204,0.0000,0.5268
19.7000,48.3825,0.0000,33.6735,0.0000,0.5267
19.8000,48.4549,0.0000,32.8831,0.0000,0.5266
19.9000,48.5241,0.0000,32.1309,0.0000,0.5265
20.0000,48.5902,0.0000,31.4104,0.0000,0.5264
20.1000,48.6532,0.0000,30.7614,0.0000,0.5263
20.2000,48.7138,0.0000,30.1452,0.0000,0.5262
20.3000,48.7717,0.0000,29.5142,0.0000,0.5261
20.4000,48.8270,0.0000,28.9052,0.0000,0.5260
20.5000,48.8797,0.0000,28.3222,0.0000,0.5259
20.6000,48.9302,0.0000,27.7643,0.0000,0.5259
20.7000,48.9783,0.0000,27.2303,0.0000,0.5258
