t_s,v_kmh,grade_pct,P_wheel_kW,fuel_g_per_s
3000.0000,39.5856,0.0000,8.3167,0.9421
3000.1000,39.5789,0.0000,8.2445,0.9365
3000.2000,39.5712,0.0000,8.0513,0.9214
3000.3000,39.5627,0.0000,8.1227,0.9269
3000.4000,39.5557,0.0000,8.1953,0.9326
3000.5000,39.5479,0.0000,7.8499,0.9056
3000.6000,39.5376,0.0000,7.2817,0.8614
3000.7000,39.5244,0.0000,6.5897,0.8080
3000.8000,39.5076,0.0000,5.7245,0.7421
3000.9000,39.4862,0.0000,4.9604,0.6851
3001.0000,39.4621,0.0000,4.4952,0.6507
3001.1000,39.4363,0.0000,4.1947,0.6287
3001.2000,39.4094,0.0000,4.1806,0.6275
3001.3000,39.3836,0.0000,4.4201,0.6449
3001.4000,39.3590,0.0000,-2.7056,0.0000
3001.5000,39.2649,0.0000,-17.1842,0.0000
3001.6000,39.1012,0.0000,-31.5873,0.0000
3001.7000,38.8675,0.0000,-45.9051,0.0000
3001.8000,38.5633,0.0000,-60.0589,0.0000
3001.9000,38.1880,0.0000,-66.7130,0.0000
3002.0000,37.8127,0.0000,-66.1156,0.0000
3002.1000,37.4374,0.0000,-65.5166,0.0000
3002.2000,37.0621,0.0000,-64.9158,0.0000
3002.3000,36.6869,0.0000,-64.3133,0.0000
3002.4000,36.3116,0.0000,-63.7091,0.0000
3002.5000,35.9363,0.0000,-63.1033,0.0000
3002.6000,35.5610,0.0000,-62.4959,0.0000
3002.7000,35.1857,0.0000,-61.8868,0.0000
3002.8000,34.8105,0.0000,-61.2761,0.0000
3002.9000,34.4352,0.0000,-60.6639,0.0000
3003.0000,34.0599,0.0000,-60.0500,0.0000
3003.1000,33.6846,0.0000,-59.4347,0.0000
3003.2000,33.3093,0.0000,-58.8177,0.0000
3003.3000,32.9341,0.0000,-58.1993,0.0000
3003.4000,32.5588,0.0000,-57.5793,0.0000
3003.5000,32.1835,0.0000,-56.9579,0.0000
3003.6000,31.8082,0.0000,-56.3350,0.0000
3003.7000,31.4329,0.0000,-55.7106,0.0000
3003.8000,31.0577,0.0000,-55.0848,0.0000
3003.9000,30.6824,0.0000,-54.4576,0.0000
3004.0000,30.3071,0.0000,-53.8290,0.0000
3004.1000,29.9318,0.0000,-53.1990,0.0000
3004.2000,29.5565,0.0000,-52.5676,0.0000
3004.3000,29.1813,0.0000,-51.9349,0.0000
3004.4000,28.8060,0.0000,-51.3009,0.0000
3004.5000,28.4307,0.0000,-50.6655,0.0000
3004.6000,28.0554,0.0000,-50.0289,0.0000
3004.7000,27.6801,0.0000,-49.3909,0.0000
3004.8000,27.3049,0.0000,-48.7518,0.0000
3004.9000,26.9296,0.0000,-48.1113,0.0000
3005.0000,26.5543,0.0000,-47.4696,0.0000
3005.1000,26.1790,0.0000,-46.8267,0.0000
3005.2000,25.8037,0.0000,-46.1827,0.0000
3005.3000,25.4285,0.0000,-45.5374,0.0000
3005.4000,25.0532,0.0000,-44.8910,0.0000
3005.5000,24.6779,0.0000,-44.2434,0.0000
3005.6000,24.3026,0.0000,-43.5947,0.0000
3005.7000,23.9273,0.0000,-42.9449,0.0000
3005.8000,23.5520,0.0000,-42.2941,0.0000
3005.9000,23.1768,0.0000,-41.6421,0.0000
3006.0000,22.8015,0.0000,-40.9891,0.0000
3006.1000,22.4262,0.0000,-40.3350,0.0000
3006.2000,22.0509,0.0000,-39.6799,0.0000
3006.3000,21.6756,0.0000,-39.0238,0.0000
3006.4000,21.3004,0.0000,-38.3667,0.0000
3006.5000,20.9251,0.0000,-37.7087,0.0000
3006.6000,20.5498,0.0000,-37.0497,0.0000
3006.7000,20.1745,0.0000,-36.3897,0.0000
3006.8000,19.7992,0.0000,-35.7289,0.2778
3006.9000,19.4240,0.0000,-35.0671,0.2778
3007.0000,19.0487,0.0000,-34.4044,0.2778
3007.1000,18.6734,0.0000,-33.7409,0.2778
3007.2000,18.2981,0.0000,-33.0765,0.2778
3007.3000,17.9228,0.0000,-32.4113,0.2778
3007.4000,17.5476,0.0000,-31.7453,0.2778
3007.5000,17.1723,0.0000,-31.0784,0.2778
3007.6000,16.7970,0.0000,-30.4108,0.2778
3007.7000,16.4217,0.0000,-29.7424,0.2778
3007.8000,16.0464,0.0000,-29.0733,0.2778
3007.9000,15.6712,0.0000,-28.4034,0.2778
3008.0000,15.2959,0.0000,-27.7329,0.2778
3008.1000,14.9206,0.0000,-27.0616,0.2778
3008.2000,14.5453,0.0000,-26.3896,0.2778
3008.3000,14.1700,0.0000,-25.7170,0.2778
3008.4000,13.7948,0.0000,-25.0437,0.2778
3008.5000,13.4195,0.0000,-24.3698,0.2778
3008.6000,13.0442,0.0000,-23.6953,0.2778
3008.7000,12.6689,0.0000,-23.0202,0.2778
3008.8000,12.2936,0.0000,-22.3445,0.2778
3008.9000,11.9184,0.0000,-21.6683,0.2778
3009.0000,11.5431,0.0000,-20.9915,0.2778
3009.1000,11.1678,0.0000,-20.3142,0.2778
3009.2000,10.7925,0.0000,-19.6363,0.2778
3009.3000,10.4172,0.0000,-18.9580,0.2778
3009.4000,10.0420,0.0000,-18.2792,0.2778
3009.5000,9.6667,0.0000,-17.6000,0.2778
3009.6000,9.2914,0.0000,-16.9203,0.2778
3009.7000,8.9161,0.0000,-16.2401,0.2778
3009.8000,8.5408,0.0000,-15.5596,0.2778
3009.9000,8.1656,0.0000,-14.8787,0.2778
3010.0000,7.7903,0.0000,-14.1974,0.2778
3010.1000,7.4150,0.0000,-13.5158,0.2778
3010.2000,7.0397,0.0000,-12.8338,0.2778
3010.3000,6.6644,0.0000,-12.1515,0.2778
3010.4000,6.2892,0.0000,-11.4689,0.2778
3010.5000,5.9139,0.0000,-10.7345,0.2778
3010.6000,5.5419,0.0000,-9.8908,0.2778
3010.7000,5.1782,0.0000,-8.9521,0.2778
3010.8000,4.8274,0.0000,-7.9611,0.2778
3010.9000,4.4938,0.0000,-6.9537,0.2778
3011.0000,4.1815,0.0000,-5.9927,0.2778
3011.1000,3.8912,0.0000,-5.1409,0.2778
3011.2000,3.6212,0.0000,-4.4071,0.2778
3011.3000,3.3702,0.0000,-3.7753,0.2778
3011.4000,3.1368,0.0000,-3.2315,0.2778
3011.5000,2.9198,0.0000,-2.7654,0.2778
3011.6000,2.7179,0.0000,-2.3657,0.2778
3011.7000,2.5299,0.0000,-2.0215,0.2778
3011.8000,2.3549,0.0000,-1.7252,0.2778
3011.9000,2.1920,0.0000,-1.4703,0.2778
3012.0000,2.0404,0.0000,-1.2511,0.2778
3012.1000,1.8992,0.0000,-1.0628,0.2778
3012.2000,1.7679,0.0000,-0.9010,0.2778
3012.3000,1.6456,0.0000,-0.7623,0.2778
3012.4000,1.5317,0.0000,-0.6434,0.2778
3012.5000,1.4258,0.0000,-0.5415,0.2778
3012.6000,1.3272,0.0000,-0.4543,0.2778
3012.7000,1.2354,0.0000,-0.3798,0.2778
3012.8000,1.1499,0.0000,-0.3162,0.2778
3012.9000,1.0704,0.0000,-0.2620,0.2778
3013.0000,0.9963,0.0000,-0.2159,0.2778
3013.1000,0.9274,0.0000,-0.1766,0.2778
3013.2000,0.8633,0.0000,-0.1434,0.2778
3013.3000,0.8035,0.0000,-0.1152,0.2778
3013.4000,0.7480,0.0000,-0.0915,0.2778
3013.5000,0.6962,0.0000,-0.0715,0.2778
3013.6000,0.6481,0.0000,-0.0547,0.2778
3013.7000,0.6032,0.0000,-0.0406,0.2778
3013.8000,0.5615,0.0000,-0.0289,0.2778
3013.9000,0.5227,0.0000,-0.0192,0.2778
3014.0000,0.4865,0.0000,-0.0112,0.2778
3014.1000,0.4529,0.0000,-0.0046,0.2778
3014.2000,0.4215,0.0000,0.0007,0.2778
3014.3000,0.3924,0.0000,0.0050,0.2778
3014.4000,0.3652,0.0000,0.0084,0.2778
3014.5000,0.3400,0.0000,0.0111,0.2778
3014.6000,0.3165,0.0000,0.0132,0.2778
3014.7000,0.2946,0.0000,0.0147,0.2778
3014.8000,0.2742,0.0000,0.0158,0.2778
3014.9000,0.2552,0.0000,0.0166,0.2778
3015.0000,0.2376,0.0000,0.0170,0.2778
3015.1000,0.2211,0.0000,0.0172,0.2778
3015.2000,0.2058,0.0000,-0.0872,0.2778
3015.3000,0.0000,0.0000,-0.0000,0.2778
3015.4000,0.0000,0.0000,0.0000,0.2778
3015.5000,0.0000,0.0000,0.0000,0.2778
3015.6000,0.0000,0.0000,0.0000,0.2778
3015.7000,0.0000,0.0000,0.0000,0.2778
3015.8000,0.0000,0.0000,0.0000,0.2778
3015.9000,0.0000,0.0000,0.0000,0.2778
3016.0000,0.0000,0.0000,0.0000,0.2778
3016.1000,0.0000,0.0000,0.0000,0.2778
3016.2000,0.0000,0.0000,0.0000,0.2778
3016.3000,0.0000,0.0000,0.0000,0.2778
3016.4000,0.0000,0.0000,0.0000,0.2778
3016.5000,0.0000,0.0000,0.0000,0.2778
3016.6000,0.0000,0.0000,0.0000,0.2778
3016.7000,0.0000,0.0000,0.0000,0.2778
3016.8000,0.0000,0.0000,0.0000,0.2778
3016.9000,0.0000,0.0000,0.0000,0.2778
3017.0000,0.0000,0.0000,0.0000,0.2778
3017.1000,0.0000,0.0000,0.0000,0.2778
3017.2000,0.0000,0.0000,0.0000,0.2778
3017.3000,0.0000,0.0000,0.0000,0.2778
3017.4000,0.0000,0.0000,0.0000,0.2778
3017.5000,0.0000,0.0000,0.0000,0.2778
3017.6000,0.0000,0.0000,0.0000,0.2778
3017.7000,0.0000,0.0000,0.0000,0.2778
3017.8000,0.0000,0.0000,0.0000,0.2778
3017.9000,0.0000,0.0000,0.0000,0.2778
3018.0000,0.0000,0.0000,0.0000,0.2778
3018.1000,0.0000,0.0000,0.0000,0.2778
3018.2000,0.0000,0.0000,0.0000,0.2778
3018.3000,0.0000,0.0000,0.0000,0.2778
3018.4000,0.0000,0.0000,0.0000,0.2778
3018.5000,0.0000,0.0000,0.0000,0.2778
3018.6000,0.0000,0.0000,0.0000,0.2778
3018.7000,0.0000,0.0000,0.0000,0.2778
3018.8000,0.0000,0.0000,0.0000,0.2778
3018.9000,0.0000,0.0000,0.0000,0.2778
3019.0000,0.0000,0.0000,0.0000,0.2778
3019.1000,0.0000,0.0000,0.0000,0.2778
3019.2000,0.0000,0.0000,0.0000,0.2778
3019.3000,0.0000,0.0000,0.0000,0.2778
3019.4000,0.0000,0.0000,0.0000,0.2778
3019.5000,0.0000,0.0000,0.0000,0.2778
3019.6000,0.0000,0.0000,0.0000,0.2778
3019.7000,0.0000,0.0000,0.0000,0.2778
3019.8000,0.0000,0.0000,0.0000,0.2778
3019.9000,0.0000,0.0000,0.0000,0.2778
3020.0000,0.0000,0.0000,0.0000,0.2778
3020.1000,0.0000,0.0000,0.0000,0.2778
3020.2000,0.0000,0.0000,0.0000,0.2778
3020.3000,0.0000,0.0000,0.0000,0.2778
3020.4000,0.0000,0.0000,0.0000,0.2778
3020.5000,0.0000,0.0000,0.0000,0.2778
3020.6000,0.0000,0.0000,0.0000,0.2778
3020.7000,0.0000,0.0000,0.0000,0.2778
3020.8000,0.0000,0.0000,0.0000,0.2778
3020.9000,0.0000,0.0000,0.0000,0.2778
3021.0000,0.0000,0.0000,0.0000,0.2778
3021.1000,0.0000,0.0000,0.0000,0.2778
3021.2000,0.0000,0.0000,0.0000,0.2778
3021.3000,0.0000,0.0000,0.0000,0.2778
3021.4000,0.0000,0.0000,0.0000,0.2778
3021.5000,0.0000,0.0000,0.0000,0.2778
3021.6000,0.0000,0.0000,0.0000,0.2778
3021.7000,0.0000,0.0000,0.0000,0.2778
3021.8000,0.0000,0.0000,0.0000,0.2778
3021.9000,0.0000,0.0000,0.0000,0.2778
3022.0000,0.0000,0.0000,0.0000,0.2778
3022.1000,0.0000,0.0000,0.0000,0.2778
3022.2000,0.0000,0.0000,0.0000,0.2778
3022.3000,0.0000,0.0000,0.0000,0.2778
3022.4000,0.0000,0.0000,0.0000,0.2778
3022.5000,0.0000,0.0000,0.0000,0.2778
3022.6000,0.0000,0.0000,0.0000,0.2778
3022.7000,0.0000,0.0000,0.0000,0.2778
3022.8000,0.0000,0.0000,0.0000,0.2778
3022.9000,0.0000,0.0000,0.0000,0.2778
3023.0000,0.0000,0.0000,0.0000,0.2778
3023.1000,0.0000,0.0000,0.0000,0.2778
3023.2000,0.0000,0.0000,0.0000,0.2778
3023.3000,0.0000,0.0000,0.0000,0.2778
3023.4000,0.0000,0.0000,0.0000,0.2778
3023.5000,0.0000,0.0000,0.0000,0.2778
3023.6000,0.0000,0.0000,0.0000,0.2778
3023.7000,0.0000,0.0000,0.0000,0.2778
3023.8000,0.0000,0.0000,0.0000,0.2778
3023.9000,0.0000,0.0000,0.0000,0.2778
3024.0000,0.0000,0.0000,0.0000,0.2778
3024.1000,0.0000,0.0000,0.0000,0.2778
3024.2000,0.0000,0.0000,0.0000,0.2778
3024.3000,0.0000,0.0000,0.0000,0.2778
3024.4000,0.0000,0.0000,0.0000,0.2778
3024.5000,0.0000,0.0000,0.0000,0.2778
3024.6000,0.0000,0.0000,0.0000,0.2778
3024.7000,0.0000,0.0000,0.0000,0.2778
3024.8000,0.0000,0.0000,0.0000,0.2778
3024.9000,0.0000,0.0000,0.0000,0.2778
3025.0000,0.0000,0.0000,0.0000,0.2778
3025.1000,0.0000,0.0000,0.0000,0.2778
3025.2000,0.0000,0.0000,0.0000,0.2778
3025.3000,0.0000,0.0000,0.0000,0.2778
3025.4000,0.0000,0.0000,0.0000,0.2778
3025.5000,0.0000,0.0000,0.0000,0.2778
3025.6000,0.0000,0.0000,0.0000,0.2778
3025.7000,0.0000,0.0000,0.0000,0.2778
3025.8000,0.0000,0.0000,0.0000,0.2778
3025.9000,0.0000,0.0000,0.0000,0.2778
3026.0000,0.0000,0.0000,0.0000,0.2778
3026.1000,0.0000,0.0000,0.0000,0.2778
3026.2000,0.0000,0.0000,0.0000,0.2778
3026.3000,0.0000,0.0000,0.0000,0.2778
3026.4000,0.0000,0.0000,0.0000,0.2778
3026.5000,0.0000,0.0000,0.0000,0.2778
3026.6000,0.0000,0.0000,0.0000,0.2778
3026.7000,0.0000,0.0000,0.0000,0.2778
