t_s,v_kmh,grade_pct,P_wheel_kW,fuel_g_per_s
1200.0000,77.9701,-1.4346,31.3766,2.4853
1200.1000,78.0014,-1.4374,30.5225,2.4385
1200.2000,78.0302,-1.4402,29.7072,2.3938
1200.3000,78.0576,-1.4430,29.3674,2.3753
1200.4000,78.0849,-1.4458,29.6220,2.3898
1200.5000,78.1136,-1.4486,29.6372,2.3910
1200.6000,78.1410,-1.4514,29.0840,2.3607
1200.7000,78.1670,-1.4542,28.9266,2.3523
1200.8000,78.1938,-1.4570,28.7723,2.3440
1200.9000,78.2191,-1.4599,28.0525,2.3044
1201.0000,78.2424,-1.4627,26.8804,2.2396
1201.1000,78.2622,-1.4655,25.6330,2.1703
1201.2000,78.2796,-1.4684,24.2056,2.0907
1201.3000,78.2926,-1.4712,22.4073,1.9900
1201.4000,78.3014,-1.4740,20.3181,1.8725
1201.5000,78.3045,-1.4769,18.5151,1.7706
1201.6000,78.3048,-1.4797,17.1144,1.6911
1201.7000,78.3013,-1.4825,15.8939,1.6216
1201.8000,78.2960,-1.4854,15.4124,1.5941
1201.9000,78.2904,-1.4882,15.4846,1.5982
1202.0000,78.2856,-1.4910,16.0546,1.6306
1202.1000,78.2829,-1.4939,17.2435,1.6982
1202.2000,78.2841,-1.4967,19.0600,1.8012
1202.3000,78.2904,-1.4995,21.3833,1.9324
1202.4000,78.3029,-1.5024,23.4623,2.0493
1202.5000,78.3194,-1.5052,24.7762,2.1231
1202.6000,78.3384,-1.5080,25.7973,2.1804
1202.7000,78.3599,-1.5109,26.5527,2.2227
1202.8000,78.3826,-1.5137,27.0712,2.2519
1202.9000,78.4067,-1.5165,28.0388,2.3060
1203.0000,78.4341,-1.5193,29.3586,2.3795
1203.1000,78.4646,-1.5222,30.8668,2.4633
1203.2000,78.4993,-1.5250,32.0319,2.5279
1203.3000,78.5354,-1.5278,32.3598,2.5464
1203.4000,78.5718,-1.5306,32.8738,2.5752
1203.5000,78.6103,-1.5334,33.6601,2.6189
1203.6000,78.6504,-1.5362,33.6309,2.6178
1203.7000,78.6888,-1.5390,33.8717,2.6315
1203.8000,78.7301,-1.5418,34.9484,2.6910
1203.9000,78.7736,-1.5446,35.0423,2.6967
1204.0000,78.8153,-1.5474,35.0148,2.6957
1204.1000,78.8587,-1.5502,35.7304,2.7354
1204.2000,78.9037,-1.5530,35.7928,2.7394
1204.3000,78.9473,-1.5558,35.4441,2.7209
1204.4000,78.9906,-1.5586,35.5641,2.7280
1204.5000,79.0348,-1.5614,35.3486,2.7168
1204.6000,79.0770,-1.5641,34.6352,2.6782
1204.7000,79.1178,-1.5669,34.3765,2.6646
1204.8000,79.1587,-1.5697,34.2059,2.6557
1204.9000,79.1986,-1.5724,34.1265,2.6519
1205.0000,79.2392,-1.5751,34.3616,2.6653
1205.1000,79.2801,-1.5779,34.4087,2.6684
1205.2000,79.3209,-1.5806,33.4920,2.6186
1205.3000,79.3575,-1.5833,31.5057,2.5097
1205.4000,79.3888,-1.5861,29.0715,2.3754
1205.5000,79.4138,-1.5888,26.8172,2.2504
1205.6000,79.4344,-1.5915,25.3366,2.1681
1205.7000,79.4525,-1.5942,24.1400,2.1013
1205.8000,79.4675,-1.5968,23.0037,2.0378
1205.9000,79.4803,-1.5995,22.4936,2.0093
1206.0000,79.4931,-1.6022,22.0435,1.9841
1206.1000,79.5038,-1.6048,21.3646,1.9460
1206.2000,79.5135,-1.6075,21.2239,1.9382
1206.3000,79.5237,-1.6101,21.3439,1.9451
1206.4000,79.5341,-1.6127,20.8476,1.9173
1206.5000,79.5421,-1.6153,20.0989,1.8751
1206.6000,79.5490,-1.6179,19.4135,1.8364
1206.7000,79.5539,-1.6205,18.7712,1.8001
1206.8000,79.5580,-1.6230,18.4998,1.7848
1206.9000,79.5617,-1.6256,18.5625,1.7884
1207.0000,79.5662,-1.6281,18.8963,1.8073
1207.1000,79.5717,-1.6307,18.8850,1.8068
1207.2000,79.5763,-1.6332,18.2928,1.7733
1207.3000,79.5792,-1.6357,17.9347,1.7530
1207.4000,79.5822,-1.6382,17.9249,1.7525
1207.5000,79.5852,-1.6406,17.6922,1.7393
1207.6000,79.5873,-1.6431,17.6140,1.7349
1207.7000,79.5900,-1.6455,17.8895,1.7506
