t_s,v_kmh,grade_pct,P_wheel_kW,fuel_g_per_s
4200.0000,96.8135,-1.6297,43.7863,3.4368
4200.1000,96.8280,-1.6258,43.8493,3.4405
4200.2000,96.8426,-1.6219,43.9132,3.4443
4200.3000,96.8570,-1.6179,43.9782,3.4481
4200.4000,96.8714,-1.6139,44.0442,3.4519
4200.5000,96.8858,-1.6098,44.1111,3.4558
4200.6000,96.9001,-1.6057,44.1791,3.4598
4200.7000,96.9144,-1.6015,44.2480,3.4638
4200.8000,96.9286,-1.5972,44.3180,3.4679
4200.9000,96.9427,-1.5929,44.3889,3.4720
4201.0000,96.9569,-1.5886,44.4608,3.4762
4201.1000,96.9709,-1.5842,44.5337,3.4804
4201.2000,96.9849,-1.5797,44.6076,3.4847
4201.3000,96.9989,-1.5752,44.6825,3.4890
4201.4000,97.0128,-1.5706,44.7583,3.4934
4201.5000,97.0267,-1.5660,44.8351,3.4978
4201.6000,97.0405,-1.5613,44.9129,3.5023
4201.7000,97.0543,-1.5565,44.9917,3.5068
4201.8000,97.0681,-1.5518,45.0714,3.5114
4201.9000,97.0818,-1.5469,45.1521,3.5161
4202.0000,97.0954,-1.5420,45.2338,3.5208
4202.1000,97.1090,-1.5371,45.3164,3.5255
4202.2000,97.1225,-1.5321,45.4000,3.5303
4202.3000,97.1360,-1.5270,45.4846,3.5351
4202.4000,97.1495,-1.5219,45.5701,3.5400
4202.5000,97.1629,-1.5167,45.6565,3.5450
4202.6000,97.1763,-1.5115,45.7439,3.5500
4202.7000,97.1896,-1.5063,45.8322,3.5550
4202.8000,97.2028,-1.5009,45.9215,3.5601
4202.9000,97.2161,-1.4956,46.0116,3.5653
4203.0000,97.2293,-1.4902,46.1028,3.5705
4203.1000,97.2424,-1.4847,46.1948,3.5757
4203.2000,97.2555,-1.4792,46.2878,3.5810
4203.3000,97.2685,-1.4736,46.3817,3.5863
4203.4000,97.2815,-1.4680,46.4765,3.5917
4203.5000,97.2945,-1.4623,46.5722,3.5972
4203.6000,97.3074,-1.4566,46.6688,3.6026
4203.7000,97.3203,-1.4508,46.7663,3.6082
4203.8000,97.3331,-1.4450,46.8647,3.6137
4203.9000,97.3459,-1.4392,46.9640,3.6194
4204.0000,97.3586,-1.4332,47.0641,3.6250
4204.1000,97.3713,-1.4273,47.1652,3.6308
4204.2000,97.3839,-1.4213,47.2671,3.6365
4204.3000,97.3965,-1.4152,47.3699,3.6423
4204.4000,97.4091,-1.4091,47.4736,3.6482
4204.5000,97.4216,-1.4030,47.5781,3.6541
4204.6000,97.4341,-1.3968,47.6835,3.6600
