t_s,v_kmh,grade_pct,P_wheel_kW,fuel_g_per_s
3900.0000,80.6406,-0.4935,56.3151,3.8973
3900.1000,80.6923,-0.4946,56.2938,3.8967
3900.2000,80.7438,-0.4957,56.2730,3.8961
3900.3000,80.7950,-0.4968,56.2525,3.8955
3900.4000,80.8461,-0.4978,56.2325,3.8950
3900.5000,80.8971,-0.4988,56.2128,3.8945
3900.6000,80.9478,-0.4998,56.1936,3.8940
3900.7000,80.9984,-0.5008,56.1747,3.8935
3900.8000,81.0488,-0.5018,56.1563,3.8931
3900.9000,81.0990,-0.5027,56.1383,3.8926
3901.0000,81.1490,-0.5036,56.1207,3.8922
3901.1000,81.1989,-0.5045,56.1036,3.8918
3901.2000,81.2486,-0.5054,56.0868,3.8915
3901.3000,81.2982,-0.5062,56.0705,3.8911
3901.4000,81.3475,-0.5070,56.0547,3.8908
3901.5000,81.3967,-0.5078,56.0392,3.8905
3901.6000,81.4457,-0.5086,56.0243,3.8902
3901.7000,81.4946,-0.5093,56.0098,3.8900
3901.8000,81.5433,-0.5100,55.9957,3.8898
3901.9000,81.5918,-0.5107,55.9821,3.8896
3902.0000,81.6401,-0.5113,55.9689,3.8894
3902.1000,81.6883,-0.5120,55.9563,3.8892
3902.2000,81.7363,-0.5126,55.9441,3.8891
3902.3000,81.7842,-0.5131,55.9323,3.8890
3902.4000,81.8319,-0.5137,55.9211,3.8890
3902.5000,81.8794,-0.5142,55.9103,3.8889
3902.6000,81.9268,-0.5147,55.9000,3.8889
3902.7000,81.9740,-0.5152,55.8902,3.8889
3902.8000,82.0211,-0.5156,55.8809,3.8889
3902.9000,82.0680,-0.5160,55.8721,3.8890
3903.0000,82.1147,-0.5164,55.8638,3.8891
3903.1000,82.1613,-0.5167,55.8560,3.8892
3903.2000,82.2077,-0.5170,55.8487,3.8893
3903.3000,82.2540,-0.5173,55.8420,3.8895
3903.4000,82.3001,-0.5176,55.8357,3.8897
3903.5000,82.3461,-0.5178,55.8300,3.8899
3903.6000,82.3919,-0.5180,55.8248,3.8902
3903.7000,82.4375,-0.5182,55.8201,3.8905
3903.8000,82.4830,-0.5183,55.8160,3.8908
3903.9000,82.5284,-0.5184,55.8124,3.8912
3904.0000,82.5736,-0.5185,55.8093,3.8915
3904.1000,82.6186,-0.5185,55.8068,3.8919
3904.2000,82.6635,-0.5185,55.8048,3.8924
3904.3000,82.7083,-0.5185,55.8034,3.8928
3904.4000,82.7529,-0.5184,55.8025,3.8933
3904.5000,82.7973,-0.5184,55.8022,3.8938
3904.6000,82.8416,-0.5182,55.8025,3.8944
3904.7000,82.8858,-0.5181,55.8033,3.8950
3904.8000,82.9298,-0.5179,55.8047,3.8956
3904.9000,82.9737,-0.5177,55.8067,3.8962
3905.0000,83.0174,-0.5174,55.8092,3.8969
3905.1000,83.0610,-0.5171,55.8123,3.8976
3905.2000,83.1044,-0.5168,55.8161,3.8984
3905.3000,83.1477,-0.5164,55.8203,3.8991
3905.4000,83.1909,-0.5161,55.8252,3.9000
3905.5000,83.2339,-0.5156,55.8307,3.9008
3905.6000,83.2768,-0.5152,55.8368,3.9017
3905.7000,83.3195,-0.5147,55.8434,3.9026
3905.8000,83.3621,-0.5141,55.8507,3.9035
3905.9000,83.4046,-0.5136,55.8586,3.9045
3906.0000,83.4469,-0.5130,55.8671,3.9055
3906.1000,83.4891,-0.5123,55.8762,3.9065
3906.2000,83.5311,-0.5117,55.8859,3.9076
3906.3000,83.5730,-0.5109,55.8963,3.9087
3906.4000,83.6148,-0.5102,55.9072,3.9098
3906.5000,83.6564,-0.5094,55.9188,3.9110
3906.6000,83.6979,-0.5086,55.9310,3.9122
3906.7000,83.7393,-0.5077,55.9439,3.9135
3906.8000,83.7806,-0.5068,55.9573,3.9147
3906.9000,83.8217,-0.5059,55.9714,3.9161
3907.0000,83.8626,-0.5049,55.9862,3.9174
3907.1000,83.9035,-0.5039,56.0016,3.9188
3907.2000,83.9442,-0.5029,56.0176,3.9202
3907.3000,83.9848,-0.5018,56.0343,3.9217
3907.4000,84.0252,-0.5007,56.0517,3.9231
3907.5000,84.0656,-0.4995,56.0696,3.9247
3907.6000,84.1058,-0.4983,56.0883,3.9262
3907.7000,84.1458,-0.4971,56.1076,3.9278
3907.8000,84.1858,-0.4958,56.1276,3.9295
3907.9000,84.2256,-0.4945,56.1482,3.9311
3908.0000,84.2653,-0.4931,56.1695,3.9328
3908.1000,84.3048,-0.4917,56.1914,3.9346
3908.2000,84.3443,-0.4903,56.2141,3.9364
3908.3000,84.3836,-0.4888,56.2374,3.9382
3908.4000,84.4228,-0.4873,56.2613,3.9401
3908.5000,84.4619,-0.4858,56.2860,3.9419
3908.6000,84.5008,-0.4842,56.3113,3.9439
3908.7000,84.5396,-0.4826,56.3373,3.9458
3908.8000,84.5783,-0.4809,56.3640,3.9478
3908.9000,84.6169,-0.4792,56.3914,3.9499
3909.0000,84.6554,-0.4774,56.4195,3.9520
3909.1000,84.6937,-0.4756,56.4482,3.9541
3909.2000,84.7319,-0.4738,56.4777,3.9563
3909.3000,84.7700,-0.4719,56.5078,3.9585
3909.4000,84.8080,-0.4700,56.5386,3.9607
3909.5000,84.8459,-0.4681,56.5702,3.9630
3909.6000,84.8836,-0.4661,56.6024,3.9653
3909.7000,84.9213,-0.4640,56.6353,3.9676
3909.8000,84.9588,-0.4620,56.6689,3.9700
3909.9000,84.9962,-0.4599,56.7033,3.9724
3910.0000,85.0335,-0.4577,56.7383,3.9749
3910.1000,85.0706,-0.4555,56.7740,3.9774
3910.2000,85.1077,-0.4533,56.8105,3.9800
3910.3000,85.1446,-0.4510,56.8476,3.9825
3910.4000,85.1814,-0.4487,56.8855,3.9852
3910.5000,85.2182,-0.4463,56.9241,3.9878
3910.6000,85.2548,-0.4439,56.9633,3.9905
3910.7000,85.2912,-0.4415,57.0033,3.9933
3910.8000,85.3276,-0.4390,57.0440,3.9961
3910.9000,85.3639,-0.4364,57.0855,3.9989
3911.0000,85.4000,-0.4339,57.1276,4.0017
3911.1000,85.4361,-0.4313,57.1705,4.0046
3911.2000,85.4720,-0.4286,57.2140,4.0076
3911.3000,85.5078,-0.4259,57.2583,4.0106
3911.4000,85.5436,-0.4232,57.3033,4.0136
3911.5000,85.5792,-0.4204,57.3491,4.0166
3911.6000,85.6147,-0.4176,57.3955,4.0197
3911.7000,85.6501,-0.4147,57.4427,4.0229
3911.8000,85.6853,-0.4118,57.4906,4.0261
