t_s,v_kmh,grade_pct,P_wheel_kW,fuel_g_per_s
6300.0000,48.9342,0.1210,17.9821,1.5368
6300.1000,48.9429,0.1207,17.2059,1.4936
6300.2000,48.9488,0.1204,16.8665,1.4747
6300.3000,48.9548,0.1201,16.7543,1.4685
6300.4000,48.9599,0.1198,16.6701,1.4639
6300.5000,48.9652,0.1195,16.6454,1.4626
6300.6000,48.9701,0.1191,16.6523,1.4630
6300.7000,48.9755,0.1188,16.5512,1.4574
6300.8000,48.9796,0.1185,16.4337,1.4509
6300.9000,48.9841,0.1182,16.6315,1.4620
6301.0000,48.9897,0.1180,17.0933,1.4879
6301.1000,48.9978,0.1177,17.6574,1.5194
6301.2000,49.0077,0.1174,17.9429,1.5354
6301.3000,49.0180,0.1171,17.9803,1.5377
6301.4000,49.0282,0.1168,18.2852,1.5547
6301.5000,49.0407,0.1165,18.7030,1.5781
6301.6000,49.0541,0.1162,18.8589,1.5869
6301.7000,49.0678,0.1160,19.0271,1.5964
6301.8000,49.0824,0.1157,19.3116,1.6124
6301.9000,49.0982,0.1154,19.5762,1.6273
6302.0000,49.1149,0.1152,19.6496,1.6315
6302.1000,49.1312,0.1149,19.6829,1.6336
6302.2000,49.1480,0.1146,19.6556,1.6322
6302.3000,49.1640,0.1144,19.5466,1.6264
6302.4000,49.1799,0.1141,19.5621,1.6274
6302.5000,49.1960,0.1139,19.7949,1.6405
6302.6000,49.2136,0.1136,20.2430,1.6656
6302.7000,49.2331,0.1134,20.7190,1.6921
6302.8000,49.2543,0.1132,20.9372,1.7044
6302.9000,49.2753,0.1129,20.7204,1.6927
6303.0000,49.2948,0.1127,20.2533,1.6671
6303.1000,49.3121,0.1125,19.7567,1.6398
6303.2000,49.3277,0.1122,19.4468,1.6228
6303.3000,49.3426,0.1120,19.5428,1.6283
6303.4000,49.3589,0.1118,19.9588,1.6516
6303.5000,49.3769,0.1116,20.5027,1.6819
6303.6000,49.3972,0.1114,20.7134,1.6938
6303.7000,49.4168,0.1111,20.7318,1.6950
6303.8000,49.4372,0.1109,21.3461,1.7292
6303.9000,49.4614,0.1107,22.3973,1.7874
6304.0000,49.4896,0.1105,23.4544,1.8458
6304.1000,49.5217,0.1103,24.6369,1.9109
6304.2000,49.5589,0.1101,25.7618,1.9727
6304.3000,49.5993,0.1099,26.2074,1.9975
6304.4000,49.6396,0.1098,26.2230,1.9988
6304.5000,49.6800,0.1096,26.2907,2.0030
6304.6000,49.7206,0.1094,26.3895,2.0089
6304.7000,49.7614,0.1092,26.1759,1.9978
6304.8000,49.8002,0.1090,25.6203,1.9681
6304.9000,49.8366,0.1089,25.0255,1.9361
6305.0000,49.8706,0.1087,24.3968,1.9021
6305.1000,49.9021,0.1085,23.6797,1.8632
6305.2000,49.9305,0.1084,23.2864,1.8420
6305.3000,49.9589,0.1082,23.3037,1.8433
6305.4000,49.9873,0.1081,23.4842,1.8536
6305.5000,50.0169,0.1079,23.9932,1.8819
6305.6000,50.0489,0.1078,24.8559,1.9295
6305.7000,50.0849,0.1076,26.0559,1.9954
6305.8000,50.1258,0.1075,27.3448,2.0660
6305.9000,50.1712,0.1074,28.3131,2.1191
6306.0000,50.2191,0.1072,28.7900,2.1455
6306.1000,50.2678,0.1071,29.0274,2.1590
6306.2000,50.3173,0.1070,29.0364,2.1601
6306.3000,50.3657,0.1069,28.6868,2.1418
6306.4000,50.4122,0.1067,28.2214,2.1172
6306.5000,50.4569,0.1066,27.6833,2.0886
6306.6000,50.4991,0.1065,27.2848,2.0676
