corner,candidate,cycle,seed,distance_km,duration_s,avg_speed_kmh,power_limited_frac,payload_kg,gcw_kg,fuel_g_raw,fuel_g_corrected,fuel_L_per_100km,MJ_per_km,MJ_per_payload_tkm,unserved_kWh,charge_deficit_kWh,fuel_g_charge_correction_signed,correction_share,correction_eta_fuel_to_bus,e_spin_kWh,e_spin_coast_bracket_kWh,e_resistor_kWh,e_engine_brake_kWh,e_friction_brake_kWh,resistor_peak_kW,engine_brake_peak_kW
payload_plus20,S2,LH-520,8103,520,21958.3,85.2526,0.130861,22926.9,40121.1,173048,172571,39.8878,14.2039,0.619531,7.06161,-9.46393,-1878.26,-0.0027628,0.423813,0.000974554,13.5514,27.9815,36.6227,0.069927,314.198,198.127
payload_plus20,S2,LH-520,8104,520,22933,81.6291,0.102237,22926.9,40121.1,168137,168860,39.0301,13.8985,0.606209,7.41583,-3.77478,-749.053,0.0042788,0.423875,0.00160855,12.9352,27.2666,34.8997,0.0924384,313.894,178.519
payload_plus20,S2,LH-520,8105,520,20987.2,89.1973,0.141247,22926.9,40121.1,186601,190257,43.9758,15.6596,0.683025,17.6957,0.633979,126.45,0.0192157,0.421712,0.000843904,13.6001,19.1022,35.7106,1.94235e-05,310.905,204.889
payload_plus20,S2,LH-520,8106,520,21827.6,85.763,0.121726,22926.9,40121.1,158990,157800,36.4737,12.9881,0.566503,1.81575,-7.82382,-1549.27,-0.00753939,0.424767,0.00220667,13.8816,47.8303,36.3591,0.243802,314.225,190.239
payload_plus20,S2,LH-520,8107,520,20757,90.1865,0.143748,22926.9,40121.1,175821,176086,40.7003,14.4932,0.63215,9.54433,-8.20578,-1625.2,0.00150556,0.424689,0.00110061,14.812,31.9738,36.1994,0.2091,314.363,202.93
payload_plus20,S2,LH-520,8108,520,22740,82.322,0.102299,22926.9,40121.1,153672,152112,35.1589,12.5199,0.546082,4.07562,-11.917,-2371.38,-0.010258,0.422693,0.00143635,13.514,36.6893,35.2623,0.00679063,314.063,181.119
payload_plus20,S2,REG-165,8101,165.001,9500.9,62.5208,0.0591727,22926.9,40121.1,43610.2,44107.1,32.1291,11.441,0.499023,0,2.41321,496.844,0.0112645,0.40854,0.0011726,5.45653,7.43395,3.36418,0.19352,314.422,196.333
payload_plus20,S2,REG-165,8102,165.001,9381.2,63.3184,0.0503875,22926.9,40121.1,49486,49791,36.2695,12.9154,0.563331,0,1.4803,304.991,0.00612543,0.408244,0.00101884,5.51333,5.87779,3.0946,0.208908,314.308,189.856
payload_plus20,S2,REG-165,8103,165.001,9511,62.4544,0.0694662,22926.9,40121.1,47902.8,48618.1,35.415,12.6111,0.55006,0,3.50185,715.238,0.0147114,0.411819,0.000916936,5.34306,6.49386,2.48384,0.0848641,313.938,177.436
payload_plus20,S2,REG-165,8104,165,9444.5,62.8939,0.0519133,22926.9,40121.1,42190.4,42837.7,31.2046,11.1118,0.484664,0,3.12517,647.3,0.0151105,0.406095,0.000706933,5.67016,6.86285,3.75334,0.334252,314.394,192.88
payload_plus20,S2,REG-165,8105,165,9255,64.1816,0.0600426,22926.9,40121.1,39489.9,40370.9,29.4077,10.472,0.456755,0,4.29668,881.056,0.021824,0.410193,0.0010097,5.80483,7.65254,3.67863,0.154725,314.228,192.641
payload_plus20,S2,REG-165,8106,165.001,9684.2,61.3375,0.04308,22926.9,40121.1,44249.1,44770.8,32.6125,11.6132,0.506532,0,2.51854,521.725,0.0116532,0.406038,0.000628959,6.23451,7.9156,1.97522,0.707465,314.202,188.884
payload_plus20,S2,REG-165,8107,165,9370.8,63.3885,0.032857,22926.9,40121.1,43207,43857.7,31.9475,11.3764,0.496204,0,3.09428,650.703,0.0148367,0.399977,0.00100401,5.18826,6.68092,2.79783,0.332061,313.082,179.081
payload_plus20,S2,REG-165,8108,165.001,9384.6,63.2954,0.046725,22926.9,40121.1,43789.3,43964.5,32.0253,11.4041,0.497411,0,0.844684,175.204,0.00398512,0.405518,0.00128274,4.96954,8.19014,1.84513,0.514124,314.412,193.658
payload_plus20,S3,LH-520,8101,520,28151.5,66.4974,0.342116,23471.1,40211.8,132422,164292,37.9743,13.5225,0.576134,160.442,-12.4678,-2685.23,0.193982,0.390542,0.0022558,17.8163,20.3386,39.1687,0.659604,183.454,200.904
payload_plus20,S3,LH-520,8102,520,26183.2,71.4963,0.381866,23471.1,40211.8,136070,172355,39.8379,14.1861,0.604409,162.033,2.08644,461.287,0.210524,0.380447,0.00193532,19.4679,15.4732,39.967,0.76804,183.454,221.502
payload_plus20,S3,LH-520,8103,520,27950.3,66.976,0.35578,23471.1,40211.8,144988,180690,41.7644,14.8721,0.633637,160.938,4.96569,1068.58,0.197585,0.390867,0.00188574,16.9691,15.5121,39.7204,0.247953,183.454,213.503
payload_plus20,S3,LH-520,8104,520,30272.6,61.8381,0.382804,23471.1,40211.8,128876,174156,40.2541,14.3343,0.610723,192.106,19.5517,4182.69,0.259997,0.393177,0.00244738,16.1147,13.1743,38.0934,0.407979,183.454,193.198
payload_plus20,S3,LH-520,8105,520,27720.3,67.5318,0.425831,23471.1,40211.8,150156,201294,46.527,16.5681,0.705893,212.875,21.3866,4668.59,0.254047,0.385313,0.00577113,19.0178,10.1694,38.8298,0.0824421,183.025,223.256
payload_plus20,S3,LH-520,8106,520,27995,66.8691,0.347032,23471.1,40211.8,132027,164095,37.9287,13.5063,0.575443,159.053,-11.3582,-2466.14,0.195423,0.387392,0.003988,17.8547,18.8369,39.7123,0.650845,183.454,207.591
payload_plus20,S3,LH-520,8107,520,26701,70.1098,0.394793,23471.1,40211.8,145888,186007,42.9934,15.3098,0.652282,176.093,7.29169,1595.19,0.215683,0.384482,0.00410089,19.7548,15.3459,39.4843,0.614921,183.454,219.625
payload_plus20,S3,LH-520,8108,520,29031.6,64.4815,0.336498,23471.1,40211.8,124674,158183,36.5623,13.0197,0.554713,163.368,-7.83993,-1689.13,0.211836,0.390397,0.00286583,16.4362,16.7692,38.2058,0.0973289,182.975,196.101
payload_plus20,S3,REG-165,8101,165,10633.8,55.8597,0.31929,23471.1,40211.8,30707.4,44497.5,32.4136,11.5424,0.491769,42.1413,21.6021,4673.34,0.309907,0.388801,0.00194676,6.89769,5.69178,4.06303,0.789686,183.454,212.495
payload_plus20,S3,REG-165,8102,165,11527.4,51.5295,0.389148,23471.1,40211.8,29747.9,50104.2,36.4977,12.9967,0.553732,73.3879,21.4309,4600.92,0.406279,0.391791,0.00105797,7.29609,4.52271,4.0797,0.602372,183.454,207.256
payload_plus20,S3,REG-165,8103,165.001,10913.8,54.4267,0.333456,23471.1,40211.8,33672.2,48717.7,35.4876,12.637,0.538408,49.0319,21.6021,4601.36,0.308829,0.394883,0.00110383,6.46508,5.34584,3.25093,0.486656,183.454,190.289
payload_plus20,S3,REG-165,8104,165.001,10821.6,54.8904,0.319044,23471.1,40211.8,29668.2,43270.3,31.5197,11.224,0.478207,41.7026,21.6021,4641.59,0.314352,0.39146,0.00134959,6.92042,5.39953,4.86017,0.773703,183.454,210.19
payload_plus20,S3,REG-165,8105,165.001,10343.7,57.4265,0.311375,23471.1,40211.8,29391.7,41031.6,29.8889,10.6433,0.453465,32.2346,21.6021,4670.51,0.28368,0.389037,0.0012034,7.04923,6.00268,4.59513,0.77587,183.454,199.736
payload_plus20,S3,REG-165,8106,165,10882.1,54.5851,0.321534,23471.1,40211.8,32450.6,44602.5,32.4901,11.5696,0.49293,35.5364,21.6021,4594.22,0.272449,0.395497,0.000497712,7.09242,6.19869,2.72201,1.42154,183.454,203.751
payload_plus20,S3,REG-165,8107,165,10369.1,57.2856,0.272885,23471.1,40211.8,32307.8,43747.4,31.8673,11.3478,0.48348,31.9396,21.6021,4615.44,0.261491,0.393679,0.00193054,6.41722,4.89904,3.80742,0.852385,183.454,192.672
payload_plus20,S3,REG-165,8108,165.001,10777.2,55.1166,0.313585,23471.1,40211.8,30605,43983.9,32.0394,11.4091,0.486093,40.5478,21.6021,4650.27,0.304178,0.39073,0.00131392,6.38608,6.20175,2.67157,1.35954,183.454,209.582
payload_plus20,S4,LH-520,8101,520,22048.6,84.9034,0.117032,23212.3,40168.7,151207,160989,37.2109,13.2506,0.570846,42.8334,3.20199,680.425,0.0607652,0.395821,0.00245479,36.7294,4.42947,0,0.364117,47.7333,0
payload_plus20,S4,LH-520,8102,520,20352.1,91.9807,0.162715,23212.3,40168.7,153216,164900,38.1149,13.5726,0.584715,46.11,8.9878,1906.02,0.0708576,0.396629,0.0031006,38.0445,0.192239,0,0.568008,47.734,0
payload_plus20,S4,LH-520,8103,520,21891.6,85.5123,0.141908,23212.3,40168.7,167475,179246,41.4308,14.7533,0.635583,49.6672,5.82057,1234.81,0.065672,0.396484,0.000991903,36.8291,0.426866,0,0.204372,47.7329,0
payload_plus20,S4,LH-520,8104,520,22849.8,81.9264,0.103948,23212.3,40168.7,165286,175474,40.5589,14.4429,0.622209,43.8436,4.20751,892.116,0.0580612,0.3967,0.0025188,36.2343,0.121339,0,0.200642,47.7337,0
payload_plus20,S4,LH-520,8105,520,20943.8,89.3821,0.167338,23212.3,40168.7,177958,199847,46.1923,16.4489,0.70863,89.6306,13.5032,2865.91,0.109529,0.396308,0.00287441,37.713,0.0803984,0,0.0805215,45.5774,0
payload_plus20,S4,LH-520,8106,520,21740.1,86.1082,0.122124,23212.3,40168.7,150489,159784,36.9324,13.1515,0.566574,38.6202,5.18435,1100.16,0.0581761,0.396368,0.0056335,37.0595,5.57102,0,0.376874,47.7317,0
payload_plus20,S4,LH-520,8107,520,20708,90.3999,0.167186,23212.3,40168.7,166097,181588,41.9721,14.9461,0.643888,60.2776,12.7365,2702.31,0.0853109,0.396436,0.00169299,37.6856,1.9586,0,0.378433,47.7341,0
payload_plus20,S4,LH-520,8108,520,22653.4,82.6367,0.101702,23212.3,40168.7,145430,154836,35.7885,12.7442,0.549027,41.7665,2.47658,526.474,0.0607432,0.395672,0.00320027,36.3712,0.0297995,0,0.0154158,46.7884,0
payload_plus20,S4,REG-165,8101,165,9493.3,62.5705,0.0517517,23212.3,40168.7,45577.3,46186.8,33.6442,11.9806,0.516131,0,2.86358,609.502,0.0131964,0.395178,0.00135855,11.2059,0.216164,0,0.319552,47.7324,0
payload_plus20,S4,REG-165,8102,165,9375.1,63.3594,0.0513909,23212.3,40168.7,52839.2,53237.9,38.7805,13.8096,0.594926,0,1.87532,398.709,0.00748919,0.39562,0.00147708,11.2016,0.145814,0,0.370789,47.7321,0
payload_plus20,S4,REG-165,8103,165,9489.1,62.5983,0.061375,23212.3,40168.7,51238.7,51885.6,37.7954,13.4588,0.579813,0,3.0403,646.868,0.0124672,0.39533,0.000764691,11.1704,0.130845,0,0.16553,47.7335,0
payload_plus20,S4,REG-165,8104,165.001,9436.2,62.9494,0.0470841,23212.3,40168.7,44689,45098.5,32.8513,11.6982,0.503967,0,1.92554,409.54,0.00908099,0.395473,0.000625804,11.237,0.183551,0,0.520693,47.7325,0
payload_plus20,S4,REG-165,8105,165.001,9243.8,64.2595,0.0568483,23212.3,40168.7,41803.4,42140.7,30.6968,10.931,0.470915,0,1.58511,337.276,0.00800357,0.395305,0.00146354,11.2103,0.190811,0,0.275098,47.7324,0
payload_plus20,S4,REG-165,8106,165,9675.8,61.3903,0.0398619,23212.3,40168.7,46986.4,47423.3,34.5449,12.3013,0.529948,0,2.05128,436.85,0.00921172,0.394959,0.000841597,11.1612,0.314132,0,0.73892,47.7336,0
payload_plus20,S4,REG-165,8107,165.001,9360.4,63.4591,0.0284921,23212.3,40168.7,46326,46669.8,33.9959,12.1058,0.521526,0,1.61527,343.815,0.00736697,0.395165,0.00160533,11.2114,0.244224,0,0.347812,47.732,0
payload_plus20,S4,REG-165,8108,165.001,9375,63.3602,0.0433169,23212.3,40168.7,46374.4,46482.1,33.8592,12.0571,0.519429,0,0.506965,107.704,0.00231711,0.395918,0.00207216,11.2401,0.325031,0,0.713185,47.7337,0
payload_minus20,S0,LH-520,8101,520,22218,84.2561,0.0957418,16628,32143,152367,152367,35.218,12.541,0.75421,0,-0,-0,0,0.389196,0,0,0,139.576,15.9594,0,303.462
payload_minus20,S0,LH-520,8102,520,20576.3,90.9785,0.141385,16628,32143,156322,156322,36.1321,12.8665,0.773785,0,-0,-0,0,0.386572,0,0,0,126.989,18.1978,0,303.564
payload_minus20,S0,LH-520,8103,520,22019.1,85.0172,0.124714,16628,32143,167734,167734,38.7698,13.8058,0.830273,0,-0,-0,0,0.390681,0,0,0,127.531,13.4007,0,303.294
payload_minus20,S0,LH-520,8104,520,22983.7,81.4491,0.0869308,16628,32143,162512,162512,37.5629,13.376,0.804427,0,-0,-0,0,0.390177,0,0,0,117.147,12.9354,0,303.59
payload_minus20,S0,LH-520,8105,520,21132.2,88.5852,0.149894,16628,32143,181998,181998,42.0669,14.9799,0.900882,0,-0,-0,0,0.391938,0,0,0,102.55,12.4551,0,303.544
payload_minus20,S0,LH-520,8106,520,21886.2,85.5334,0.107199,16628,32143,151723,151723,35.0691,12.488,0.751019,0,-0,-0,0,0.388056,0,0,0,138.264,16.3411,0,303.474
payload_minus20,S0,LH-520,8107,520,20879.2,89.6587,0.142342,16628,32143,169512,169512,39.1808,13.9521,0.839074,0,-0,-0,0,0.389681,0,0,0,124.399,14.9646,0,303.635
payload_minus20,S0,LH-520,8108,520,22766,82.2279,0.0856712,16628,32143,147077,147077,33.9953,12.1056,0.728025,0,-0,-0,0,0.387246,0,0,0,131.618,14.9109,0,303.479
payload_minus20,S0,REG-165,8101,165.001,9481.9,62.6459,0.0408775,16628,32143,44706.2,44706.2,32.5656,11.5965,0.697406,0,-0,-0,0,0.370131,0,0,0,40.3839,5.02506,0,303.647
payload_minus20,S0,REG-165,8102,165,9361.9,63.4487,0.0429289,16628,32143,50432.9,50432.9,36.7373,13.082,0.786745,0,-0,-0,0,0.377041,0,0,0,39.7634,3.10198,0,303.541
payload_minus20,S0,REG-165,8103,165.001,9476.4,62.6824,0.0492165,16628,32143,48730,48730,35.4966,12.6402,0.760176,0,-0,-0,0,0.376319,0,0,0,37.6686,3.70124,0,303.486
payload_minus20,S0,REG-165,8104,165.001,9420.5,63.0544,0.0388829,16628,32143,43722,43722,31.8486,11.3411,0.682051,0,-0,-0,0,0.373427,0,0,0,43.7579,4.0141,0,303.491
payload_minus20,S0,REG-165,8105,165,9225.5,64.3868,0.0495036,16628,32143,41857.4,41857.4,30.4905,10.8575,0.652968,0,-0,-0,0,0.369921,0,0,0,45.5336,5.40687,0,303.647
payload_minus20,S0,REG-165,8106,165.001,9661.1,61.4839,0.0330601,16628,32143,45989,45989,33.5,11.9292,0.717418,0,-0,-0,0,0.376277,0,0,0,45.9209,5.01002,0,303.509
payload_minus20,S0,REG-165,8107,165,9355.3,63.4935,0.0194219,16628,32143,44345.4,44345.4,32.3029,11.5029,0.691781,0,-0,-0,0,0.375609,0,0,0,39.7127,4.20707,0,303.523
payload_minus20,S0,REG-165,8108,165.001,9364.4,63.432,0.0328368,16628,32143,44600.2,44600.2,32.4883,11.569,0.695752,0,-0,-0,0,0.373964,0,0,0,39.9804,5.17535,0,303.578
payload_minus20,S1,LH-520,8101,520,21788.8,85.9158,0.0811881,15518.2,32420.5,142424,143312,33.125,11.7957,0.760121,3.26537,1.17188,234.484,0.00619525,0.420369,0.00339264,36.8134,39.5303,0,0.15003,314.126,0
payload_minus20,S1,LH-520,8102,520,20079.6,93.229,0.121765,15518.2,32420.5,146693,147697,34.1384,12.1566,0.783376,4.1278,0.893709,178.622,0.00679519,0.420844,0.00284166,38.1552,36.8706,0,0.259366,314.558,0
payload_minus20,S1,LH-520,8103,520,21637.4,86.5169,0.0950156,15518.2,32420.5,159796,161096,37.2355,13.2594,0.854444,5.14759,1.36387,272.271,0.00806905,0.421338,0.00152223,36.9167,39.1659,0,0.0643885,314.485,0
payload_minus20,S1,LH-520,8104,520,22616.2,82.7726,0.0704934,15518.2,32420.5,155850,157318,36.3623,12.9485,0.834407,6.56001,0.778546,155.689,0.00932837,0.420615,0.00247891,36.3036,35.6183,0,0.0486412,313.894,0
payload_minus20,S1,LH-520,8105,520,20640.8,90.6942,0.128565,15518.2,32420.5,176435,178712,41.3072,14.7093,0.947877,9.99008,1.44769,288.13,0.012738,0.422616,0.000244604,37.8353,29.6609,0,0.0110236,314.279,0
payload_minus20,S1,LH-520,8106,520,21502.8,87.0585,0.0968567,15518.2,32420.5,141817,142411,32.9168,11.7215,0.755343,2.14118,0.829244,165.884,0.0041725,0.420471,0.00425345,37.1268,42.1033,0,0.144918,314.115,0
payload_minus20,S1,LH-520,8107,520,20412.3,91.7095,0.122685,15518.2,32420.5,161679,162836,37.6377,13.4027,0.863674,5.12264,0.678734,135.356,0.00710492,0.421775,0.00147755,37.7997,38.4181,0,0.171697,314.358,0
payload_minus20,S1,LH-520,8108,520,22435.2,83.4404,0.0707546,15518.2,32420.5,136504,138082,31.9161,11.3652,0.73238,6.35176,1.53646,307.349,0.0114275,0.420483,0.00308846,36.4308,38.6893,0,0.0234105,314.064,0
payload_minus20,S1,REG-165,8101,165.001,9470.2,62.7234,0.0327762,15518.2,32420.5,39146.9,39937.9,29.0921,10.3596,0.667578,0,3.90718,790.983,0.0198054,0.415485,0.00190338,11.2194,5.28444,0,0.0667219,314.422,0
payload_minus20,S1,REG-165,8102,165,9349.8,63.5308,0.0326421,15518.2,32420.5,45854.2,46275.1,33.7085,12.0035,0.77351,0,2.08457,420.883,0.00909525,0.416594,0.00146335,11.2147,3.58138,0,0.145821,314.307,0
payload_minus20,S1,REG-165,8103,165,9460.8,62.7854,0.0390132,15518.2,32420.5,44509.9,45163.1,32.8985,11.715,0.754922,0,3.2252,653.195,0.014463,0.415311,0.00251155,11.1812,4.08703,0,0.0328759,313.938,0
payload_minus20,S1,REG-165,8104,165.001,9410.5,63.1214,0.0333241,15518.2,32420.5,38199.2,38977.5,28.3925,10.1105,0.651523,0,3.82672,778.226,0.019966,0.413599,0.000917746,11.2466,4.61673,0,0.255598,314.395,0
payload_minus20,S1,REG-165,8105,165.001,9204.3,64.5353,0.0398288,15518.2,32420.5,35106.4,36138.6,26.3247,9.37411,0.604073,0,5.0988,1032.2,0.0285623,0.415491,0.00137368,11.2268,5.35334,0,0.0907734,314.228,0
payload_minus20,S1,REG-165,8106,165,9651.4,61.5456,0.0290939,15518.2,32420.5,40335.6,40943.7,29.8249,10.6205,0.684393,0,3.00244,608.136,0.014853,0.415272,0.00184399,11.1714,5.33425,0,0.30551,314.202,0
payload_minus20,S1,REG-165,8107,165.001,9344.1,63.5698,0.0119432,15518.2,32420.5,39582.8,40302.6,29.3579,10.4542,0.673676,0,3.55165,719.867,0.0178615,0.414989,0.00154883,11.218,4.44938,0,0.0936219,313.082,0
payload_minus20,S1,REG-165,8108,165.001,9358.1,63.4746,0.0241499,15518.2,32420.5,39986.1,40410.5,29.4364,10.4822,0.675479,0,2.09175,424.403,0.0105023,0.414563,0.00182481,11.2498,5.6359,0,0.256338,314.412,0
payload_minus20,S2,LH-520,8101,520,21746.3,86.0837,0.0641761,15284.6,32478.9,143521,141658,32.7428,11.6596,0.762832,0,-9.3895,-1862.88,-0.0131505,0.423952,0.00116783,12.6251,34.4273,29.9739,0.00108621,311.786,186.568
payload_minus20,S2,LH-520,8102,520,19980.2,93.6928,0.0703693,15284.6,32478.9,148075,146360,33.8294,12.0465,0.788148,1.21612,-9.88554,-1956.17,-0.0117213,0.425063,0.0013196,12.4692,20.8754,33.1964,6.12702e-05,288.119,204.954
payload_minus20,S2,LH-520,8103,520,21584.7,86.7282,0.0624653,15284.6,32478.9,158738,156944,36.2758,12.9177,0.845145,1.20377,-10.2265,-2033.17,-0.0114298,0.42307,0.000430437,11.4963,25.2422,25.6045,0.009955,313.648,199.2
payload_minus20,S2,LH-520,8104,520,22604,82.8173,0.058078,15284.6,32478.9,153957,152334,35.2104,12.5383,0.820323,1.31999,-9.49525,-1884.77,-0.0106526,0.423747,0.00174926,10.719,20.7285,24.9885,0,270.512,182.01
payload_minus20,S2,LH-520,8105,520,20549.5,91.0972,0.0839432,15284.6,32478.9,171936,174041,40.2277,14.3249,0.937214,11.9965,-1.45572,-290.778,0.0120978,0.42109,0.000239599,11.2274,9.42828,26.2463,0,161.253,199.999
payload_minus20,S2,LH-520,8106,520,21431.1,87.3498,0.0633422,15284.6,32478.9,142712,140917,32.5714,11.5985,0.758839,0,-9.0873,-1795.66,-0.0127427,0.425666,0.00140051,11.4779,34.8751,29.8079,0.0118257,313.861,191.87
payload_minus20,S2,LH-520,8107,520,20324.6,92.1052,0.0759568,15284.6,32478.9,160907,160050,36.9937,13.1733,0.861869,5.01562,-9.34432,-1851.58,-0.00535918,0.424486,0.00128826,12.2197,24.7982,28.4262,0.0128566,314.151,204.371
payload_minus20,S2,LH-520,8108,520,22418.7,83.5018,0.0586561,15284.6,32478.9,138331,135888,31.4089,11.1846,0.731756,0,-12.2831,-2443.48,-0.0179816,0.422823,0.00162404,11.383,30.0741,27.8969,0.0067666,313.539,181.163
payload_minus20,S2,REG-165,8101,165.001,9459.1,62.7971,0.0181728,15284.6,32478.9,37745.3,38575.5,28.0997,10.0062,0.654659,0,4.01859,830.197,0.0215214,0.407147,0.000789964,4.72614,3.73171,1.87289,0.00105023,311.781,194.088
payload_minus20,S2,REG-165,8102,165.001,9340.6,63.5936,0.0276425,15284.6,32478.9,43886.6,44264.3,32.2437,11.4818,0.751205,0,1.82201,377.747,0.0085339,0.405703,0.00173359,4.67878,2.88041,1.02106,9.07982e-05,276.962,189.899
payload_minus20,S2,REG-165,8103,165,9459.8,62.7921,0.0354126,15284.6,32478.9,42569.4,43233,31.4925,11.2144,0.733704,0,3.18424,663.575,0.0153488,0.403622,0.00158927,4.46917,3.09803,1.2189,0.000111834,269.087,177.452
payload_minus20,S2,REG-165,8104,165.001,9404.2,63.1637,0.0308157,15284.6,32478.9,36601.3,37246.9,27.1319,9.66156,0.632112,0,3.11479,645.653,0.0173344,0.405778,0.000990718,4.90178,3.38666,1.70668,0.0039479,314.395,192.944
payload_minus20,S2,REG-165,8105,165,9199.4,64.5695,0.0229795,15284.6,32478.9,33845.9,34798.5,25.3485,9.02651,0.590563,0,4.52289,952.543,0.0273731,0.399384,0.000655223,5.14532,4.03295,1.66397,0.000168854,266.601,186.578
payload_minus20,S2,REG-165,8106,165.001,9647.6,61.5701,0.027136,15284.6,32478.9,38641.6,39261.8,28.5996,10.1842,0.666307,0,2.965,620.232,0.0157973,0.402095,0.000916637,5.458,4.42946,1.29368,0.0368532,311.795,188.884
payload_minus20,S2,REG-165,8107,165,9337.1,63.6173,0.0085893,15284.6,32478.9,37537.7,38337.3,27.9263,9.94445,0.65062,0,3.78966,799.591,0.0208567,0.398649,0.00110232,4.2912,3.52828,1.18462,0.00474135,311.786,177.95
payload_minus20,S2,REG-165,8108,165.001,9352.5,63.5127,0.0192994,15284.6,32478.9,38223.8,38655.9,28.1583,10.0271,0.656025,0,2.0421,432.137,0.0111791,0.397479,0.000718382,4.40911,4.47185,1.58365,0.000200357,311.791,193.658
payload_minus20,S3,LH-520,8101,520,25928.6,72.1983,0.244073,15647.4,32388.2,123077,144110,33.3095,11.8614,0.758041,110.696,-13.9149,-3024.03,0.14595,0.387035,0.0030414,14.7547,9.92644,29.9405,0.0929152,183.433,200.869
payload_minus20,S3,LH-520,8102,520,24235.4,77.2424,0.295236,15647.4,32388.2,126564,152610,35.2742,12.561,0.802755,118.594,-2.22168,-497.253,0.170671,0.375806,0.00218582,16.4707,1.55199,33.2082,0.112764,183.219,221.309
payload_minus20,S3,LH-520,8103,520,25899.1,72.2805,0.272808,15647.4,32388.2,135798,161361,37.2968,13.2812,0.848784,116.007,1.68814,366.655,0.158421,0.387265,0.00155816,14.4692,8.31657,25.894,0.0108523,182.898,201.547
payload_minus20,S3,LH-520,8104,520,27064.1,69.1692,0.250449,15647.4,32388.2,129579,155759,36.002,12.8202,0.819316,116.315,5.12586,1105.01,0.168078,0.390174,0.00144876,13.2302,5.95293,24.9972,0.0686896,183.122,193.198
payload_minus20,S3,LH-520,8105,520,25267,74.0888,0.31953,15647.4,32388.2,145949,182066,42.0825,14.9854,0.957695,144.852,19.7688,4337.16,0.198373,0.383384,0.000646693,15.882,2.48136,26.1432,0,129.71,216.209
payload_minus20,S3,LH-520,8106,520,25557.5,73.2466,0.254061,15647.4,32388.2,123880,143892,33.259,11.8434,0.756893,104.323,-13.0775,-2868.08,0.139072,0.383524,0.00536493,14.0506,8.69315,29.8688,0.147629,183.349,211.817
payload_minus20,S3,LH-520,8107,520,24669.6,75.8829,0.295857,15647.4,32388.2,137518,166131,38.3992,13.6738,0.873872,129.634,0.0413083,9.11456,0.172229,0.381207,0.00213342,16.0458,6.00197,28.2977,0.0545509,183.187,219.617
payload_minus20,S3,LH-520,8108,520,26953.4,69.4532,0.250565,15647.4,32388.2,115458,137994,31.8958,11.3579,0.725869,114.408,-10.9618,-2388.06,0.163312,0.386096,0.00409691,13.6721,7.42152,27.6684,0.0223535,182.975,196.118
payload_minus20,S3,REG-165,8101,165,9829.1,60.4329,0.175274,15647.4,32388.2,31862.5,38833.1,28.2875,10.0731,0.643753,10.4005,21.6021,4705.21,0.179501,0.386167,0.00227723,5.84229,2.90444,2.4516,0.0157019,183.434,209.35
payload_minus20,S3,REG-165,8102,165,9745.4,60.9519,0.184239,15647.4,32388.2,36354,44345.3,32.3028,11.5029,0.735132,15.8778,21.4978,4596.49,0.180207,0.393393,0.00104151,5.70645,2.14882,1.77768,0.0680142,183.195,206.303
payload_minus20,S3,REG-165,8103,165,9881.9,60.11,0.198512,15647.4,32388.2,34359.9,43316.8,31.5535,11.2361,0.718081,20.1059,21.6021,4639.1,0.206776,0.391671,0.00126617,5.63643,2.41306,1.84189,0.000641907,182.786,192.746
payload_minus20,S3,REG-165,8104,165.001,9815.4,60.5175,0.185075,15647.4,32388.2,30745.9,37476.2,27.2989,9.72103,0.621256,9.48269,21.6021,4677.13,0.179588,0.388486,0.00107368,5.99625,2.36841,2.54822,0.143023,183.346,206.767
payload_minus20,S3,REG-165,8105,165,9547.9,62.2127,0.186563,15647.4,32388.2,29707.2,35169.7,25.619,9.12281,0.583024,3.45309,21.6021,4709.73,0.15532,0.385797,0.00108977,6.04686,3.11199,2.39991,0.0222808,183.026,199.409
payload_minus20,S3,REG-165,8106,165,10058.6,59.0541,0.182668,15647.4,32388.2,33002.8,39154.9,28.5219,10.1565,0.649088,7.14689,21.6021,4622.74,0.157123,0.393056,0.00199901,6.00276,3.45416,2.02899,0.24728,183.454,201.783
payload_minus20,S3,REG-165,8107,165,10031.9,59.2113,0.209669,15647.4,32388.2,29195.5,38369,27.9493,9.95265,0.636058,20.8741,21.6021,4665.34,0.239086,0.389467,0.0017669,5.53739,2.66297,1.8697,0.0577148,183.451,193.805
payload_minus20,S3,REG-165,8108,165.001,9617.1,61.7653,0.154005,15647.4,32388.2,33310,38942.2,28.3668,10.1013,0.645559,4.37765,21.6021,4683.12,0.144629,0.387989,0.00169193,5.21976,3.3957,2.26763,0.106548,183.417,207.949
payload_minus20,S4,LH-520,8101,520,21702.3,86.2582,0.0668682,15474.9,32431.3,139612,144350,33.3649,11.8811,0.767768,21.1376,1.19276,253.092,0.0328248,0.396401,0.00227399,36.8439,0.0638778,0,0.038169,47.715,0
payload_minus20,S4,LH-520,8102,520,19961,93.7829,0.0947643,15474.9,32431.3,143904,150110,34.6962,12.3552,0.798405,24.5728,4.68685,994.057,0.0413419,0.396578,0.0028906,38.2147,0.0956984,0,0.0952878,46.39,0
payload_minus20,S4,LH-520,8103,520,21531.6,86.942,0.0716571,15474.9,32431.3,157867,164148,37.941,13.5106,0.87307,26.8611,2.76314,585.872,0.0382658,0.396697,0.00187529,36.9586,0.0232003,0,0.0395209,46.8579,0
