t_s,v_kmh,grade_pct,P_wheel_kW,fuel_g_per_s,SOC
5100.0000,97.1273,0.1503,59.5251,4.7906,0.3100
5100.1000,97.1115,0.1451,60.0787,4.7906,0.3100
5100.2000,97.0976,0.1400,60.3493,4.7906,0.3101
5100.3000,97.0832,0.1348,60.0412,4.7906,0.3101
5100.4000,97.0686,0.1297,59.3649,4.7906,0.3101
5100.5000,97.0521,0.1246,58.9135,4.7906,0.3102
5100.6000,97.0361,0.1195,59.3447,4.7906,0.3102
5100.7000,97.0217,0.1145,60.2191,4.7906,0.3102
5100.8000,97.0096,0.1094,61.1736,4.7906,0.3103
5100.9000,96.9993,0.1044,62.5933,4.7906,0.3103
5101.0000,96.9932,0.0993,64.5760,4.7906,0.3103
5101.1000,96.9910,0.0943,66.2024,4.7906,0.3103
5101.2000,96.9915,0.0893,67.4057,4.7906,0.3103
5101.3000,96.9944,0.0844,68.1946,4.7906,0.3103
5101.4000,96.9983,0.0794,68.8032,4.7906,0.3104
5101.5000,97.0038,0.0744,70.0282,4.7906,0.3104
5101.6000,97.0128,0.0695,71.8039,4.7906,0.3104
5101.7000,97.0255,0.0646,73.8563,4.7906,0.3104
5101.8000,97.0427,0.0597,76.4035,4.7906,0.3103
5101.9000,97.0656,0.0548,78.9563,4.7906,0.3103
5102.0000,97.0929,0.0500,80.2707,4.7906,0.3103
5102.1000,97.1210,0.0451,80.7558,4.7906,0.3103
5102.2000,97.1503,0.0403,81.1495,4.7906,0.3103
5102.3000,97.1800,0.0355,81.3367,4.7906,0.3102
5102.4000,97.2102,0.0307,81.0366,4.7906,0.3102
5102.5000,97.2389,0.0259,80.6893,4.7906,0.3102
5102.6000,97.2678,0.0212,79.9619,4.7906,0.3102
5102.7000,97.2938,0.0164,78.7153,4.7906,0.3102
5102.8000,97.3180,0.0117,77.4453,4.7906,0.3101
5102.9000,97.3392,0.0070,76.3344,4.7906,0.3101
5103.0000,97.3593,0.0024,75.2568,4.7906,0.3101
5103.1000,97.3765,-0.0023,74.5990,4.7906,0.3101
5103.2000,97.3942,-0.0069,74.2441,4.7906,0.3101
5103.3000,97.4102,-0.0115,73.6933,4.7906,0.3101
5103.4000,97.4260,-0.0161,73.6871,4.7906,0.3101
5103.5000,97.4422,-0.0207,74.1622,4.7906,0.3101
5103.6000,97.4600,-0.0252,74.7421,4.7906,0.3101
5103.7000,97.4787,-0.0297,75.5318,4.7906,0.3101
5103.8000,97.4997,-0.0342,76.9176,4.7906,0.3101
5103.9000,97.5239,-0.0387,78.6290,4.7906,0.3101
5104.0000,97.5517,-0.0432,80.3609,4.7906,0.3100
5104.1000,97.5827,-0.0476,81.8839,4.7906,0.3100
5104.2000,97.6164,-0.0520,83.1107,4.7906,0.3100
5104.3000,97.6522,-0.0564,83.9302,4.7906,0.3100
5104.4000,97.6892,-0.0607,83.8714,4.7906,0.3099
5104.5000,97.7248,-0.0651,82.8069,4.7906,0.3099
5104.6000,97.7577,-0.0694,81.6336,4.7906,0.3099
5104.7000,97.7888,-0.0737,80.5519,4.7906,0.3099
5104.8000,97.8176,-0.0779,79.5605,4.7906,0.3098
5104.9000,97.8449,-0.0822,78.8827,4.7906,0.3098
5105.0000,97.8712,-0.0864,78.1582,4.7906,0.3098
5105.1000,97.8959,-0.0906,76.9865,4.7906,0.3098
5105.2000,97.9178,-0.0947,75.9624,4.7906,0.3098
5105.3000,97.9386,-0.0988,75.3968,4.7906,0.3098
5105.4000,97.9584,-0.1030,74.9127,4.7906,0.3098
5105.5000,97.9775,-0.1070,75.2596,4.7906,0.3098
5105.6000,97.9988,-0.1111,76.1564,4.7906,0.3098
5105.7000,98.0215,-0.1151,76.2952,4.7906,0.3097
5105.8000,98.0435,-0.1191,75.5584,4.7906,0.3097
5105.9000,98.0634,-0.1231,74.4761,4.7906,0.3097
5106.0000,98.0814,-0.1270,72.8949,4.7906,0.3097
5106.1000,98.0954,-0.1309,70.7478,4.7906,0.3097
5106.2000,98.1052,-0.1348,68.7808,4.7906,0.3097
5106.3000,98.1118,-0.1387,67.3276,4.7906,0.3098
5106.4000,98.1163,-0.1425,66.2108,4.7906,0.3098
5106.5000,98.1189,-0.1463,65.2798,4.7906,0.3098
5106.6000,98.1200,-0.1501,64.6884,4.7906,0.3098
5106.7000,98.1205,-0.1538,64.4148,4.7906,0.3098
5106.8000,98.1208,-0.1575,63.7221,4.7906,0.3099
5106.9000,98.1190,-0.1612,62.8349,4.7906,0.3099
5107.0000,98.1161,-0.1648,62.4447,4.7906,0.3099
5107.1000,98.1130,-0.1685,62.2519,4.7906,0.3099
5107.2000,98.1097,-0.1721,62.1718,4.7906,0.3100
5107.3000,98.1066,-0.1756,62.0985,4.7906,0.3100
5107.4000,98.1032,-0.1791,61.4685,4.7906,0.3100
5107.5000,98.0979,-0.1826,60.1002,4.7906,0.3101
5107.6000,98.0896,-0.1861,58.6347,4.7906,0.3101
5107.7000,98.0789,-0.1895,57.4242,4.7906,0.3101
5107.8000,98.0662,-0.1930,56.1208,4.7906,0.3102
5107.9000,98.0509,-0.1963,54.6987,4.7906,0.3102
5108.0000,98.0330,-0.1997,53.5500,4.7906,0.3103
5108.1000,98.0136,-0.2030,52.6516,4.7906,0.3103
5108.2000,97.9926,-0.2063,51.3106,4.7906,0.3104
5108.3000,97.9683,-0.2095,50.2872,4.7906,0.3104
5108.4000,97.9438,-0.2127,50.0146,4.7906,0.3105
5108.5000,97.9188,-0.2159,49.8681,4.7906,0.3105
5108.6000,97.8941,-0.2191,50.3478,4.7906,0.3106
5108.7000,97.8713,-0.2222,51.1623,4.7906,0.3107
5108.8000,97.8501,-0.2253,51.7847,4.7906,0.3107
5108.9000,97.8301,-0.2284,52.4610,4.7906,0.3108
5109.0000,97.8117,-0.2314,52.6056,4.7906,0.3108
5109.1000,97.7926,-0.2344,51.6118,4.7906,0.3109
5109.2000,97.7708,-0.2374,50.2455,4.7906,0.3109
5109.3000,97.7467,-0.2403,48.8757,4.7906,0.3110
5109.4000,97.7199,-0.2432,47.5271,4.7906,0.3110
5109.5000,97.6910,-0.2461,46.6333,4.7906,0.3111
5109.6000,97.6611,-0.2489,46.0892,4.7906,0.3112
5109.7000,97.6304,-0.2517,45.6718,4.7906,0.3113
5109.8000,97.5993,-0.2545,45.5096,4.7906,0.3113
5109.9000,97.5684,-0.2573,45.2423,4.7906,0.3114
5110.0000,97.5366,-0.2600,44.6114,4.7906,0.3115
5110.1000,97.5036,-0.2627,44.3060,4.7906,0.3115
5110.2000,97.4710,-0.2653,44.3014,4.7906,0.3116
5110.3000,97.4384,-0.2680,44.1131,4.7906,0.3117
