t_s,v_kmh,grade_pct,P_wheel_kW,fuel_g_per_s,SOC
5700.0000,0.7204,-0.1944,-0.1470,0.0000,0.6847
5700.1000,0.6607,-0.1943,-0.1166,0.0000,0.6847
5700.2000,0.6058,-0.1943,-0.0917,0.0000,0.6847
5700.3000,0.5556,-0.1943,-0.0713,0.0000,0.6847
5700.4000,0.5095,-0.1943,-0.0546,0.0000,0.6847
5700.5000,0.4672,-0.1943,-0.0410,0.0000,0.6847
5700.6000,0.4284,-0.1943,-0.0299,0.0000,0.6846
5700.7000,0.3929,-0.1942,-0.0210,0.0000,0.6846
5700.8000,0.3603,-0.1942,-0.0139,0.0000,0.6846
5700.9000,0.3304,-0.1942,-0.0082,0.0000,0.6846
5701.0000,0.3030,-0.1942,-0.0037,0.0000,0.6846
5701.1000,0.2778,-0.1942,-0.0002,0.0000,0.6846
5701.2000,0.2548,-0.1942,0.0025,0.0000,0.6846
5701.3000,0.2336,-0.1942,0.0046,0.0000,0.6846
5701.4000,0.2142,-0.1942,-0.1054,0.0000,0.6846
5701.5000,0.0000,-0.1942,-0.0000,0.0000,0.6846
5701.6000,0.0000,-0.1942,-0.0000,0.0000,0.6846
5701.7000,0.0000,-0.1942,-0.0000,0.0000,0.6846
5701.8000,0.0000,-0.1942,-0.0000,0.0000,0.6846
5701.9000,0.0000,-0.1942,-0.0000,0.0000,0.6846
5702.0000,0.0000,-0.1942,-0.0000,0.0000,0.6846
5702.1000,0.0000,-0.1942,-0.0000,0.0000,0.6846
5702.2000,0.0000,-0.1942,-0.0000,0.0000,0.6846
5702.3000,0.0000,-0.1942,-0.0000,0.0000,0.6846
5702.4000,0.0000,-0.1942,-0.0000,0.0000,0.6846
5702.5000,0.0000,-0.1942,-0.0000,0.0000,0.6845
5702.6000,0.0000,-0.1942,-0.0000,0.0000,0.6845
5702.7000,0.0000,-0.1942,-0.0000,0.0000,0.6845
5702.8000,0.0000,-0.1942,-0.0000,0.0000,0.6845
5702.9000,0.0000,-0.1942,-0.0000,0.0000,0.6845
5703.0000,0.0000,-0.1942,-0.0000,0.0000,0.6845
5703.1000,0.0000,-0.1942,-0.0000,0.0000,0.6845
5703.2000,0.0000,-0.1942,-0.0000,0.0000,0.6845
5703.3000,0.0000,-0.1942,-0.0000,0.0000,0.6845
5703.4000,0.0000,-0.1942,-0.0000,0.0000,0.6845
5703.5000,0.0000,-0.1942,-0.0000,0.0000,0.6845
5703.6000,0.0000,-0.1942,-0.0000,0.0000,0.6845
5703.7000,0.0000,-0.1942,-0.0000,0.0000,0.6845
5703.8000,0.0000,-0.1942,-0.0000,0.0000,0.6845
5703.9000,0.0000,-0.1942,-0.0000,0.0000,0.6845
5704.0000,0.0000,-0.1942,-0.0000,0.0000,0.6845
5704.1000,0.0000,-0.1942,-0.0000,0.0000,0.6845
5704.2000,0.0000,-0.1942,-0.0000,0.0000,0.6845
5704.3000,0.0000,-0.1942,-0.0000,0.0000,0.6845
5704.4000,0.0000,-0.1942,-0.0000,0.0000,0.6845
5704.5000,0.0000,-0.1942,-0.0000,0.0000,0.6844
5704.6000,0.0000,-0.1942,-0.0000,0.0000,0.6844
5704.7000,0.0000,-0.1942,-0.0000,0.0000,0.6844
5704.8000,0.0000,-0.1942,-0.0000,0.0000,0.6844
5704.9000,0.0000,-0.1942,-0.0000,0.0000,0.6844
5705.0000,0.0000,-0.1942,-0.0000,0.0000,0.6844
5705.1000,0.0000,-0.1942,-0.0000,0.0000,0.6844
5705.2000,0.0000,-0.1942,-0.0000,0.0000,0.6844
5705.3000,0.0000,-0.1942,-0.0000,0.0000,0.6844
5705.4000,0.0000,-0.1942,-0.0000,0.0000,0.6844
5705.5000,0.0000,-0.1942,-0.0000,0.0000,0.6844
5705.6000,0.0000,-0.1942,-0.0000,0.0000,0.6844
5705.7000,0.0000,-0.1942,-0.0000,0.0000,0.6844
5705.8000,0.0000,-0.1942,-0.0000,0.0000,0.6844
5705.9000,0.0000,-0.1942,-0.0000,0.0000,0.6844
5706.0000,0.0000,-0.1942,-0.0000,0.0000,0.6844
5706.1000,0.0000,-0.1942,-0.0000,0.0000,0.6844
5706.2000,0.0000,-0.1942,-0.0000,0.0000,0.6844
5706.3000,0.0000,-0.1942,-0.0000,0.0000,0.6844
5706.4000,0.0000,-0.1942,-0.0000,0.0000,0.6843
5706.5000,0.0000,-0.1942,-0.0000,0.0000,0.6843
