# program: Project Volt
# workstream: WS5
# round: r1 (first pass; no FINDINGS_WS5_r*.md exists)
# vehicle: V2
# architecture: pure series (BASELINE_v3 executed Gate G1's kill clause; no clutch, no mode selection, no synchronisation)
# duty: VOLT-REG
# corner: nominal
# seed: 23
# mass_kg: 6600.0
# payload_kg: 2900.0
# baseline_version: BASELINE_v7_FREEZE.md (research freeze; supersedes v6, which superseded v5)
# results_file: results_ws5.json
# results_sha256: 9c702dd9117e87eedad7b4257d91a94e70bf43285b81d22a7ca26a23fd9d8861
# generated_utc: 2026-08-31T00:00:00Z (run-of-record date, not a wall clock - a wall clock would break the byte-stability rule)
# note: WS5 recommended R22b dispatch: load-following (R22b c)
# note: bus-side electrical quantities (R12); states are the supervisor state machine's active state per region
# note: columns absent by design (TRACE_SCHEMA: an absent trace must not read as a measured zero): gear / lockup / motor_disconnect - this architecture has none; P_comp_brake_kW - a pure-series engine is not coupled to the road and cannot compression-brake; T_motor_C - WS5 does not model motor winding temperature
# note: soc_pct is on the USABLE window (WS5's convention throughout), not on nameplate
t_s,x_m,v_kmh,grade_pct,z_m,P_wheel_kW,fuel_g_per_s,fuel_cum_g,P_friction_brake_kW,trip_time_flag,N_eng_rpm,T_eng_Nm,P_shaft_eng_kW,engine_state,P_gen_bus_kW,P_bus_load_kW,P_motor_bus_kW,P_motor_mech_kW,P_regen_pack_kW,P_heater_kW,P_resistor_kW,soc_pct,T_pack_C,genset_state,P_batt_bus_kW,Tj_inv_C,V_bus_V,P_dis_cap_kW,P_chg_cap_kW,state_DISPATCH,state_BLEND,state_VEHICLE,state_THERMAL,state_TRACTION,state_FAULT
0,0,0.227994,0.252415,0,0.322564,0,0,0,0,0,0,0,0,0,4.32709,2.32709,0.322564,0,0,0,54.9989,25,0,-4.32709,45.0411,651.295,125,110,D_OFF,B_NONE,V_READY,H_NOMINAL,T_OFF,F_NONE
0.1,0.00949977,0.455989,0.252416,2.39789e-05,0.736901,0,0,0,0,0,0,0,0,0,5.1516,3.1516,0.736901,0,0,0,54.9976,25,0,-5.1516,45.0904,650.892,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
0.2,0.0263882,0.75998,0.252419,6.66083e-05,1.53408,0,0,0,0,0,0,0,0,0,6.80776,4.80776,1.53408,0,0,0,54.9958,25,0,-6.80776,45.1573,650.081,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
0.3,0.0527764,1.13997,0.252423,0.000133218,2.53057,0,0,0,0,0,0,0,0,0,8.26846,6.26846,2.53057,0,0,0,54.9937,25.0001,0,-8.26846,45.2333,649.363,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
0.4,0.0897198,1.51995,0.252428,0.000226472,3.37413,0,0,0,0,0,0,0,0,0,9.14429,7.14429,3.37413,0,0,0,54.9913,25.0001,0,-9.14429,45.3099,648.932,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
0.5,0.137218,1.89993,0.252435,0.000346373,4.21771,0,0,0,0,0,0,0,0,0,10.0326,8.03259,4.21771,0,0,0,54.9887,25.0001,0,-10.0326,45.387,648.493,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
0.6,0.195272,2.2799,0.252444,0.000492923,5.06129,0,0,0,0,0,0,0,0,0,10.9209,8.92089,5.06129,0,0,0,54.9859,25.0002,0,-10.9209,45.4648,648.054,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
0.7,0.263879,2.65986,0.252454,0.000666123,5.90485,0,0,0,0,0,0,0,0,0,11.8092,9.80916,5.90485,0,0,0,54.9828,25.0002,0,-11.8092,45.5433,647.614,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
0.8,0.343042,3.03981,0.252466,0.000865975,6.74836,0,0,0,0,0,0,0,0,0,12.6977,10.6977,6.74836,0,0,0,54.9795,25.0003,0,-12.6977,45.6225,647.173,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
0.9,0.432757,3.41973,0.252479,0.00109248,7.5918,0,0,0,0,0,0,0,0,0,13.5863,11.5863,7.5918,0,0,0,54.976,25.0004,0,-13.5863,45.7023,646.732,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
1,0.533026,3.79962,0.252494,0.00134565,8.4351,0,0,0,0,0,0,0,0,0,14.4747,12.4747,8.4351,0,0,0,54.9723,25.0004,0,-14.4747,45.7827,646.289,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
1.1,0.643847,4.17948,0.25251,0.00162547,9.27822,0,0,0,0,0,0,0,0,0,15.3629,13.3629,9.27822,0,0,0,54.9683,25.0005,0,-15.3629,45.8639,645.846,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
1.2,0.765218,4.55929,0.252528,0.00193196,10.1211,0,0,0,0,0,0,0,0,0,16.2513,14.2513,10.1211,0,0,0,54.9641,25.0006,0,-16.2513,45.9456,645.402,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
1.3,0.89714,4.93906,0.252548,0.00226511,10.9637,0,0,0,0,0,0,0,0,0,17.1393,15.1393,10.9637,0,0,0,54.9597,25.0007,0,-17.1393,46.0281,644.958,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
1.4,1.03961,5.31876,0.252569,0.00262493,11.8058,0,0,0,0,0,0,0,0,0,18.0268,16.0268,11.8058,0,0,0,54.955,25.0009,0,-18.0268,46.1112,644.513,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
1.5,1.19263,5.6984,0.252591,0.00301142,12.6476,0,0,0,0,0,0,0,0,0,18.9139,16.9139,12.6476,0,0,0,54.9502,25.001,0,-18.9139,46.1949,644.068,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
1.6,1.35619,6.07795,0.252615,0.00342458,13.4887,0,0,0,0,0,0,0,0,0,19.8007,17.8007,13.4887,0,0,0,54.945,25.0012,0,-19.8007,46.2793,643.622,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
1.7,1.53029,6.45741,0.252641,0.00386441,14.3292,0,0,0,0,0,0,0,0,0,20.6866,18.6866,14.3292,0,0,0,54.9397,25.0013,0,-20.6866,46.3644,643.175,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
1.8,1.71493,6.83677,0.252668,0.00433091,15.169,0,0,0,0,0,0,0,0,0,21.5717,19.5717,15.169,0,0,0,54.9341,25.0015,0,-21.5717,46.4501,642.728,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
1.9,1.91011,7.21602,0.252696,0.00482409,16.0078,0,0,0,0,0,0,0,0,0,22.456,20.456,16.0078,0,0,0,54.9283,25.0017,0,-22.456,46.5364,642.281,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
2,2.11582,7.59513,0.252726,0.00534394,16.8457,0,0,0,0,0,0,0,0,0,23.3394,21.3394,16.8457,0,0,0,54.9223,25.0019,0,-23.3394,46.6234,641.834,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
2.1,2.33206,7.9741,0.252757,0.00589047,17.6824,0,0,0,0,0,0,0,0,0,24.2214,22.2214,17.6824,0,0,0,54.916,25.0021,0,-24.2214,46.7111,641.386,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
2.2,2.55882,8.35292,0.25279,0.00646367,18.5179,0,0,0,0,0,0,0,0,0,25.1019,23.1019,18.5179,0,0,0,54.9095,25.0024,0,-25.1019,46.7993,640.939,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
2.3,2.79611,8.73155,0.252824,0.00706354,19.352,0,0,0,0,0,0,0,0,0,25.9813,23.9813,19.352,0,0,0,54.9028,25.0026,0,-25.9813,46.8882,640.491,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
2.4,3.04391,9.11,0.25286,0.00769008,20.1845,0,0,0,0,0,0,0,0,0,26.8589,24.8589,20.1845,0,0,0,54.8959,25.0029,0,-26.8589,46.9777,640.043,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
2.5,3.30221,9.48824,0.252897,0.00834329,21.0153,0,0,0,0,0,0,0,0,0,27.7346,25.7346,21.0153,0,0,0,54.8887,25.0032,0,-27.7346,47.0679,639.596,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
2.6,3.57103,9.86625,0.252935,0.00902316,21.8442,0,0,0,0,0,0,0,0,0,28.6082,26.6082,21.8442,0,0,0,54.8813,25.0035,0,-28.6082,47.1586,639.148,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
2.7,3.85034,10.244,0.252975,0.00972969,22.6711,0,0,0,0,0,0,0,0,0,29.4799,27.4799,22.6711,0,0,0,54.8737,25.0039,0,-29.4799,47.25,638.701,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
2.8,4.14014,10.6215,0.253016,0.0104629,23.4958,0,0,0,0,0,0,0,0,0,30.3491,28.3491,23.4958,0,0,0,54.8659,25.0042,0,-30.3491,47.342,638.255,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
2.9,4.44042,10.9987,0.253059,0.0112227,24.3181,0,0,0,0,0,0,0,0,0,31.2155,29.2155,24.3181,0,0,0,54.8578,25.0046,0,-31.2155,47.4346,637.809,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
3,4.75117,11.3757,0.253102,0.0120092,25.1377,0,0,0,0,0,0,0,0,0,32.0793,30.0793,25.1377,0,0,0,54.8495,25.005,0,-32.0793,47.5278,637.363,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
3.1,5.07239,11.7523,0.253147,0.0128222,25.9546,0,0,0,0,0,0,0,0,0,32.9401,30.9401,25.9546,0,0,0,54.841,25.0054,0,-32.9401,47.6215,636.919,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
3.2,5.40407,12.1285,0.253194,0.013662,26.7685,0,0,0,0,0,0,0,0,0,33.7974,31.7974,26.7685,0,0,0,54.8323,25.0059,0,-33.7974,47.7159,636.475,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
3.3,5.74619,12.5044,0.253241,0.0145283,27.5792,0,0,0,0,0,0,0,0,0,34.6512,32.6512,27.5792,0,0,0,54.8233,25.0064,0,-34.6512,47.8108,636.033,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
3.4,6.09875,12.8799,0.25329,0.0154212,28.3864,0,0,0,0,0,0,0,0,0,35.5016,33.5016,28.3864,0,0,0,54.8142,25.0069,0,-35.5016,47.9063,635.591,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
3.5,6.46174,13.2549,0.25334,0.0163407,29.1901,0,0,0,0,0,0,0,0,0,36.3479,34.3479,29.1901,0,0,0,54.8048,25.0074,0,-36.3479,48.0023,635.151,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
3.6,6.83513,13.6296,0.253391,0.0172867,29.9899,0,0,0,0,0,0,0,0,0,37.19,35.19,29.9899,0,0,0,54.7952,25.0079,0,-37.19,48.0989,634.712,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
3.7,7.21893,14.0037,0.253444,0.0182593,30.7855,0,0,0,0,0,0,0,0,0,38.0275,36.0275,30.7855,0,0,0,54.7853,25.0085,0,-38.0275,48.196,634.275,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
3.8,7.61311,14.3774,0.253497,0.0192585,31.5769,0,0,0,0,0,0,0,0,0,38.8606,36.8606,31.5769,0,0,0,54.7753,25.0091,0,-38.8606,48.2937,633.839,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
3.9,8.01766,14.7505,0.253552,0.0202841,32.3637,0,0,0,0,0,0,0,0,0,39.6886,37.6886,32.3637,0,0,0,54.765,25.0097,0,-39.6886,48.3918,633.405,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
4,8.43257,15.1231,0.253608,0.0213362,33.1457,0,0,0,0,0,0,0,0,0,40.5112,38.5112,33.1457,0,0,0,54.7546,25.0104,0,-40.5112,48.4905,632.974,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
4.1,8.85783,15.4952,0.253665,0.0224148,33.9226,0,0,0,0,0,0,0,0,0,41.3284,39.3284,33.9226,0,0,0,54.7439,25.0111,0,-41.3284,48.5897,632.544,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
4.2,9.29341,15.8666,0.253723,0.0235199,34.6942,0,0,0,0,0,0,0,0,0,42.14,40.14,34.6942,0,0,0,54.733,25.0118,0,-42.14,48.6894,632.116,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
4.3,9.7393,16.2374,0.253782,0.0246513,35.4603,0,0,0,0,0,0,0,0,0,42.9454,40.9454,35.4603,0,0,0,54.7219,25.0125,0,-42.9454,48.7895,631.691,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
4.4,10.1955,16.6075,0.253842,0.0258092,36.2206,0,0,0,0,0,0,0,0,0,43.7445,41.7445,36.2206,0,0,0,54.7106,25.0133,0,-43.7445,48.8901,631.269,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
4.5,10.6619,16.977,0.253903,0.0269934,36.9747,0,0,0,0,0,0,0,0,0,44.5371,42.5371,36.9747,0,0,0,54.6991,25.014,0,-44.5371,48.9912,630.849,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
4.6,11.1386,17.3457,0.253965,0.0282039,37.7226,0,0,0,0,0,0,0,0,0,45.3229,43.3229,37.7226,0,0,0,54.6874,25.0149,0,-45.3229,49.0926,630.432,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
4.7,11.6256,17.7137,0.254027,0.0294407,38.4638,0,0,0,0,0,0,0,0,0,46.1013,44.1013,38.4638,0,0,0,54.6755,25.0157,0,-46.1013,49.1946,630.018,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
4.8,12.1227,18.0809,0.254091,0.0307037,39.1982,0,0,0,0,0,0,0,0,0,46.8721,44.8721,39.1982,0,0,0,54.6634,25.0166,0,-46.8721,49.2969,629.608,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
4.9,12.6301,18.4473,0.254156,0.031993,39.9254,0,0,0,0,0,0,0,0,0,47.6355,45.6355,39.9254,0,0,0,54.6511,25.0175,0,-47.6355,49.3996,629.201,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
5,13.1476,18.8129,0.254221,0.0333084,40.6452,0,0,0,0,0,0,0,0,0,48.3907,46.3907,40.6452,0,0,0,54.6386,25.0185,0,-48.3907,49.5027,628.797,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
5.1,13.6752,19.1776,0.254288,0.03465,41.3573,0,0,0,0,0,0,0,0,0,49.1375,47.1375,41.3573,0,0,0,54.6259,25.0194,0,-49.1375,49.6062,628.397,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
5.2,14.213,19.5413,0.254355,0.0360176,42.0614,0,0,0,0,0,0,0,0,0,49.8755,47.8755,42.0614,0,0,0,54.613,25.0204,0,-49.8755,49.71,628.001,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
5.3,14.7608,19.9042,0.254422,0.0374113,42.7574,0,0,0,0,0,0,0,0,0,50.6049,48.6049,42.7574,0,0,0,54.5999,25.0215,0,-50.6049,49.8142,627.609,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
5.4,15.3187,20.266,0.254491,0.038831,43.4448,0,0,0,0,0,0,0,0,0,51.325,49.325,43.4448,0,0,0,54.5866,25.0225,0,-51.325,49.9187,627.221,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
5.5,15.8867,20.6269,0.25456,0.0402766,44.1235,0,0,0,0,0,0,0,0,0,52.0354,50.0354,44.1235,0,0,0,54.5732,25.0236,0,-52.0354,50.0235,626.838,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
5.6,16.4647,20.9867,0.25463,0.041748,44.7931,0,0,0,0,0,0,0,0,0,52.736,50.736,44.7931,0,0,0,54.5596,25.0247,0,-52.736,50.1285,626.46,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
5.7,17.0526,21.3455,0.254701,0.0432453,45.4535,0,0,0,0,0,0,0,0,0,53.4267,51.4267,45.4535,0,0,0,54.5458,25.0259,0,-53.4267,50.2339,626.086,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
5.8,17.6505,21.7031,0.254772,0.0447684,46.1042,0,0,0,0,0,0,0,0,0,54.1069,52.1069,46.1042,0,0,0,54.5318,25.0271,0,-54.1069,50.3395,625.717,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
5.9,18.2583,22.0596,0.254844,0.0463172,46.7452,0,0,0,0,0,0,0,0,0,54.7764,52.7764,46.7452,0,0,0,54.5176,25.0283,0,-54.7764,50.4453,625.353,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
6,18.876,22.415,0.254916,0.0478916,47.3761,0,0,0,0,0,0,0,0,0,55.4349,53.4349,47.3761,0,0,0,54.5033,25.0296,0,-55.4349,50.5513,624.994,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
6.1,19.5036,22.7691,0.254988,0.0494915,47.9966,0,0,0,0,0,0,0,0,0,56.0824,54.0824,47.9966,0,0,0,54.4888,25.0308,0,-56.0824,50.6576,624.641,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
6.2,20.141,23.122,0.255062,0.051117,48.6065,0,0,0,0,0,0,0,0,0,56.7183,54.7183,48.6065,0,0,0,54.4742,25.0322,0,-56.7183,50.764,624.293,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
6.3,20.7881,23.4736,0.255135,0.0527679,49.2056,0,0,0,0,0,0,0,0,0,57.3424,55.3424,49.2056,0,0,0,54.4593,25.0335,0,-57.3424,50.8706,623.952,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
6.4,21.445,23.8239,0.255209,0.0544441,49.7936,0,0,0,0,0,0,0,0,0,57.9544,55.9544,49.7936,0,0,0,54.4444,25.0349,0,-57.9544,50.9773,623.616,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
6.5,22.1116,24.1728,0.255284,0.0561457,50.3702,0,0,0,0,0,0,0,0,0,58.5543,56.5543,50.3702,0,0,0,54.4292,25.0363,0,-58.5543,51.0842,623.286,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
6.6,22.7879,24.5204,0.255358,0.0578724,50.9353,0,0,0,0,0,0,0,0,0,59.1415,57.1415,50.9353,0,0,0,54.414,25.0377,0,-59.1415,51.1911,622.963,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
6.7,23.4739,24.8665,0.255433,0.0596242,51.4886,0,0,0,0,0,0,0,0,0,59.716,57.716,51.4886,0,0,0,54.3985,25.0392,0,-59.716,51.2981,622.646,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
6.8,24.1694,25.2112,0.255509,0.0614011,52.0299,0,0,0,0,0,0,0,0,0,60.2776,58.2776,52.0299,0,0,0,54.383,25.0407,0,-60.2776,51.4052,622.335,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
6.9,24.8745,25.5544,0.255584,0.0632029,52.559,0,0,0,0,0,0,0,0,0,60.8262,58.8262,52.559,0,0,0,54.3672,25.0422,0,-60.8262,51.5123,622.031,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
7,25.5891,25.8961,0.25566,0.0650295,53.0756,0,0,0,0,0,0,0,0,0,61.3612,59.3612,53.0756,0,0,0,54.3514,25.0437,0,-61.3612,51.6194,621.734,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
7.1,26.3131,26.2362,0.255735,0.0668809,53.5796,0,0,0,0,0,0,0,0,0,61.8824,59.8824,53.5796,0,0,0,54.3354,25.0453,0,-61.8824,51.7266,621.444,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
7.2,27.0466,26.5747,0.255811,0.068757,54.0708,0,0,0,0,0,0,0,0,0,62.3898,60.3898,54.0708,0,0,0,54.3193,25.0469,0,-62.3898,51.8337,621.161,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
7.3,27.7895,26.9116,0.255887,0.0706576,54.5489,0,0,0,0,0,0,0,0,0,62.8832,60.8832,54.5489,0,0,0,54.303,25.0485,0,-62.8832,51.9407,620.885,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
7.4,28.5417,27.2469,0.255963,0.0725827,55.0139,0,0,0,0,0,0,0,0,0,63.3623,61.3623,55.0139,0,0,0,54.2867,25.0502,0,-63.3623,52.0477,620.616,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
7.5,29.3032,27.5804,0.256039,0.0745321,55.4655,0,0,0,0,0,0,0,0,0,63.8268,61.8268,55.4655,0,0,0,54.2702,25.0519,0,-63.8268,52.1546,620.355,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
7.6,30.0739,27.9122,0.256115,0.0765058,55.9035,0,0,0,0,0,0,0,0,0,64.2766,62.2766,55.9035,0,0,0,54.2536,25.0536,0,-64.2766,52.2614,620.102,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
7.7,30.8538,28.2423,0.256191,0.0785036,56.3279,0,0,0,0,0,0,0,0,0,64.7118,62.7118,56.3279,0,0,0,54.2368,25.0553,0,-64.7118,52.3681,619.856,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
7.8,31.6429,28.5706,0.256267,0.0805254,56.7384,0,0,0,0,0,0,0,0,0,65.1321,63.1321,56.7384,0,0,0,54.22,25.057,0,-65.1321,52.4746,619.618,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
7.9,32.441,28.8971,0.256342,0.0825711,57.135,0,0,0,0,0,0,0,0,0,65.5371,63.5371,57.135,0,0,0,54.2031,25.0588,0,-65.5371,52.5809,619.388,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
8,33.2483,29.2217,0.256418,0.0846406,57.5175,0,0,0,0,0,0,0,0,0,65.9269,63.9269,57.5175,0,0,0,54.1861,25.0606,0,-65.9269,52.687,619.167,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
8.1,34.0644,29.5444,0.256493,0.0867338,57.8859,0,0,0,0,0,0,0,0,0,66.3018,64.3018,57.8859,0,0,0,54.1689,25.0624,0,-66.3018,52.7929,618.953,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
8.2,34.8896,29.8652,0.256568,0.0888505,58.2399,0,0,0,0,0,0,0,0,0,66.6613,64.6613,58.2399,0,0,0,54.1517,25.0643,0,-66.6613,52.8985,618.747,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
8.3,35.7236,30.1841,0.256643,0.0909906,58.5796,0,0,0,0,0,0,0,0,0,67.0053,65.0053,58.5796,0,0,0,54.1344,25.0661,0,-67.0053,53.0039,618.549,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
8.4,36.5664,30.5009,0.256717,0.0931541,58.9048,0,0,0,0,0,0,0,0,0,67.3336,65.3336,58.9048,0,0,0,54.117,25.068,0,-67.3336,53.109,618.36,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
8.5,37.4181,30.8158,0.256791,0.0953406,59.2154,0,0,0,0,0,0,0,0,0,67.6462,65.6462,59.2154,0,0,0,54.0995,25.0699,0,-67.6462,53.2138,618.179,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
8.6,38.2784,31.1286,0.256864,0.0975502,59.5115,0,0,0,0,0,0,0,0,0,67.9432,65.9432,59.5115,0,0,0,54.082,25.0718,0,-67.9432,53.3183,618.006,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
8.7,39.1474,31.4394,0.256938,0.0997827,59.793,0,0,0,0,0,0,0,0,0,68.2243,66.2243,59.793,0,0,0,54.0643,25.0738,0,-68.2243,53.4224,617.842,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
8.8,40.025,31.7481,0.25701,0.102038,60.0597,0,0,0,0,0,0,0,0,0,68.4895,66.4895,60.0597,0,0,0,54.0466,25.0757,0,-68.4895,53.5261,617.686,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
8.9,40.9112,32.0546,0.257082,0.104316,60.3118,0,0,0,0,0,0,0,0,0,68.7388,66.7388,60.3118,0,0,0,54.0289,25.0777,0,-68.7388,53.6294,617.539,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
9,41.8058,32.359,0.257154,0.106616,60.5492,0,0,0,0,0,0,0,0,0,68.9725,66.9725,60.5492,0,0,0,54.0111,25.0797,0,-68.9725,53.7323,617.4,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
9.1,42.7089,32.6613,0.257225,0.108939,60.7718,0,0,0,0,0,0,0,0,0,69.1903,67.1903,60.7718,0,0,0,53.9932,25.0817,0,-69.1903,53.8348,617.27,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
9.2,43.6203,32.9613,0.257295,0.111283,60.9797,0,0,0,0,0,0,0,0,0,69.3924,67.3924,60.9797,0,0,0,53.9752,25.0837,0,-69.3924,53.9368,617.148,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
9.3,44.54,33.2591,0.257364,0.11365,61.173,0,0,0,0,0,0,0,0,0,69.5789,67.5789,61.173,0,0,0,53.9573,25.0857,0,-69.5789,54.0383,617.035,125,110,D_OFF,B_NONE,V_DRIVE,H_NOMINAL,T_OFF,F_NONE
