corner,candidate,duty,seed,distance_km,duration_s,avg_speed_kmh,power_limited_frac,payload_kg,gcw_kg,fuel_g_raw,fuel_g_corrected,fuel_L_per_100km,grid_kWh,MJ_primary_per_payload_tkm,MJ_tank_per_payload_tkm,g_CO2_per_payload_tkm,unserved_kWh,charge_deficit_kWh,correction_share,correction_eta
payload_plus20,S5-13L,LH-520,8103,520,22388.5,83.6144,0.184688,23647.6,40241.3,182052,181282,41.9013,0,0.750852,0.630968,55.6409,0.921978,-4.53388,-0.00424862,0.39445
payload_plus20,S5-13L,LH-520,8104,520,23298.3,80.3493,0.169995,23647.6,40241.3,176301,175573,40.5817,0,0.727206,0.611097,53.8886,1.12279,-4.54351,-0.00414699,0.395171
payload_plus20,S5-13L,LH-520,8105,520,21420.9,87.3914,0.209626,23647.6,40241.3,194844,195080,45.0905,0,0.808002,0.678993,59.8759,3.96341,-2.85797,0.00120862,0.39436
payload_plus20,S5-13L,LH-520,8106,520,22057.7,84.8684,0.155714,23647.6,40241.3,169632,168455,38.9365,0,0.697725,0.586324,51.704,0.00200754,-5.44859,-0.00698477,0.389356
payload_plus20,S5-13L,LH-520,8107,520,21138,88.561,0.211362,23647.6,40241.3,186660,185816,42.9493,0,0.769633,0.64675,57.0326,0.549422,-4.44218,-0.00454357,0.387825
payload_plus20,S5-13L,LH-520,8108,520,22918.4,81.6812,0.142095,23647.6,40241.3,162669,161575,37.3463,0,0.669229,0.562377,49.5923,0.268554,-5.38838,-0.0067717,0.393588
payload_plus20,S6,GH-REG-165,8101,165,10106.4,58.7748,0.207174,24786,40431,61762,61782,45.0043,0,0.769416,0.646568,57.0166,0.0980275,-0,0.000322945,0.413253
payload_plus20,S6,GH-REG-165,8102,165,9925,59.8489,0.229136,24786,40431,68312.6,68332.1,49.7757,0,0.850991,0.715118,63.0615,0.0956162,-0,0.000284075,0.414316
payload_plus20,S6,GH-REG-165,8103,165.001,10114.1,58.7301,0.218159,24786,40431,65250.2,65270.2,47.5451,0,0.812856,0.683072,60.2356,0.0987729,-0,0.000307364,0.414122
payload_plus20,S6,GH-REG-165,8104,165.001,9938.7,59.7666,0.199139,24786,40431,61957.1,61977.5,45.1467,0,0.77185,0.648614,57.1969,0.100514,-0,0.000329796,0.413625
payload_plus20,S6,GH-REG-165,8105,165.001,9850.1,60.3043,0.213112,24786,40431,60863.5,60882,44.3486,0,0.758206,0.637148,56.1858,0.091128,-0,0.000304529,0.413421
payload_plus20,S6,GH-REG-165,8106,165,10213.1,58.1607,0.217591,24786,40431,65462.9,65482.7,47.6999,0,0.815503,0.685297,60.4318,0.0973808,-0,0.000301638,0.414686
payload_plus20,S6,GH-REG-165,8107,165.001,9763.9,60.8368,0.212229,24786,40431,61907.7,61927.5,45.11,0,0.771224,0.648088,57.1505,0.0968168,-0,0.000318307,0.413124
payload_plus20,S6,GH-REG-165,8108,165.001,9816.9,60.5081,0.193725,24786,40431,60533.9,60553.4,44.1092,0,0.754114,0.633709,55.8826,0.0954628,-0,0.000320654,0.413541
payload_plus20,S6,LH-520,8101,520,22459.7,83.3494,0.165024,24786,40431,163494,163498,37.7907,0,0.64609,0.542933,47.8776,0.0190088,-0,2.31626e-05,0.422196
payload_plus20,S6,LH-520,8102,520,20773.7,90.114,0.212672,24786,40431,165924,165928,38.3525,0,0.655694,0.551003,48.5893,0.0196735,-0,2.3772e-05,0.419522
payload_plus20,S6,LH-520,8103,520,22380.2,83.6454,0.183617,24786,40431,176405,176409,40.7749,0,0.697109,0.585806,51.6583,0.0201461,-0,2.26962e-05,0.423231
payload_plus20,S6,LH-520,8104,520,23251,80.5127,0.160831,24786,40431,171572,171576,39.6578,0,0.67801,0.569756,50.243,0.0196296,-0,2.27641e-05,0.422732
payload_plus20,S6,LH-520,8105,520,21410.6,87.4334,0.225864,24786,40431,188131,188135,43.4853,0,0.743448,0.624746,55.0922,0.0208976,-0,2.20428e-05,0.423856
payload_plus20,S6,LH-520,8106,520,22152.2,84.5064,0.164976,24786,40431,162330,162334,37.5216,0,0.641489,0.539067,47.5367,0.0188026,-0,2.30913e-05,0.421911
payload_plus20,S6,LH-520,8107,520,21206.2,88.2761,0.2298,24786,40431,178398,178402,41.2356,0,0.704986,0.592425,52.242,0.0197906,-0,2.21391e-05,0.421463
payload_plus20,S6,LH-520,8108,520,23044.3,81.2349,0.143662,24786,40431,157594,157599,36.4272,0,0.622778,0.523343,46.1501,0.0210072,-0,2.66057e-05,0.421405
payload_plus20,S7,GH-REG-165,8101,165.001,10018.9,59.2881,0.198104,23814.6,40269.1,58076.2,59378.6,43.2535,0,0.769648,0.646763,57.0337,3.07651,2.83951,0.0219348,0.382053
payload_plus20,S7,GH-REG-165,8102,165,9847.8,60.318,0.217265,23814.6,40269.1,66359.5,67963.2,49.507,0,0.880921,0.74027,65.2795,4.03763,3.24166,0.0235968,0.381787
payload_plus20,S7,GH-REG-165,8103,165.001,10018.8,59.2888,0.206659,23814.6,40269.1,62944.8,64534.3,47.0091,0,0.836473,0.702919,61.9857,4.01064,3.20248,0.0246307,0.381693
payload_plus20,S7,GH-REG-165,8104,165.001,9873.5,60.1614,0.189202,23814.6,40269.1,59149.5,60606.3,44.1477,0,0.785558,0.660133,58.2127,3.34171,3.25652,0.0240375,0.38096
payload_plus20,S7,GH-REG-165,8105,165.001,9769.6,60.8012,0.204264,23814.6,40269.1,56857,58187.5,42.3858,0,0.754208,0.633788,55.8896,3.17228,2.8572,0.0228654,0.38118
payload_plus20,S7,GH-REG-165,8106,165.001,10149,58.5281,0.20386,23814.6,40269.1,62371.9,63912.5,46.5562,0,0.828414,0.696147,61.3885,3.74992,3.25652,0.0241051,0.382527
payload_plus20,S7,GH-REG-165,8107,165,9698.3,61.248,0.195898,23814.6,40269.1,59231.2,60668.2,44.1929,0,0.786363,0.660809,58.2724,3.25995,3.25652,0.0236859,0.381436
payload_plus20,S7,GH-REG-165,8108,165.001,9768.4,60.8086,0.182085,23814.6,40269.1,57976.3,59489.1,43.334,0,0.771079,0.647966,57.1398,3.5717,3.25652,0.0254294,0.379658
payload_plus20,S7,LH-520,8101,520,22305.2,83.9267,0.155246,23814.6,40269.1,165637,168163,38.869,0,0.691629,0.581201,51.2523,8.41677,3.22578,0.0150213,0.387677
payload_plus20,S7,LH-520,8102,520,20654.1,90.6358,0.201538,23814.6,40269.1,168943,171806,39.7111,0,0.706615,0.593794,52.3627,9.89854,3.22479,0.0166655,0.385519
payload_plus20,S7,LH-520,8103,520,22178.3,84.4069,0.17403,23814.6,40269.1,180961,183672,42.4537,0,0.755417,0.634804,55.9791,9.32015,3.22181,0.0147598,0.389135
payload_plus20,S7,LH-520,8104,520,23077,81.1198,0.144,23814.6,40269.1,175703,178121,41.1706,0,0.732584,0.615617,54.2872,7.94148,3.22038,0.0135729,0.388336
payload_plus20,S7,LH-520,8105,520,21244,88.1191,0.209371,23814.6,40269.1,194765,197778,45.7142,0,0.813433,0.683557,60.2783,10.7488,3.2155,0.0152322,0.389885
payload_plus20,S7,LH-520,8106,520,21966.8,85.2196,0.151132,23814.6,40269.1,165404,167861,38.7991,0,0.690387,0.580157,51.1602,8.08409,3.22428,0.0146347,0.387193
payload_plus20,S7,LH-520,8107,520,21012.6,89.0895,0.214689,23814.6,40269.1,182988,186061,43.006,0,0.765244,0.643062,56.7074,10.9411,3.22163,0.0165198,0.387565
payload_plus20,S7,LH-520,8108,520,22862.7,81.8801,0.131371,23814.6,40269.1,160099,162325,37.5196,0,0.66762,0.561025,49.4731,7.00736,3.22639,0.0137158,0.386623
payload_plus20,S4p,GH-REG-165,8101,165,9719.9,61.1118,0.105844,24161.2,40326.9,26830.4,38402,27.9735,110.904,0.700928,0.412282,44.1457,53.8581,0,0.301328,0.391485
payload_plus20,S4p,GH-REG-165,8102,165,9568.3,62.08,0.102379,24161.2,40326.9,35326.6,47809.9,34.8265,110.784,0.820894,0.513284,53.0441,57.9026,0,0.261103,0.390147
payload_plus20,S4p,GH-REG-165,8103,165,9723.9,61.0866,0.108762,24161.2,40326.9,32030,43867.4,31.9547,110.948,0.770837,0.470958,49.3232,55.0518,0,0.269845,0.391178
payload_plus20,S4p,GH-REG-165,8104,165.001,9618.8,61.7546,0.0982233,24161.2,40326.9,27897,38814.9,28.274,110.764,0.705932,0.416711,44.5265,50.5681,0,0.281281,0.38958
payload_plus20,S4p,GH-REG-165,8105,165.001,9497.9,62.5404,0.107717,24161.2,40326.9,24382.8,36008.7,26.23,110.667,0.669901,0.386586,41.8632,54.0868,0,0.322862,0.391315
payload_plus20,S4p,GH-REG-165,8106,165.001,9858.5,60.253,0.101414,24161.2,40326.9,29835.3,42213,30.7494,110.703,0.749231,0.453194,47.7393,57.5121,0,0.293221,0.390819
payload_plus20,S4p,GH-REG-165,8107,165.001,9480.5,62.6551,0.0744679,24161.2,40326.9,29589.6,39722.8,28.9355,111.33,0.718608,0.426461,45.426,47.1074,0,0.255097,0.391024
payload_plus20,S4p,GH-REG-165,8108,165.001,9515.9,62.4221,0.0792034,24161.2,40326.9,28174.4,38546.7,28.0788,110.881,0.702731,0.413834,44.281,48.337,0,0.269084,0.391979
payload_plus20,S4p,LH-520,8101,520,21690.4,86.3055,0.0631936,24161.2,40326.9,124778,157206,36.3364,110.716,0.70391,0.535537,49.6929,151.155,0,0.20628,0.392063
payload_plus20,S4p,LH-520,8102,520,19952.2,93.8243,0.0860252,24161.2,40326.9,123209,162608,37.5849,110.745,0.725825,0.553938,51.3162,183.846,0,0.242293,0.392493
payload_plus20,S4p,LH-520,8103,520,21513.9,87.0136,0.0633727,24161.2,40326.9,136371,175630,40.595,110.699,0.77859,0.598302,55.2273,183.258,0,0.223536,0.392621
payload_plus20,S4p,LH-520,8104,520,22509.5,83.1649,0.0535594,24161.2,40326.9,136895,170099,39.3166,110.695,0.756166,0.57946,53.5657,155.165,0,0.195208,0.393055
payload_plus20,S4p,LH-520,8105,520,20498.9,91.322,0.0946046,24161.2,40326.9,146615,195179,45.1135,110.741,0.857863,0.664897,61.1009,226.767,0,0.248821,0.39275
payload_plus20,S4p,LH-520,8106,520,21382.9,87.5467,0.0731001,24161.2,40326.9,123683,155913,36.0376,110.665,0.698638,0.531133,49.3034,150.34,0,0.20672,0.392345
payload_plus20,S4p,LH-520,8107,520,20273.5,92.3374,0.0865707,24161.2,40326.9,135002,177624,41.0557,112.444,0.78772,0.605092,55.865,198.918,0,0.239956,0.392556
payload_plus20,S4p,LH-520,8108,520,22323.5,83.8579,0.0564739,24161.2,40326.9,122045,150527,34.7927,110.674,0.67681,0.512785,47.6856,132.766,0,0.189217,0.392077
payload_minus20,S0R,GH-REG-165,8101,165,9810.8,60.5456,0.140028,16524,32169,55797.7,55815,40.6577,0,1.04266,0.876183,77.2648,0.0779742,-0,0.000309306,0.379901
payload_minus20,S0R,GH-REG-165,8102,165,9647.6,61.5697,0.15186,16524,32169,62677.5,62694.2,45.6688,0,1.17117,0.984173,86.7877,0.0758205,-0,0.000266164,0.382181
payload_minus20,S0R,GH-REG-165,8103,165.001,9819.7,60.4909,0.149565,16524,32169,59721.4,59738.7,43.5157,0,1.11595,0.937774,82.6961,0.0786523,-0,0.000290434,0.3813
payload_minus20,S0R,GH-REG-165,8104,165.001,9692.3,61.2859,0.132186,16524,32169,55867.2,55884.8,40.7085,0,1.04396,0.877278,77.3613,0.0798162,-0,0.000315395,0.380891
payload_minus20,S0R,GH-REG-165,8105,165.001,9570.4,62.0666,0.145593,16524,32169,54613.6,54629.6,39.7942,0,1.02051,0.857574,75.6237,0.0725095,-0,0.000294058,0.379658
payload_minus20,S0R,GH-REG-165,8106,165.001,9949,59.7049,0.135419,16524,32169,59227.1,59244.1,43.1554,0,1.10671,0.930008,82.0112,0.0772105,-0,0.000287014,0.381933
payload_minus20,S0R,GH-REG-165,8107,165.001,9537.4,62.2815,0.123145,16524,32169,56024.1,56041,40.8222,0,1.04688,0.879728,77.5774,0.076872,-0,0.000302921,0.380883
payload_minus20,S0R,GH-REG-165,8108,165.001,9595.9,61.9017,0.122947,16524,32169,55107.4,55124.3,40.1545,0,1.02975,0.865338,76.3084,0.0759607,-0,0.000305049,0.379958
payload_minus20,S0R,LH-520,8101,520,21871,85.5929,0.0963417,16524,32169,152330,152334,35.2102,0,0.902958,0.758789,66.9125,0.0148965,-0,2.11314e-05,0.38924
payload_minus20,S0R,LH-520,8102,520,20191,92.7146,0.144504,16524,32169,156294,156297,36.1263,0,0.926451,0.77853,68.6534,0.0153852,-0,2.14182e-05,0.386569
payload_minus20,S0R,LH-520,8103,520,21725.3,86.1669,0.129098,16524,32169,167866,167869,38.801,0,0.995044,0.836171,73.7364,0.0157998,-0,2.02676e-05,0.390605
payload_minus20,S0R,LH-520,8104,520,22706.9,82.442,0.0877615,16524,32169,162434,162437,37.5456,0,0.962849,0.809117,71.3506,0.0153062,-0,2.0309e-05,0.390257
payload_minus20,S0R,LH-520,8105,520,20778.8,90.0919,0.151259,16524,32169,181957,181961,42.0582,0,1.07857,0.906364,79.9262,0.0165736,-0,1.95451e-05,0.391976
payload_minus20,S0R,LH-520,8106,520,21604.7,86.6479,0.109642,16524,32169,151609,151612,35.0434,0,0.898681,0.755194,66.5956,0.0149213,-0,2.13358e-05,0.387992
payload_minus20,S0R,LH-520,8107,520,20545.8,91.1136,0.146754,16524,32169,169639,169643,39.211,0,1.00556,0.845006,74.5155,0.0153363,-0,1.95176e-05,0.389597
payload_minus20,S0R,LH-520,8108,520,22510,83.1631,0.0861169,16524,32169,147000,147004,33.9783,0,0.871367,0.732241,64.5715,0.0165799,-0,2.44992e-05,0.387222
payload_minus20,S5,GH-REG-165,8101,165.001,10418.3,57.0154,0.247178,15976,32306,49684.3,51295.1,37.3651,0,0.991086,0.832846,73.4431,11.1892,-4.12077,0.0314042,0.369077
payload_minus20,S5,GH-REG-165,8102,165,10409.1,57.0655,0.285286,15976,32306,54920.4,57178.3,41.6508,0,1.10476,0.928372,81.8669,13.2144,-3.29162,0.0394892,0.369642
payload_minus20,S5,GH-REG-165,8103,165,10942.1,54.2858,0.286789,15976,32306,48520.8,56207.6,40.9437,0,1.08601,0.91261,80.477,37.0632,-3.95903,0.136757,0.362239
payload_minus20,S5,GH-REG-165,8104,165,10540.4,56.3546,0.260434,15976,32306,48193.5,51903.2,37.8083,0,1.00284,0.842723,74.3142,19.6614,-3.68965,0.0714725,0.36214
payload_minus20,S5,GH-REG-165,8105,165.001,10149.5,58.5254,0.242867,15976,32306,48643.6,49812.8,36.2853,0,0.962445,0.808777,71.3207,9.4149,-4.24438,0.0234716,0.371973
payload_minus20,S5,GH-REG-165,8106,165,10787.2,55.0654,0.267889,15976,32306,50280.7,54134.8,39.4337,0,1.04595,0.878954,77.5091,20.9948,-4.04954,0.0711935,0.369819
payload_minus20,S5,GH-REG-165,8107,165.001,9796.1,60.6366,0.219442,15976,32306,52558.4,51923.9,37.8232,0,1.00324,0.843056,74.3435,0,-2.84269,-0.01222,0.376834
payload_minus20,S5,GH-REG-165,8108,165,10217.1,58.1379,0.231521,15976,32306,47827.9,51296.7,37.3664,0,0.991121,0.832875,73.4457,19.1676,-3.86633,0.0676215,0.371032
payload_minus20,S5,LH-520,8101,520,22418.8,83.5014,0.167198,15976,32306,154887,154438,35.6965,0,0.946828,0.795653,70.1634,0.819974,-2.79344,-0.00291038,0.369306
payload_minus20,S5,LH-520,8102,520,20790.3,90.042,0.231275,15976,32306,161019,160734,37.1519,0,0.98543,0.828092,73.024,0.90074,-2.11469,-0.00177431,0.358031
payload_minus20,S5,LH-520,8103,520,22333.8,83.8192,0.194194,15976,32306,169601,169316,39.1356,0,1.03805,0.872308,76.9231,1.17602,-2.43266,-0.00168298,0.370929
payload_minus20,S5,LH-520,8104,520,23176.6,80.7712,0.161654,15976,32306,163365,163453,37.7803,0,1.0021,0.842099,74.2591,1.19135,-0.801798,0.000534118,0.375313
payload_minus20,S5,LH-520,8105,520,21470.2,87.1907,0.260127,15976,32306,187889,190229,43.9693,0,1.16626,0.980048,86.4239,6.97291,3.07264,0.0123013,0.361082
payload_minus20,S5,LH-520,8106,520,22087.1,84.7554,0.167513,15976,32306,154715,154183,35.6378,0,0.945269,0.794344,70.0479,0.767167,-3.08978,-0.00344562,0.367731
payload_minus20,S5,LH-520,8107,520,21194.2,88.3261,0.256144,15976,32306,175012,175176,40.4899,0,1.07397,0.902495,79.5851,1.83914,-1.13776,0.000936944,0.359436
payload_minus20,S5,LH-520,8108,520,22960,81.5332,0.142216,15976,32306,148092,147626,34.1221,0,0.905066,0.76056,67.0687,1.03865,-3.10466,-0.00315741,0.372819
payload_minus20,S5-13L,GH-REG-165,8101,165.001,10003.7,59.3783,0.177523,15765.1,32358.7,49079.8,49365.7,35.9597,0,0.966572,0.812245,71.6265,6.06471,-4.78603,0.0057902,0.376273
payload_minus20,S5-13L,GH-REG-165,8102,165.001,9875.6,60.1485,0.18744,15765.1,32358.7,55563.9,56156.9,40.9067,0,1.09954,0.923987,81.4803,6.42985,-3.72601,0.0105602,0.383498
payload_minus20,S5-13L,GH-REG-165,8103,165,10383.5,57.2063,0.206566,15765.1,32358.7,48305,53682.7,39.1045,0,1.0511,0.883279,77.8905,28.0653,-4.56804,0.100175,0.36752
payload_minus20,S5-13L,GH-REG-165,8104,165.001,9944.6,59.7311,0.166782,15765.1,32358.7,48552.5,49851.9,36.3139,0,0.976094,0.820247,72.3321,10.1298,-4.27402,0.0260663,0.379039
payload_minus20,S5-13L,GH-REG-165,8105,165,9743.3,60.9651,0.182842,15765.1,32358.7,48196.1,48074.6,35.0193,0,0.941295,0.791005,69.7534,4.53515,-5.07949,-0.00252672,0.376927
payload_minus20,S5-13L,GH-REG-165,8106,165.001,10342.6,57.4327,0.185677,15765.1,32358.7,49589.2,50966.2,37.1255,0,0.997909,0.838579,73.9487,11.1141,-4.9037,0.0270178,0.379354
payload_minus20,S5-13L,GH-REG-165,8107,165.001,9565.2,62.1005,0.151935,15765.1,32358.7,51025.4,50422.5,36.7294,0,0.987263,0.829633,73.1598,0.0152486,-2.8024,-0.0119575,0.388825
payload_minus20,S5-13L,GH-REG-165,8108,165,9606.5,61.8332,0.138707,15765.1,32358.7,50360.6,49403.8,35.9875,0,0.967321,0.812875,71.682,0.0155711,-4.42857,-0.0193666,0.387953
payload_minus20,S5-13L,LH-520,8101,520,21845.7,85.692,0.0922923,15765.1,32358.7,149751,148715,34.3738,0,0.923945,0.776425,68.4677,0.00161484,-4.78883,-0.0069674,0.388612
payload_minus20,S5-13L,LH-520,8102,520,20075.2,93.2495,0.119251,15765.1,32358.7,154058,152934,35.3491,0,0.95016,0.798453,70.4103,0.00195855,-5.14961,-0.00734728,0.385333
payload_minus20,S5-13L,LH-520,8103,520,21667.2,86.3979,0.105805,15765.1,32358.7,163851,162931,37.6596,0,1.01227,0.850644,75.0126,0.00201502,-4.30217,-0.00564962,0.392935
payload_minus20,S5-13L,LH-520,8104,520,22642.5,82.6765,0.0851934,15765.1,32358.7,158620,157773,36.4674,0,0.980219,0.823714,72.6378,0.00225604,-3.96518,-0.00537244,0.393252
payload_minus20,S5-13L,LH-520,8105,520,20684.9,90.5009,0.132091,15765.1,32358.7,178574,179270,41.4362,0,1.11378,0.935947,82.5349,3.08559,0.158765,0.00388023,0.392305
payload_minus20,S5-13L,LH-520,8106,520,21547.3,86.8787,0.103321,15765.1,32358.7,148648,147589,34.1135,0,0.916949,0.770546,67.9493,0.00178655,-4.89205,-0.00717817,0.388261
payload_minus20,S5-13L,LH-520,8107,520,20440.2,91.5843,0.122479,15765.1,32358.7,167915,166883,38.5732,0,1.03682,0.871278,76.8322,0.00203117,-4.74398,-0.00618193,0.386615
payload_minus20,S5-13L,LH-520,8108,520,22477.9,83.2819,0.0800116,15765.1,32358.7,143184,142147,32.8557,0,0.88314,0.742134,65.4439,0.00293364,-4.82012,-0.00729703,0.390633
payload_minus20,S6,GH-REG-165,8101,165.001,9843.2,60.3466,0.141233,16524,32169,51524.7,51540.6,37.5439,0,0.962806,0.80908,71.3474,0.0779845,-0,0.00030942,0.411309
payload_minus20,S6,GH-REG-165,8102,165.001,9667.3,61.4445,0.15214,16524,32169,57939,57954.4,42.216,0,1.08262,0.909765,80.2261,0.0758048,-0,0.000266112,0.413433
payload_minus20,S6,GH-REG-165,8103,165.001,9844.2,60.3403,0.148959,16524,32169,55174.1,55190.1,40.2024,0,1.03098,0.866372,76.3996,0.0786258,-0,0.000290537,0.412441
payload_minus20,S6,GH-REG-165,8104,165.001,9707.7,61.1889,0.133202,16524,32169,51733.3,51749.5,37.6961,0,0.966709,0.81236,71.6367,0.0797296,-0,0.000314641,0.411867
payload_minus20,S6,GH-REG-165,8105,165.001,9595.1,61.9069,0.145771,16524,32169,50454.8,50469.7,36.7639,0,0.942801,0.79227,69.865,0.0725151,-0,0.000294038,0.411012
payload_minus20,S6,GH-REG-165,8106,165,9969.7,59.5806,0.136733,16524,32169,54801.2,54816.9,39.9307,0,1.02401,0.860516,75.8832,0.0772211,-0,0.000286756,0.413207
payload_minus20,S6,GH-REG-165,8107,165.001,9545.1,62.2313,0.130191,16524,32169,51942.2,51957.9,37.8479,0,0.9706,0.81563,71.925,0.0769021,-0,0.000302126,0.412057
payload_minus20,S6,GH-REG-165,8108,165.001,9608.6,61.8199,0.125813,16524,32169,51037.8,51053.3,37.189,0,0.953705,0.801432,70.673,0.0759533,-0,0.000304334,0.411179
payload_minus20,S6,LH-520,8101,520,21906,85.4561,0.103044,16524,32169,141382,141385,32.6796,0,0.83806,0.704252,62.1034,0.0148996,-0,2.10443e-05,0.421207
payload_minus20,S6,LH-520,8102,520,20206.5,92.6435,0.148001,16524,32169,144920,144923,33.4973,0,0.85903,0.721874,63.6572,0.0153566,-0,2.13046e-05,0.418355
payload_minus20,S6,LH-520,8103,520,21824.4,85.7756,0.130967,16524,32169,155345,155348,35.9069,0,0.920826,0.773803,68.2365,0.0158409,-0,2.02973e-05,0.422567
payload_minus20,S6,LH-520,8104,520,22765.6,82.2294,0.0926482,16524,32169,150466,150469,34.7792,0,0.891903,0.749499,66.0933,0.015315,-0,2.02824e-05,0.422094
payload_minus20,S6,LH-520,8105,520,20846.2,89.8006,0.157668,16524,32169,168254,168257,38.8908,0,0.997347,0.838106,73.907,0.0166387,-0,1.96158e-05,0.424032
payload_minus20,S6,LH-520,8106,520,21675,86.3668,0.110851,16524,32169,140398,140401,32.4522,0,0.832229,0.699352,61.6712,0.0149299,-0,2.12991e-05,0.419937
payload_minus20,S6,LH-520,8107,520,20602.3,90.8637,0.156487,16524,32169,157170,157173,36.3288,0,0.931644,0.782894,69.0382,0.0156488,-0,1.98709e-05,0.421448
payload_minus20,S6,LH-520,8108,520,22567.3,82.9519,0.0927666,16524,32169,136178,136181,31.4768,0,0.807215,0.678332,59.8176,0.0165837,-0,2.44478e-05,0.418971
payload_minus20,S7,GH-REG-165,8101,165.001,9792.3,60.6603,0.134543,15876.4,32330.9,48522,49701.4,36.2042,0,0.966319,0.812033,71.6078,2.29129,2.99536,0.023729,0.377044
payload_minus20,S7,GH-REG-165,8102,165.001,9623.3,61.7255,0.144959,15876.4,32330.9,56361.8,57699.1,42.0301,0,1.12182,0.942703,83.1307,2.79075,3.23734,0.0231764,0.379161
payload_minus20,S7,GH-REG-165,8103,165.001,9788.6,60.6831,0.143114,15876.4,32330.9,53303.4,54686.9,39.8359,0,1.06325,0.893489,78.7908,2.97593,3.23919,0.0252982,0.377863
payload_minus20,S7,GH-REG-165,8104,165.001,9669.5,61.4306,0.125962,15876.4,32330.9,49091.2,50320.8,36.6554,0,0.978363,0.822154,72.5003,2.25847,3.25652,0.0244368,0.377235
payload_minus20,S7,GH-REG-165,8105,165,9547.7,62.2139,0.140043,15876.4,32330.9,46849.1,48042.3,34.9959,0,0.934068,0.784931,69.2178,2.33361,2.99536,0.0248377,0.375636
payload_minus20,S7,GH-REG-165,8106,165,9937.4,59.7742,0.12963,15876.4,32330.9,52106.4,53375.3,38.8806,0,1.03775,0.872063,76.9014,2.46595,3.25652,0.0237722,0.379344
payload_minus20,S7,GH-REG-165,8107,165,9518.4,62.4055,0.113789,15876.4,32330.9,49673.4,50831.5,37.0276,0,0.988297,0.830501,73.2364,1.95157,3.25652,0.0227824,0.378272
payload_minus20,S7,GH-REG-165,8108,165.001,9575,62.0368,0.115863,15876.4,32330.9,48828.4,50113.2,36.5042,0,0.974328,0.818763,72.2013,2.47529,3.25652,0.025638,0.375245
payload_minus20,S7,LH-520,8101,520,21836.5,85.7281,0.0902155,15876.4,32330.9,144181,145946,33.7337,0,0.900379,0.756621,66.7214,4.86948,3.22323,0.0120888,0.385814
payload_minus20,S7,LH-520,8102,520,20153,92.8895,0.138103,15876.4,32330.9,148770,150930,34.8858,0,0.93113,0.782462,69.0002,6.63291,3.22323,0.0143099,0.383843
payload_minus20,S7,LH-520,8103,520,21681.9,86.3394,0.114551,15876.4,32330.9,160634,162665,37.5982,0,1.00353,0.8433,74.365,6.14974,3.22287,0.0124873,0.388112
payload_minus20,S7,LH-520,8104,520,22675.8,82.555,0.0823032,15876.4,32330.9,155249,156932,36.2732,0,0.96816,0.81358,71.7442,4.53244,3.22828,0.0107271,0.387761
payload_minus20,S7,LH-520,8105,520,20718.4,90.3545,0.143114,15876.4,32330.9,175940,178194,41.1875,0,1.09933,0.923806,81.4643,7.24147,3.22065,0.0126505,0.390373
payload_minus20,S7,LH-520,8106,520,21560.9,86.8239,0.105153,15876.4,32330.9,143949,145853,33.7122,0,0.899806,0.75614,66.6789,5.48088,3.23291,0.0130541,0.38495
payload_minus20,S7,LH-520,8107,520,20495,91.3394,0.135954,15876.4,32330.9,162386,164585,38.0419,0,1.01537,0.853251,75.2426,6.89159,3.22457,0.013356,0.387088
payload_minus20,S7,LH-520,8108,520,22458.4,83.3542,0.0796981,15876.4,32330.9,139139,140764,32.536,0,0.868411,0.729757,64.3524,4.1962,3.22458,0.011542,0.384181
payload_minus20,S4p,GH-REG-165,8101,165.001,9573.5,62.0467,0.06637,16107.5,32273.1,21121,28355.2,20.6549,110.831,0.858647,0.456627,51.9432,33.6963,0,0.255127,0.391789
payload_minus20,S4p,GH-REG-165,8102,165,9454.6,62.8266,0.0517838,16107.5,32273.1,29404.1,36773.5,26.7872,110.762,1.01978,0.592197,63.891,34.2405,0,0.200399,0.390812
payload_minus20,S4p,GH-REG-165,8103,165,9577.5,62.0204,0.067021,16107.5,32273.1,26195.4,33611.3,24.4837,110.763,0.959182,0.541273,59.4005,34.5581,0,0.220638,0.39196
payload_minus20,S4p,GH-REG-165,8104,165.001,9484.3,62.6303,0.0510206,16107.5,32273.1,21836.1,28245.3,20.5748,110.712,0.856198,0.454856,51.7744,29.7476,0,0.22691,0.390401
payload_minus20,S4p,GH-REG-165,8105,165,9347.9,63.5439,0.0624947,16107.5,32273.1,17750.7,25269,18.4069,110.679,0.799075,0.406929,47.5447,35.0043,0,0.29753,0.391616
payload_minus20,S4p,GH-REG-165,8106,165.001,9740.3,60.9842,0.0557061,16107.5,32273.1,23428.2,30850.7,22.4726,110.689,0.906064,0.496813,55.472,34.4844,0,0.240593,0.390781
payload_minus20,S4p,GH-REG-165,8107,165.001,9396.3,63.2167,0.0353965,16107.5,32273.1,23817.4,29439.6,21.4449,111.246,0.880609,0.474091,53.527,26.1952,0,0.190976,0.391895
payload_minus20,S4p,GH-REG-165,8108,165.001,9424,63.0308,0.0444711,16107.5,32273.1,22502.2,28571.2,20.8123,110.838,0.862808,0.460107,52.2508,28.265,0,0.212416,0.391735
payload_minus20,S4p,LH-520,8101,520,21470.3,87.1903,0.0417039,16107.5,32273.1,115513,134060,30.9864,110.643,0.915052,0.685031,64.107,86.7528,0,0.138349,0.393431
